,N,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status
"0",48,16,0,50,17,0,18,16,18,1,0,True,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.01,0.0,0.0002460000000000002,0.00011399999999999997,0.0,0.00012099999999999996,0.000291,0.00022799999999999996,0.009861,SOLVER_RET_SUCCESS
"900.0",48,16,0,50,17,0,18,16,18,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0002690000000000003,0.00012099999999999996,0.0,0.00012799999999999994,0.00030199999999999997,0.00021199999999999998,0.008431,SOLVER_RET_SUCCESS
"1800.0",48,12,0,38,13,0,14,12,14,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.00017500000000000003,8.899999999999998e-05,0.0,8.699999999999999e-05,0.00021500000000000002,0.000158,0.006238,SOLVER_RET_SUCCESS
"2700.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.0,0.0002010000000000001,9.599999999999999e-05,0.0,0.00010399999999999998,0.00024400000000000008,0.000169,0.00693,SOLVER_RET_SUCCESS
"3600.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.0,0.00024400000000000018,0.00011399999999999998,0.0,0.000131,0.00035000000000000005,0.00021799999999999996,0.008191,SOLVER_RET_SUCCESS
"4500.0",48,15,0,47,16,0,17,15,17,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0002420000000000002,0.00010199999999999999,0.0,0.00012199999999999996,0.000302,0.0002,0.007683,SOLVER_RET_SUCCESS
"5400.0",48,14,0,44,15,0,16,14,16,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0002380000000000001,0.00010099999999999997,0.0,0.00010399999999999997,0.00026500000000000004,0.000178,0.007271,SOLVER_RET_SUCCESS
"6300.0",48,15,0,47,16,0,17,15,17,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0002249999999999999,0.00011599999999999997,0.0,0.00011499999999999996,0.00027400000000000005,0.00018400000000000003,0.007185,SOLVER_RET_SUCCESS
"7200.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.007,0.0,0.00018800000000000002,0.00010299999999999998,0.0,0.00010099999999999997,0.00023400000000000002,0.00017800000000000002,0.006851,SOLVER_RET_SUCCESS
"8100.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.00018299999999999992,8.599999999999999e-05,0.0,9.099999999999999e-05,0.00022300000000000008,0.000175,0.006159,SOLVER_RET_SUCCESS
"9000.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.007,0.0,0.00018199999999999998,8.7e-05,0.0,9.599999999999998e-05,0.00023300000000000005,0.000166,0.00622,SOLVER_RET_SUCCESS
"9900.0",48,27,0,83,28,0,29,27,29,1,0,True,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.014,0.0,0.0004100000000000005,0.00018200000000000006,0.0,0.00019200000000000006,0.000541,0.0003270000000000001,0.013312,SOLVER_RET_SUCCESS
"10800.0",48,23,0,71,24,0,25,23,25,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.00034100000000000016,0.00014800000000000002,0.0,0.00015500000000000003,0.00038700000000000003,0.00024900000000000004,0.010371,SOLVER_RET_SUCCESS
"11700.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0003140000000000001,0.000151,0.0,0.00015199999999999998,0.000392,0.000238,0.00964,SOLVER_RET_SUCCESS
"12600.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.009,0.0,0.0003179999999999999,0.00013800000000000002,0.0,0.000148,0.000371,0.000236,0.009701,SOLVER_RET_SUCCESS
"13500.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.00030800000000000006,0.00014400000000000003,0.0,0.000143,0.00039600000000000003,0.000285,0.009842,SOLVER_RET_SUCCESS
"14400.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.01,0.0,0.0003420000000000002,0.000136,0.0,0.00017000000000000004,0.00037400000000000004,0.000248,0.010138,SOLVER_RET_SUCCESS
"15300.0",48,19,0,59,20,0,21,19,21,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0002699999999999999,0.00012799999999999997,0.0,0.00014199999999999998,0.0003290000000000001,0.00021700000000000002,0.009004,SOLVER_RET_SUCCESS
"16200.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.00028,0.00012399999999999998,0.0,0.00014,0.0003390000000000001,0.000225,0.008938,SOLVER_RET_SUCCESS
"17100.0",48,19,0,59,20,0,21,19,21,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.00026799999999999995,0.00012299999999999998,0.0,0.00012899999999999996,0.00033300000000000007,0.000215,0.00879,SOLVER_RET_SUCCESS
"18000.0",48,19,0,59,20,0,21,19,21,1,0,True,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.008,0.0,0.00026900000000000003,0.00012299999999999995,0.0,0.00012599999999999997,0.00032500000000000004,0.00022,0.008495,SOLVER_RET_SUCCESS
"18900.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.00018799999999999993,8.799999999999998e-05,0.0,8.899999999999998e-05,0.00021900000000000004,0.000162,0.006396,SOLVER_RET_SUCCESS
"19800.0",48,14,0,44,15,0,16,14,16,1,0,True,0.0,0.001,0.0,0.0,0.0,0.001,0.0,0.007,0.0,0.00021399999999999997,9.899999999999998e-05,0.0,9.899999999999997e-05,0.00025100000000000003,0.00018,0.006858,SOLVER_RET_SUCCESS
