Time;PowerPrice
120600;45.16
120660;51.3
120720;42
120780;45.09
120840;39.54
120900;40.36
120960;39.53
121020;38.92
121080;38.01
121140;37.25
121200;38.02
121260;52.28
121320;63.03
121380;79.47
121440;76.61
121500;67.98
121560;61.49
121620;55.65
121680;52.52
121740;48.84
121800;45.34
121860;44.03
121920;45.09
121980;51.76
122040;62.49
122100;62.41
122160;62.42
122220;54.91
122280;49.18
122340;42.4
122400;38.8
122460;38
122520;38.01
122580;37.83
122640;38.98
122700;48.47
122760;60.43
122820;67.48
122880;60.69
122940;55.98
123000;52.73
123060;47.53
123120;44.96
123180;42.39
123240;40.85
123300;40.73
123360;41.22
123420;42
123480;47.93
123540;44.24
123600;39.61
123660;36.54
123720;33.95
123780;34.36
123840;34.98
123900;33.72
123960;32.62
124020;33.3
124080;35.05
124140;40.05
124200;43.91
124260;50.63
124320;50.32
124380;45.49
124440;44.68
124500;41.84
124560;45.13
124620;45
124680;44.07
124740;42.35
124800;40.72
124860;40.16
124920;45.99
124980;45.56
125040;39.32
125100;35.23
125160;28.34
125220;26.57
125280;19.31
125340;15.72
125400;17.98
125460;19.33
125520;29.4
125580;38.77
125640;42.36
125700;44.99
125760;45.15
125820;40.05
125880;40
125940;38.14
126000;36.77
126060;37.6
126120;39.63
126180;38.92
126240;42.27
126300;44.99
126360;62.6
126420;62.69
126480;45.5
126540;44.62
126600;40.87
126660;35.69
126720;35.8
126780;31.68
126840;32.11
126900;30.79
126960;33.57
127020;35.36
127080;41.48
127140;43.53
127200;43.17
127260;36.11
127320;32.84
127380;28.44
127440;20.96
127500;22.08
127560;20.93
127620;21.17
127680;22.09
127740;29.06
127800;29.09
127860;28.8
127920;18.28
127980;17.07
128040;15.29
128100;0.05
128160;0.05
128220;8.04
128280;13.41
128340;6.91
128400;14.27
128460;13.75
128520;18.66
128580;30.08
128640;30.06
128700;29.37
128760;31.06
128820;31.92
128880;27.82
128940;22.59
129000;23.02
129060;22.89
129120;27.34
129180;31.02
129240;35.46
129300;37.31
129360;38.67
129420;36.02
129480;36.43
129540;34.95
129600;28.46
129660;24.76
129720;21.81
129780;21.07
129840;21.82
129900;22.97
129960;23.05
130020;22.96
130080;24.37
130140;22.04
130200;23
130260;21.85
130320;22.05
130380;18.3
130440;13.72
130500;14.27
130560;13.46
130620;21.73
130680;31.5
130740;32.88
130800;31.87
130860;33.75
130920;33.48
130980;26.06
131040;24.97
131100;24.08
131160;20.46
131220;19.82
131280;22.94
131340;24.91
131400;28.89
131460;32.23
131520;33.1
131580;30.09
131640;30.92
131700;27.09
131760;24.93
131820;21.75
131880;21.82
131940;22.88
132000;25.1
132060;34.11
132120;37.66
132180;37.56
132240;37
132300;31.09
132360;23.12
132420;20.57
132480;14.53
132540;13.4
132600;12
132660;8.64
132720;18.54
132780;39.66
132840;43.93
132900;44.05
132960;43.25
133020;41.08
133080;41.59
133140;31.88
133200;35.89
133260;34.68
133320;37.9
133380;41.85
133440;44.54
133500;48.06
133560;49.95
133620;47.85
133680;42.87
133740;39.2
133800;30.09
133860;28.63
133920;26.91
133980;22.04
134040;15.25
134100;20.09
134160;28.46
134220;42.75
134280;48.5
134340;55.51
134400;48.76
134460;45
134520;44.9
134580;37.62
134640;34.9
134700;31.94
134760;32.07
134820;31.09
134880;39
134940;42.4
135000;42.79
135060;43.74
135120;42.54
135180;39.62
135240;32.09
135300;32.31
135360;28.79
135420;26.07
135480;21.6
135540;21.06
135600;27.82
135660;38.6
135720;45.22
135780;44.94
135840;41.93
135900;35.4
135960;29.57
136020;26
136080;25.07
136140;25.1
136200;25.07
136260;23.03
136320;29.87
136380;36.91
136440;40.77
136500;40.97
136560;40.04
136620;39.9
136680;35.49
136740;28.67
136800;29.41
136860;30
136920;29.06
136980;29
137040;34.35
137100;43.18
137160;53.79
137220;55.05
137280;43.98
137340;41.94
137400;38.06
137460;32.6
137520;29.9
137580;30
137640;28.63
137700;28.65
137760;31.68
137820;38.76
137880;42.17
137940;42.99
138000;36.39
138060;28.01
138120;18.63
138180;19.05
138240;15.79
138300;13.27
138360;6.61
138420;7.67
138480;13.22
138540;14.33
138600;17.14
138660;18.97
138720;18.11
138780;13.22
138840;0.1
138900;-10.06
138960;-4.97
139020;-2.01
139080;7.57
139140;14.15
139200;22.7
139260;33.79
139320;40.45
139380;40.48
139440;31.91
139500;34.04
139560;29.9
139620;22.09
139680;20.82
139740;19.31
139800;19.39
139860;19.01
139920;19.1
139980;21.49
140040;19.35
140100;20.51
140160;22.39
140220;19.41
140280;18
140340;15.98
140400;13.2
140460;4.49
140520;12.36
140580;16.28
140640;15.92
140700;29.1
140760;39.91
140820;43.07
140880;41.68
140940;41.1
141000;37.6
141060;38.53
141120;33.95
141180;32.28
141240;31.65
141300;31.82
141360;37.24
141420;47.99
141480;56.5
141540;62.13
141600;52.01
141660;47.77
141720;44.78
141780;42.94
141840;42.5
141900;40.57
141960;39.3
142020;41
142080;43.92
142140;47.69
142200;49.92
142260;46.26
142320;40.43
142380;39.34
142440;32.22
142500;34.3
142560;31.81
142620;29
142680;27.32
142740;28.05
142800;32.51
142860;41.37
142920;44.32
142980;42.98
143040;42.39
143100;38.04
143160;36.76
143220;42
143280;41.26
143340;30.89
143400;36.7
143460;34.03
143520;37.73
143580;40.46
143640;39.69
143700;39.11
143760;33.99
143820;30.95
143880;29.15
143940;21.63
144000;20.09
144060;19.96
144120;19.96
144180;21.44
144240;26.39
144300;36.49
144360;42.52
144420;43.37
144480;39.81
144540;38.3
144600;33.69
144660;30.66
144720;26.1
144780;26.06
144840;26.02
144900;26.06
144960;36.13
145020;38.62
145080;40.96
145140;40.96
145200;39.36
145260;34.87
145320;27
145380;24.96
145440;21.76
145500;23.04
145560;20.85
145620;23.02
145680;27.64
145740;40.44
145800;41.57
145860;40.91
145920;32.55
145980;28.96
146040;26
146100;24.91
146160;19.52
146220;18.7
146280;25.03
146340;25.06
146400;32.36
146460;39.66
146520;41.94
146580;40.92
146640;37.2
146700;32.4
146760;26.83
146820;29.04
146880;27.04
146940;25.01
147000;25.09
147060;28.57
147120;35.31
147180;42.32
147240;47.93
147300;46.53
147360;46.79
147420;41.93
147480;40.48
147540;39.66
147600;36.83
147660;38.31
147720;38.02
147780;38.96
147840;39.47
147900;40.03
147960;45.52
148020;46.49
148080;44.74
148140;42.89
148200;37.72
148260;31.2
148320;29.2
148380;29
148440;29.92
148500;29.88
148560;32.03
148620;35.84
148680;38.41
148740;39.74
148800;39.92
148860;35.46
148920;32.74
148980;32.5
149040;29.08
149100;26.49
149160;28.99
149220;30.98
149280;33.41
149340;42.35
149400;46.04
149460;46.91
149520;45.02
149580;42.17
149640;39.99
149700;36
149760;31.59
149820;30.73
149880;29.16
149940;28.78
150000;27.64
150060;29.02
150120;28.97
150180;31.87
150240;30.95
150300;30.17
150360;32
150420;29.05
150480;24.62
150540;19.11
150600;19.84
150660;22.65
150720;32.7
150780;39.1
150840;41.83
150900;42.49
150960;41.73
151020;40.6
151080;38.9
151140;37.34
151200;33.49
151260;32.77
151320;32.99
151380;32.94
151440;37.4
151500;47.2
151560;56.1
151620;64.99
151680;58.97
151740;55.74
151800;52.97
151860;51.81
151920;49.99
151980;46.3
152040;45.79
152100;44.51
152160;45.74
152220;48.49
152280;52.84
152340;55
152400;49.19
152460;44.46
152520;42
152580;36.96
152640;36.71
152700;36.5
152760;35.5
152820;35.91
152880;35.24
152940;47.74
153000;54.88
153060;56
153120;51.93
153180;47.05
153240;42.71
153300;38.51
153360;37.33
153420;37.6
153480;37.23
153540;38.5
153600;43.65
153660;50.37
153720;55.06
153780;56.17
153840;52.78
153900;47.06
153960;39.83
154020;33.38
154080;33.18
154140;32.54
154200;33
154260;33.3
154320;35.65
154380;44.83
154440;53.49
154500;55.43
154560;47
154620;44.03
154680;42.28
154740;36.17
154800;37.11
154860;35.42
154920;36.9
154980;35
155040;39.04
155100;46.28
155160;50.88
155220;50.91
155280;48.97
155340;43.3
155400;37.4
155460;35.8
155520;33.03
155580;31.37
155640;29.08
155700;30.71
155760;33.76
155820;43.27
155880;49.96
155940;49.96
156000;46.19
156060;43
156120;41.73
156180;36.52
156240;34.05
156300;35.35
156360;34.12
156420;37.99
156480;42.64
156540;47.81
156600;50.01
156660;50.31
156720;46.96
156780;39.6
156840;33.04
156900;32.18
156960;32.2
157020;31.23
157080;30.06
157140;30.51
157200;32.97
157260;42.28
157320;47.95
157380;48.93
157440;45.92
157500;43.02
157560;41
157620;37.71
157680;32.88
157740;33.47
157800;34.69
157860;33.51
157920;36.98
157980;42.34
158040;47.43
158100;48.71
158160;45.94
158220;40.94
158280;34.31
158340;34.36
158400;30.07
158460;27.59
158520;27.08
158580;27.6
158640;29.51
158700;32.06
158760;34.1
158820;34.94
158880;31.08
158940;26.57
159000;21
159060;21.01
159120;20.13
159180;18.96
159240;20.02
159300;25.94
159360;26.14
159420;38.26
159480;41.24
159540;41.25
159600;40.08
159660;36.07
159720;35
159780;29.02
159840;19.37
159900;18.67
159960;16.65
160020;14.98
160080;12.94
160140;14.93
160200;18.46
160260;18.53
160320;15.96
160380;15.68
160440;13.99
160500;13.83
160560;4
160620;2.42
160680;3.03
160740;6.05
160800;18.5
160860;28.36
160920;35
160980;36.96
161040;32.35
161100;32.34
161160;24.1
161220;18.49
161280;16.08
161340;13.85
161400;12.25
161460;14.07
161520;22.2
161580;39.16
161640;47.42
161700;46.05
161760;40.47
161820;38.99
161880;37.99
161940;32.31
162000;28.49
162060;26.46
162120;28.6
162180;30.05
162240;32.4
162300;39.72
162360;44.1
162420;45.6
162480;45.25
162540;43.47
162600;38.04
162660;30.9
162720;30
162780;28.45
162840;24.12
162900;23.4
162960;30.1
163020;36.37
163080;40.28
163140;41.92
163200;37.55
163260;28.03
163320;25.53
163380;28.43
163440;28.7
163500;25.01
163560;28.51
163620;29.9
163680;36.37
163740;41.53
163800;46.39
163860;50.03
163920;47.09
163980;44.9
164040;40.18
164100;28.68
164160;24.09
164220;18.8
164280;22.87
164340;18.16
164400;21.19
164460;31.38
164520;35.9
164580;32.45
164640;28.15
164700;18.84
164760;20.1
164820;21.14
164880;21.27
164940;22.07
165000;21.28
165060;22.56
165120;24.59
165180;34.99
165240;38.75
165300;40.18
165360;39.15
165420;36.38
165480;32.1
165540;25.03
165600;23.08
165660;21.59
165720;19.04
165780;21.08
165840;22.06
165900;35.7
165960;44.5
166020;44.93
166080;38.97
166140;33.97
166200;31.15
166260;23.71
166320;23.07
166380;21.14
166440;21.11
166500;21.05
166560;28.43
166620;35.98
166680;41.57
166740;42
166800;40.98
166860;37.66
166920;33.1
166980;34.96
167040;33.01
167100;32.43
167160;30.74
167220;30
167280;35.55
167340;44.48
167400;49.12
167460;54.08
167520;45.63
167580;40.28
167640;40.17
167700;37.66
167760;35.05
167820;33.08
167880;33.06
167940;33.57
168000;40.97
168060;44.56
168120;50.03
168180;52.99
168240;45.86
168300;40.56
168360;33.47
168420;28.48
168480;21.1
168540;25.26
168600;24.73
168660;22.78
168720;23.89
168780;28.59
168840;28.01
168900;30.75
168960;29.4
169020;21.01
169080;23.27
169140;26.4
169200;20.4
169260;23.33
169320;23.88
169380;22.07
169440;32.91
169500;36.08
169560;42.17
169620;45.95
169680;42.27
169740;39.51
169800;35.96
169860;35.98
169920;30.78
169980;27.83
170040;26.65
170100;25.1
170160;22.51
170220;23.06
170280;23.42
170340;26.42
170400;27.23
170460;22.3
170520;20.05
170580;15.56
170640;12.84
170700;12.08
170760;12.95
170820;15.97
170880;18.57
170940;21.45
171000;21.25
171060;20.72
171120;19.93
171180;18.6
171240;12.05
171300;15.02
171360;4.91
171420;4.76
171480;1.77
171540;2.65
171600;3.78
171660;5.01
171720;18.24
171780;20.34
171840;14.97
171900;4.9
171960;6.52
172020;0.88
172080;3.6
172140;2.32
172200;5.83
172260;8.07
172320;17.14
172380;28.09
172440;33.81
172500;34.43
172560;32.64
172620;24.99
172680;16.13
172740;-0.02
172800;-5.34
172860;-5.2
172920;-14.88
172980;-19.41
173040;-13.71
173100;-4.98
173160;-3.39
173220;-16.67
173280;-12.49
173340;-6.62
173400;-0.92
173460;-16.7
173520;-35.86
173580;-58.96
173640;-48.6
173700;-22.01
173760;-4.38
173820;10.85
173880;22.64
173940;28.85
174000;30.98
174060;32.02
174120;27.93
174180;32.03
174240;28.07
174300;28.18
174360;27.68
174420;28.48
174480;29.55
174540;44.68
174600;45.89
174660;49.78
174720;50.73
174780;44.98
174840;40.9
174900;38.1
174960;37.62
175020;36.88
175080;37.37
175140;38.93
175200;44.53
175260;47
175320;48.18
175380;49.59
175440;47.06
175500;45.25
175560;37.35
175620;34.23
175680;32.12
175740;31.16
175800;30.53
175860;32.22
175920;34.25
175980;44.9
176040;49.91
176100;50.01
176160;48.54
176220;44.28
176280;39.93
176340;37.95
176400;37.37
176460;37.09
176520;36.46
176580;36.49
176640;38.9
176700;44.17
176760;46.99
176820;48.15
176880;48.95
176940;40.08
177000;35
177060;34.24
177120;33.32
177180;33.88
177240;33.72
177300;33.88
177360;36.76
177420;46.48
177480;53.37
177540;57.52
177600;49.69
177660;45.56
177720;42.56
177780;39.3
177840;36.72
177900;36.49
177960;34.94
178020;36.77
178080;39.2
178140;45.24
178200;44.86
178260;43.59
178320;41.23
178380;38.92
178440;33.96
178500;33.59
178560;30.6
178620;28.03
178680;25.98
178740;25.52
178800;27.02
178860;29.09
178920;33.55
178980;37.44
179040;35.07
179100;28
179160;22.68
179220;21.62
179280;19.34
179340;17.87
179400;17.75
179460;22.53
179520;23.31
179580;34.94
179640;37.32
179700;37.43
179760;35.11
179820;32.97
179880;25.03
179940;20.84
180000;21.64
180060;22.96
180120;21.51
180180;21.57
180240;17.94
180300;16
180360;17.32
180420;21.1
180480;21.06
180540;16.87
180600;17.95
180660;14.14
180720;-3.19
180780;-6.69
180840;5
180900;13.4
180960;22.99
181020;29.38
181080;34.29
181140;36.79
181200;33.94
181260;30.46
181320;25.02
181380;15.64
181440;16.15
181500;16.04
181560;16.87
181620;17.75
181680;26.7
181740;41.51
181800;48.07
181860;46.81
181920;43.65
181980;38.36
182040;33.78
182100;33.22
182160;33.27
182220;32.46
182280;33.66
182340;34.8
182400;40.32
182460;48.37
182520;58.18
182580;48.81
182640;39.97
182700;33.86
182760;27.27
182820;22.01
182880;20.09
182940;16.95
183000;17.73
183060;18.01
183120;26.3
183180;32.98
183240;37.03
183300;37.95
183360;34.36
183420;31.04
183480;25.14
183540;20.73
183600;21.05
183660;20.83
183720;20.71
183780;21.08
183840;27.13
183900;36.91
183960;39.94
184020;39.93
184080;35.96
184140;28.93
184200;26.49
184260;19.38
184320;22.04
184380;21.89
184440;22.09
184500;24.27
184560;29.02
184620;38.02
184680;46.79
184740;54.38
184800;45
184860;40.31
184920;39.2
184980;35.55
185040;34.09
185100;33.14
185160;34.1
185220;36.97
185280;40.38
185340;45.76
185400;52.87
185460;52.59
185520;41.09
185580;37.3
185640;32.74
185700;25.91
185760;26.78
185820;23.02
185880;24.04
185940;25.26
186000;25.94
186060;22.67
186120;25.24
186180;26.4
186240;26.93
186300;25.71
186360;26.19
186420;23.05
186480;20.88
186540;16.92
186600;16.98
186660;19.24
186720;22
186780;27.54
186840;30.05
186900;31.87
186960;32.9
187020;32.03
187080;27.85
187140;34.97
187200;28.69
187260;26.95
187320;24.95
187380;27.08
187440;32.92
187500;41.9
187560;47.44
187620;48.27
187680;43.85
187740;41.79
187800;42
187860;41.77
187920;38.93
187980;37.44
188040;38.18
188100;41.3
188160;49
188220;52.11
188280;57.66
188340;58.12
188400;55.38
188460;56.17
188520;45.99
188580;39.96
188640;35.01
188700;30.26
188760;30.05
188820;29.94
188880;29.94
188940;32.05
189000;36.14
189060;39.95
189120;37.93
189180;33.46
189240;32.41
189300;30.31
189360;30.01
189420;28.43
189480;28.07
189540;27.69
189600;30.05
189660;36.96
189720;37.94
189780;36.97
189840;34.65
189900;32.33
189960;19.5
190020;26.68
190080;20.89
190140;17.06
190200;14.92
190260;14.88
190320;13.77
190380;14.03
190440;15.37
190500;17.74
190560;19.42
190620;17.22
190680;15.68
190740;10
190800;12.01
190860;0.56
190920;8.71
190980;0.09
191040;17.33
191100;23.49
191160;26.97
191220;25.13
191280;24.07
191340;24.05
191400;19.42
191460;19.78
191520;16.28
191580;14.13
191640;14.87
191700;15.62
191760;26
191820;43.3
191880;54.06
191940;58.01
192000;55.83
192060;50.79
192120;42.36
192180;34.49
192240;27.93
192300;26.81
192360;26.51
192420;27.09
192480;36.74
192540;41.01
192600;43.1
192660;43.28
192720;43.2
192780;39.29
192840;32.25
192900;32.52
192960;30.24
193020;28.85
193080;28.02
193140;30.01
193200;32.58
193260;41.01
193320;54.6
193380;58.6
193440;54.55
193500;51.2
193560;48.9
193620;41.67
193680;41.38
193740;41.07
193800;40.5
193860;39.91
193920;41.07
193980;47.9
194040;50
194100;49.96
194160;47.08
194220;46.33
194280;40.27
194340;40.36
194400;37.53
194460;33.98
194520;32.6
194580;33.3
194640;37.06
194700;45.95
194760;55.4
194820;60.21
194880;54.1
194940;50.9
195000;48.36
195060;43.43
195120;40.5
195180;38.17
195240;35.97
195300;35.77
195360;37.14
195420;40.36
195480;42.03
195540;42
195600;42.28
195660;37.99
195720;33.08
195780;29.72
195840;27.03
195900;22.43
195960;20.06
196020;23.09
196080;27.23
196140;36.19
196200;42.8
196260;45.12
196320;43.25
196380;42.13
196440;40.93
196500;36.3
196560;35.73
196620;32.02
196680;31.8
196740;29.87
196800;33.54
196860;40.8
196920;43.92
196980;43.95
197040;43.93
197100;41.44
197160;35.99
197220;31.79
197280;27.77
197340;27.39
197400;26.59
197460;28.99
197520;32.22
197580;41.84
197640;50.72
197700;48.82
197760;42.97
197820;41.8
197880;39.4
197940;38.05
198000;36.53
198060;34.58
198120;34.1
198180;36.44
198240;41.58
198300;46.47
198360;48.95
198420;47.76
198480;47.32
198540;44.96
198600;41.55
198660;41.91
198720;35.18
198780;34.14
198840;34.64
198900;34.55
198960;34.91
199020;39.88
199080;47.01
199140;47.03
199200;42.97
199260;33.86
199320;32.53
199380;27.72
199440;28.01
199500;27.03
199560;27.06
199620;29.73
199680;35.89
199740;42.96
199800;43.59
199860;42.66
199920;41.03
199980;37.58
200040;30.7
200100;29.94
200160;24.84
200220;22.7
200280;19.71
200340;18.01
200400;17.06
200460;17.42
200520;22.04
200580;22.99
200640;21.46
200700;18.51
200760;16.19
200820;16.58
200880;9.31
200940;0
201000;-4.9
201060;1
201120;9.2
201180;16.47
201240;23.02
201300;23.06
201360;22.37
201420;18.04
201480;15.27
201540;3.91
201600;-0.09
201660;-9.21
201720;-0.34
201780;-2.71
201840;-1.96
201900;13.53
201960;20.17
202020;20.04
202080;14.16
202140;1.34
202200;-0.09
202260;-3.98
202320;-44.41
202380;-42.11
202440;-15.87
202500;0
202560;12.34
202620;21.01
202680;29.97
202740;32.25
202800;30.67
202860;32.22
202920;25.06
202980;24.59
203040;22.91
203100;23.4
203160;24.07
203220;27.71
203280;32.1
203340;47.06
203400;54.8
203460;59.37
203520;49.57
203580;44.97
203640;43.05
203700;41.05
203760;41.09
203820;42.4
203880;47.4
203940;49.88
204000;56.22
204060;57.05
204120;59.66
204180;50.7
204240;47.36
204300;41.94
204360;37.84
204420;37.91
204480;37
204540;36.04
204600;34.53
204660;35.24
204720;37.83
204780;46.37
204840;56.35
204900;65.99
204960;51.21
205020;47.14
205080;43.05
205140;40.91
205200;41.34
205260;37.93
205320;36.99
205380;36.38
205440;40.44
205500;43.93
205560;46.85
205620;45.21
205680;41.92
205740;40.06
205800;35.37
205860;35.64
205920;33.93
205980;32.22
206040;31.03
206100;31.56
206160;32.08
206220;40.83
206280;46.51
206340;50
206400;47.7
206460;43.98
206520;42.97
206580;38.92
206640;35.95
206700;34.47
206760;34.9
206820;34.91
206880;40.09
206940;42.69
207000;43.98
207060;43.74
207120;41.97
207180;39.86
207240;34.89
207300;35.97
207360;34.17
207420;33.4
207480;31.63
207540;33.01
207600;35.89
207660;43.4
207720;47.37
207780;48.01
207840;44.99
207900;43.43
207960;42.94
208020;40.35
208080;33.92
208140;34.43
208200;36.33
208260;40.09
208320;41.87
208380;44.06
208440;47.02
208500;46.02
208560;45.18
208620;44.63
208680;40.59
208740;41.46
208800;38.66
208860;36
208920;34.97
208980;34.27
209040;33.81
209100;37.33
209160;39.62
209220;42.62
209280;40.47
209340;34.58
209400;33.02
209460;30.87
209520;29.03
209580;29.94
209640;29.06
209700;30.41
209760;35.08
209820;44.06
209880;43.94
209940;44.55
210000;43.02
210060;43.92
210120;39.12
210180;38.82
210240;34.15
210300;31.66
210360;31.06
210420;31.96
210480;27.54
210540;25.65
210600;26.45
210660;27.09
210720;29.01
210780;26.22
210840;26.37
210900;28.7
210960;26.24
211020;23.79
211080;26.21
211140;27.56
211200;32
211260;44.97
211320;46.22
211380;46.8
211440;46.93
211500;46.14
211560;37.69
211620;32.06
211680;29.36
211740;27.6
211800;27.56
211860;28.51
211920;32.86
211980;47.63
212040;50.5
212100;51.27
212160;50.91
212220;49.93
212280;48.3
212340;45.95
212400;47.01
212460;47.35
212520;48.81
212580;49.95
212640;52.01
212700;51.46
212760;53.34
212820;49.98
212880;47.07
212940;44.22
213000;37.51
213060;35.29
213120;33.9
213180;34.99
213240;34.37
213300;33.06
213360;37.09
213420;42.46
213480;52.69
213540;58.15
213600;51.83
213660;49.05
213720;45.72
213780;38.95
213840;37.54
213900;38.14
213960;40.49
214020;41.3
214080;44.66
214140;49.07
214200;50.01
214260;50.35
214320;47.92
214380;44.65
214440;38.17
214500;37.88
214560;36.22
214620;35
214680;33.4
214740;33.97
214800;37.81
214860;43.96
214920;53
214980;56.89
215040;53.15
215100;49.91
215160;47.97
215220;43.94
215280;43.93
215340;44.74
215400;44.98
215460;46.68
215520;49.93
215580;55.83
215640;59.25
215700;58.91
215760;55.32
215820;51.25
215880;46.3
215940;42.88
216000;38.71
216060;38.65
216120;38.15
216180;37.91
216240;38.37
216300;41.12
216360;49.98
216420;49.27
216480;44.18
216540;37.8
216600;36.91
216660;33.67
216720;35.88
216780;38.05
216840;39.14
216900;38.06
216960;44.15
217020;48.49
217080;50.82
217140;49.94
217200;48.99
217260;49.77
217320;43.05
217380;42.34
217440;38.89
217500;38.82
217560;38.45
217620;38.62
217680;40.19
217740;49
217800;63.57
217860;63.07
217920;63.03
217980;58.83
218040;60.3
218100;56.02
218160;49.97
218220;48.07
218280;49.08
218340;49.89
218400;56.91
218460;56.29
218520;55.27
218580;54.49
218640;56.06
218700;55.14
218760;48.85
218820;38.43
218880;37.09
218940;37.67
219000;37.17
219060;36.01
219120;33.29
219180;34.96
219240;38
219300;43.81
219360;45.71
219420;43.38
219480;39.59
219540;37.04
219600;34.9
219660;33.08
219720;34.04
219780;34.37
219840;38.3
219900;45.91
219960;51.05
220020;51.04
220080;50.91
220140;47
220200;42.64
220260;39.36
220320;35.5
220380;33.98
220440;33.09
220500;30.97
220560;28.89
220620;29.01
220680;29.9
220740;27.61
220800;26.37
220860;25.06
220920;24.83
220980;23.1
221040;23.2
221100;20.62
221160;21.35
221220;24.35
221280;32.5
221340;39.77
221400;44.5
221460;47.32
221520;48.98
221580;48.91
221640;40.57
221700;35.57
221760;33.1
221820;32.4
221880;31.44
221940;30.85
222000;35.66
222060;45.81
222120;60.45
222180;63.47
222240;58.13
222300;51.98
222360;50.08
222420;47.93
222480;45.94
222540;45.19
222600;46.16
222660;45.88
222720;47.46
222780;52.95
222840;59.4
222900;55.98
222960;52.93
223020;50.93
223080;44.49
223140;43.8
223200;41.01
223260;39.44
223320;39.35
223380;39.05
223440;41.63
223500;50.26
223560;63.14
223620;64.74
223680;63.02
223740;56.9
223800;55.09
223860;49.91
223920;47.93
223980;46.44
224040;47.82
224100;47.93
224160;53.63
224220;59.46
224280;65.6
224340;60.04
224400;52.89
224460;50.23
224520;44.93
224580;44.99
224640;41.16
224700;40.05
224760;39.21
224820;38.25
224880;40.03
224940;46.84
225000;59.07
225060;65
225120;57.93
225180;50.97
225240;49.99
225300;47.83
225360;47.14
225420;47.16
225480;47.51
225540;49.94
225600;52.19
225660;61.25
225720;63.31
225780;59.45
225840;50.93
225900;47.43
225960;44.96
226020;39.71
226080;39.24
226140;39.21
226200;37.64
226260;38.25
226320;39.99
226380;46.98
226440;57
226500;60.95
226560;57.97
226620;51.86
226680;48.91
226740;47.7
226800;46.64
226860;47.03
226920;48.63
226980;54.23
227040;57.94
227100;59.01
227160;62.64
227220;58.35
227280;52.97
227340;50.97
227400;46.82
227460;43.02
227520;43.24
227580;42.53
227640;42.09
227700;42.53
227760;41.97
227820;48.93
227880;57.09
227940;63.52
228000;56.91
228060;54.13
228120;53.05
228180;48.35
228240;45.96
228300;45.15
228360;47.1
228420;48.33
228480;50.47
228540;54.66
228600;54.98
228660;53.09
228720;49.67
228780;50.37
228840;48.45
228900;45.07
228960;41.79
229020;39.73
229080;38.56
229140;37.97
229200;38.3
229260;38.9
229320;43.88
229380;46.54
229440;46.55
229500;42.57
229560;39.78
229620;39.55
229680;38.78
229740;38.15
229800;38.83
229860;39
229920;39.98
229980;47.99
230040;48.96
230100;48.91
230160;48.03
230220;48
230280;43.47
230340;43.48
230400;39.96
230460;38.34
230520;37.38
230580;37.01
230640;35.15
230700;35.76
230760;38.34
230820;38
230880;37.97
230940;35.09
231000;35.65
231060;33.34
231120;32.6
231180;30.45
231240;31.56
231300;33.07
231360;37.98
231420;46.36
231480;49.93
231540;49.97
231600;49.9
231660;49.94
231720;46.65
231780;39.55
231840;38.37
231900;37.43
231960;37.56
232020;37.38
232080;38.56
232140;49.4
232200;56.87
232260;63.24
232320;56.77
232380;55.01
232440;51.4
232500;49.94
232560;47.73
232620;47.58
232680;47.79
232740;49.66
232800;50.93
232860;53.48
232920;54.94
232980;54.7
233040;50.87
233100;49.47
233160;46.17
233220;40.93
233280;39.48
233340;38.54
233400;37.28
233460;37.34
233520;38.02
233580;44.02
233640;55.02
233700;59.46
233760;59.27
233820;56.96
233880;59.17
233940;58.15
234000;56.52
234060;53.9
234120;51.5
234180;50.98
234240;51.62
234300;52.93
234360;54.08
234420;52.78
234480;48.94
234540;50.29
234600;46.27
234660;39.5
234720;38.4
234780;37.98
234840;37.17
234900;37.13
234960;38.72
235020;44.44
235080;54.05
235140;55.77
235200;54.68
235260;54.94
235320;55
235380;53.03
235440;51.1
235500;49.52
235560;48.91
235620;47.17
235680;49.03
235740;51.96
235800;53.06
235860;52.91
235920;52.97
235980;51.24
236040;46.91
236100;46.69
236160;40
236220;39.37
236280;37.14
236340;36.04
236400;37.66
236460;40.26
236520;51.23
236580;55.38
236640;49.76
236700;45.65
236760;43.76
236820;38.59
236880;37.63
236940;37.16
237000;37.63
237060;38.4
237120;43.95
237180;50.67
237240;53.26
237300;50.97
237360;48.95
237420;47.51
237480;39.91
237540;39.1
237600;38.75
237660;37.8
237720;36.23
237780;37.06
237840;39.58
237900;50.36
237960;59.92
238020;61.9
238080;60.08
238140;56.24
238200;55.37
238260;53.46
238320;49.24
238380;47.76
238440;47.91
238500;48.06
238560;49.94
238620;53.97
238680;56.35
238740;56.1
238800;53.93
238860;50.92
238920;46.68
238980;43.92
239040;40.57
239100;38.03
239160;37.15
239220;36.09
239280;36.48
239340;37.92
239400;39.76
239460;42.91
239520;43
239580;41.39
239640;39.92
239700;37.16
239760;35.6
239820;32.64
239880;34.59
239940;35.06
240000;38.82
240060;44.91
240120;46.8
240180;46.08
240240;45.66
240300;46.31
240360;44.24
240420;41.57
240480;37.85
240540;30.29
240600;20.73
240660;19.82
240720;17.65
240780;15.87
240840;18.7
240900;20.01
240960;18.06
241020;16.49
241080;18.6
241140;14.72
241200;4.99
241260;0.05
241320;1.16
241380;9.71
