Time;PowerPrice
23820;32.54
23880;32.31
23940;33.11
24000;38.04
24060;38.9
24120;38.44
24180;34.26
24240;31.2
24300;22.36
24360;19.24
24420;8.91
24480;12.66
24540;9.29
24600;9.73
24660;9.33
24720;9.73
24780;14.96
24840;30.45
24900;42.93
24960;42.15
25020;42
25080;40.91
25140;39.34
25200;37.27
25260;31.55
25320;31.51
25380;31.54
25440;32.57
25500;39.97
25560;42.04
25620;41.49
25680;38.93
25740;34.3
25800;32.57
25860;30.45
25920;30
25980;29.97
26040;29.49
26100;29.56
26160;30.02
26220;31.76
26280;40.02
26340;48.96
26400;51.94
26460;50.36
26520;49.58
26580;46.88
26640;42.99
26700;41.67
26760;39.49
26820;41.78
26880;44.3
26940;49.57
27000;49.74
27060;44.79
27120;39.79
27180;37.84
27240;37.54
27300;33.41
27360;29.71
27420;27.84
27480;28.37
27540;23.92
27600;23.37
27660;26.01
27720;29.62
27780;30.85
27840;33.07
27900;38
27960;41.66
28020;41.68
28080;41.93
28140;41.45
28200;39
28260;40.01
28320;41.8
28380;44.68
28440;49.38
28500;43.98
28560;39.16
28620;36.37
28680;36.33
28740;32.67
28800;31.88
28860;30.41
28920;29.24
28980;27.71
29040;25.56
29100;27.68
29160;28.47
29220;30.31
29280;32.49
29340;35.3
29400;38.88
29460;40.93
29520;40.93
29580;37.77
29640;33.84
29700;34.62
29760;38.04
29820;42.93
29880;48.08
29940;42.92
30000;37.46
30060;32.53
30120;32.5
30180;30.2
30240;27.06
30300;20
30360;16.22
30420;12.88
30480;15.52
30540;25.01
30600;33.08
30660;42.95
30720;45.06
30780;45.9
30840;44.98
30900;48.39
30960;47
31020;47.39
31080;46.34
31140;43.94
31200;43.65
31260;49.5
31320;51
31380;48.05
31440;42.82
31500;38.99
31560;37.99
31620;35.84
31680;34.2
31740;32.52
31800;31.54
31860;30.38
31920;30.97
31980;32.48
32040;40
32100;48.93
32160;52.74
32220;50.79
32280;48.2
32340;44.91
32400;41.94
32460;41.83
32520;39
32580;37.5
32640;35.63
32700;40.94
32760;40.98
32820;34.59
32880;33.25
32940;29.62
33000;28.03
33060;13.64
33120;13.46
33180;11.21
33240;10.34
33300;9.26
33360;11.23
33420;16.74
33480;28.83
33540;40.92
33600;40
33660;32.66
33720;30.57
33780;29.9
33840;29.82
33900;29.06
33960;25.05
34020;26.11
34080;29
34140;29.7
34200;29.27
34260;28.37
34320;25.06
34380;18.26
34440;16.49
34500;11.83
34560;4.72
34620;5.45
34680;3.87
34740;4.69
34800;4.74
34860;13.99
34920;28.12
34980;40.94
35040;41.27
35100;39.94
35160;39.58
35220;39.8
35280;40.05
35340;41.13
35400;43.98
35460;45.29
35520;45.47
35580;49.37
35640;52.76
35700;49.93
35760;43.71
35820;38.98
35880;38.62
35940;34.9
36000;37.23
36060;35.03
36120;34.1
36180;33.01
36240;32.91
36300;34.9
36360;39.91
36420;51.27
36480;54.72
36540;54.52
36600;54.02
36660;53.18
36720;50.23
36780;49.2
36840;48.96
36900;48.25
36960;48.25
37020;51.15
37080;54.7
37140;52.09
37200;46
37260;40.44
37320;40.43
37380;39
37440;36.81
37500;33.8
37560;32.87
37620;32.53
37680;32.53
37740;31.79
37800;32.51
37860;34.65
37920;43.45
37980;47.19
38040;47.04
38100;43.93
38160;41.92
38220;38.06
38280;32.5
38340;32.1
38400;32.06
38460;37
38520;39.7
38580;34.07
38640;27.89
38700;11.91
38760;10.98
38820;0.1
38880;-0.04
38940;-12.02
39000;-19.43
39060;-12.19
39120;-9.14
39180;0.04
39240;-0.25
39300;2.09
39360;10.34
39420;11.65
39480;14.04
39540;11.69
39600;11.64
39660;6.32
39720;10.32
39780;10.09
39840;10.8
39900;11.8
39960;18.55
40020;14.17
40080;10.47
40140;10.41
40200;10.85
40260;0.5
40320;-0.05
40380;-4.09
40440;-20.25
40500;-20.09
40560;-19.96
40620;-0.9
40680;12.43
40740;29.98
40800;29.32
40860;28.04
40920;28.09
40980;28.07
41040;18.97
41100;22.94
41160;29.62
41220;30.52
41280;30.48
41340;31.98
41400;34.26
41460;29.93
41520;29.77
41580;22.04
41640;14.08
41700;10.47
41760;13.97
41820;13.91
41880;13.01
41940;13.8
42000;15.5
42060;24.02
42120;34
42180;44.59
42240;44.85
42300;41.37
42360;38.93
42420;38.95
42480;37.92
42540;37.02
42600;39.98
42660;41.92
42720;44.95
42780;52.39
42840;57.97
42900;53.78
42960;44.98
43020;38.97
43080;38.53
43140;34.1
43200;29.61
43260;28.98
43320;27.24
43380;17.97
43440;19.53
43500;26.37
43560;31.74
43620;35.53
43680;35.97
43740;31.42
43800;30.71
43860;30.03
43920;29.61
43980;28.05
44040;29.63
44100;29.03
44160;30.16
44220;32.25
44280;34.36
44340;32.52
44400;29.3
44460;28.06
44520;28.32
44580;24.98
44640;23.94
44700;24.22
44760;24.06
44820;20.09
44880;22.23
44940;25.25
45000;32.8
45060;41.05
45120;41.17
45180;40.92
45240;37.19
45300;32.35
45360;31.08
45420;32.22
45480;32.38
45540;40.1
45600;42.04
45660;46.32
45720;44.98
45780;42.92
45840;39.98
45900;36.95
45960;32.2
46020;28.97
46080;30.72
46140;30.09
46200;29.79
46260;29.74
46320;30.1
46380;32.97
46440;37.4
46500;45.79
46560;48.72
46620;47.96
46680;47.94
46740;47.09
46800;44.9
46860;40.95
46920;40.9
46980;41.11
47040;43.29
47100;48.02
47160;47.96
47220;46.43
47280;43.39
47340;40.06
47400;40.08
47460;36.08
47520;35.39
47580;34.04
47640;34.02
47700;34.09
47760;33.73
47820;34.31
47880;33.95
47940;34.35
48000;41.88
48060;45.45
48120;45.84
48180;47.08
48240;46.31
48300;43.72
48360;39.97
48420;39.12
48480;40.96
48540;47.38
48600;50.54
48660;49.98
48720;41.76
48780;38.47
48840;39.09
48900;35.39
48960;32.02
49020;31.3
49080;30.96
49140;30.99
49200;30.83
49260;30.79
49320;30.84
49380;31.23
49440;31.37
49500;32.38
49560;33.1
49620;34.44
49680;33.4
49740;32.08
49800;31.61
49860;32.09
49920;34.25
49980;39.71
50040;42.91
50100;40.01
50160;36.15
50220;35
50280;35.05
50340;32.92
50400;32.14
50460;31.18
50520;30.92
50580;30.93
50640;30.58
50700;33.67
50760;41.41
50820;54.46
50880;58.06
50940;57.12
51000;54.04
51060;51.88
51120;47.46
51180;45.53
51240;46.9
51300;48.77
51360;53.4
51420;56.93
51480;58.99
51540;55.41
51600;47.75
51660;39.97
51720;39
51780;36.02
51840;36.12
51900;35
51960;34.76
52020;35.38
52080;36.25
52140;37.36
52200;43.95
52260;56.77
52320;62.51
52380;61.61
52440;54.94
52500;47.96
52560;44.95
52620;44.61
52680;46.92
52740;49.45
52800;53.75
52860;60.21
52920;65.5
52980;58.08
53040;47.91
53100;40.67
53160;38.14
53220;38.03
53280;34.43
53340;35.09
53400;34.65
53460;34.36
53520;34.48
53580;34.08
53640;41.94
53700;59.06
53760;61.33
53820;58.97
53880;57.88
53940;46.99
54000;44.95
54060;46.22
54120;49
54180;50.99
54240;53.46
54300;60.19
54360;64.14
54420;56.56
54480;48.19
54540;42.96
54600;43.02
54660;40.56
54720;40.11
54780;38.55
54840;38.3
54900;38.02
54960;36.24
55020;39.88
55080;44.51
55140;61.07
55200;66.5
55260;66.98
55320;59.93
55380;59.6
55440;50.03
55500;47.8
55560;49.09
55620;51.98
55680;55.44
55740;63.14
55800;61.55
55860;57.09
55920;47.46
55980;41.98
56040;41.92
56100;39.58
56160;33.71
56220;32.13
56280;31.31
56340;32.16
56400;32.5
56460;32.84
56520;35.06
56580;46.15
56640;49.55
56700;47.34
56760;45.42
56820;39.92
56880;40.07
56940;40.07
57000;42.34
57060;43.94
57120;46.18
57180;49.59
57240;50
57300;45.99
57360;40.02
57420;40.94
57480;41.48
57540;40.44
57600;35.5
57660;34.52
57720;34.28
57780;34.13
57840;34.68
57900;33.74
57960;35.26
58020;40.02
58080;45.9
58140;46.91
58200;46.94
58260;48
58320;45.92
58380;42.47
58440;40.28
58500;40.03
58560;40.2
58620;42.98
58680;45.44
58740;43.4
58800;38.86
58860;33.95
58920;32.58
58980;29.05
59040;17.08
59100;18.04
59160;12.34
59220;4.58
59280;0.52
59340;1
59400;-4.92
59460;-4.93
59520;0.1
59580;0.3
59640;0.03
59700;11.7
59760;13.08
59820;11.58
59880;10.7
59940;10.21
60000;12.19
60060;28.64
60120;31.35
60180;31.03
60240;21.77
60300;17.07
60360;17.08
60420;14.97
60480;11.61
60540;10.75
60600;10
60660;10.33
60720;10.73
60780;12.39
60840;30.54
60900;40.98
60960;41.94
61020;40.01
61080;38.92
61140;33.65
61200;32.63
61260;33.1
61320;38.94
61380;41.42
61440;44.64
61500;46.06
61560;61.44
61620;44.91
61680;41.96
61740;39.43
61800;39.47
61860;31.72
61920;31.55
61980;31.32
62040;31.25
62100;31.56
62160;32.04
62220;33.58
62280;40.06
62340;46.26
62400;49.02
62460;47.56
62520;44.01
62580;38.99
62640;36.3
62700;36.4
62760;39.43
62820;42.94
62880;45.36
62940;49.85
63000;54.38
63060;44.94
63120;39.93
63180;36.97
63240;34.84
63300;31.94
63360;34.34
63420;35.09
63480;34.39
63540;34.91
63600;35.91
63660;34.46
63720;42.82
63780;49.47
63840;58.8
63900;55.04
63960;44.91
64020;41.12
64080;36.79
64140;35.98
64200;36.84
64260;40.99
64320;42.21
64380;44.99
64440;44.53
64500;40.99
64560;37.53
64620;33.76
64680;31.37
64740;29.41
64800;28.26
64860;27.87
64920;18.29
64980;16.09
65040;17.98
65100;25.07
65160;30.62
65220;32.77
65280;34.07
65340;33.51
65400;32.85
65460;32.78
65520;32.74
65580;34.05
65640;39.12
65700;41.33
65760;41.99
65820;47
65880;52
65940;47.4
66000;42.95
66060;40
66120;38.08
66180;32.94
66240;32.93
66300;32.99
66360;32.56
66420;32.29
66480;32.5
66540;33.07
66600;40.94
66660;46.31
66720;47.4
66780;46.95
66840;45.54
66900;40.04
66960;35.8
67020;35.1
67080;35.27
67140;40.02
67200;42.86
67260;46.5
67320;51.68
67380;49.68
67440;45.92
67500;41.87
67560;41.68
67620;39.5
67680;37.43
67740;34.81
67800;35.62
67860;34.2
67920;33.62
67980;33.86
68040;35.44
68100;38.01
68160;42.61
68220;46.82
68280;46.52
68340;47.4
68400;44.98
68460;41.43
68520;36.85
68580;36.53
68640;38.52
68700;44.99
68760;49.77
68820;49.08
68880;45.95
68940;41.1
69000;42.91
69060;38.06
69120;34.91
69180;35.68
69240;33.98
69300;33.89
69360;33.83
69420;33.99
69480;33.51
69540;33.56
69600;34.23
69660;35.42
69720;35.75
69780;35.97
69840;34.71
69900;35
69960;34.38
70020;34.94
70080;36.24
70140;42.36
70200;49.01
70260;45.79
70320;42.88
70380;37.87
70440;36.23
70500;33.77
70560;33.77
70620;33.56
70680;33.78
70740;33.94
70800;35.07
70860;37.65
70920;48.49
70980;57.95
71040;61.28
71100;61.63
71160;59.67
71220;58.11
71280;54.24
71340;53.01
71400;54.55
71460;53.97
71520;50.97
71580;59.92
71640;67.84
71700;62.04
71760;59.9
71820;49.07
71880;45.95
71940;40.9
72000;42.21
72060;39.6
72120;36.95
72180;36.26
72240;36.95
72300;40.69
72360;47.19
72420;60.05
72480;61.92
72540;61.85
72600;59.89
72660;56.1
72720;53.38
72780;51.67
72840;50.7
72900;49.87
72960;50.25
73020;53.51
73080;60.48
73140;59.62
73200;46.93
73260;42.89
73320;40.84
73380;37.41
73440;37.46
73500;37.05
73560;36.78
73620;36.64
73680;37.33
73740;39.06
73800;45.65
73860;59.13
73920;60.69
73980;60.49
74040;55.51
74100;49.71
74160;45.85
74220;45.11
74280;44.4
74340;44.97
74400;47.41
74460;55.43
74520;58.93
74580;55.24
74640;48.13
74700;43.97
74760;39.89
74820;37.28
74880;39.17
74940;38.31
75000;37.95
75060;38.04
75120;39.05
75180;42.02
75240;49.93
75300;59.19
75360;60.97
75420;60.07
75480;53.94
75540;48.87
75600;44.82
75660;44.02
75720;44.11
75780;44.68
75840;49.8
75900;56.34
75960;59.98
76020;55.8
76080;45.83
76140;44.44
76200;42.44
76260;38.2
76320;38.58
76380;37.53
76440;37.24
76500;37.13
76560;37.54
76620;39.85
76680;49.55
76740;61.62
76800;63.03
76860;55.5
76920;54.1
76980;45.24
77040;40.71
77100;37.01
77160;37
77220;38.79
77280;44.33
77340;50.48
77400;53.97
77460;48.93
77520;41.81
77580;38.71
77640;37.8
77700;36.04
77760;37.08
77820;34.96
77880;33.08
77940;31.61
78000;31.22
78060;29.09
78120;32.98
78180;37.05
78240;33.05
78300;31.12
78360;17.55
78420;3.4
78480;-0.64
78540;-15.08
78600;-8.9
78660;3.53
78720;23.28
78780;35.94
78840;43.31
78900;37.05
78960;29.07
79020;23.13
79080;28.03
79140;23.52
79200;31.02
79260;29.14
79320;31.01
79380;31.77
79440;33.6
79500;34.26
79560;32.25
79620;35.07
79680;36.94
79740;35.9
79800;35.04
79860;36.04
79920;31.93
79980;30.08
80040;30.06
80100;30.09
80160;34.72
80220;42.06
80280;45.96
80340;43.59
80400;39.94
80460;38.07
80520;37.84
80580;36.51
80640;31.64
80700;36.04
80760;35.44
80820;34.97
80880;31.84
80940;37.59
81000;47.98
81060;69.33
81120;63
81180;48.44
81240;42.7
81300;38.05
81360;38.07
81420;39.94
81480;41.25
81540;42.23
81600;45
81660;52.95
81720;73.73
81780;71.85
81840;61.92
81900;49.92
81960;44.93
82020;41.98
82080;39.75
82140;38.28
82200;37.66
82260;37.69
82320;38.7
82380;40.81
82440;54
82500;79.06
82560;77.11
82620;51.77
82680;46.97
82740;43.79
82800;42.71
82860;42.01
82920;43.31
82980;46.99
83040;48.17
83100;63.63
83160;75.12
83220;57.06
83280;46.97
83340;41.68
83400;38.03
83460;35.44
83520;32.09
83580;32.08
83640;32.1
83700;36.91
83760;35.51
83820;36.99
83880;47.21
83940;57.18
84000;54
84060;44.95
84120;32.65
84180;31.37
84240;32.84
84300;32.06
84360;32.51
84420;32.01
84480;35.1
84540;42.99
84600;45.97
84660;43.98
84720;38.9
84780;32.07
84840;32.06
84900;31.25
84960;29.09
85020;30.01
85080;28.5
85140;28.99
85200;30.53
85260;30.53
85320;31.8
85380;39.87
85440;39.75
85500;32.58
85560;25.08
85620;23.72
85680;22.82
85740;21.45
85800;15.13
85860;18.78
85920;27.18
85980;34.29
86040;41.49
86100;41.37
86160;35.58
86220;30.64
86280;30.74
86340;30.55
86400;28.98
86460;30.32
86520;30.51
86580;30.54
86640;30
86700;32.54
86760;42.98
86820;45.94
86880;46
86940;42.98
87000;32.71
87060;31
87120;31.07
87180;33.04
87240;35.01
87300;37.88
87360;42.93
87420;51.75
87480;75.95
87540;63.76
87600;47.95
87660;43.76
87720;42.72
87780;39.76
87840;33.09
87900;36.49
87960;34.94
88020;34.23
88080;34.48
88140;34.1
88200;32.5
88260;31.26
88320;41.67
88380;36.98
88440;30.67
88500;30.1
88560;31.34
88620;30.09
88680;31.35
88740;31.73
88800;31.39
88860;42
88920;42
88980;39.05
89040;37.71
89100;34.51
89160;35.88
89220;30.24
89280;30.08
89340;30.07
89400;30.17
89460;30.17
89520;30.28
89580;30.24
89640;30.06
89700;30.06
89760;34.95
89820;35.22
89880;34.39
89940;32.57
90000;30.08
90060;29.26
90120;29.12
90180;30.39
90240;34.06
90300;33.08
90360;35.37
90420;35.74
90480;30.35
90540;30.36
90600;30.07
90660;25.7
90720;24.74
90780;20.92
90840;16.31
90900;16.61
90960;27.08
91020;31.73
91080;45.92
91140;53.94
91200;64.06
91260;62.63
91320;56.02
91380;54.98
91440;49.02
91500;48.11
91560;53.43
91620;55.1
91680;55.49
91740;69.67
91800;83.16
91860;83.61
91920;62.48
91980;54.96
92040;47.04
92100;40.4
92160;38.96
92220;37.96
92280;37.39
92340;36.61
92400;36.91
92460;38.76
92520;46.5
92580;58.26
92640;65.19
92700;65.02
92760;63.28
92820;55.03
92880;52.39
92940;50.07
93000;48.98
93060;48.76
93120;49.42
93180;53.99
93240;60.7
93300;64.63
93360;59.9
93420;46.95
93480;42.9
93540;39.55
93600;39.07
93660;38.58
93720;37.1
93780;36.91
93840;37.54
93900;39.9
93960;46.69
94020;55.85
94080;61.79
94140;60
94200;56.54
94260;56.51
94320;51.51
94380;48.99
94440;47.07
94500;47.9
94560;48.89
94620;53.7
94680;60.95
94740;64.34
94800;50.29
94860;43.66
94920;40.77
94980;36.6
95040;37.37
95100;35.03
95160;35.73
95220;33.29
95280;34
95340;34.63
95400;41.47
95460;46.2
95520;46.96
95580;44.91
95640;35.91
95700;33.67
95760;32.94
95820;33.15
95880;33.5
95940;38.27
96000;40.51
96060;42.99
96120;47.66
96180;45.3
96240;34.9
96300;32.08
96360;31.71
96420;28.51
96480;15.72
96540;14.79
96600;13.7
96660;12.76
96720;24.37
96780;31.02
96840;33.98
96900;41.98
96960;43.93
97020;41.94
97080;40.69
97140;39.81
97200;37.33
97260;39.72
97320;40.38
97380;42.19
97440;44.46
97500;46.54
97560;58.6
97620;53.12
97680;48.88
97740;44.21
97800;41.08
97860;38.66
97920;33.1
97980;31.29
98040;30.85
98100;29.06
98160;30
98220;28.46
98280;29.66
98340;30.74
98400;33.96
98460;36.01
98520;37.52
98580;37.39
98640;36.6
98700;35.64
98760;34.01
98820;34.03
98880;36.4
98940;38.67
99000;42.04
99060;44
99120;39.7
99180;35.44
99240;34.5
99300;35.19
99360;32.26
99420;27.14
99480;25.65
99540;26.2
99600;25.06
99660;24.92
99720;25.81
99780;27.61
99840;29.31
99900;30.15
99960;28.97
100020;27.1
100080;24.15
100140;20.81
100200;21.69
100260;27.56
100320;31.01
100380;31.9
100440;35.7
100500;38.06
100560;34.02
100620;30.62
100680;32.59
100740;31.01
100800;32.1
100860;31.45
100920;30.67
100980;28.92
101040;30.39
101100;34.14
101160;45.65
101220;50.58
101280;50.48
101340;49.99
101400;47.91
101460;46.23
101520;45
101580;42.48
101640;41.65
101700;41.67
101760;42.49
101820;46.96
101880;50.24
101940;49.94
102000;42.47
102060;39.49
102120;37.6
102180;30.77
102240;32.47
102300;29.57
102360;28.14
102420;26.2
102480;27.76
102540;33.27
102600;40.6
102660;46.46
102720;46.37
102780;42.5
102840;40.81
102900;40.83
102960;41.96
103020;40.92
103080;40.91
103140;42.36
103200;41.85
103260;46.04
103320;50.92
103380;51.43
103440;44.99
103500;43.04
103560;40.76
103620;36.36
103680;33.88
103740;33.16
103800;32.98
103860;34.96
103920;34
103980;35.9
104040;48.52
104100;60.6
104160;64.98
104220;61.99
104280;57.98
104340;53.83
104400;49.58
104460;48.45
104520;46.99
104580;47.66
104640;47.77
104700;53.63
104760;62.81
104820;60.94
104880;48.86
104940;39.59
105000;34.16
105060;29.55
105120;25.36
105180;20.41
105240;18.42
105300;14.91
105360;13.25
105420;18.35
105480;32.76
105540;40.49
105600;39.99
105660;30
105720;19.48
105780;15.2
105840;13.65
105900;13.56
105960;18.85
106020;21.25
106080;24
106140;30.62
106200;39.55
106260;38.86
106320;30.36
106380;29.07
106440;25.66
106500;17.02
106560;12.08
106620;12.01
106680;8.06
106740;10.84
106800;13.4
106860;24.49
106920;37.76
106980;45.86
107040;47.98
107100;44.97
107160;44
107220;42
107280;38.1
107340;31.97
107400;27.09
107460;26.67
107520;30.85
107580;37.09
107640;40.23
107700;38.38
107760;36.95
107820;20.74
107880;21.62
107940;10.6
108000;13.26
108060;5.56
108120;0.08
108180;0.02
108240;-5
108300;-11.86
108360;-0.71
108420;10.76
108480;10.01
108540;9.8
108600;10
108660;10.73
108720;8.92
108780;1.42
108840;-0.46
108900;1.78
108960;1.58
109020;6.91
109080;12.97
109140;13.17
109200;1.09
109260;-2.51
109320;2.05
109380;-4.09
109440;-2
109500;-12.12
109560;-9.63
109620;-9.61
109680;-9.25
109740;-9.64
109800;-14.42
109860;-27.18
109920;-19.95
109980;-24.22
110040;-29.99
110100;0
110160;-0.05
110220;-18.22
110280;-9.79
110340;-22.95
110400;4.74
110460;23.11
110520;40.38
110580;41.06
110640;39.78
110700;38.05
110760;38.06
110820;36.88
110880;31.09
110940;31.2
111000;33.35
111060;33.44
111120;31.27
111180;38.18
111240;50.06
111300;59.93
111360;63.28
111420;53.41
111480;48.53
111540;46.84
111600;47.04
111660;47.54
111720;45.95
111780;50.03
111840;50.99
111900;57.18
111960;73
112020;98.19
112080;59.98
112140;48.96
112200;42.05
112260;37.36
112320;38.95
112380;37.53
112440;37.06
112500;36.59
112560;36.59
112620;38.09
112680;42.14
112740;49.95
112800;49.85
112860;42.95
112920;38.02
112980;38.09
113040;38
113100;36.48
113160;37.08
113220;36.74
113280;38.09
113340;47.12
113400;56.92
113460;64.92
113520;54.88
113580;50.25
113640;44.72
113700;39.6
113760;40.77
113820;40.53
113880;40.74
113940;40.08
114000;40.07
114060;41.38
114120;57.15
114180;71
114240;78.33
114300;70.05
114360;57.96
114420;51.15
114480;46.13
114540;42.27
114600;42.11
114660;47.91
114720;49.22
114780;57.95
114840;69.88
114900;78.91
114960;58.46
115020;44.94
115080;39.93
115140;37.06
115200;33.05
115260;33.06
115320;26.09
115380;21.49
115440;22.13
115500;30
115560;35.7
115620;39.2
115680;40.11
115740;37.01
115800;35.92
115860;37.08
115920;38.06
115980;39.97
116040;41.22
116100;42.99
116160;47.98
116220;57.92
116280;70.26
116340;93.43
116400;64.99
116460;58.42
116520;53.33
116580;46.77
116640;41.39
116700;41.12
116760;40.95
116820;40.49
116880;40.55
116940;42.78
117000;55.87
117060;65.62
117120;70.42
117180;65.72
117240;60.4
117300;57.57
117360;52.53
117420;50.35
117480;49.23
117540;49.15
117600;49.48
117660;57.99
117720;60.73
117780;70.72
117840;60.94
117900;51.79
117960;48.56
118020;45.01
118080;38.74
118140;37.09
118200;37.7
118260;37.48
118320;38.14
118380;38.35
118440;38.86
118500;40.18
118560;41.58
118620;41.5
118680;38
118740;37.41
118800;37
118860;37.78
118920;37.47
118980;38.84
119040;40.2
119100;46.37
119160;58.06
119220;59.58
119280;51.99
119340;42.97
119400;40.29
119460;38.05
119520;38.52
119580;38.01
119640;37.85
119700;37.28
119760;37.24
119820;37.08
119880;38.67
119940;39.04
120000;38.06
120060;35.01
120120;31.44
120180;31.29
120240;29.05
120300;29.93
120360;31.81
120420;36
120480;36.86
120540;41.38
