Time;PowerPrice
40800;60.61
40860;62.74
40920;66.1
40980;70.03
41040;70.27
41100;63.24
41160;53.09
41220;49.98
41280;50.75
41340;59.33
41400;66.36
41460;53.98
41520;50.02
41580;42.05
41640;39.98
41700;36.68
41760;31.7
41820;28.98
41880;29.59
41940;27.08
42000;23.09
42060;23.04
42120;18.04
42180;22.2
42240;27.29
42300;36.17
42360;40.29
42420;42.14
42480;42.01
42540;39.51
42600;35.03
42660;34.96
42720;38.84
42780;50.36
42840;62.39
42900;51.98
42960;41
43020;38.19
43080;42.05
43140;35.44
43200;43.97
43260;39.35
43320;36.35
43380;30.56
43440;30.5
43500;31.94
43560;10.67
43620;17.43
43680;26.06
43740;34.34
43800;37.17
43860;39.9
43920;38.98
43980;32.07
44040;31.12
44100;33.79
44160;32.13
44220;45.39
44280;50.05
44340;47.24
44400;44.6
44460;38.52
44520;41.15
44580;38.4
44640;32.03
44700;18.09
44760;26.04
44820;26.5
44880;31.94
44940;35.84
45000;42.18
45060;49.97
45120;55.17
45180;52.07
45240;51.11
45300;52.98
45360;50.07
45420;52.1
45480;50.06
45540;48.62
45600;50.07
45660;74.13
45720;70.02
45780;58.92
45840;48.92
45900;42.38
45960;42.09
46020;32.64
46080;39.42
46140;37.51
46200;32.75
46260;27.83
46320;27.27
46380;32.54
46440;41.45
46500;48.59
46560;50.07
46620;48.99
46680;48.68
46740;44.99
46800;39.65
46860;38.52
46920;38.2
46980;37.59
47040;38.42
47100;48.79
47160;51.94
47220;45.59
47280;40.02
47340;40.57
47400;41.01
47460;37.68
47520;31.64
47580;25.6
47640;23.72
47700;23.53
47760;23.92
47820;31.16
47880;38.49
47940;50.01
48000;49.95
48060;49.98
48120;50.08
48180;50.28
48240;49.96
48300;49.99
48360;50.03
48420;49.2
48480;45.57
48540;58.12
48600;66.71
48660;55.92
48720;49.95
48780;42.4
48840;42.87
48900;37.66
48960;38.07
49020;36.56
49080;36.62
49140;33.37
49200;31.12
49260;35.58
49320;44.64
49380;56.01
49440;53.56
49500;57.34
49560;57.97
49620;59.9
49680;56.72
49740;53.95
49800;50.34
49860;49.1
49920;49.2
49980;54.16
50040;68.05
50100;57.87
50160;48.48
50220;41.66
50280;42.17
50340;39.21
50400;34.72
50460;32.97
50520;31.03
50580;25.69
50640;26.8
50700;30.54
50760;37.02
50820;46.93
50880;50.04
50940;49.77
51000;49.96
51060;51.2
51120;50.33
51180;46.93
51240;42.81
51300;40.9
51360;39.12
51420;45.56
51480;53.32
51540;50.79
51600;43.65
51660;37.97
51720;41.3
51780;39.75
51840;42.06
51900;38.09
51960;34.09
52020;32.05
52080;29.97
52140;28.21
52200;29.52
52260;34.91
52320;40.53
52380;46.98
52440;47.07
52500;48.01
52560;47.85
52620;46.98
52680;46.95
52740;43.31
52800;37.83
52860;42.16
52920;54.59
52980;52.76
53040;44.73
53100;41
53160;44.25
53220;44.12
53280;37.13
53340;34.28
53400;33.94
53460;31.24
53520;30.05
53580;28.67
53640;24.93
53700;30.03
53760;31.94
53820;39.31
53880;42.55
53940;44.04
54000;43
54060;39.08
54120;35.06
54180;33.36
54240;32.86
54300;39.02
54360;50.05
54420;49.99
54480;46.63
54540;44.58
54600;45.8
54660;40.11
54720;41.1
54780;38.51
54840;35.33
54900;32.36
54960;32.06
55020;38.7
55080;53.06
55140;68.58
55200;60.34
55260;62.56
55320;63
55380;61.25
55440;59.52
55500;57.02
55560;53.62
55620;49.54
55680;48.78
55740;54.03
55800;75.58
55860;60.06
55920;53.08
55980;46.32
56040;48.72
56100;45.52
56160;35.3
56220;32.18
56280;32.15
56340;30.08
56400;31.78
56460;35.08
56520;40.59
56580;60.14
56640;61.16
56700;63.55
56760;64.22
56820;64.99
56880;60.52
56940;57.29
57000;55.81
57060;53.34
57120;50.9
57180;62.72
57240;76.07
57300;70.42
57360;54.66
57420;47.76
57480;49.27
57540;42.18
57600;41.92
57660;41.09
57720;40.1
57780;37.27
57840;35.32
57900;37.02
57960;46.56
58020;60.69
58080;64.87
58140;66.04
58200;64.02
58260;62.02
58320;61.95
58380;57.94
58440;54.03
58500;50.09
58560;50.03
58620;57.52
58680;66.08
58740;59.98
58800;50.08
58860;42.66
58920;46.09
58980;40.24
59040;38.6
59100;34.93
59160;33.48
59220;32.03
59280;30.97
59340;34.96
59400;43.39
59460;50.2
59520;60.03
59580;61.88
59640;58.91
59700;58.32
59760;54.04
59820;50
59880;49.62
59940;49.46
60000;47.13
60060;58.08
60120;66.66
60180;60.09
60240;44.61
60300;42.53
60360;45.23
60420;38.77
60480;38.72
60540;36.49
60600;33.06
60660;31.75
60720;31.98
60780;33.66
60840;41.94
60900;50.93
60960;63.39
61020;59.91
61080;61.59
61140;60.08
61200;53.43
61260;49.74
61320;46.94
61380;43.63
61440;44.74
61500;52.99
61560;57.97
61620;50.08
61680;43.87
61740;40.51
61800;40.13
61860;39.24
61920;40.12
61980;34.18
62040;31.22
62100;31.5
62160;34.1
62220;32.11
62280;28.39
62340;34.06
62400;37.9
62460;41.59
62520;46.96
62580;50.04
62640;47
62700;42.76
62760;40.16
62820;41.89
62880;40.11
62940;48.49
63000;61.44
63060;53.04
63120;44.37
63180;44.12
63240;45.91
63300;41.94
63360;40.87
63420;38.75
63480;38.75
63540;37.09
63600;36.04
63660;35.04
63720;28.17
63780;24.01
63840;31.8
63900;38.72
63960;41.24
64020;47.58
64080;46.39
64140;41.15
64200;36.96
64260;37.38
64320;37.98
64380;41.91
64440;57.68
64500;54.34
64560;47.07
64620;45.95
64680;47.05
64740;41.59
64800;38.71
64860;38.72
64920;38.61
64980;36.09
65040;34.51
65100;34.79
65160;41.6
65220;48.33
65280;60.91
65340;64.76
65400;63.3
65460;64.9
65520;60.99
65580;61.95
65640;57.88
65700;55.49
65760;49.67
65820;65.25
65880;74.79
65940;64.57
66000;47.41
66060;41.64
66120;41.84
66180;39.06
66240;41.01
66300;38.02
66360;38
66420;37.77
66480;37.78
66540;38.9
66600;42.18
66660;51.25
66720;57.43
66780;59.91
66840;59.95
66900;63.08
66960;60.09
67020;60.04
67080;53.22
67140;51.22
67200;49.43
67260;55.89
67320;63.39
67380;59.19
67440;46.96
67500;41.16
67560;45.55
67620;41.55
67680;37.7
67740;35.96
67800;32.98
67860;32.85
67920;33
67980;35.87
68040;39.42
68100;52.31
68160;57.04
68220;58.4
68280;59.66
68340;64.98
68400;60.03
68460;59.9
68520;58.46
68580;56.5
68640;52.12
68700;60.43
68760;66.38
68820;58.54
68880;46.53
68940;42.09
69000;41.76
69060;39.45
69120;37.72
69180;36.51
69240;34.92
69300;29.91
69360;25.22
69420;33.72
69480;45.54
69540;51.02
69600;55.77
69660;61.38
69720;59.8
69780;59.91
69840;58.77
69900;58.19
69960;50.02
70020;45.98
70080;44.21
70140;47.95
70200;60
70260;59.61
70320;46.82
70380;42.14
70440;40.54
70500;35.35
70560;35.76
70620;32.71
70680;31.53
70740;26.75
70800;26.08
70860;31.26
70920;38.02
70980;42.81
71040;47.58
71100;51.27
71160;52.9
71220;54.39
71280;53.07
71340;47.03
71400;42.91
71460;40.7
71520;40.07
71580;43.47
71640;53.93
71700;48.45
71760;41.49
71820;38.45
71880;40.59
71940;36.48
72000;28.18
72060;24.92
72120;23.55
72180;22.94
72240;21.41
72300;20.04
72360;19.14
72420;23.77
72480;32.09
72540;36.88
72600;45.98
72660;39.49
72720;37.32
72780;32.67
72840;31.28
72900;29.95
72960;30.55
73020;35.51
73080;51.15
73140;53.94
73200;39.5
73260;34.1
73320;36.58
73380;32.4
73440;34.22
73500;29.99
73560;26.81
73620;22.23
73680;20
73740;22.93
73800;17.84
73860;18.44
73920;27.58
73980;34.56
74040;35.92
74100;41.25
74160;39.43
74220;32.48
74280;29.44
74340;27.78
74400;28.55
74460;35.97
74520;54.55
74580;58.24
74640;46.04
74700;38.2
74760;39.43
74820;30.42
74880;26.35
74940;21.04
75000;20.07
75060;18.01
75120;14.25
75180;25.93
75240;34.35
75300;42.8
75360;48.18
75420;48.13
75480;48.26
75540;49.29
75600;47.96
75660;48.02
75720;45.08
75780;39.46
75840;37.8
75900;39.42
75960;55.99
76020;53.04
76080;40.35
76140;38.7
76200;36.64
76260;31.3
76320;30.63
76380;30.55
76440;24.57
76500;18.48
76560;18.67
76620;31.29
76680;38.3
76740;41.8
76800;44.29
76860;44.62
76920;47.07
76980;49.05
77040;48.03
77100;47.44
77160;45.42
77220;45.54
77280;42.17
77340;45.93
77400;62.9
77460;60.91
77520;46.09
77580;39.83
77640;38.62
77700;38.63
77760;29.99
77820;28.99
77880;25.95
77940;21.86
78000;22.61
78060;30.62
78120;36.92
78180;43.44
78240;45.91
78300;45.07
78360;45.04
78420;46.89
78480;45
78540;42.97
78600;41.94
78660;39.81
78720;38.52
78780;40.91
78840;50.1
78900;49.27
78960;40.36
79020;37.24
79080;35.88
79140;31.16
79200;27.14
79260;22.8
79320;18.07
79380;10.04
79440;12.9
79500;22.75
79560;33.96
79620;39.6
79680;41.91
79740;42.86
79800;42.99
79860;43.29
79920;41.52
79980;40.49
80040;39.94
80100;38.38
80160;38.24
80220;41.1
80280;55.45
80340;50.89
80400;41.45
80460;38.37
80520;38.89
80580;32.42
80640;30.33
80700;25.58
80760;23.08
80820;17.91
80880;21.67
80940;29.04
81000;38.51
81060;53
81120;44.8
81180;45.59
81240;47
81300;47.91
81360;47.69
81420;45.91
81480;39.89
81540;36.62
81600;35.07
81660;35.11
81720;44.87
81780;46.05
81840;42.79
81900;35.27
81960;37.58
82020;30.96
82080;28.06
82140;24.36
82200;23.57
82260;12.13
82320;10.14
82380;1.11
82440;0.19
82500;18.15
82560;25.56
82620;32.09
82680;34.05
82740;33.07
82800;32.8
82860;29
82920;26.06
82980;27.84
83040;28.77
83100;33.51
83160;52.84
83220;53.66
83280;44.06
83340;37.05
83400;39.42
83460;34.77
83520;22.2
83580;16.24
83640;5.08
83700;2.16
83760;6.72
83820;5.09
83880;0.6
83940;0.05
84000;1.06
84060;11.16
84120;19.18
84180;23
84240;25.12
84300;18.57
84360;9.71
84420;3.25
84480;7.77
84540;15.86
84600;39
84660;44.64
84720;37.9
84780;32.49
84840;33.62
84900;20.08
84960;17.55
85020;0.49
85080;-2
85140;-18.1
85200;-2.78
85260;11.66
85320;36.87
85380;53.07
85440;44.8
85500;39.93
85560;39.97
85620;43.47
85680;39.92
85740;38.68
85800;38.03
85860;38.62
85920;35.9
85980;36.33
86040;51.76
86100;56.07
86160;53.5
86220;46.72
86280;47.08
86340;40.27
86400;34.48
86460;33.08
86520;32.31
86580;31.09
86640;30.43
86700;34.88
86760;45.99
86820;53.67
86880;49.14
86940;52.08
87000;49.2
87060;48.8
87120;45.12
87180;40.41
87240;39.01
87300;35.05
87360;36.4
87420;39
87480;54.02
87540;53.96
87600;45.77
87660;39.2
87720;39.4
87780;35.23
87840;31.61
87900;29.53
87960;26.17
88020;21.09
88080;23.38
88140;30.36
88200;36.61
88260;40.5
88320;43.59
88380;41.08
88440;42.17
88500;41.82
88560;40.12
88620;38.9
88680;37.21
88740;35.83
88800;37.72
88860;40.2
88920;56.07
88980;65.05
89040;48.1
89100;39.97
89160;40.24
89220;38.35
89280;38.68
89340;35.26
89400;32.6
89460;32.31
89520;31.29
89580;33.6
89640;39.66
89700;47.56
89760;51.77
89820;51.8
89880;50.74
89940;50.47
90000;48.2
90060;45.92
90120;42.63
90180;39.26
90240;37.79
90300;39.68
90360;48.64
90420;55.58
90480;45.94
90540;42.62
90600;42.7
90660;39.26
90720;34.58
90780;33.46
90840;31.61
90900;29.35
90960;30.21
91020;34.26
91080;43.09
91140;50.56
91200;59.85
91260;55.74
91320;50.91
91380;49.04
91440;46.31
91500;43.56
91560;39.91
91620;40.19
91680;40.17
91740;40.58
91800;50.13
91860;46.17
91920;40.31
91980;35.83
92040;37.55
92100;34.03
92160;32.09
92220;27.46
92280;23.81
92340;24.91
92400;24
92460;25.67
92520;21.91
92580;23.05
92640;32.33
92700;41.01
92760;40.19
92820;43.5
92880;45.97
92940;38.73
93000;34.38
93060;31.42
93120;32.1
93180;37.72
93240;52.44
93300;63.84
93360;46.06
93420;39.84
93480;44.34
93540;40.05
93600;38.01
93660;32.62
93720;31.75
93780;30.38
93840;28.26
93900;28.48
93960;25.01
94020;23.55
94080;30.88
94140;36.15
94200;40.24
94260;43.65
94320;40.11
94380;34.62
94440;30.59
94500;27.52
94560;27.28
94620;31
94680;46.04
94740;54.59
94800;50.07
94860;46.97
94920;54.06
94980;45.98
95040;41.17
95100;43.56
95160;42.2
95220;39.91
95280;38.17
95340;38.93
95400;49.01
95460;67.98
95520;72.15
95580;64.94
95640;63.02
95700;62.96
95760;59.26
95820;58.42
95880;49.67
95940;46.02
96000;42.75
96060;44.45
96120;69.97
96180;70.24
96240;50.09
96300;46.07
96360;46.07
96420;41.69
96480;41.03
96540;37
96600;34.93
96660;35.18
96720;37.02
96780;40.08
96840;43.7
96900;62.67
96960;68.24
97020;69.03
97080;68.51
97140;67.77
97200;63.9
97260;62.09
97320;57.81
97380;52.48
97440;50.03
97500;52.96
97560;73.46
97620;75.01
97680;65.63
97740;49.02
97800;46.96
97860;41.37
97920;40.07
97980;36.97
98040;37.71
98100;38.67
98160;37.27
98220;40.06
98280;44.98
98340;65.25
98400;67.93
98460;62.06
98520;62.04
98580;61.15
98640;59.73
98700;54.09
98760;48.99
98820;46.96
98880;45
98940;48.95
99000;67.91
99060;65.96
99120;60.98
99180;46.97
99240;44.89
99300;39.2
99360;39.13
99420;35.8
99480;35.25
99540;35.07
99600;37.27
99660;41.31
99720;45.5
99780;62.09
99840;59.98
99900;61.81
99960;59.98
100020;62.62
100080;60.1
100140;55.29
100200;54.25
100260;52.21
100320;50.05
100380;56.27
100440;67.92
100500;65.69
100560;59.39
100620;46.09
100680;43.49
100740;37.75
100800;38.92
100860;35.27
100920;34.43
100980;34
101040;33.46
101100;36.44
101160;44.2
101220;49.18
101280;51.33
101340;49.09
101400;48.93
101460;47.08
101520;44.57
101580;41.86
101640;40.62
101700;40.06
101760;39.94
101820;41.89
101880;56.6
101940;57.24
102000;45.96
102060;41.07
102120;43.32
102180;41.09
102240;40.03
102300;37.29
102360;32.1
102420;31.35
102480;31.94
102540;31.95
102600;31.83
102660;32.93
102720;39.01
102780;44.01
102840;49.07
102900;49.02
102960;35.07
103020;33.2
103080;32.98
103140;32.09
103200;31.33
103260;38.12
103320;49.05
103380;57.45
103440;38.63
103500;35.06
103560;37.42
103620;33.2
103680;34.09
103740;30.56
103800;23.98
103860;28.6
103920;26.9
103980;25.9
104040;18.42
104100;16.37
104160;30.51
104220;32
104280;31.91
104340;38.51
104400;35.77
104460;27.89
104520;28.37
104580;25.71
104640;24
104700;31.32
104760;44.99
104820;56.4
104880;49.02
104940;40.03
105000;46.99
105060;38.42
105120;31.93
105180;31.53
105240;31.52
105300;30.6
105360;30.85
105420;38.91
105480;59.45
105540;58.45
105600;49.99
105660;54.94
105720;52.44
105780;59.73
105840;51
105900;48.92
105960;40.08
106020;40.17
106080;39.79
106140;40.98
106200;57.95
106260;67.36
106320;53.01
106380;40.04
106440;40.07
106500;40.09
106560;34.11
106620;32.01
106680;31.95
106740;31.55
106800;33.9
106860;38.67
106920;41.99
106980;54.39
107040;66.09
107100;63.69
107160;59.96
107220;58.88
107280;57.47
107340;57.4
107400;51.1
107460;47.36
107520;42.59
107580;46.91
107640;55.17
107700;67.25
107760;58.96
107820;48.44
107880;46.76
107940;40.75
108000;36.07
108060;34.94
108120;31.59
108180;30.61
108240;31.34
108300;34.94
108360;42.36
108420;50.99
108480;49.96
108540;49.32
108600;49.91
108660;49.38
108720;43.82
108780;39.79
108840;38.98
108900;37.57
108960;35.79
109020;36.66
109080;44.01
109140;52.64
109200;44.09
109260;38.91
109320;39.01
109380;35
109440;34.93
109500;33.25
109560;31.89
109620;29.73
109680;31.46
109740;35
109800;43.99
109860;50.12
109920;50.98
109980;50.57
110040;50.91
110100;49.92
110160;50.06
110220;42.5
110280;38.98
110340;37.4
110400;37.62
110460;38.64
110520;49.02
110580;51.04
110640;42.22
110700;39.47
110760;37.84
110820;32.91
110880;23.93
110940;20.01
111000;19.13
111060;15.19
111120;18.04
111180;29.97
111240;38.35
111300;41.2
111360;43.19
111420;41.62
111480;41.9
111540;41.63
111600;39.28
111660;38.94
111720;37.39
111780;34.8
111840;35.76
111900;37.07
111960;45.6
112020;52.59
112080;45.99
112140;40.05
112200;38.41
112260;36.14
112320;30.89
112380;28
112440;24.2
112500;23.97
112560;23.54
112620;22.96
112680;20.11
112740;26.69
112800;32.16
112860;40.78
112920;42.06
112980;41.97
113040;44.86
113100;36.38
113160;34.51
113220;34.92
113280;34.96
113340;36.14
113400;48.85
113460;52.24
113520;48.47
113580;35.79
113640;34.49
113700;28.94
113760;23.09
113820;21.62
113880;14.58
113940;9.89
114000;10.15
114060;13.74
114120;13.49
114180;10.23
114240;18.71
114300;28.03
114360;31.25
114420;33.91
114480;34.4
114540;30.11
114600;26.9
114660;26.58
114720;27.21
114780;29.37
114840;40.01
114900;55.49
114960;51.05
115020;47.93
115080;49.98
115140;38.91
115200;34.26
115260;31.63
115320;30.83
115380;26.08
115440;29.27
115500;32.7
115560;44.54
115620;50.96
115680;55.5
115740;55.4
115800;55.1
115860;53.57
115920;52.65
115980;53.16
116040;48.93
116100;41.34
116160;46
116220;46.72
116280;47.3
116340;54.95
116400;49.07
116460;38.84
116520;39.03
116580;35.54
116640;30.53
116700;22.9
116760;20.07
116820;13.65
116880;14.49
116940;25.01
117000;33.94
117060;44.02
117120;44.9
117180;45.71
117240;45.07
117300;44.04
117360;41.62
117420;40.57
117480;39.21
117540;39.12
117600;39.49
117660;40.99
117720;50.99
117780;56.95
117840;50.27
117900;40.08
117960;36.13
118020;34.49
118080;31.82
118140;27.66
118200;24.86
118260;24.99
118320;28.89
118380;32.93
118440;39.21
118500;41.04
118560;40.83
118620;41.44
118680;42
118740;42.92
118800;39.99
118860;38.81
118920;36.04
118980;33.83
119040;33.82
119100;34.98
119160;38.81
119220;48.42
119280;39.94
119340;38.3
119400;37.11
119460;27.09
119520;22.98
119580;21.01
119640;16.87
119700;13.18
119760;18.24
119820;29.19
119880;44.3
119940;49.06
120000;40.92
120060;40.24
120120;43.76
120180;42.29
120240;39.87
120300;38.68
120360;36.05
120420;38.59
120480;35.79
120540;37.02
