,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,upper,upper,lower,lower
"(7200.0, 33490.19237886467)",,,,,,,,,,,,,,,,,,,294.14998137637707,303.15,288.15,,,,0.0,7.471356858758985e-06,inf,inf,-inf,-inf,294.14998137637707,0.14999999985243556,inf,inf,-inf,-inf
"(7200.0, 34009.80762113533)",,,,,,,,,,,,,,,,,,,294.14998137712337,303.15,288.15,,,,0.0,7.471378161021593e-06,inf,inf,-inf,-inf,294.14998137712337,0.14999999986043153,inf,inf,-inf,-inf
"(7200.0, 34200.0)",150.0,294.15,292.15,280.15,0.010714291154756552,34200.0,0.0,,,,,,,,,,,,294.14998137738576,303.15,288.15,0.010714300006482887,0.05,0.0,,,,,,,,,,,,
"(7200.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813763272,303.15,288.15,,,,0.0,7.471355435542609e-06,inf,inf,-inf,-inf,294.1499813763272,0.15000000055114326,inf,inf,-inf,-inf
"(7200.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,,294.14998137354115,303.15,288.15,,,,0.0,7.471275918470502e-06,inf,inf,-inf,-inf,294.14998137354115,0.15000000052129261,inf,inf,-inf,-inf
"(7200.0, 35100.0)",150.0,294.15,292.15,280.15,0.010714290968922098,35100.0,0.0,,,,,,,,,,,,294.1499813725598,303.15,288.15,0.010714299819973941,0.05,0.0,,,,,,,,,,,,
"(7200.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,,294.14998137651276,303.15,288.15,,,,0.0,7.471360732406338e-06,inf,inf,-inf,-inf,294.14998137651276,0.14999999794200963,inf,inf,-inf,-inf
"(7200.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,,294.14998138691703,303.15,288.15,,,,0.0,7.471657819375335e-06,inf,inf,-inf,-inf,294.14998138691703,0.1499999980534837,inf,inf,-inf,-inf
"(7200.0, 36000.0)",150.0,294.15,292.15,280.15,0.010714291663208315,36000.0,0.0,,,,,,,,,,,,294.14998139058,303.15,288.15,0.010714300516781005,0.05,0.0,,,,,,,,,,,,
"(7200.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813758098,303.15,288.15,,,,0.0,7.471340666251297e-06,inf,inf,-inf,-inf,294.1499813758098,0.15000000768976338,inf,inf,-inf,-inf
"(7200.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,,294.149981336935,303.15,288.15,,,,0.0,7.470232539096647e-06,inf,inf,-inf,-inf,294.149981336935,0.15000000727324722,inf,inf,-inf,-inf
"(7200.0, 36900.0)",150.0,294.15,292.15,280.15,0.01071428907425413,36900.0,0.0,,,,,,,,,,,,294.14998132324655,303.15,288.15,0.010714297918413714,0.05,0.0,,,,,,,,,,,,
"(7200.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,,294.14998137829735,303.15,288.15,,,,0.0,7.471411675996291e-06,inf,inf,-inf,-inf,294.14998137829735,0.14999997133932264,inf,inf,-inf,-inf
"(7200.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,,294.1499815231896,303.15,288.15,,,,0.0,7.475568576593034e-06,inf,inf,-inf,-inf,294.1499815231896,0.1499999728917406,inf,inf,-inf,-inf
"(7200.0, 37800.0)",150.0,294.15,292.15,280.15,0.010714298797154059,37800.0,0.0,,,,,,,,,,,,294.14998157420683,303.15,288.15,0.01071430767653443,0.05,0.0,,,,,,,,,,,,
"(7200.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,,294.14998136708425,303.15,288.15,,,,0.0,7.471091688929638e-06,inf,inf,-inf,-inf,294.14998136708425,0.15000010783269002,inf,inf,-inf,-inf
"(7200.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,,294.1499808219442,303.15,288.15,,,,0.0,7.455825328602103e-06,inf,inf,-inf,-inf,294.1499808219442,0.15000010199189168,inf,inf,-inf,-inf
"(7200.0, 38700.0)",150.0,294.15,292.15,280.15,0.010714263242243687,38700.0,0.0,,,,,,,,,,,,294.14998062999615,303.15,288.15,0.010714271990268814,0.05,0.0,,,,,,,,,,,,
"(7200.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,,294.1499813821966,303.15,288.15,,,,0.0,7.4715230024947746e-06,inf,inf,-inf,-inf,294.1499813821966,0.1499996083875537,inf,inf,-inf,-inf
"(7200.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,,294.149983361965,303.15,288.15,,,,0.0,7.532144638979982e-06,inf,inf,-inf,-inf,294.149983361965,0.14999962959933116,inf,inf,-inf,-inf
"(7200.0, 39600.0)",150.0,294.15,292.15,280.15,0.010714406585078067,39600.0,0.0,,,,,,,,,,,,294.14998405905527,303.15,288.15,0.010714415840815726,0.05,0.0,,,,,,,,,,,,
"(7200.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,,294.14998095184865,303.15,288.15,,,,0.0,7.459412341996629e-06,inf,inf,-inf,-inf,294.14998095184865,0.15000161768160572,inf,inf,-inf,-inf
"(7200.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,,294.1499727737805,303.15,288.15,,,,0.0,7.2818704837922065e-06,inf,inf,-inf,-inf,294.1499727737805,0.150001530058383,inf,inf,-inf,-inf
"(7200.0, 40500.0)",150.0,294.15,292.15,280.15,0.010713998067514241,40500.0,0.0,,,,,,,,,,,,294.1499698942254,303.15,288.15,0.010714005119153028,0.05,0.0,,,,,,,,,,,,
"(7200.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,,294.1499778945868,303.15,288.15,,,,0.0,7.382564416647397e-06,inf,inf,-inf,-inf,294.1499778945868,0.1499958348306326,inf,inf,-inf,-inf
"(7200.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,,294.1499989513112,303.15,288.15,,,,0.0,8.649089759021814e-06,inf,inf,-inf,-inf,294.1499989513112,0.1499960604324852,inf,inf,-inf,-inf
"(7200.0, 41400.0)",150.0,294.15,292.15,280.15,0.019945179841525926,41400.0,0.0,,,,,,,,,,,,294.15000636554146,303.15,288.15,0.019945137079760714,0.05,0.0,,,,,,,,,,,,
"(7200.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,,293.9090884434356,303.15,288.15,,,,0.0,6.6617734917799115e-06,inf,inf,-inf,-inf,293.9090884434356,0.2744269050968758,inf,inf,-inf,-inf
"(7200.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,,293.2943998203319,303.15,288.15,,,,0.0,6.661713965646636e-06,inf,inf,-inf,-inf,293.2943998203319,0.26216685624770214,inf,inf,-inf,-inf
"(7200.0, 42300.0)",150.0,294.15,292.15,280.15,7.147236915492834e-08,42300.0,0.0,,,,,,,,,,,,293.0853344394908,303.15,288.15,7.147238986149678e-08,0.05,0.0,,,,,,,,,,,,
"(7200.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,,293.37062123003244,303.15,288.15,,,,0.0,6.661715294110354e-06,inf,inf,-inf,-inf,293.37062123003244,9.449093947640593e-07,inf,inf,-inf,-inf
"(7200.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,,294.1500390388147,303.15,288.15,,,,0.0,3.732720796005186e-05,inf,inf,-inf,-inf,294.1500390388147,1.0006162482583438e-06,inf,inf,-inf,-inf
"(7200.0, 43200.0)",,,,,,,,,,,,,,,,,,,294.4353256846254,303.15,288.15,,,,,,,,,,,,,,,
"(8100.0, 0.0)",150.0,294.15,292.15,280.15,0.010716905423739355,0.0,0.0,1000.0,100000.0,250.0,1.0,900.0,7200.0,900.0,10.0,294.1500939505393,0.010716905423739355,0.0,294.1500941172975,303.15,288.15,0.010709731999697821,0.05,0.0,,,,,,,,,,,,
"(8100.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,,294.1502122236717,303.15,288.15,,,,0.0,0.00020949449366500363,inf,inf,-inf,-inf,294.1502122236717,0.1499385208547665,inf,inf,-inf,-inf
"(8100.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,,294.15052306254876,303.15,288.15,,,,0.0,0.0005202064615435171,inf,inf,-inf,-inf,294.15052306254876,0.14994184985675313,inf,inf,-inf,-inf
"(8100.0, 900.0)",150.0,294.15,292.15,280.15,0.010712470079021413,900.0,0.0,,,,,,,,,,,,294.15063250602526,303.15,288.15,0.03159713127470166,0.05,0.0,,,,,,,,,,,,
"(8100.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,,293.6123532637935,303.15,288.15,,,,0.0,6.661725111388985e-06,inf,inf,-inf,-inf,293.6123532637935,0.42537174334141026,inf,inf,-inf,-inf
"(8100.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,,292.2900314324415,303.15,288.15,,,,0.0,6.6618393023969094e-06,inf,inf,-inf,-inf,292.2900314324415,0.38359016684960645,inf,inf,-inf,-inf
"(8100.0, 1800.0)",150.0,294.15,292.15,280.15,0.010714493660260265,1800.0,0.0,,,,,,,,,,,,291.8603039101656,303.15,288.15,-9.552376673357865e-09,0.05,0.0,,,,,,,,,,,,
"(8100.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,,292.1455926938057,303.15,288.15,,,,0.0,0.004404394785158787,inf,inf,-inf,-inf,292.1455926938057,-1.1458641983141222e-07,inf,inf,-inf,-inf
"(8100.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,,292.92501617196405,303.15,288.15,,,,0.0,6.661715389842861e-06,inf,inf,-inf,-inf,292.92501617196405,-1.220317664828391e-07,inf,inf,-inf,-inf
"(8100.0, 2700.0)",150.0,294.15,292.15,280.15,0.010714216049019261,2700.0,0.0,,,,,,,,,,,,293.2103049749474,303.15,288.15,0.01149568831398131,0.05,0.0,,,,,,,,,,,,
"(8100.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,,293.21004697103564,303.15,288.15,,,,0.0,6.661713179445975e-06,inf,inf,-inf,-inf,293.21004697103564,0.15013422934498158,inf,inf,-inf,-inf
"(8100.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,,293.209369722074,303.15,288.15,,,,0.0,6.661713175823134e-06,inf,inf,-inf,-inf,293.209369722074,0.15012644390200716,inf,inf,-inf,-inf
"(8100.0, 3600.0)",150.0,294.15,292.15,280.15,0.010714310769930464,3600.0,0.0,,,,,,,,,,,,293.209131945336,303.15,288.15,0.011485970698759328,0.05,0.0,,,,,,,,,,,,
"(8100.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,,293.2091379502567,303.15,288.15,,,,0.0,6.661713174592881e-06,inf,inf,-inf,-inf,293.2091379502567,0.1499968758477047,inf,inf,-inf,-inf
"(8100.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,,293.2091537134327,303.15,288.15,,,,0.0,6.661713174676395e-06,inf,inf,-inf,-inf,293.2091537134327,0.14999705690308288,inf,inf,-inf,-inf
"(8100.0, 4500.0)",150.0,294.15,292.15,280.15,0.010714286782902767,4500.0,0.0,,,,,,,,,,,,293.2091592479574,303.15,288.15,0.01148617769836435,0.05,0.0,,,,,,,,,,,,
"(8100.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,,293.20915957947835,303.15,288.15,,,,0.0,6.661713174707483e-06,inf,inf,-inf,-inf,293.20915957947835,0.1499998275211857,inf,inf,-inf,-inf
"(8100.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,,293.2091604497346,303.15,288.15,,,,0.0,6.661713174712092e-06,inf,inf,-inf,-inf,293.2091604497346,0.14999983751710397,inf,inf,-inf,-inf
"(8100.0, 5400.0)",150.0,294.15,292.15,280.15,0.010714293308461327,5400.0,0.0,,,,,,,,,,,,293.2091607552851,303.15,288.15,0.011487023503646412,0.05,0.0,,,,,,,,,,,,
"(8100.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,,293.2091402823286,303.15,288.15,,,,0.0,6.661713174605235e-06,inf,inf,-inf,-inf,293.2091402823286,0.1500106513605242,inf,inf,-inf,-inf
"(8100.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,,293.20908654012703,303.15,288.15,,,,0.0,6.661713174320652e-06,inf,inf,-inf,-inf,293.20908654012703,0.1500100340225922,inf,inf,-inf,-inf
"(8100.0, 6300.0)",150.0,294.15,292.15,280.15,0.01071429156839926,6300.0,0.0,,,,,,,,,,,,293.20906767106123,303.15,288.15,0.011449770012887581,0.05,0.0,,,,,,,,,,,,
"(8100.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,,293.20996413527723,303.15,288.15,,,,0.0,6.661713179000621e-06,inf,inf,-inf,-inf,293.20996413527723,0.14953358572548472,inf,inf,-inf,-inf
"(8100.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,,293.212317683071,303.15,288.15,,,,0.0,6.661713191897138e-06,inf,inf,-inf,-inf,293.212317683071,0.14956053330643765,inf,inf,-inf,-inf
"(8100.0, 7200.0)",150.0,294.15,292.15,280.15,0.01071429203485802,7200.0,0.0,,,,,,,,,,,,293.2131441354176,303.15,288.15,0.012593343539944998,0.05,0.0,,,,,,,,,,,,
"(8100.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,,293.18589011835525,303.15,288.15,,,,0.0,6.661713075862911e-06,inf,inf,-inf,-inf,293.18589011835525,0.16416544260942223,inf,inf,-inf,-inf
"(8100.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,,293.11461628977827,303.15,288.15,,,,0.0,6.661713074253557e-06,inf,inf,-inf,-inf,293.11461628977827,0.163267866800745,inf,inf,-inf,-inf
"(8100.0, 8100.0)",150.0,294.15,292.15,280.15,0.010714291909992221,8100.0,0.0,,,,,,,,,,,,293.089694243072,303.15,288.15,-9.62490153102028e-09,0.05,0.0,,,,,,,,,,,,
"(8100.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,,293.3749830508521,303.15,288.15,,,,0.0,6.661715389825163e-06,inf,inf,-inf,-inf,293.3749830508521,-1.272891596138641e-07,inf,inf,-inf,-inf
"(8100.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,,294.1544065951627,303.15,288.15,,,,0.0,0.004403663755360697,inf,inf,-inf,-inf,294.1544065951627,-1.3479103447881195e-07,inf,inf,-inf,-inf
"(8100.0, 9000.0)",150.0,294.15,292.15,280.15,0.010714291943430284,9000.0,0.0,,,,,,,,,,,,294.4396954224329,303.15,288.15,0.021387747727799892,0.05,0.0,,,,,,,,,,,,
"(8100.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,,294.1500170877683,303.15,288.15,,,,0.0,1.7189320904331466e-05,inf,inf,-inf,-inf,294.1500170877683,0.2994288336580757,inf,inf,-inf,-inf
"(8100.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,,293.41443611841765,303.15,288.15,,,,0.0,6.661716362428486e-06,inf,inf,-inf,-inf,293.41443611841765,0.2836964134522343,inf,inf,-inf,-inf
"(8100.0, 9900.0)",150.0,294.15,292.15,280.15,0.010714291934477342,9900.0,0.0,,,,,,,,,,,,293.1656318104365,303.15,288.15,0.0030070124488496075,0.05,0.0,,,,,,,,,,,,
"(8100.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,,293.3758750179565,303.15,288.15,,,,0.0,6.661715409678012e-06,inf,inf,-inf,-inf,293.3758750179565,0.03977037082592433,inf,inf,-inf,-inf
"(8100.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,,293.9442049250756,303.15,288.15,,,,0.0,6.66178899509106e-06,inf,inf,-inf,-inf,293.9442049250756,0.04147934593168496,inf,inf,-inf,-inf
"(8100.0, 10800.0)",150.0,294.15,292.15,280.15,0.010714291936873871,10800.0,0.0,,,,,,,,,,,,294.15000808502725,303.15,288.15,0.010714608973977597,0.05,0.0,,,,,,,,,,,,
"(8100.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,,294.14999940454067,303.15,288.15,,,,0.0,8.718447055684315e-06,inf,inf,-inf,-inf,294.14999940454067,0.15000451925557276,inf,inf,-inf,-inf
"(8100.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,,294.1499765577935,303.15,288.15,,,,0.0,7.353323048418695e-06,inf,inf,-inf,-inf,294.1499765577935,0.15000427446161022,inf,inf,-inf,-inf
"(8100.0, 11700.0)",150.0,294.15,292.15,280.15,0.010714291936232563,11700.0,0.0,,,,,,,,,,,,294.14996851329994,303.15,288.15,0.010714178044961385,0.05,0.0,,,,,,,,,,,,
"(8100.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,,294.1499719851559,303.15,288.15,,,,0.0,7.268766098060361e-06,inf,inf,-inf,-inf,294.1499719851559,0.14999819247343196,inf,inf,-inf,-inf
"(8100.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,,294.149981122977,303.15,288.15,,,,0.0,7.464185874242685e-06,inf,inf,-inf,-inf,294.149981122977,0.14999829037767437,inf,inf,-inf,-inf
"(8100.0, 12600.0)",150.0,294.15,292.15,280.15,0.010714291936403803,12600.0,0.0,,,,,,,,,,,,294.14998434047,303.15,288.15,0.010714329270174017,0.05,0.0,,,,,,,,,,,,
"(8100.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,,294.149983508604,303.15,288.15,,,,0.0,7.536984538563994e-06,inf,inf,-inf,-inf,294.149983508604,0.15000043308818953,inf,inf,-inf,-inf
"(8100.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,,294.1499813191588,303.15,288.15,,,,0.0,7.469726806890148e-06,inf,inf,-inf,-inf,294.1499813191588,0.15000040962975286,inf,inf,-inf,-inf
"(8100.0, 13500.0)",150.0,294.15,292.15,280.15,0.010714291936358557,13500.0,0.0,,,,,,,,,,,,294.1499805482393,303.15,288.15,0.010714291880930975,0.05,0.0,,,,,,,,,,,,
"(8100.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,,294.1499807779972,303.15,288.15,,,,0.0,7.454618902038127e-06,inf,inf,-inf,-inf,294.1499807779972,0.14999988038288525,inf,inf,-inf,-inf
"(8100.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,,294.14998138271295,303.15,288.15,,,,0.0,7.471537749928716e-06,inf,inf,-inf,-inf,294.14998138271295,0.14999988686198668,inf,inf,-inf,-inf
"(8100.0, 14400.0)",150.0,294.15,292.15,280.15,0.010714291936369805,14400.0,0.0,,,,,,,,,,,,294.1499815956373,303.15,288.15,0.010714302115065672,0.05,0.0,,,,,,,,,,,,
"(8100.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,,294.14998153461954,303.15,288.15,,,,0.0,7.4758982573648525e-06,inf,inf,-inf,-inf,294.14998153461954,0.15000003176725488,inf,inf,-inf,-inf
"(8100.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,,294.14998137402273,303.15,288.15,,,,0.0,7.471289660790363e-06,inf,inf,-inf,-inf,294.14998137402273,0.15000003004657173,inf,inf,-inf,-inf
"(8100.0, 15300.0)",150.0,294.15,292.15,280.15,0.010714291936365942,15300.0,0.0,,,,,,,,,,,,294.149981317475,303.15,288.15,0.010714299390685984,0.05,0.0,,,,,,,,,,,,
"(8100.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,,294.14998133384995,303.15,288.15,,,,0.0,7.470144725486052e-06,inf,inf,-inf,-inf,294.14998133384995,0.14999999147488371,inf,inf,-inf,-inf
"(8100.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,,294.1499813769483,303.15,288.15,,,,0.0,7.471373162691518e-06,inf,inf,-inf,-inf,294.1499813769483,0.14999999193665217,inf,inf,-inf,-inf
"(8100.0, 16200.0)",150.0,294.15,292.15,280.15,0.010714291936367604,16200.0,0.0,,,,,,,,,,,,294.14998139212315,303.15,288.15,0.010714300121338777,0.05,0.0,,,,,,,,,,,,
"(8100.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813877411,303.15,288.15,,,,0.0,7.4716813586346855e-06,inf,inf,-inf,-inf,294.1499813877411,0.15000000228141544,inf,inf,-inf,-inf
"(8100.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813762078,303.15,288.15,,,,0.0,7.471352026470289e-06,inf,inf,-inf,-inf,294.1499813762078,0.15000000215784393,inf,inf,-inf,-inf
"(8100.0, 17100.0)",150.0,294.15,292.15,280.15,0.010714291936368088,17100.0,0.0,,,,,,,,,,,,294.14998137214644,303.15,288.15,0.010714299925774837,0.05,0.0,,,,,,,,,,,,
"(8100.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813733201,303.15,288.15,,,,0.0,7.471269609171945e-06,inf,inf,-inf,-inf,294.1499813733201,0.14999999938901265,inf,inf,-inf,-inf
"(8100.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137640913,303.15,288.15,,,,0.0,7.471357773621039e-06,inf,inf,-inf,-inf,294.14998137640913,0.14999999942210962,inf,inf,-inf,-inf
"(8100.0, 18000.0)",150.0,294.15,292.15,280.15,0.010714291936368081,18000.0,0.0,,,,,,,,,,,,294.14998137749643,303.15,288.15,0.010714299978146867,0.05,0.0,,,,,,,,,,,,
"(8100.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137718226,303.15,288.15,,,,0.0,7.47137984287056e-06,inf,inf,-inf,-inf,294.14998137718226,0.15000000016360063,inf,inf,-inf,-inf
"(8100.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763554,303.15,288.15,,,,0.0,7.47135624093703e-06,inf,inf,-inf,-inf,294.1499813763554,0.15000000015474174,inf,inf,-inf,-inf
"(8100.0, 18900.0)",150.0,294.15,292.15,280.15,0.010714291936368137,18900.0,0.0,,,,,,,,,,,,294.1499813760639,303.15,288.15,0.010714299964123241,0.05,0.0,,,,,,,,,,,,
"(8100.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813761481,303.15,288.15,,,,0.0,7.471350323804814e-06,inf,inf,-inf,-inf,294.1499813761481,0.14999999995619023,inf,inf,-inf,-inf
"(8100.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636985,303.15,288.15,,,,0.0,7.471356653199943e-06,inf,inf,-inf,-inf,294.14998137636985,0.14999999995856586,inf,inf,-inf,-inf
"(8100.0, 19800.0)",150.0,294.15,292.15,280.15,0.010714291936368053,19800.0,0.0,,,,,,,,,,,,294.1499813764475,303.15,288.15,0.0107142999678784,0.05,0.0,,,,,,,,,,,,
"(8100.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,,294.149981376425,303.15,288.15,,,,0.0,7.471358226954028e-06,inf,inf,-inf,-inf,294.149981376425,0.1500000000117289,inf,inf,-inf,-inf
"(8100.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636593,303.15,288.15,,,,0.0,7.471356541768873e-06,inf,inf,-inf,-inf,294.14998137636593,0.15000000001109612,inf,inf,-inf,-inf
"(8100.0, 20700.0)",150.0,294.15,292.15,280.15,0.01071429193636808,20700.0,0.0,,,,,,,,,,,,294.14998137634484,303.15,288.15,0.010714299966873054,0.05,0.0,,,,,,,,,,,,
"(8100.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763509,303.15,288.15,,,,0.0,7.471356112161771e-06,inf,inf,-inf,-inf,294.1499813763509,0.14999999999686037,inf,inf,-inf,-inf
"(8100.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,,294.149981376367,303.15,288.15,,,,0.0,7.471356571424243e-06,inf,inf,-inf,-inf,294.149981376367,0.14999999999703273,inf,inf,-inf,-inf
"(8100.0, 21600.0)",150.0,294.15,292.15,280.15,0.010714291936368064,21600.0,0.0,,,,,,,,,,,,294.1499813763723,303.15,288.15,0.010714299967141419,0.05,0.0,,,,,,,,,,,,
"(8100.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137637076,303.15,288.15,,,,0.0,7.471356678179197e-06,inf,inf,-inf,-inf,294.14998137637076,0.15000000000082997,inf,inf,-inf,-inf
"(8100.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763667,303.15,288.15,,,,0.0,7.471356563650273e-06,inf,inf,-inf,-inf,294.1499813763667,0.15000000000078703,inf,inf,-inf,-inf
"(8100.0, 22500.0)",150.0,294.15,292.15,280.15,0.010714291936368093,22500.0,0.0,,,,,,,,,,,,294.14998137636496,303.15,288.15,0.010714299967069615,0.05,0.0,,,,,,,,,,,,
"(8100.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763654,303.15,288.15,,,,0.0,7.4713565266586784e-06,inf,inf,-inf,-inf,294.1499813763654,0.14999999999976768,inf,inf,-inf,-inf
"(8100.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.47135656519738e-06,inf,inf,-inf,-inf,294.1499813763668,0.1499999999997823,inf,inf,-inf,-inf
"(8100.0, 23400.0)",150.0,294.15,292.15,280.15,0.010714291936367991,23400.0,0.0,,,,,,,,,,,,294.14998137636695,303.15,288.15,0.010714299967089145,0.05,0.0,,,,,,,,,,,,
"(8100.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763669,303.15,288.15,,,,0.0,7.471356567717983e-06,inf,inf,-inf,-inf,294.1499813763669,0.15000000000005664,inf,inf,-inf,-inf
"(8100.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.471356564964228e-06,inf,inf,-inf,-inf,294.1499813763668,0.15000000000005567,inf,inf,-inf,-inf
"(8100.0, 24300.0)",150.0,294.15,292.15,280.15,0.010714291936368388,24300.0,0.0,,,,,,,,,,,,294.14998137636644,303.15,288.15,0.01071429996708491,0.05,0.0,,,,,,,,,,,,
"(8100.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763665,303.15,288.15,,,,0.0,7.471356556394285e-06,inf,inf,-inf,-inf,294.1499813763665,0.14999999999999322,inf,inf,-inf,-inf
"(8100.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.471356565056492e-06,inf,inf,-inf,-inf,294.1499813763668,0.1499999999999964,inf,inf,-inf,-inf
"(8100.0, 25200.0)",150.0,294.15,292.15,280.15,0.010714291936368118,25200.0,0.0,,,,,,,,,,,,294.14998137636655,303.15,288.15,0.01071429996708557,0.05,0.0,,,,,,,,,,,,
"(8100.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763666,303.15,288.15,,,,0.0,7.471356559350766e-06,inf,inf,-inf,-inf,294.1499813763666,0.15000000000000352,inf,inf,-inf,-inf
"(8100.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,,294.14998137636684,303.15,288.15,,,,0.0,7.4713565655609315e-06,inf,inf,-inf,-inf,294.14998137636684,0.1500000000000058,inf,inf,-inf,-inf
"(8100.0, 26100.0)",150.0,294.15,292.15,280.15,0.010714291936367991,26100.0,0.0,,,,,,,,,,,,294.1499813763665,303.15,288.15,0.01071429996708523,0.05,0.0,,,,,,,,,,,,
"(8100.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,,294.14998137636655,303.15,288.15,,,,0.0,7.4713565580750856e-06,inf,inf,-inf,-inf,294.14998137636655,0.14999999999999833,inf,inf,-inf,-inf
"(8100.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,,294.1499813763668,303.15,288.15,,,,0.0,7.471356565292037e-06,inf,inf,-inf,-inf,294.1499813763668,0.15000000000000097,inf,inf,-inf,-inf
"(8100.0, 27000.0)",150.0,294.15,292.15,280.15,0.010714291936369112,27000.0,0.0,,,,,,,,,,,,294.14998137636655,303.15,288.15,0.010714299967086123,0.05,0.0,,,,,,,,,,,,
"(8100.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,,294.1499813763666,303.15,288.15,,,,0.0,7.471356559112467e-06,inf,inf,-inf,-inf,294.1499813763666,0.15000000000001118,inf,inf,-inf,-inf
