time_step,time,pos_price,neg_price,status
900.0,0.0,7.798197623105907e-05,9.213953919257056e-06,OfferStatus.not_accepted
1800.0,0.0,7.8409686208189e-05,0.0001870016931427368,OfferStatus.not_accepted
2700.0,0.0,8.831204210651283e-05,1.7517988385590266e-05,OfferStatus.not_accepted
3600.0,0.0,7.839788776257961e-05,0.00018702658801105632,OfferStatus.not_accepted
4500.0,0.0,8.094453542796531e-05,0.00018712433790842026,OfferStatus.not_accepted
5400.0,0.0,8.856961734147323e-05,0.00022356105712236646,OfferStatus.not_accepted
6300.0,0.0,7.823403951105756e-05,0.00018716168076609446,OfferStatus.not_accepted
7200.0,0.0,0.00010256498962121774,0.0001869146624433604,OfferStatus.not_accepted
8100.0,0.0,0.00010213498469445123,0.00018970288634358878,OfferStatus.not_accepted
9000.0,0.0,0.00010265252331420269,0.00018691568257998142,OfferStatus.accepted_positive
