,T_out,P_el
"(0, 4100)",290.9416654849827,0.1240476760966684
"(0, 4200)",290.96746932248607,0.12434428518644408
"(0, 4300)",290.9929782479504,0.12463750433116151
"(0, 4400)",291.01819563192566,0.12492737227450282
"(0, 4500)",291.0431248064389,0.12521392731734443
"(0, 4600)",291.06786446577325,0.12540224604746408
"(0, 4700)",291.0923215907413,0.12568315981154932
"(0, 4800)",291.11649940797076,0.12596086545578147
"(0, 4900)",291.1404011072403,0.12623539961785424
"(0, 5000)",291.16402984189966,0.1265067985170478
"(0, 5100)",291.18738872928753,0.12677509795901182
"(0, 5200)",291.21048085114086,0.1270403333404814
"(0, 5300)",291.2333092540025,0.1273025396539497
"(0, 5400)",291.25587694962275,0.1275617514922878
"(0, 5500)",291.27817530688225,0.1278295566228351
"(0, 5600)",291.3002189870303,0.12808277278648766
"(0, 5700)",291.3220108988207,0.12833309688233513
"(0, 5800)",291.3435539177852,0.12858056194166528
"(0, 5900)",291.36485088661317,0.12882520061850253
"(0, 6000)",291.3859046155271,0.1290670451939258
"(0, 6100)",291.4067178826525,0.12930612758031357
"(0, 6200)",291.42729343438526,0.12954247932556648
"(0, 6300)",291.44763398575344,0.12977613161726356
"(0, 6400)",291.4681608983756,0.1295904581558693
"(0, 6500)",291.4884541218324,0.12982281111045585
"(0, 6600)",291.50851631656417,0.1300525188368487
"(0, 6700)",291.5283501127237,0.1302796114497171
"(0, 6800)",291.54795811052,0.13050411872088621
"(0, 6900)",291.56734288056083,0.13072607008324863
"(0, 7000)",291.58650696418783,0.1309454946346102
"(0, 7100)",291.6054528738115,0.13116242114151846
"(0, 7200)",291.62418309323914,0.131376878043023
"(0, 7300)",291.6296496325133,0.14456783570847362
"(0, 7400)",291.63504776080555,0.14463581650484514
"(0, 7500)",291.6403783342449,0.14470294655583785
"(0, 7600)",291.6456421982459,0.1447692365080974
"(0, 7700)",291.650840187644,0.1448346968750399
"(0, 7800)",291.6559731268263,0.14489933803850455
"(0, 7900)",291.6610418298635,0.14496317025040967
"(0, 8000)",291.66604710063865,0.14502620363437718
"(0, 8100)",291.6709897329745,0.14508844818733557
"(0, 8200)",291.82098984481956,-1.1233205866164725e-07
"(0, 8300)",291.9709899581084,-1.1377579409019704e-07
"(0, 8400)",292.120990072841,-1.1521952953264348e-07
"(0, 8500)",292.2709901890172,-1.1666326498898438e-07
"(0, 8600)",292.4209903064024,-1.1810700045696153e-07
"(0, 8700)",292.5709904254661,-1.1955073594109434e-07
"(0, 8800)",292.72099054597373,-1.2099447143912405e-07
"(0, 8900)",292.8709906679249,-1.2243820695104879e-07
"(0, 9000)",293.02099079132,-1.2388194247687018e-07
"(0, 9100)",292.8970842898591,0.2726002995069316
"(0, 9200)",292.7757993086946,0.27000658305858016
"(0, 9300)",292.6570803835682,0.2674677425040899
"(0, 9400)",292.54087322369105,0.264982616818324
"(0, 9500)",292.4271246869168,0.26255006954021415
"(0, 9600)",292.3157827554393,0.26016898825305196
"(0, 9700)",292.2067965120046,0.25783828407577847
"(0, 9800)",292.1001161166269,0.25555689116503977
"(0, 9900)",291.9957034927442,0.25332399524190186
"(0, 10000)",292.1098740348682,0.03598320841367601
"(0, 10100)",292.2237013632041,0.036325676274687205
"(0, 10200)",292.33718650650104,0.03666711461686411
"(0, 10300)",292.45033049043496,0.037007526526118086
"(0, 10400)",292.5631343376179,0.0373469150791426
"(0, 10500)",292.67559912588393,0.03768528351877485
"(0, 10600)",292.78772591464536,0.03802263503242748
"(0, 10700)",292.8995157174608,0.03835897266955514
"(0, 10800)",293.0109695448311,0.03869429947041228
"(0, 10900)",293.0231048965273,0.1379295863549637
"(0, 11000)",293.0351109169901,0.13805822551773902
"(0, 11100)",293.0469889845537,0.13818549372217875
"(0, 11200)",293.0587404628628,0.13831140557912852
"(0, 11300)",293.07036670102883,0.1384359755437171
"(0, 11400)",293.0818690337855,0.13855921791702144
"(0, 11500)",293.09324878164165,0.1386811468477058
"(0, 11600)",293.1045072510329,0.13880177633364596
"(0, 11700)",293.11564573447174,0.13892112022353817
"(0, 11800)",293.1266709987758,0.13903373116664441
"(0, 11900)",293.137578767126,0.13915059840729208
"(0, 12000)",293.14837029167364,0.13926622019680845
"(0, 12100)",293.159046811226,0.13938060980793257
"(0, 12200)",293.1696095513882,0.1394937803719569
"(0, 12300)",293.1800597247043,0.13960574488023625
"(0, 12400)",293.19039853079613,0.13971651618567346
"(0, 12500)",293.20062715650147,0.13982610700420098
"(0, 12600)",293.21074677600967,0.13993452991623592
"(0, 12700)",293.2207566441423,0.14004369475197384
"(0, 12800)",293.23065983591863,0.14014980028235388
"(0, 12900)",293.2404574882011,0.14025477503346342
"(0, 13000)",293.25015072573683,0.14035863105615295
"(0, 13100)",293.259740661286,0.14046138027284427
"(0, 13200)",293.2692283957503,0.14056303447889967
"(0, 13300)",293.2786150182988,0.1406636053439788
"(0, 13400)",293.28790160649345,0.14076310441337614
"(0, 13500)",293.2970892264121,0.14086154310934515
"(0, 13600)",293.3061793891551,0.14095847863241248
"(0, 13700)",293.3151726772654,0.14105483488998838
"(0, 13800)",293.324070123144,0.14115016427078045
"(0, 13900)",293.3328727481897,0.14124447771830312
"(0, 14000)",293.34158156291613,0.1413377860594416
"(0, 14100)",293.3501975670677,0.1414301000057012
"(0, 14200)",293.35872174973474,0.14152143015443022
"(0, 14300)",293.3671550894665,0.14161178699004462
"(0, 14400)",293.37549855438385,0.14170118088522365
"(0, 14500)",293.3837529801557,0.1417897436212136
"(0, 14600)",293.39191943773847,0.14187724109292044
"(0, 14700)",293.3999988646175,0.14196380609587192
"(0, 14800)",293.407992188287,0.14204944856747267
"(0, 14900)",293.415900326357,0.1421341783392272
"(0, 15000)",293.42372418665826,0.1422180051378618
"(0, 15100)",293.4314646673473,0.1423009385864504
"(0, 15200)",293.4391226570081,0.1423829882055026
"(0, 15300)",293.4466990347553,0.1424641634140743
"(0, 15400)",293.4541947019175,0.14254444210815445
"(0, 15500)",293.46161048707,0.1426238966697447
"(0, 15600)",293.4689472415227,0.1427025044768144
"(0, 15700)",293.4762058075129,0.14278027455330253
"(0, 15800)",293.4833870183022,0.1428572158269805
"(0, 15900)",293.490491698272,0.14293333713047504
"(0, 16000)",293.49752066301835,0.14300864720228423
"(0, 16100)",293.50447471944517,0.14308315468777683
"(0, 16200)",293.5113546658573,0.14315686814019
"(0, 16300)",293.5181612838505,0.14322980418144335
"(0, 16400)",293.52489536308957,0.14330195478093705
"(0, 16500)",293.53155767662685,0.1433733364648558
"(0, 16600)",293.5381489892761,0.14344395742760502
"(0, 16700)",293.5446700577003,0.14351382577625885
"(0, 16800)",293.5511216304984,0.14358294953149506
"(0, 16900)",293.5575044482919,0.14365133662851456
"(0, 17000)",293.5638192438093,0.1437189949179527
"(0, 17100)",293.57006674196987,0.14378593216677624
"(0, 17200)",293.5762476620879,0.1438521539503479
"(0, 17300)",293.58236271157267,0.14391767211015213
"(0, 17400)",293.5884125924134,0.1439824920369101
"(0, 17500)",293.5943979991187,0.14404662117175804
"(0, 17600)",293.60031961879514,0.14411006687652744
"(0, 17700)",293.6061781312271,0.14417283643459747
"(0, 17800)",293.6119742089542,0.14423493705172366
"(0, 17900)",293.6177085173489,0.14429637585687236
"(0, 18000)",293.62338171469224,0.1443571599030307
"(0, 18100)",293.6289944517035,0.1444172967126143
"(0, 18200)",293.6345473732607,0.14447679209433803
"(0, 18300)",293.64004111682283,0.1445356534283136
"(0, 18400)",293.6454763130553,0.14459388747164806
"(0, 18500)",293.6508535859023,0.14465150090943255
"(0, 18600)",293.65617355265863,0.14470850035551913
"(0, 18700)",293.66143682404044,0.1447648923532717
"(0, 18800)",293.66664400425583,0.14482068337632537
"(0, 18900)",293.6717956910732,0.14487587982932076
"(0, 19000)",293.6768924760322,0.1449304879082739
"(0, 19100)",293.6819349440858,0.14498451416423525
"(0, 19200)",293.68692367409415,0.14503796465742416
"(0, 19300)",293.69185923874875,0.14509084552379847
"(0, 19400)",293.69674220463736,0.1451431628339221
"(0, 19500)",293.7015731323101,0.14519492259366776
"(0, 19600)",293.70635257634285,0.14524613074489884
"(0, 19700)",293.7110810854017,0.14529679316615982
"(0, 19800)",293.7157592023053,0.14534691567334496
"(0, 19900)",293.7203874640524,0.14539650405504306
"(0, 20000)",293.72496640198904,0.14544556393413902
"(0, 20100)",293.7294965417636,0.14549410097759774
"(0, 20200)",293.7339784034225,0.14554212075732745
"(0, 20300)",293.73841250147007,0.14558962878585396
"(0, 20400)",293.7427993449275,0.14563663051695672
"(0, 20500)",293.7471394373912,0.14568313134629313
"(0, 20600)",293.7514332770908,0.14572913661201994
"(0, 20700)",293.7556813569466,0.14577465159540692
"(0, 20800)",293.75988416463224,0.14581968151438807
"(0, 20900)",293.7640421826103,0.14586423155243092
"(0, 21000)",293.76815588820887,0.14590830681662673
"(0, 21100)",293.7722257536689,0.14595191236668292
"(0, 21200)",293.77625224619936,0.1459950532083895
"(0, 21300)",293.7802358280287,0.1460377342941816
"(0, 21400)",293.78417695646084,0.14607996052372388
"(0, 21500)",293.7880760839252,0.14612173674445872
"(0, 21600)",293.7919336580301,0.14616306775217205
"(0, 21700)",293.7957501216132,0.14620395829179575
"(0, 21800)",293.79952591279334,0.1462444130569276
"(0, 21900)",293.80326146502017,0.14628443669191316
"(0, 22000)",293.8069572071238,0.14632403379134376
"(0, 22100)",293.8106135633644,0.1463632089008505
"(0, 22200)",293.8142309534807,0.1464019665176152
"(0, 22300)",293.8178097927383,0.1464403110908984
"(0, 22400)",293.82135049197717,0.14647824702254242
"(0, 22500)",293.8248534576592,0.14651577866748045
"(0, 22600)",293.8283190919131,0.1465529103351244
"(0, 22700)",293.8317477925845,0.146589646286281
"(0, 22800)",293.8351399532781,0.14662599073903337
"(0, 22900)",293.83849596340355,0.14666194786561432
"(0, 23000)",293.8418162082209,0.14669752179379442
"(0, 23100)",293.8451010688842,0.1467327166073552
"(0, 23200)",293.84835092248585,0.14676753634655515
"(0, 23300)",293.85156614209905,0.1468019850085959
"(0, 23400)",293.8547470968216,0.14683606654808198
"(0, 23500)",293.857894151818,0.14686978487698668
"(0, 23600)",293.8610076683603,0.1469031438670482
"(0, 23700)",293.8640880038709,0.1469361473472894
"(0, 23800)",293.8671355119628,0.1469687991064078
"(0, 23900)",293.8701505424812,0.14700110289273216
"(0, 24000)",293.8731334415424,0.14703306241463754
"(0, 24100)",293.87608455157437,0.14706468134098408
"(0, 24200)",293.8790042113556,0.14709596330152766
"(0, 24300)",293.8818927560544,0.1471269118873439
"(0, 24400)",293.8847505172661,0.14715753065230064
"(0, 24500)",293.8875778230541,0.14718782310920636
"(0, 24600)",293.8903749979846,0.14721779273661745
"(0, 24700)",293.89314236316494,0.1472474429749544
"(0, 24800)",293.8958802362804,0.14727677722797985
"(0, 24900)",293.89858893163046,0.14730579886317516
"(0, 25000)",293.90126876016564,0.14733451121214042
"(0, 25100)",293.9039200295219,0.14736291757096526
"(0, 25200)",293.9065430440572,0.1473910212006157
"(0, 25300)",293.9091381048873,0.14741882532568673
"(0, 25400)",293.91170550991563,0.14744633314125866
"(0, 25500)",293.91424555387295,0.14747354780351485
"(0, 25600)",293.91675852834845,0.14750047243661538
"(0, 25700)",293.9192447218242,0.14752711013142836
"(0, 25800)",293.9217044197077,0.1475534639458806
"(0, 25900)",293.9241379043649,0.14757953690531114
"(0, 26000)",293.9265454551526,0.14760533200281886
"(0, 26100)",293.9289273484505,0.14763085219960345
"(0, 26200)",293.93128385769194,0.1476561004260292
"(0, 26300)",293.933615253398,0.1476810795790649
"(0, 26400)",293.9359218032059,0.14770579252697144
"(0, 26500)",293.93820377190065,0.14773024210672325
"(0, 26600)",293.94046142144543,0.14775443112505812
"(0, 26700)",293.9426950110116,0.14777836235880246
"(0, 26800)",293.9449047970087,0.1478020385551913
"(0, 26900)",293.9470910331134,0.14782546243217978
"(0, 27000)",293.9492539702992,0.1478486366787618
"(0, 27100)",293.95139385686525,0.1478715639548246
"(0, 27200)",293.9535109384637,0.1478942468932456
"(0, 27300)",293.955605458129,0.14791668809750774
"(0, 27400)",293.95767765630586,0.14793889014379452
"(0, 27500)",293.9597277708763,0.1479608555808342
"(0, 27600)",293.9617560371876,0.1479825869301952
"(0, 27700)",293.9637626880786,0.14800408668657034
"(0, 27800)",293.9657479539066,0.14802535731806635
"(0, 27900)",293.9677120625744,0.14804640126648824
"(0, 28000)",293.96965523955504,0.14806722094824656
"(0, 28100)",293.9715777079202,0.14808781875211718
"(0, 28200)",293.97347968836334,0.14810819704329997
"(0, 28300)",293.97536139922624,0.14812835816116213
"(0, 28400)",293.97722305652377,0.1481483044201406
"(0, 28500)",293.9790648739683,0.14816803811000342
"(0, 28600)",293.98088706299546,0.14818756149612375
"(0, 28700)",293.9826898327866,0.14820687681972342
"(0, 28800)",293.9844733902945,0.1482259862981447
"(0, 28900)",293.9862379402664,0.14824489212490438
"(0, 29000)",293.9879836852671,0.14826359647072623
"(0, 29100)",293.9897108257031,0.14828210148261814
"(0, 29200)",293.9914195598449,0.14830040928489788
"(0, 29300)",293.99311008385,0.1483185219792483
"(0, 29400)",293.99478259178545,0.14833644164495088
"(0, 29500)",293.99643727565024,0.14835417033913043
"(0, 29600)",293.9980743253971,0.14837171009698702
"(0, 29700)",293.9996939289544,0.14838906293203374
"(0, 29800)",294.0012962722495,0.1484062308348676
"(0, 29900)",294.0028815392247,0.1484232157792391
"(0, 30000)",294.0044499118641,0.14844001971349866
"(0, 30100)",294.00600157021245,0.1484566445666886
"(0, 30200)",294.00753669239515,0.14847309224729027
"(0, 30300)",294.00905545463985,0.14848936464345064
"(0, 30400)",294.0105580312958,0.1485054636231893
"(0, 30500)",294.0120445948542,0.14852139103462253
"(0, 30600)",294.01351531596833,0.1485371487061687
"(0, 30700)",294.0149703634686,0.14855273845063122
"(0, 30800)",294.016409904394,0.14856816204988726
"(0, 30900)",294.0178341039995,0.1485834212784292
"(0, 31000)",294.0192431257791,0.14859851788797115
"(0, 31100)",294.02063713148414,0.14861345361155898
"(0, 31200)",294.02201628114227,0.14862823016376794
"(0, 31300)",294.0233807330759,0.1486428492409033
"(0, 31400)",294.0247306439202,0.14865731252119307
"(0, 31500)",294.02606616864034,0.14867162166497486
"(0, 31600)",294.0273874605617,0.148685778304173
"(0, 31700)",294.0286946713538,0.14869978408549075
"(0, 31800)",294.02998795108044,0.14871364060591016
"(0, 31900)",294.0312674482061,0.14872734945611782
"(0, 32000)",294.03253330961337,0.14874091220984964
"(0, 32100)",294.0337856806194,0.14875433042406933
"(0, 32200)",294.03502470499257,0.1487676056391475
"(0, 32300)",294.03625052496915,0.14878073937903888
"(0, 32400)",294.03746328126965,0.14879373315145822
"(0, 32500)",294.03866311307473,0.14880658848816747
"(0, 32600)",294.039850158162,0.14881930678426147
"(0, 32700)",294.04102455280076,0.14883188954030513
"(0, 32800)",294.04218643180786,0.14884433820076198
"(0, 32900)",294.04333592856375,0.14885665419470157
"(0, 33000)",294.0444731750272,0.14886883893596203
"(0, 33100)",294.04559830175066,0.14888089382331662
"(0, 33200)",294.0467114378951,0.1488928202406273
"(0, 33300)",294.0478127112455,0.14890461955701473
"(0, 33400)",294.0489022483815,0.14891629297089506
"(0, 33500)",294.0499801742202,0.14892784213622617
"(0, 33600)",294.05104661250425,0.14893926822104242
"(0, 33700)",294.0521016856577,0.14895057253702493
"(0, 33800)",294.0531455147997,0.14896175638187445
"(0, 33900)",294.0541782197587,0.1489728210394619
"(0, 34000)",294.05519991908596,0.14898376777997618
"(0, 34100)",294.05621073006967,0.14899459786007158
"(0, 34200)",294.05721076874784,0.14900531252300853
"(0, 34300)",294.0582001493179,0.14901591359982522
"(0, 34400)",294.05917898596834,0.14902640109900966
"(0, 34500)",294.06014739106655,0.14903677683195085
"(0, 34600)",294.0611054757826,0.1490470419897527
"(0, 34700)",294.06205335010185,0.1490571977508244
"(0, 34800)",294.0629911228373,0.14906724528101695
"(0, 34900)",294.06391890164264,0.14907718573375817
"(0, 35000)",294.0648367930239,0.14908702025018014
"(0, 35100)",294.0657449023525,0.14909674995925795
"(0, 35200)",294.0666433361885,0.14910637367812876
"(0, 35300)",294.06753219533294,0.14911589713579917
"(0, 35400)",294.0684115818238,0.1491253191011066
"(0, 35500)",294.06928159661226,0.14913464065566692
"(0, 35600)",294.07014233957324,0.14914386286956471
"(0, 35700)",294.0709939095176,0.1491529868014833
"(0, 35800)",294.071836404203,0.14916201349882316
"(0, 35900)",294.0726699203453,0.1491709439978223
"(0, 36000)",294.0734945536296,0.14917977932367327
"(0, 36100)",294.0743103898882,0.14918852927671947
"(0, 36200)",294.07511753170445,0.14919717719515244
"(0, 36300)",294.075916071736,0.14920573295192147
"(0, 36400)",294.0767061016526,0.14921419752919945
"(0, 36500)",294.0774877121473,0.14922257189869545
"(0, 36600)",294.07826099294687,0.14923085702176242
"(0, 36700)",294.0790260328215,0.14923905384950775
"(0, 36800)",294.0797829195956,0.14924716332290303
"(0, 36900)",294.08053174015737,0.149255186372891
"(0, 37000)",294.08127261407515,0.1492630904937324
"(0, 37100)",294.0820055924328,0.14927094380462205
"(0, 37200)",294.08273075937416,0.14927871342207177
"(0, 37300)",294.0834481981463,0.14928640023800996
"(0, 37400)",294.08415799110884,0.14929400513485921
"(0, 37500)",294.08486021974414,0.1493015289856392
"(0, 37600)",294.0855549646654,0.14930897265406237
"(0, 37700)",294.0862423056277,0.14931633699464356
"(0, 37800)",294.0869223215355,0.14932362285278386
"(0, 37900)",294.0875949618312,0.14933095900107107
"(0, 38000)",294.08826043373267,0.14933808903731546
"(0, 38100)",294.0889188136341,0.14934514308805633
"(0, 38200)",294.0895701771158,0.14935212196308056
"(0, 38300)",294.0902145989523,0.1493590264635418
"(0, 38400)",294.0908521531213,0.14936585738205696
"(0, 38500)",294.09148291281235,0.1493726155027956
"(0, 38600)",294.0921069504348,0.1493793016015714
"(0, 38700)",294.09272433762646,0.1493859164459302
"(0, 38800)",294.09333562120094,0.14939198739218634
"(0, 38900)",294.09394039028655,0.14939846702217313
"(0, 39000)",294.0945387143086,0.14940487759832202
"(0, 39100)",294.0951306619528,0.14941121985654449
"(0, 39200)",294.0957163011721,0.1494174945249047
"(0, 39300)",294.0962956991961,0.14942370232371693
"(0, 39400)",294.09686892253757,0.14942984396561174
"(0, 39500)",294.09743603700065,0.14943592015562887
"(0, 39600)",294.0979971076879,0.1494419315912937
"(0, 39700)",294.0985502323947,0.14944983509195603
"(0, 39800)",294.0990974623381,0.14945569831239297
"(0, 39900)",294.0996388603395,0.1494614990472853
"(0, 40000)",294.10017448855103,0.14946723796255298
"(0, 40100)",294.10070440846283,0.1494729157170224
"(0, 40200)",294.10122868090906,0.1494785329624948
"(0, 40300)",294.1017473660763,0.14948409034382945
"(0, 40400)",294.1022605235092,0.14948958849900956
"(0, 40500)",294.1027682121179,0.14949502805922077
"(0, 40600)",294.1032761503391,0.1494947796791152
"(0, 40700)",294.10377867556315,0.14950016371200028
"(0, 40800)",294.1042758454756,0.14950549036831592
"(0, 40900)",294.1047677171467,0.1495107602595087
"(0, 41000)",294.1052543470389,0.149515973990516
"(0, 41100)",294.10573579101265,0.14952113215982452
"(0, 41200)",294.1062121043334,0.14952623535954443
"(0, 41300)",294.1066833416773,0.1495312841754743
"(0, 41400)",294.10714955713837,0.14953627918717483
"(0, 41500)",293.9800581178623,0.2758423862788118
"(0, 41600)",293.85547630115855,0.2733575850354869
"(0, 41700)",293.73335455042246,0.27092185014178627
"(0, 41800)",293.6136442876241,0.2685342127023074
"(0, 41900)",293.49630915212134,0.266193947499111
"(0, 42000)",293.3812910376857,0.2638998955955804
"(0, 42100)",293.26854419261986,0.26165114446790344
"(0, 42200)",293.15802376868226,0.2594467996118176
"(0, 42300)",293.0496858032471,0.25728598418678106
"(0, 42400)",293.19968487302987,9.338371996760356e-07
"(0, 42500)",293.3496839320786,9.445711524587288e-07
"(0, 42600)",293.4996829803933,9.553051044732937e-07
"(0, 42700)",293.6496820197211,9.660390558447528e-07
"(0, 42800)",293.799681048315,9.767730064480906e-07
"(0, 42900)",293.949680066175,9.875069562833117e-07
"(0, 43000)",294.09967907155396,9.982409052253858e-07
"(0, 43100)",294.24967806619895,1.0089748533993368e-06
"(0, 43200)",294.39967705011,1.0197088008051678e-06
"(900.0, 0)",,
"(900.0, 100)",293.300000121623,-1.223207333715952e-07
"(900.0, 200)",293.4500002448685,-1.2371602804167234e-07
"(900.0, 300)",293.60000036950913,-1.2511132272472755e-07
"(900.0, 400)",293.7500004955451,-1.2650661742076202e-07
"(900.0, 500)",293.90000062297645,-1.2790191212977596e-07
"(900.0, 600)",294.05000075180317,-1.292972068517692e-07
"(900.0, 700)",294.20000088202505,-1.3069250158674068e-07
"(900.0, 800)",294.3500010136423,-1.3208779633469208e-07
"(900.0, 900)",294.50000114665465,-1.3348309109562022e-07
"(900.0, 1000)",294.21191518761725,0.43368128633118647
"(900.0, 1100)",293.9325785510663,0.42506630961979636
"(900.0, 1200)",293.6617255099341,0.4167129741233387
"(900.0, 1300)",293.39909855386605,0.40861333800598154
"(900.0, 1400)",293.144447974012,0.400759700036855
"(900.0, 1500)",292.89753126940917,0.3931445812823999
"(900.0, 1600)",292.65811321253676,0.38576072712811044
"(900.0, 1700)",292.42596607446717,0.37860111422241177
"(900.0, 1800)",292.20086904219147,0.3716589325064649
"(900.0, 1900)",292.3508691582555,-1.1654729208803406e-07
"(900.0, 2000)",292.50086927551916,-1.1798014963721467e-07
"(900.0, 2100)",292.6508693944488,-1.194130072023096e-07
"(900.0, 2200)",292.8008695148113,-1.2084586478109125e-07
"(900.0, 2300)",292.95086963660685,-1.222787223735611e-07
"(900.0, 2400)",293.1008697598352,-1.2371157997971804e-07
"(900.0, 2500)",293.2508698842632,-1.2514443759733488e-07
"(900.0, 2600)",293.40087001035727,-1.2657729523086663e-07
"(900.0, 2700)",293.55087013788415,-1.2801015287808503e-07
"(900.0, 2800)",293.54684115411396,0.15400585420688412
"(900.0, 2900)",293.5428582212507,0.15396006766878859
"(900.0, 3000)",293.5389208129368,0.1539148044665331
"(900.0, 3100)",293.5350284088305,0.15387005861843384
"(900.0, 3200)",293.53118049453866,0.15382582421118615
"(900.0, 3300)",293.5273765615463,0.15378209539906576
"(900.0, 3400)",293.5236161071515,0.15373886640316986
"(900.0, 3500)",293.5198986343979,0.1536961315106436
"(900.0, 3600)",293.5162236520096,0.1536538850739355
"(900.0, 3700)",293.5127197492372,0.15348380456710234
"(900.0, 3800)",293.5092558620978,0.15344401846167538
"(900.0, 3900)",293.50583153360066,0.15340468672564472
"(900.0, 4000)",293.5024463119745,0.15336580416997952
"(900.0, 4100)",293.4990997506065,0.15332736566489852
"(900.0, 4200)",293.4957914079849,0.1532893661392104
"(900.0, 4300)",293.49252084764026,0.15325180057963972
"(900.0, 4400)",293.48928763808703,0.15321466403015724
"(900.0, 4500)",293.48609135276826,0.15317795159134057
"(900.0, 4600)",293.48292882838746,0.15314438397809363
"(900.0, 4700)",293.47980242164147,0.15310847351600818
"(900.0, 4800)",293.47671172004846,0.1530729731696387
"(900.0, 4900)",293.4736563158373,0.15303787825525442
"(900.0, 5000)",293.470635805894,0.15300318414261727
"(900.0, 5100)",293.4676497917084,0.15296888625436797
"(900.0, 5200)",293.4646978793217,0.15293498006542397
"(900.0, 5300)",293.4617796792737,0.15290146110237973
"(900.0, 5400)",293.4588948065524,0.15286832494291663
"(900.0, 5500)",293.45603169360834,0.15284668877337587
"(900.0, 5600)",293.45320128126144,0.15281417576235645
"(900.0, 5700)",293.45040319602685,0.15278203409361077
"(900.0, 5800)",293.44763706868554,0.15275025952591237
"(900.0, 5900)",293.4449025342354,0.15271884786647413
"(900.0, 6000)",293.4421992318433,0.15268779497039645
"(900.0, 6100)",293.43952680479714,0.15265709674011946
"(900.0, 6200)",293.43688490045884,0.15262674912488305
"(900.0, 6300)",293.43427317021815,0.15259674812019264
"(900.0, 6400)",293.43218326313723,0.15207795721672218
"(900.0, 6500)",293.4301171486378,0.15205430067876993
"(900.0, 6600)",293.4280745558526,0.15203091345906053
"(900.0, 6700)",293.4260552169984,0.15200779249153723
"(900.0, 6800)",293.4240588673406,0.15198493474504798
"(900.0, 6900)",293.4220852451581,0.15196233722294653
"(900.0, 7000)",293.42013409170966,0.1519399969627066
"(900.0, 7100)",293.4182051511995,0.151917911035524
"(900.0, 7200)",293.41629817074426,0.1518960765459418
"(900.0, 7300)",293.39933802070476,0.1668535007897389
"(900.0, 7400)",293.38259011746493,0.16664258864589565
"(900.0, 7500)",293.36605180487464,0.1664343159496652
"(900.0, 7600)",293.3497204600241,0.16622864966983567
"(900.0, 7700)",293.3335934928275,0.16602555718856113
"(900.0, 7800)",293.31766834561284,0.16582500629619198
"(900.0, 7900)",293.301942492716,0.16562696518616457
"(900.0, 8000)",293.28641344007974,0.16543140244995358
"(900.0, 8100)",293.27107872485874,0.16523828707209628
"(900.0, 8200)",293.42107885210464,-1.2773282716927856e-07
"(900.0, 8300)",293.5710789807943,-1.2917656363764073e-07
"(900.0, 8400)",293.72107911092763,-1.306203001198969e-07
"(900.0, 8500)",293.8710792425048,-1.320640366160508e-07
"(900.0, 8600)",294.0210793752907,-1.335077731238382e-07
"(900.0, 8700)",294.1710795097552,-1.3495150964778186e-07
"(900.0, 8800)",294.3210796456634,-1.363952461856219e-07
"(900.0, 8900)",294.4710797830155,-1.3783898273735802e-07
"(900.0, 9000)",294.62107992181126,-1.3928271930299028e-07
"(900.0, 9100)",294.4632865400982,0.30612755903165556
"(900.0, 9200)",294.30883199778657,0.30282413938119784
"(900.0, 9300)",294.15764564629296,0.2995906186512096
