,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,upper,lower
"(1800.0, 34200.0)",298.3333333333333,290.6666666666667,280.6499433591285,49.1779591840665,34200.0,0.0,,,,,,,,,,,,290.7155116694773,303.15,288.15,49.1779589284699,200.0,0.0,,,,,,
"(1800.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,290.694776293528,303.15,288.15,,,,0.00010888976879572331,inf,-inf,49.1779589284699,inf,-inf
"(1800.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,290.6466638395473,303.15,288.15,,,,0.019999922464769684,inf,-inf,49.1779589284699,inf,-inf
"(1800.0, 35100.0)",298.4166666666667,290.5833333333333,280.36139367612833,50.204032180216224,35100.0,0.0,,,,,,,,,,,,290.6321784547055,303.15,288.15,50.20403192432705,200.0,0.0,,,,,,
"(1800.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,290.6114429102364,303.15,288.15,,,,0.0001088886558187684,inf,-inf,50.20403192432705,inf,-inf
"(1800.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,290.5633300652379,303.15,288.15,,,,0.02000036427400784,inf,-inf,50.20403192432705,inf,-inf
"(1800.0, 36000.0)",298.5,290.5,280.0633744659077,51.277503188996306,36000.0,0.0,,,,,,,,,,,,290.548844562671,303.15,288.15,51.27750293248409,200.0,0.0,,,,,,
"(1800.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,290.5281098191601,303.15,288.15,,,,0.00010888749781457616,inf,-inf,51.27750293248409,inf,-inf
"(1800.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,290.47999883263105,303.15,288.15,,,,0.019998264381104816,inf,-inf,51.27750293248409,inf,-inf
"(1800.0, 36900.0)",298.5833333333333,290.4166666666667,279.7571618924774,52.39170157883571,36900.0,0.0,,,,,,,,,,,,290.4655138896001,303.15,288.15,52.3917013229605,200.0,0.0,,,,,,
"(1800.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,290.4447753392027,303.15,288.15,,,,0.00010888629999734228,inf,-inf,52.3917013229605,inf,-inf
"(1800.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,290.3966555195254,303.15,288.15,,,,0.020008244985799888,inf,-inf,52.3917013229605,inf,-inf
"(1800.0, 37800.0)",298.6666666666667,290.3333333333333,279.44406720508766,53.54144855221801,37800.0,0.0,,,,,,,,,,,,290.38216791706753,303.15,288.15,53.54144829173481,200.0,0.0,,,,,,
"(1800.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,290.3614474604838,303.15,288.15,,,,0.0001088849879798455,inf,-inf,53.54144829173481,inf,-inf
"(1800.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,290.31336962402304,303.15,288.15,,,,0.019960807992808718,inf,-inf,53.54144829173481,inf,-inf
"(1800.0, 38700.0)",298.75,290.25,279.1254311232568,54.71349361792383,38700.0,0.0,,,,,,,,,,,,290.2988946615991,303.15,288.15,54.713493373283676,200.0,0.0,,,,,,
"(1800.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,290.278088206629,303.15,288.15,,,,0.00010888367588999029,inf,-inf,54.713493373283676,inf,-inf
"(1800.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,290.2298108274439,303.15,288.15,,,,0.02018627204972367,inf,-inf,54.713493373283676,inf,-inf
"(1800.0, 39600.0)",298.8333333333333,290.1666666666667,278.8026180956053,55.93213134733088,39600.0,0.0,,,,,,,,,,,,290.21527578799385,303.15,288.15,55.93213104147848,200.0,0.0,,,,,,
"(1800.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,290.1948780761783,303.15,288.15,,,,0.00010888222378059595,inf,-inf,55.93213104147848,inf,-inf
"(1800.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,290.14754910691187,303.15,288.15,,,,0.01911466019246783,inf,-inf,55.93213104147848,inf,-inf
"(1800.0, 40500.0)",298.9166666666667,290.0833333333333,278.47701045707663,57.04255456138543,40500.0,0.0,,,,,,,,,,,,290.133299608554,303.15,288.15,57.04255446242792,200.0,0.0,,,,,,
"(1800.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,290.11095917463376,303.15,288.15,,,,0.00010887739360749628,inf,-inf,57.04255446242792,inf,-inf
"(1800.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,290.0591224921677,303.15,288.15,,,,0.024207941996456983,inf,-inf,57.04255446242792,inf,-inf
"(1800.0, 41400.0)",299.0,290.0,278.15000250956723,60.155766940806274,41400.0,0.0,,,,,,,,,,,,290.0435158408266,303.15,288.15,60.155766654979516,200.0,0.0,,,,,,
"(1800.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,290.05592587765324,303.15,288.15,,,,0.00010906964356818764,inf,-inf,60.155766654979516,inf,-inf
"(1800.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,290.084720982559,303.15,288.15,,,,0.00010904946638126692,inf,-inf,60.155766654979516,inf,-inf
"(1800.0, 42300.0)",298.9166666666667,290.0833333333333,277.8229945513114,60.1285305550101,42300.0,0.0,,,,,,,,,,,,290.0933904255323,303.15,288.15,60.128531232805855,200.0,0.0,,,,,,
"(1800.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,290.07132847191315,303.15,288.15,,,,0.012001963939633126,inf,-inf,60.128531232805855,inf,-inf
"(1800.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,290.02013794945435,303.15,288.15,,,,0.06319248368511897,inf,-inf,60.128531232805855,inf,-inf
"(1800.0, 43200.0)",,,,,,,,,,,,,,,,,,290.00472583976733,303.15,288.15,,,,,,,,,
"(2700.0, 0.0)",298.75,290.25,279.1254262005636,55.96915346356535,0.0,0.0,10000.0,5.0,250.0,1.0,900.0,7200.0,900.0,10.0,290.2619080233505,55.96915346356535,0.0,290.2619080233505,303.15,288.15,55.96915346356535,200.0,0.0,,,,,,
"(2700.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,290.26707877014735,303.15,288.15,,,,7.829332636928077e-05,inf,-inf,55.96915346356535,inf,-inf
"(2700.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,290.2790764941297,303.15,288.15,,,,7.866841522914416e-05,inf,-inf,55.96915346356535,inf,-inf
"(2700.0, 900.0)",298.6666666666667,290.3333333333333,279.444062356976,55.524989740180736,900.0,0.0,,,,,,,,,,,,290.28268869086276,303.15,288.15,195.90537076783679,200.0,0.0,,,,,,
"(2700.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,292.8381291287438,303.15,288.15,,,,7.85152729507742e-05,inf,-inf,195.90537076783679,inf,-inf
"(2700.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,298.76753743890686,303.15,288.15,,,,0.10086778597403198,inf,-inf,195.90537076783679,inf,-inf
"(2700.0, 1800.0)",298.5833333333333,290.4166666666667,279.75715713970783,54.19986951760257,1800.0,0.0,,,,,,,,,,,,300.5527251428859,303.15,288.15,-2.5161304320218566e-09,200.0,0.0,,,,,,
"(2700.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,298.67773411376214,303.15,288.15,,,,0.09439779502354478,inf,-inf,-2.5161304320218566e-09,inf,-inf
"(2700.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,294.32717785552825,303.15,288.15,,,,7.850954593869561e-05,inf,-inf,-2.5161304320218566e-09,inf,-inf
"(2700.0, 2700.0)",298.5,290.5,280.06336982883215,53.14387591813653,2700.0,0.0,,,,,,,,,,,,293.0173406624376,303.15,288.15,26.63266090028212,200.0,0.0,,,,,,
"(2700.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,292.32962782631483,303.15,288.15,,,,7.852462374095934e-05,inf,-inf,26.63266090028212,inf,-inf
"(2700.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,290.7339223874148,303.15,288.15,,,,7.871497189809333e-05,inf,-inf,26.63266090028212,inf,-inf
"(2700.0, 3600.0)",298.4166666666667,290.5833333333333,280.36138917460346,52.05109996739398,3600.0,0.0,,,,,,,,,,,,290.2534977683484,303.15,288.15,53.84806649288255,200.0,0.0,,,,,,
"(2700.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,290.3326162348064,303.15,288.15,,,,0.2507141928547494,inf,-inf,53.84806649288255,inf,-inf
"(2700.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,290.51619542747676,303.15,288.15,,,,0.06713500062499524,inf,-inf,53.84806649288255,inf,-inf
"(2700.0, 4500.0)",298.3333333333333,290.6666666666667,280.64993901243054,51.031425681840915,4500.0,0.0,,,,,,,,,,,,290.5714662572656,303.15,288.15,49.85423726412843,200.0,0.0,,,,,,
"(2700.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,290.5759131157271,303.15,288.15,,,,0.09075064471812927,inf,-inf,49.85423726412843,inf,-inf
"(2700.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,290.5862311959785,303.15,288.15,,,,0.08043256452381513,inf,-inf,49.85423726412843,inf,-inf
"(2700.0, 5400.0)",298.25,290.75,280.92778372760876,50.05674614530907,5400.0,0.0,,,,,,,,,,,,290.5893376964973,303.15,288.15,49.8792654786802,200.0,0.0,,,,,,
"(2700.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,290.6176758521657,303.15,288.15,,,,0.13232124063965867,inf,-inf,49.8792654786802,inf,-inf
"(2700.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,290.6834290950214,303.15,288.15,,,,0.06656799808561323,inf,-inf,49.8792654786802,inf,-inf
"(2700.0, 6300.0)",298.1666666666667,290.8333333333333,281.19373354641226,49.144366556755,6300.0,0.0,,,,,,,,,,,,290.7032256538853,303.15,288.15,47.89265674735934,200.0,0.0,,,,,,
"(2700.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,290.70945043982925,303.15,288.15,,,,0.12387998549684676,inf,-inf,47.89265674735934,inf,-inf
"(2700.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,290.7238938590373,303.15,288.15,,,,0.10943656633189344,inf,-inf,47.89265674735934,inf,-inf
"(2700.0, 7200.0)",298.0833333333333,290.9166666666667,281.4466496308875,48.29622079640526,7200.0,0.0,,,,,,,,,,,,290.72824238978814,303.15,288.15,51.04234249296028,200.0,0.0,,,,,,
"(2700.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,290.8118122974111,303.15,288.15,,,,0.10485146047423913,inf,-inf,51.04234249296028,inf,-inf
"(2700.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,291.00572020361545,303.15,288.15,,,,7.879986691340989e-05,inf,-inf,51.04234249296028,inf,-inf
"(2700.0, 8100.0)",298.0,291.0,281.6854489555324,47.51896522575066,8100.0,0.0,,,,,,,,,,,,291.064100735323,303.15,288.15,37.157346275664786,200.0,0.0,,,,,,
"(2700.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,290.88853689570334,303.15,288.15,,,,0.11146019465918108,inf,-inf,37.157346275664786,inf,-inf
"(2700.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,290.4811747540648,303.15,288.15,,,,0.5188223360131328,inf,-inf,37.157346275664786,inf,-inf
"(2700.0, 9000.0)",297.9166666666667,291.0833333333333,281.90910894497785,46.817314723259315,9000.0,0.0,,,,,,,,,,,,290.35852880892463,303.15,288.15,77.98369389155451,200.0,0.0,,,,,,
"(2700.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,291.00295260366534,303.15,288.15,,,,0.08037781933726772,inf,-inf,77.98369389155451,inf,-inf
"(2700.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,292.49821414338294,303.15,288.15,,,,7.85350850644389e-05,inf,-inf,77.98369389155451,inf,-inf
"(2700.0, 9900.0)",297.8333333333333,291.1666666666667,282.1166718528119,46.19615013739387,9900.0,0.0,,,,,,,,,,,,292.94839776631875,303.15,288.15,30.02425650019548,200.0,0.0,,,,,,
"(2700.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,292.51319221687885,303.15,288.15,,,,7.853743826852356e-05,inf,-inf,30.02425650019548,inf,-inf
"(2700.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,291.50338139788073,303.15,288.15,,,,7.863366263468331e-05,inf,-inf,30.02425650019548,inf,-inf
"(2700.0, 10800.0)",297.75,291.25,282.3072488627977,45.66000494482581,10800.0,0.0,,,,,,,,,,,,291.19935412178086,303.15,288.15,45.79244813676051,200.0,0.0,,,,,,
"(2700.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,291.22337213854786,303.15,288.15,,,,0.0266249504696294,inf,-inf,45.79244813676051,inf,-inf
"(2700.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,291.27910132953235,303.15,288.15,,,,7.779293923421342e-05,inf,-inf,45.79244813676051,inf,-inf
"(2700.0, 11700.0)",297.6666666666667,291.3333333333333,282.4800238949205,45.21256794180867,11700.0,0.0,,,,,,,,,,,,291.29587991203033,303.15,288.15,45.168696200698946,200.0,0.0,,,,,,
"(2700.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,291.3155249194909,303.15,288.15,,,,0.017805502778315697,inf,-inf,45.168696200698946,inf,-inf
"(2700.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,291.3611073829924,303.15,288.15,,,,7.785766790195259e-05,inf,-inf,45.168696200698946,inf,-inf
"(2700.0, 12600.0)",297.5833333333333,291.4166666666667,282.63425709996795,44.858760906632845,12600.0,0.0,,,,,,,,,,,,291.37483105474877,303.15,288.15,44.87329304576975,200.0,0.0,,,,,,
"(2700.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,291.3959368320436,303.15,288.15,,,,0.02072692240572367,inf,-inf,44.87329304576975,inf,-inf
"(2700.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,291.4449087311456,303.15,288.15,,,,7.786174987010493e-05,inf,-inf,44.87329304576975,inf,-inf
"(2700.0, 13500.0)",297.5,291.5,282.7692880276776,44.59818203999862,13500.0,0.0,,,,,,,,,,,,291.459652872136,303.15,288.15,44.5933680273828,200.0,0.0,,,,,,
"(2700.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,291.4802378774941,303.15,288.15,,,,0.019759209550687683,inf,-inf,44.5933680273828,inf,-inf
"(2700.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,291.52800142542344,303.15,288.15,,,,7.786321250178216e-05,inf,-inf,44.5933680273828,inf,-inf
"(2700.0, 14400.0)",297.4166666666667,291.5833333333333,282.8845384548868,44.44490901453744,14400.0,0.0,,,,,,,,,,,,291.5423817638989,303.15,288.15,44.446503406620245,200.0,0.0,,,,,,
"(2700.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,291.5632506575321,303.15,288.15,,,,0.02007976198009426,inf,-inf,44.446503406620245,inf,-inf
"(2700.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,291.6116729136326,303.15,288.15,,,,7.787103453814284e-05,inf,-inf,44.446503406620245,inf,-inf
"(2700.0, 15300.0)",297.3333333333333,291.6666666666667,282.9795148615725,44.36763694707633,15300.0,0.0,,,,,,,,,,,,291.62625157168173,303.15,288.15,44.36710845948504,200.0,0.0,,,,,,
"(2700.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,291.6466901722151,303.15,288.15,,,,0.019973579807814883,inf,-inf,44.36710845948504,inf,-inf
"(2700.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,291.69411401589144,303.15,288.15,,,,7.785360239808184e-05,inf,-inf,44.36710845948504,inf,-inf
"(2700.0, 16200.0)",297.25,291.75,283.0538105441804,44.47035535644743,16200.0,0.0,,,,,,,,,,,,291.70839207841914,303.15,288.15,44.470530369650916,200.0,0.0,,,,,,
"(2700.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,291.72998833215445,303.15,288.15,,,,0.02000875236484332,inf,-inf,44.470530369650916,inf,-inf
"(2700.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,291.7800982875533,303.15,288.15,,,,7.791287927712227e-05,inf,-inf,44.470530369650916,inf,-inf
"(2700.0, 17100.0)",297.1666666666667,291.8333333333333,283.10710735719147,44.446860581256146,17100.0,0.0,,,,,,,,,,,,291.7951850671346,303.15,288.15,44.446801716495344,200.0,0.0,,,,,,
"(2700.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,291.8133333154438,303.15,288.15,,,,0.019997101576650134,inf,-inf,44.446801716495344,inf,-inf
"(2700.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,291.8554428370529,303.15,288.15,,,,7.771814935396293e-05,inf,-inf,44.446801716495344,inf,-inf
"(2700.0, 18000.0)",297.0833333333333,291.9166666666667,283.13917707547006,45.22749225779365,18000.0,0.0,,,,,,,,,,,,291.8681208980436,303.15,288.15,45.22751290855374,200.0,0.0,,,,,,
"(2700.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,291.89666278896334,303.15,288.15,,,,0.020000960556773768,inf,-inf,45.22751290855374,inf,-inf
"(2700.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,291.9628887603061,303.15,288.15,,,,7.820175926213548e-05,inf,-inf,45.22751290855374,inf,-inf
"(2700.0, 18900.0)",297.0,292.0,283.14988237155904,44.20057371698362,18900.0,0.0,,,,,,,,,,,,291.9828276451895,303.15,288.15,44.20056558351476,200.0,0.0,,,,,,
"(2700.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,291.9834739195042,303.15,288.15,,,,0.016523162941107773,inf,-inf,44.20056558351476,inf,-inf
"(2700.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,291.9849734748198,303.15,288.15,,,,0.015023607869571291,inf,-inf,44.20056558351476,inf,-inf
"(2700.0, 19800.0)",297.0833333333333,291.9166666666667,283.13917740373716,42.74876368847761,19800.0,0.0,,,,,,,,,,,,291.98542495118454,303.15,288.15,42.74876597055045,200.0,0.0,,,,,,
"(2700.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,291.9586921275082,303.15,288.15,,,,7.814650869198619e-05,inf,-inf,42.74876597055045,inf,-inf
"(2700.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,291.89666374895126,303.15,288.15,,,,0.02000000056896235,inf,-inf,42.74876597055045,inf,-inf
"(2700.0, 20700.0)",297.1666666666667,291.8333333333333,283.10710801231994,42.77449511871071,20700.0,0.0,,,,,,,,,,,,291.87798864801243,303.15,288.15,42.77449438574981,200.0,0.0,,,,,,
"(2700.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,291.8585150823157,303.15,288.15,,,,7.779782087247984e-05,inf,-inf,42.77449438574981,inf,-inf
"(2700.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,291.8133304164715,303.15,288.15,,,,0.020000000548698844,inf,-inf,42.77449438574981,inf,-inf
"(2700.0, 21600.0)",297.25,291.75,283.05381152336497,42.5649681374565,21600.0,0.0,,,,,,,,,,,,291.79972651104686,303.15,288.15,42.56496805632087,200.0,0.0,,,,,,
"(2700.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,291.7787256183953,303.15,288.15,,,,7.78827903544849e-05,inf,-inf,42.56496805632087,inf,-inf
"(2700.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,291.7299970839466,303.15,288.15,,,,0.020000000573547488,inf,-inf,42.56496805632087,inf,-inf
"(2700.0, 22500.0)",297.3333333333333,291.6666666666667,282.9795161606201,42.53226384522447,22500.0,0.0,,,,,,,,,,,,291.715326213603,303.15,288.15,42.53226361705027,200.0,0.0,,,,,,
"(2700.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,291.69464666614675,303.15,288.15,,,,7.786525097829007e-05,inf,-inf,42.53226361705027,inf,-inf
"(2700.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,291.6466637514524,303.15,288.15,,,,0.020000000567773672,inf,-inf,42.53226361705027,inf,-inf
"(2700.0, 23400.0)",297.4166666666667,291.5833333333333,282.8845400682346,42.58785071812397,23400.0,0.0,,,,,,,,,,,,291.63221736745686,303.15,288.15,42.58785052227777,200.0,0.0,,,,,,
"(2700.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,291.6114702098968,303.15,288.15,,,,7.786644808143229e-05,inf,-inf,42.58785052227777,inf,-inf
"(2700.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,291.5633304189531,303.15,288.15,,,,0.020000000567137566,inf,-inf,42.58785052227777,inf,-inf
"(2700.0, 24300.0)",297.5,291.5,282.7692899484172,42.74798735311102,24300.0,0.0,,,,,,,,,,,,291.5488368036762,303.15,288.15,42.74798714985173,200.0,0.0,,,,,,
"(2700.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,291.52810387108735,303.15,288.15,,,,7.786391953762082e-05,inf,-inf,42.74798714985173,inf,-inf
"(2700.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,291.47999708645483,303.15,288.15,,,,0.020000000565386724,inf,-inf,42.74798714985173,inf,-inf
"(2700.0, 25200.0)",297.5833333333333,291.4166666666667,282.63425931987433,43.00635754735469,25200.0,0.0,,,,,,,,,,,,291.4655134085036,303.15,288.15,43.006357345480374,200.0,0.0,,,,,,
"(2700.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,291.4447774830217,303.15,288.15,,,,7.786227470304939e-05,inf,-inf,43.006357345480374,inf,-inf
"(2700.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,291.39666375395626,303.15,288.15,,,,0.020000000563985796,inf,-inf,43.006357345480374,inf,-inf
"(2700.0, 26100.0)",297.6666666666667,291.3333333333333,282.4800264044878,43.36087992829817,26100.0,0.0,,,,,,,,,,,,291.38217798522027,303.15,288.15,43.36087972586993,200.0,0.0,,,,,,
"(2700.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,291.36144268943457,303.15,288.15,,,,7.786047424070534e-05,inf,-inf,43.36087972586993,inf,-inf
"(2700.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,291.3133304214581,303.15,288.15,,,,0.020000000562120458,inf,-inf,43.36087972586993,inf,-inf
"(2700.0, 27000.0)",297.75,291.25,282.3072516512794,43.80808188437968,27000.0,0.0,,,,,,,,,,,,291.2988450926172,303.15,288.15,43.808081681821776,200.0,0.0,,,,,,
"(2700.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,291.27810966434464,303.15,288.15,,,,7.785874584673131e-05,inf,-inf,43.808081681821776,inf,-inf
"(2700.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,291.2299970889578,303.15,288.15,,,,0.020000000562328073,inf,-inf,43.808081681821776,inf,-inf
"(2700.0, 27900.0)",297.8333333333333,291.1666666666667,282.1166749082674,44.34430002036383,27900.0,0.0,,,,,,,,,,,,291.2155116675639,303.15,288.15,44.344299817583554,200.0,0.0,,,,,,
"(2700.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,291.19477626716906,303.15,288.15,,,,7.785702249706195e-05,inf,-inf,44.344299817583554,inf,-inf
"(2700.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,291.14666375646743,303.15,288.15,,,,0.02000000055277393,inf,-inf,44.344299817583554,inf,-inf
"(2700.0, 28800.0)",297.9166666666667,291.0833333333333,281.90911225432313,44.96544639917304,28800.0,0.0,,,,,,,,,,,,291.1321783545485,303.15,288.15,44.96544619618386,200.0,0.0,,,,,,
"(2700.0, 28990.192378864667)",,,,,,,,,,,,,,,,,,291.1114429482743,303.15,288.15,,,,7.785530889941397e-05,inf,-inf,44.96544619618386,inf,-inf
"(2700.0, 29509.807621135333)",,,,,,,,,,,,,,,,,,291.06333042393055,303.15,288.15,,,,0.020000000589598613,inf,-inf,44.96544619618386,inf,-inf
"(2700.0, 29700.0)",298.0,291.0,281.6854525045965,45.66707853708615,29700.0,0.0,,,,,,,,,,,,291.0488450179044,303.15,288.15,45.66707833387964,200.0,0.0,,,,,,
"(2700.0, 29890.192378864667)",,,,,,,,,,,,,,,,,,291.0281096129337,303.15,288.15,,,,7.785359093514676e-05,inf,-inf,45.66707833387964,inf,-inf
"(2700.0, 30409.807621135333)",,,,,,,,,,,,,,,,,,290.97999709161434,303.15,288.15,,,,0.02000000040592669,inf,-inf,45.66707833387964,inf,-inf
"(2700.0, 30600.0)",298.0833333333333,290.9166666666667,281.4466534044726,46.4444073481927,30600.0,0.0,,,,,,,,,,,,290.96551168649864,303.15,288.15,46.44440714475962,200.0,0.0,,,,,,
"(2700.0, 30790.192378864667)",,,,,,,,,,,,,,,,,,290.9447762809381,303.15,288.15,,,,7.785185822829942e-05,inf,-inf,46.44440714475962,inf,-inf
"(2700.0, 31309.807621135333)",,,,,,,,,,,,,,,,,,290.8966637582501,303.15,288.15,,,,0.020000001270132628,inf,-inf,46.44440714475962,inf,-inf
"(2700.0, 31500.0)",298.1666666666667,290.8333333333333,281.19373752835935,47.292320150177545,31500.0,0.0,,,,,,,,,,,,290.8821783527224,303.15,288.15,47.29231994651192,200.0,0.0,,,,,,
"(2700.0, 31690.192378864667)",,,,,,,,,,,,,,,,,,290.86144294878596,303.15,288.15,,,,7.785009841042938e-05,inf,-inf,47.29231994651192,inf,-inf
"(2700.0, 32209.807621135333)",,,,,,,,,,,,,,,,,,290.81333042986654,303.15,288.15,,,,0.01999999715367421,inf,-inf,47.29231994651192,inf,-inf
"(2700.0, 32400.0)",298.25,290.75,280.9277879008665,48.20540123732111,32400.0,0.0,,,,,,,,,,,,290.79884502547344,303.15,288.15,48.20540103340997,200.0,0.0,,,,,,
"(2700.0, 32590.192378864667)",,,,,,,,,,,,,,,,,,290.7781096140657,303.15,288.15,,,,7.784829841927968e-05,inf,-inf,48.20540103340997,inf,-inf
"(2700.0, 33109.80762113533)",,,,,,,,,,,,,,,,,,290.72999707781054,303.15,288.15,,,,0.020000016709642025,inf,-inf,48.20540103340997,inf,-inf
"(2700.0, 33300.0)",298.3333333333333,290.6666666666667,280.6499433591285,49.17795912624313,33300.0,0.0,,,,,,,,,,,,290.715511668198,303.15,288.15,49.1779589220739,200.0,0.0,,,,,,
"(2700.0, 33490.19237886467)",,,,,,,,,,,,,,,,,,290.6947762922487,303.15,288.15,,,,7.784644492642823e-05,inf,-inf,49.1779589220739,inf,-inf
"(2700.0, 34009.80762113533)",,,,,,,,,,,,,,,,,,290.64666383826795,303.15,288.15,,,,0.019999923752208878,inf,-inf,49.1779589220739,inf,-inf
"(2700.0, 34200.0)",298.4166666666667,290.5833333333333,280.36139367612833,50.204032122374805,34200.0,0.0,,,,,,,,,,,,290.6321784534262,303.15,288.15,50.2040319179366,200.0,0.0,,,,,,
"(2700.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,290.6114429089572,303.15,288.15,,,,7.784452054230465e-05,inf,-inf,50.2040319179366,inf,-inf
"(2700.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,290.563330063959,303.15,288.15,,,,0.020000365561196203,inf,-inf,50.2040319179366,inf,-inf
"(2700.0, 35100.0)",298.5,290.5,280.0633744659077,51.27750313079887,35100.0,0.0,,,,,,,,,,,,290.5488445613922,303.15,288.15,51.27750292607083,200.0,0.0,,,,,,
"(2700.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,290.5281098178809,303.15,288.15,,,,7.784252160145431e-05,inf,-inf,51.27750292607083,inf,-inf
"(2700.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,290.479998831351,303.15,288.15,,,,0.019998265669412683,inf,-inf,51.27750292607083,inf,-inf
"(2700.0, 36000.0)",298.5833333333333,290.4166666666667,279.7571618924774,52.391701521815236,36000.0,0.0,,,,,,,,,,,,290.4655138883198,303.15,288.15,52.39170131664416,200.0,0.0,,,,,,
"(2700.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,290.44477533792394,303.15,288.15,,,,7.784037655962102e-05,inf,-inf,52.39170131664416,inf,-inf
