causality,Causality.outp,Causality.loca,Causality.inpu
name,T_zone,roomCapacity.T,Q_in
type,Real,Real,Real
530,291.41854998467716,291.41854998467716,22.305279775450693
535,291.39478574211216,291.39478574211216,22.305279775450693
540,291.3710762339922,291.3710762339922,22.305279775450693
545,291.3474214603172,291.3474214603172,22.305279775450693
550,291.32382142108725,291.32382142108725,22.305279775450693
555,291.30027611630226,291.30027611630226,22.305279775450693
560,291.2767855459623,291.2767855459623,22.305279775450693
565,291.25334971006737,291.25334971006737,22.305279775450693
570,291.22996860861747,291.22996860861747,22.305279775450693
575,291.20664224161254,291.20664224161254,22.305279775450693
580,291.18337060905264,291.18337060905264,22.305279775450693
585,291.1601537109378,291.1601537109378,22.305279775450693
590,291.1369915472679,291.1369915472679,22.305279775450693
595,291.113884118043,291.113884118043,22.305279775450693
600,291.0908314232632,291.0908314232632,22.305279775450693
605,291.0678334629283,291.0678334629283,22.305279775450693
610,291.0448902370385,291.0448902370385,22.305279775450693
615,291.0220017455937,291.0220017455937,22.305279775450693
620,290.9991679885939,290.9991679885939,22.305279775450693
625,290.9763889660391,290.9763889660391,22.305279775450693
630,290.95366467792934,290.95366467792934,22.305279775450693
635,290.93099512426454,290.93099512426454,22.305279775450693
640,290.9083803050448,290.9083803050448,22.305279775450693
645,290.88582022027003,290.88582022027003,22.305279775450693
650,290.8633148699403,290.8633148699403,22.305279775450693
655,290.8408642540556,290.8408642540556,22.305279775450693
660,290.8184683726159,290.8184683726159,22.305279775450693
665,290.79612722562115,290.79612722562115,22.305279775450693
670,290.7738408130715,290.7738408130715,22.305279775450693
675,290.7516091349668,290.7516091349668,22.305279775450693
680,290.7294321913071,290.7294321913071,22.305279775450693
685,290.7073099820925,290.7073099820925,22.305279775450693
690,290.68524250732287,290.68524250732287,22.305279775450693
695,290.66322976699826,290.66322976699826,22.305279775450693
700,290.6412717611186,290.6412717611186,22.305279775450693
705,290.619368489684,290.619368489684,22.305279775450693
710,290.5975199526944,290.5975199526944,22.305279775450693
715,290.5757261501498,290.5757261501498,22.305279775450693
720,290.5539870820503,290.5539870820503,22.305279775450693
725,290.5323027483957,290.5323027483957,22.305279775450693
730,290.5106731491862,290.5106731491862,22.305279775450693
735,290.48909828442163,290.48909828442163,22.305279775450693
740,290.4675781541021,290.4675781541021,22.305279775450693
745,290.4461127582276,290.4461127582276,22.305279775450693
750,290.4247020967981,290.4247020967981,22.305279775450693
755,290.40334616981363,290.40334616981363,22.305279775450693
760,290.3820449772741,290.3820449772741,22.305279775450693
765,290.3607985191797,290.3607985191797,22.305279775450693
770,290.33960679553024,290.33960679553024,22.305279775450693
775,290.31846980632577,290.31846980632577,22.305279775450693
780,290.2973875515664,290.2973875515664,22.305279775450693
785,290.27636003125195,290.27636003125195,22.305279775450693
790,290.25538724538256,290.25538724538256,22.305279775450693
795,290.23446919395815,290.23446919395815,22.305279775450693
800,290.21360587697876,290.21360587697876,22.305279775450693
805,290.1927972944444,290.1927972944444,22.305279775450693
810,290.1720434463551,290.1720434463551,22.305279775450693
815,290.1513443327107,290.1513443327107,22.305279775450693
820,290.1306999535114,290.1306999535114,22.305279775450693
825,290.11011030875704,290.11011030875704,22.305279775450693
830,290.0895753984477,290.0895753984477,22.305279775450693
835,290.0690952225834,290.0690952225834,22.305279775450693
840,290.04866978116416,290.04866978116416,22.305279775450693
845,290.0282990741899,290.0282990741899,22.305279775450693
850,290.0079831016606,290.0079831016606,22.305279775450693
855,289.9877218635764,289.9877218635764,22.305279775450693
860,289.9675153599371,289.9675153599371,22.305279775450693
865,289.9473635907429,289.9473635907429,22.305279775450693
870,289.9272665559937,289.9272665559937,22.305279775450693
875,289.90722425568947,289.90722425568947,22.305279775450693
880,289.8872366898303,289.8872366898303,22.305279775450693
885,289.8673038584161,289.8673038584161,22.305279775450693
890,289.84742576144697,289.84742576144697,22.305279775450693
895,289.8276023989228,289.8276023989228,22.305279775450693
900,289.8078337708437,289.8078337708437,22.305279775450693
905,289.7881198772095,289.7881198772095,65.59753186220583
910,289.7926367289369,289.7926367289369,65.59753186220583
915,289.797146229786,289.797146229786,65.59753186220583
920,289.80165124384195,289.80165124384195,65.59753186220583
925,289.8061517711048,289.8061517711048,65.59753186220583
930,289.81062695873925,289.81062695873925,65.59753186220583
935,289.8150930142445,289.8150930142445,65.59753186220583
940,289.81955331990565,289.81955331990565,65.59753186220583
945,289.8240078757227,289.8240078757227,65.59753186220583
950,289.8284566816957,289.8284566816957,65.59753186220583
955,289.83289973782456,289.83289973782456,65.59753186220583
960,289.83733704410935,289.83733704410935,65.59753186220583
965,289.84176860055004,289.84176860055004,65.59753186220583
970,289.84619440714664,289.84619440714664,65.59753186220583
975,289.85061446389915,289.85061446389915,65.59753186220583
980,289.8550287708075,289.8550287708075,65.59753186220583
985,289.85943732787183,289.85943732787183,65.59753186220583
990,289.86384013509206,289.86384013509206,65.59753186220583
995,289.86823719246814,289.86823719246814,65.59753186220583
1000,289.8726285000002,289.8726285000002,65.59753186220583
1005,289.8770140576881,289.8770140576881,65.59753186220583
1010,289.88139386553195,289.88139386553195,65.59753186220583
1015,289.88576792353166,289.88576792353166,65.59753186220583
1020,289.8901362316873,289.8901362316873,65.59753186220583
1025,289.8944987899988,289.8944987899988,65.59753186220583
1030,289.8988555984663,289.8988555984663,65.59753186220583
1035,289.90320665708964,289.90320665708964,65.59753186220583
1040,289.9075519658689,289.9075519658689,65.59753186220583
1045,289.91189152480405,289.91189152480405,65.59753186220583
1050,289.9162253338951,289.9162253338951,65.59753186220583
1055,289.9205533931421,289.9205533931421,65.59753186220583
1060,289.92487570254497,289.92487570254497,65.59753186220583
1065,289.92919226210375,289.92919226210375,65.59753186220583
1070,289.9335030718184,289.9335030718184,65.59753186220583
1075,289.937808131689,289.937808131689,65.59753186220583
1080,289.9421074417155,289.9421074417155,65.59753186220583
1085,289.94640100189787,289.94640100189787,65.59753186220583
1090,289.9506888122362,289.9506888122362,65.59753186220583
1095,289.9549708727304,289.9549708727304,65.59753186220583
1100,289.9592471833805,289.9592471833805,65.59753186220583
1105,289.9635177441865,289.9635177441865,65.59753186220583
1110,289.96778255514846,289.96778255514846,65.59753186220583
1115,289.972055237694,289.972055237694,65.59753186220583
1120,289.9763783287507,289.9763783287507,65.59753186220583
1125,289.98069627731866,289.98069627731866,65.59753186220583
1130,289.98500908339804,289.98500908339804,65.59753186220583
1135,289.9893167469888,289.9893167469888,65.59753186220583
1140,289.9936192680908,289.9936192680908,65.59753186220583
1145,289.9979166467042,289.9979166467042,65.59753186220583
1150,290.002208882829,290.002208882829,65.59753186220583
1155,290.0064959764651,290.0064959764651,65.59753186220583
1160,290.01077792761254,290.01077792761254,65.59753186220583
1165,290.01505473627134,290.01505473627134,65.59753186220583
1170,290.0193264024415,290.0193264024415,65.59753186220583
1175,290.023592926123,290.023592926123,65.59753186220583
1180,290.02785430731586,290.02785430731586,65.59753186220583
1185,290.0321105460201,290.0321105460201,65.59753186220583
1190,290.03636164223565,290.03636164223565,65.59753186220583
1195,290.0406075959625,290.0406075959625,65.59753186220583
1200,290.0448484072008,290.0448484072008,65.59753186220583
1205,290.0490840759504,290.0490840759504,65.59753186220583
1210,290.05331460221134,290.05331460221134,65.59753186220583
1215,290.0575399859836,290.0575399859836,65.59753186220583
1220,290.0617602272673,290.0617602272673,65.59753186220583
1225,290.0659753260623,290.0659753260623,65.59753186220583
1230,290.07018528236864,290.07018528236864,65.59753186220583
1235,290.07439009618633,290.07439009618633,65.59753186220583
1240,290.0785897675154,290.0785897675154,65.59753186220583
1245,290.0827842963558,290.0827842963558,65.59753186220583
1250,290.08697368270754,290.08697368270754,65.59753186220583
1255,290.09115792657065,290.09115792657065,65.59753186220583
1260,290.09533702794505,290.09533702794505,65.59753186220583
1265,290.09951098683086,290.09951098683086,65.59753186220583
1270,290.10367980322803,290.10367980322803,65.59753186220583
1275,290.1078434771365,290.1078434771365,65.59753186220583
1280,290.1120020085563,290.1120020085563,65.59753186220583
1285,290.11615539748755,290.11615539748755,65.59753186220583
1290,290.1203036439301,290.1203036439301,65.59753186220583
1295,290.12444674788395,290.12444674788395,65.59753186220583
1300,290.1285847093492,290.1285847093492,65.59753186220583
1305,290.13271752832577,290.13271752832577,65.59753186220583
1310,290.1368452048137,290.1368452048137,65.59753186220583
1315,290.140967738813,290.140967738813,65.59753186220583
1320,290.14508513032365,290.14508513032365,65.59753186220583
1325,290.14919737934565,290.14919737934565,65.59753186220583
1330,290.15330448587895,290.15330448587895,65.59753186220583
1335,290.15740644992366,290.15740644992366,65.59753186220583
1340,290.16150327147966,290.16150327147966,65.59753186220583
1345,290.1655949505471,290.1655949505471,65.59753186220583
1350,290.1696814871258,290.1696814871258,65.59753186220583
1355,290.1737628812159,290.1737628812159,65.59753186220583
1360,290.1778391328173,290.1778391328173,65.59753186220583
1365,290.1819102419301,290.1819102419301,65.59753186220583
1370,290.1859762085542,290.1859762085542,65.59753186220583
1375,290.1900370326897,290.1900370326897,65.59753186220583
1380,290.19409271433653,290.19409271433653,65.59753186220583
1385,290.1981432534947,290.1981432534947,65.59753186220583
1390,290.2021886501642,290.2021886501642,65.59753186220583
1395,290.2062289043451,290.2062289043451,65.59753186220583
1400,290.21026401603734,290.21026401603734,65.59753186220583
1405,290.2142939852409,290.2142939852409,65.59753186220583
1410,290.21831881195584,290.21831881195584,65.59753186220583
1415,290.2223384961821,290.2223384961821,65.59753186220583
1420,290.22635303791975,290.22635303791975,65.59753186220583
1425,290.2303624371687,290.2303624371687,65.59753186220583
1430,290.234366693929,290.234366693929,65.59753186220583
1435,290.2383658082007,290.2383658082007,65.59753186220583
1440,290.2423597799837,290.2423597799837,65.59753186220583
1445,290.2463486092781,290.2463486092781,65.59753186220583
1450,290.2503322960838,290.2503322960838,65.59753186220583
1455,290.2543108404009,290.2543108404009,65.59753186220583
1460,290.25828424222925,290.25828424222925,65.59753186220583
1465,290.26225250156904,290.26225250156904,65.59753186220583
1470,290.2662156184202,290.2662156184202,65.59753186220583
1475,290.2701735927826,290.2701735927826,65.59753186220583
1480,290.27412642465646,290.27412642465646,65.59753186220583
1485,290.2780741140416,290.2780741140416,65.59753186220583
1490,290.2820166609381,290.2820166609381,65.59753186220583
1495,290.28595406534595,290.28595406534595,65.59753186220583
1500,290.2898863272652,290.2898863272652,65.59753186220583
1505,290.29381344669576,290.29381344669576,65.59753186220583
1510,290.2977354236377,290.2977354236377,65.59753186220583
1515,290.30165225809094,290.30165225809094,65.59753186220583
1520,290.3055639500555,290.3055639500555,65.59753186220583
1525,290.30947049953147,290.30947049953147,65.59753186220583
1530,290.3133719065188,290.3133719065188,65.59753186220583
1535,290.3172681710174,290.3172681710174,65.59753186220583
1540,290.32115929302745,290.32115929302745,65.59753186220583
1545,290.3250452725488,290.3250452725488,65.59753186220583
1550,290.3289261095815,290.3289261095815,65.59753186220583
1555,290.33280180412555,290.33280180412555,65.59753186220583
1560,290.33667235618094,290.33667235618094,65.59753186220583
1565,290.3405377657477,290.3405377657477,65.59753186220583
1570,290.34439803282584,290.34439803282584,65.59753186220583
1575,290.3482531574153,290.3482531574153,65.59753186220583
1580,290.3521031395161,290.3521031395161,65.59753186220583
1585,290.3559479791282,290.3559479791282,65.59753186220583
1590,290.3597876762517,290.3597876762517,65.59753186220583
1595,290.36362223088656,290.36362223088656,65.59753186220583
1600,290.3674516430328,290.3674516430328,65.59753186220583
1605,290.3712759126903,290.3712759126903,65.59753186220583
1610,290.3750950398592,290.3750950398592,65.59753186220583
1615,290.37890902453944,290.37890902453944,65.59753186220583
1620,290.382717866731,290.382717866731,65.59753186220583
1625,290.386521566434,290.386521566434,65.59753186220583
1630,290.3903201236483,290.3903201236483,65.59753186220583
1635,290.3941135383739,290.3941135383739,65.59753186220583
1640,290.3979018106109,290.3979018106109,65.59753186220583
1645,290.40168494035925,290.40168494035925,65.59753186220583
1650,290.40546292761894,290.40546292761894,65.59753186220583
1655,290.40923577239,290.40923577239,65.59753186220583
1660,290.41300347467234,290.41300347467234,65.59753186220583
1665,290.4167660344661,290.4167660344661,65.59753186220583
1670,290.4205234517712,290.4205234517712,65.59753186220583
1675,290.4242757265876,290.4242757265876,65.59753186220583
1680,290.4280228589154,290.4280228589154,65.59753186220583
1685,290.43176484875454,290.43176484875454,65.59753186220583
1690,290.435501696105,290.435501696105,65.59753186220583
1695,290.4392334009669,290.4392334009669,65.59753186220583
1700,290.44295996334006,290.44295996334006,65.59753186220583
1705,290.4466813832246,290.4466813832246,65.59753186220583
1710,290.45039766062047,290.45039766062047,65.59753186220583
1715,290.4541087955277,290.4541087955277,65.59753186220583
1720,290.4578147879463,290.4578147879463,65.59753186220583
1725,290.4615156378762,290.4615156378762,65.59753186220583
1730,290.46521134531747,290.46521134531747,65.59753186220583
1735,290.4689019102701,290.4689019102701,65.59753186220583
1740,290.47258733273407,290.47258733273407,65.59753186220583
1745,290.4762676127094,290.4762676127094,65.59753186220583
1750,290.4799427501961,290.4799427501961,65.59753186220583
1755,290.48361274519414,290.48361274519414,65.59753186220583
1760,290.4872775977035,290.4872775977035,65.59753186220583
1765,290.4909373077242,290.4909373077242,65.59753186220583
1770,290.4945918752563,290.4945918752563,65.59753186220583
1775,290.4982413002997,290.4982413002997,65.59753186220583
1780,290.50188558285447,290.50188558285447,65.59753186220583
1785,290.5055247229206,290.5055247229206,65.59753186220583
1790,290.5091587204981,290.5091587204981,65.59753186220583
1795,290.5127875755869,290.5127875755869,65.59753186220583
1800,290.51641128818704,290.51641128818704,65.59753186220583
1805,290.5200298582986,290.5200298582986,54.389473320413856
1810,290.5179489002256,290.5179489002256,54.389473320413856
1815,290.51588018386286,290.51588018386286,54.389473320413856
1820,290.5138179062737,290.5138179062737,54.389473320413856
1825,290.511762067458,290.511762067458,54.389473320413856
1830,290.5097157036632,290.5097157036632,54.389473320413856
1835,290.50771286382815,290.50771286382815,54.389473320413856
1840,290.5057182108011,290.5057182108011,54.389473320413856
1845,290.50373174458207,290.50373174458207,54.389473320413856
1850,290.50175346517096,290.50175346517096,54.389473320413856
1855,290.4997833725679,290.4997833725679,54.389473320413856
1860,290.49782146677273,290.49782146677273,54.389473320413856
1865,290.4958677477856,290.4958677477856,54.389473320413856
1870,290.49392221560646,290.49392221560646,54.389473320413856
1875,290.4919848702353,290.4919848702353,54.389473320413856
1880,290.4900557116721,290.4900557116721,54.389473320413856
1885,290.48813473991686,290.48813473991686,54.389473320413856
1890,290.4862219549696,290.4862219549696,54.389473320413856
1895,290.48431735683033,290.48431735683033,54.389473320413856
1900,290.48242094549903,290.48242094549903,54.389473320413856
1905,290.4805327209757,290.4805327209757,54.389473320413856
1910,290.4786526832604,290.4786526832604,54.389473320413856
1915,290.47678083235303,290.47678083235303,54.389473320413856
1920,290.4749171682537,290.4749171682537,54.389473320413856
1925,290.47306169096225,290.47306169096225,54.389473320413856
1930,290.47121440047886,290.47121440047886,54.389473320413856
1935,290.46937529680343,290.46937529680343,54.389473320413856
1940,290.467544379936,290.467544379936,54.389473320413856
1945,290.4657216498765,290.4657216498765,54.389473320413856
1950,290.463907106625,290.463907106625,54.389473320413856
1955,290.4621007501815,290.4621007501815,54.389473320413856
1960,290.46030258054594,290.46030258054594,54.389473320413856
1965,290.45851259771837,290.45851259771837,54.389473320413856
1970,290.4567308016988,290.4567308016988,54.389473320413856
1975,290.4549571924872,290.4549571924872,54.389473320413856
1980,290.45319177008355,290.45319177008355,54.389473320413856
1985,290.45143453448793,290.45143453448793,54.389473320413856
1990,290.4496854857003,290.4496854857003,54.389473320413856
1995,290.44794462372056,290.44794462372056,54.389473320413856
2000,290.44621194854886,290.44621194854886,54.389473320413856
2005,290.44448746018514,290.44448746018514,54.389473320413856
2010,290.4427711586294,290.4427711586294,54.389473320413856
2015,290.4410630438816,290.4410630438816,54.389473320413856
2020,290.43936311594183,290.43936311594183,54.389473320413856
2025,290.43767137481,290.43767137481,54.389473320413856
2030,290.43598782048616,290.43598782048616,54.389473320413856
2035,290.43431245297035,290.43431245297035,54.389473320413856
2040,290.43264527226245,290.43264527226245,54.389473320413856
2045,290.4309862783626,290.4309862783626,54.389473320413856
2050,290.42933547127063,290.42933547127063,54.389473320413856
2055,290.42766068970764,290.42766068970764,54.389473320413856
2060,290.42592756303577,290.42592756303577,54.389473320413856
2065,290.4242017210903,290.4242017210903,54.389473320413856
2070,290.42248316387116,290.42248316387116,54.389473320413856
2075,290.4207718913785,290.4207718913785,54.389473320413856
2080,290.4190679036122,290.4190679036122,54.389473320413856
2085,290.4173712005723,290.4173712005723,54.389473320413856
2090,290.4156817822588,290.4156817822588,54.389473320413856
2095,290.4139996486717,290.4139996486717,54.389473320413856
2100,290.4123247998109,290.4123247998109,54.389473320413856
2105,290.4106572356766,290.4106572356766,54.389473320413856
2110,290.40899695626865,290.40899695626865,54.389473320413856
2115,290.4073439615871,290.4073439615871,54.389473320413856
2120,290.405698251632,290.405698251632,54.389473320413856
2125,290.4040598264032,290.4040598264032,54.389473320413856
2130,290.4024286859009,290.4024286859009,54.389473320413856
2135,290.40080483012497,290.40080483012497,54.389473320413856
2140,290.3991882590754,290.3991882590754,54.389473320413856
2145,290.3975789727522,290.3975789727522,54.389473320413856
2150,290.39597697115545,290.39597697115545,54.389473320413856
2155,290.39438225428506,290.39438225428506,54.389473320413856
2160,290.39279482214107,290.39279482214107,54.389473320413856
2165,290.3912146747235,290.3912146747235,54.389473320413856
2170,290.3896418120323,290.3896418120323,54.389473320413856
2175,290.3880762340675,290.3880762340675,54.389473320413856
2180,290.38651794082915,290.38651794082915,54.389473320413856
2185,290.3849669323171,290.3849669323171,54.389473320413856
2190,290.3834232085315,290.3834232085315,54.389473320413856
2195,290.3818867694723,290.3818867694723,54.389473320413856
2200,290.3803576151395,290.3803576151395,54.389473320413856
2205,290.3788357455331,290.3788357455331,54.389473320413856
2210,290.377321160653,290.377321160653,54.389473320413856
2215,290.37581386049936,290.37581386049936,54.389473320413856
2220,290.37431384507215,290.37431384507215,54.389473320413856
2225,290.37282111437133,290.37282111437133,54.389473320413856
2230,290.37133566839685,290.37133566839685,54.389473320413856
2235,290.3698575071488,290.3698575071488,54.389473320413856
2240,290.3683866306271,290.3683866306271,54.389473320413856
2245,290.3669230388319,290.3669230388319,54.389473320413856
2250,290.36546673176304,290.36546673176304,54.389473320413856
2255,290.3640177094205,290.3640177094205,54.389473320413856
2260,290.36257597180446,290.36257597180446,54.389473320413856
2265,290.3611415189148,290.3611415189148,54.389473320413856
2270,290.3597143507515,290.3597143507515,54.389473320413856
2275,290.35829446731464,290.35829446731464,54.389473320413856
2280,290.3568818686041,290.3568818686041,54.389473320413856
2285,290.35547655462,290.35547655462,54.389473320413856
2290,290.3540785253623,290.3540785253623,54.389473320413856
2295,290.352687780831,290.352687780831,54.389473320413856
2300,290.3513043210261,290.3513043210261,54.389473320413856
2305,290.34992814594756,290.34992814594756,54.389473320413856
2310,290.34855925559543,290.34855925559543,54.389473320413856
2315,290.3471976499697,290.3471976499697,54.389473320413856
2320,290.34584332907036,290.34584332907036,54.389473320413856
2325,290.3444962928974,290.3444962928974,54.389473320413856
2330,290.34315654145087,290.34315654145087,54.389473320413856
2335,290.3418240747307,290.3418240747307,54.389473320413856
2340,290.34049889273695,290.34049889273695,54.389473320413856
2345,290.33918099546963,290.33918099546963,54.389473320413856
2350,290.33787038292866,290.33787038292866,54.389473320413856
2355,290.3365670551141,290.3365670551141,54.389473320413856
2360,290.3352710120259,290.3352710120259,54.389473320413856
2365,290.3339822536641,290.3339822536641,54.389473320413856
2370,290.33270078002874,290.33270078002874,54.389473320413856
2375,290.33142659111974,290.33142659111974,54.389473320413856
2380,290.3301596869371,290.3301596869371,54.389473320413856
2385,290.32890006748096,290.32890006748096,54.389473320413856
2390,290.32764773275113,290.32764773275113,54.389473320413856
2395,290.32640268274776,290.32640268274776,54.389473320413856
2400,290.3251649174707,290.3251649174707,54.389473320413856
2405,290.3239344369201,290.3239344369201,54.389473320413856
2410,290.3227112410959,290.3227112410959,54.389473320413856
2415,290.3214953299981,290.3214953299981,54.389473320413856
2420,290.3202867036266,290.3202867036266,54.389473320413856
2425,290.3190853619816,290.3190853619816,54.389473320413856
2430,290.3178913050629,290.3178913050629,54.389473320413856
2435,290.3167045328707,290.3167045328707,54.389473320413856
2440,290.31552504540485,290.31552504540485,54.389473320413856
2445,290.31435284266536,290.31435284266536,54.389473320413856
2450,290.3131879246523,290.3131879246523,54.389473320413856
2455,290.31203029136566,290.31203029136566,54.389473320413856
2460,290.31087994280534,290.31087994280534,54.389473320413856
2465,290.3097368789715,290.3097368789715,54.389473320413856
2470,290.308601099864,290.308601099864,54.389473320413856
2475,290.30747260548293,290.30747260548293,54.389473320413856
2480,290.30635139582824,290.30635139582824,54.389473320413856
2485,290.30523747089995,290.30523747089995,54.389473320413856
2490,290.304130830698,290.304130830698,54.389473320413856
2495,290.3030314752225,290.3030314752225,54.389473320413856
2500,290.3019394044734,290.3019394044734,54.389473320413856
2505,290.30085461845067,290.30085461845067,54.389473320413856
2510,290.29977711715435,290.29977711715435,54.389473320413856
2515,290.2987069005844,290.2987069005844,54.389473320413856
2520,290.2976439687409,290.2976439687409,54.389473320413856
2525,290.2965883216238,290.2965883216238,54.389473320413856
2530,290.29553995923305,290.29553995923305,54.389473320413856
2535,290.2944988815687,290.2944988815687,54.389473320413856
2540,290.29346508863074,290.29346508863074,54.389473320413856
2545,290.2924385804192,290.2924385804192,54.389473320413856
2550,290.291419356934,290.291419356934,54.389473320413856
2555,290.2904074181753,290.2904074181753,54.389473320413856
2560,290.2894027641429,290.2894027641429,54.389473320413856
2565,290.2884053948369,290.2884053948369,54.389473320413856
2570,290.2874153102573,290.2874153102573,54.389473320413856
2575,290.28643251040415,290.28643251040415,54.389473320413856
2580,290.28545699527734,290.28545699527734,54.389473320413856
2585,290.284488764877,290.284488764877,54.389473320413856
2590,290.28352781920296,290.28352781920296,54.389473320413856
2595,290.28257415825533,290.28257415825533,54.389473320413856
2600,290.28162778203415,290.28162778203415,54.389473320413856
2605,290.2806886905393,290.2806886905393,54.389473320413856
2610,290.2797568837709,290.2797568837709,54.389473320413856
2615,290.27883236172886,290.27883236172886,54.389473320413856
