,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status,obj
"0",13,0,14,14,0,16,13,15,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0003850000000000001,0.0004199999999999999,0.0,0.0008190000000000002,0.0003600000000000001,0.0006359999999999997,0.123385,SOLVER_RET_SUCCESS,2525186.990217146
"900.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.185,0.0,0.000683,0.000701,0.0,0.001381,0.00059,0.0010549999999999995,0.185139,SOLVER_RET_SUCCESS,2094085.0992602208
"1800.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.137,0.0,0.00043100000000000007,0.00046999999999999993,0.0,0.0008820000000000001,0.000411,0.0007049999999999997,0.136091,SOLVER_RET_SUCCESS,2090585.6467793372
"2700.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.004,0.0,0.001,0.166,0.0,0.0004980000000000001,0.0005239999999999999,0.0,0.001101,0.0005179999999999999,0.0008959999999999998,0.166046,SOLVER_RET_SUCCESS,2098866.887355238
"3600.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.001,0.002,0.142,0.0,0.000551,0.000553,0.0,0.0010110000000000002,0.000466,0.0008039999999999998,0.141803,SOLVER_RET_SUCCESS,2107977.4650201863
"4500.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.139,0.0,0.000466,0.0004759999999999998,0.0,0.0008210000000000001,0.00044100000000000004,0.0006799999999999998,0.138622,SOLVER_RET_SUCCESS,2119281.847364125
"5400.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.000528,0.000565,0.0,0.0010429999999999999,0.00044,0.0007979999999999997,0.152619,SOLVER_RET_SUCCESS,2133784.0001506857
"6300.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.002,0.0,0.0,0.0,0.001,0.137,0.0,0.00047699999999999994,0.0004879999999999999,0.0,0.0009149999999999999,0.00042599999999999995,0.0007369999999999998,0.137118,SOLVER_RET_SUCCESS,2151004.235548991
"7200.0",15,0,16,16,0,18,15,17,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.133,0.0,0.0004519999999999999,0.000494,0.0,0.0008969999999999999,0.00041499999999999995,0.0007230000000000001,0.132953,SOLVER_RET_SUCCESS,2171018.72805458
"8100.0",15,0,16,16,0,18,15,17,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.142,0.0,0.0006140000000000001,0.0005769999999999999,0.0,0.0011580000000000004,0.0005190000000000001,0.0008909999999999995,0.142021,SOLVER_RET_SUCCESS,2193658.3391489214
