time_step,time,pos_price,neg_price,status
900.0,0.0,17.136322750816895,81.38902183110812,Not Accepted
1800.0,0.0,16.91771137906963,79.81998266511293,Not Accepted
2700.0,0.0,16.60408826640733,78.08403319347435,Not Accepted
3600.0,0.0,16.288712197075327,76.33967093749956,Not Accepted
4500.0,0.0,15.969335567531582,74.58985615071666,Not Accepted
5400.0,0.0,15.647336378272545,72.83087181239375,Not Accepted
6300.0,0.0,15.32162951568979,71.06343721080208,Not Accepted
7200.0,0.0,14.99200498642412,69.28746094976884,Not Accepted
8100.0,0.0,14.657863879031533,67.50131727910534,Not Accepted
9000.0,0.0,14.319429290154023,65.70883906513987,Not Accepted
9900.0,0.0,13.973039321289635,63.89921958014983,Not Accepted
10800.0,0.0,13.627609339991363,62.094529482268655,Not Accepted
11700.0,0.0,13.262182572483926,60.25815372022902,Not Accepted
12600.0,0.0,12.979194150704668,58.51123951375767,Not Accepted
13500.0,0.0,12.097148499192457,56.97360866858125,Not Accepted
14400.0,0.0,11.696703329843332,56.15914882040426,Not Accepted
15300.0,0.0,11.331964840956953,55.65144890238883,Not Accepted
16200.0,0.0,10.902834305014395,55.56491903540201,Not Accepted
17100.0,0.0,10.516794977434078,55.8844105391631,Not Accepted
18000.0,0.0,10.140842434423835,56.620153057527276,Not Accepted
18900.0,0.0,9.742046507950327,57.7262000103088,Not Accepted
19800.0,0.0,9.413358252559927,59.378030443038995,Not Accepted
20700.0,0.0,9.348810531869033,61.24396465270076,Not Accepted
21600.0,0.0,9.750692744543233,62.97487716428691,Not Accepted
22500.0,0.0,10.156553603776617,64.72315321136568,Not Accepted
23400.0,0.0,10.550111985286444,66.4568810204194,Not Accepted
24300.0,0.0,10.93747143204252,68.18714365001314,Not Accepted
25200.0,0.0,11.315531898156323,69.90859879136231,Not Accepted
26100.0,0.0,11.687816625866398,71.6276679746432,Not Accepted
27000.0,0.0,12.055360448470568,73.33437023210473,Not Accepted
27900.0,0.0,12.43024077943556,75.0448007563129,Not Accepted
28800.0,0.0,12.792778195874792,76.74413332154072,Not Accepted
29700.0,0.0,13.150788004478962,78.44478726151726,Not Accepted
30600.0,0.0,13.500911218954244,80.1414022279381,Not Accepted
31500.0,0.0,13.842923064941596,81.8333889212023,Not Accepted
32400.0,0.0,14.115396079848075,83.46022768471053,Not Accepted
33300.0,0.0,14.52535868918749,85.23030105811304,Not Accepted
34200.0,0.0,14.720878338666784,86.78980538768016,Not Accepted
35100.0,0.0,15.579416533392527,88.17901701073899,Not Accepted
36000.0,0.0,15.866713558887081,88.83729064951595,Not Accepted
36900.0,0.0,16.287555364753366,89.17425501083083,Not Accepted
37800.0,0.0,16.546760759776735,89.07281911176145,Not Accepted
38700.0,0.0,16.831283988693855,88.57861612156037,Not Accepted
39600.0,0.0,17.089727086708347,87.64762804885837,Not Accepted
40500.0,0.0,16.931149424570282,86.34466318760894,Not Accepted
41400.0,0.0,16.51814762484475,84.5633064315235,Not Accepted
42300.0,0.0,15.924965314414816,82.7389785581143,Not Accepted
43200.0,0.0,18.400177913921933,47.434304512799095,Not Accepted
44100.0,0.0,14.909958965279234,79.42184582488612,Not Accepted
