time_step,time,pos_price,neg_price,status
45000.0,0.0,14.313588010583914,77.78536647799233,Not Accepted
45900.0,0.0,13.914440986347866,76.11163071087664,Not Accepted
46800.0,0.0,13.461110054594847,74.44754631638506,Not Accepted
47700.0,0.0,12.847255387337082,72.77994003183696,Not Accepted
48600.0,0.0,12.516914189411732,71.1124884832243,Not Accepted
49500.0,0.0,12.36894762430482,69.44643543751026,Not Accepted
50400.0,0.0,12.191348748230435,67.78231645301096,Not Accepted
51300.0,0.0,11.641752762236205,66.11132438647873,Not Accepted
52200.0,0.0,11.468272731281306,64.44929961091924,Not Accepted
53100.0,0.0,11.337871636083097,62.77936487600856,Not Accepted
54000.0,0.0,11.1982102300124,61.110482002251,Not Accepted
54900.0,0.0,11.04454691686946,59.452278449501094,Not Accepted
55800.0,0.0,11.012908002010047,57.77076021018067,Not Accepted
56700.0,0.0,10.34648268676461,56.19199896337809,Not Accepted
57600.0,0.0,10.078199242019224,55.21502264488897,Not Accepted
58500.0,0.0,9.820304280335645,54.572168680942625,Not Accepted
59400.0,0.0,9.575748003511833,54.35253042374132,Not Accepted
60300.0,0.0,9.289291768635692,54.54134470847177,Not Accepted
61200.0,0.0,9.041826612471851,55.157087567586565,Not Accepted
62100.0,0.0,8.823826394108767,56.159078930220616,Not Accepted
63000.0,0.0,8.441305439339857,57.70636694883453,Not Accepted
63900.0,0.0,8.310857775004193,59.481628452280034,Not Accepted
64800.0,0.0,8.56367679980647,61.13054508776212,Not Accepted
65700.0,0.0,8.816185360702612,62.79951364382915,Not Accepted
66600.0,0.0,9.06884248515306,64.46948070768651,Not Accepted
67500.0,0.0,9.320162587635359,66.13046169830295,Not Accepted
68400.0,0.0,9.572811438414833,67.80037307897328,Not Accepted
69300.0,0.0,9.82520943752105,69.46859847243459,Not Accepted
70200.0,0.0,10.077429704907331,71.0213653598475,Not Accepted
71100.0,0.0,10.329275057331165,72.91235385981524,Not Accepted
72000.0,0.0,10.55272023457585,75.01516019132453,Not Accepted
72900.0,0.0,10.676105813003538,76.9918525478416,Not Accepted
73800.0,0.0,10.80682314461906,78.9712204383687,Not Accepted
74700.0,0.0,11.041009972829247,80.95338394252683,Not Accepted
75600.0,0.0,11.451496497301587,82.87171992685185,Not Accepted
76500.0,0.0,11.62202231537184,84.93997064837835,Not Accepted
77400.0,0.0,11.821713111233368,86.79173800664358,Not Accepted
78300.0,0.0,12.852649839799724,88.48578024315731,Not Accepted
79200.0,0.0,13.235303544415856,89.43181106289856,Not Accepted
80100.0,0.0,13.763151118339088,90.06476344883073,Not Accepted
81000.0,0.0,14.17412302555557,90.25326670059917,Not Accepted
81900.0,0.0,14.569785049867159,90.03751570724009,Not Accepted
82800.0,0.0,15.038885404411554,89.38950771007316,Not Accepted
83700.0,0.0,15.63450294404172,88.35533463434507,Not Accepted
84600.0,0.0,16.008083669121323,86.76432311490575,Not Accepted
85500.0,0.0,16.202875245615402,84.9499680651733,Not Accepted
