,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(0, 43200.0)",,,,,,,,,,,,,,,,,289.9194673382798,303.15,288.15,,,,,,,,,,,,
"(900.0, 0.0)",298.9166666666667,290.0833333333333,278.47700544868854,0.0,0.0,0.0,0.0,0.0,10000.0,5.0,250.0,1.0,100.0,289.84503415591587,22.305279775450693,0.0,289.84503415591587,303.15,288.15,65.59753186220583,200.0,0.0,,,,,,,,,
"(900.0, 190.19237886466843)",,,,,,,,,,,,,,,,,290.00295265611777,303.15,288.15,,,,0.08037779107885004,inf,-inf,65.59753186220583,65.59753186220583,inf,inf,-inf,-inf
"(900.0, 709.8076211353316)",,,,,,,,,,,,,,,,,290.369372179557,303.15,288.15,,,,8.478681982256983e-05,inf,-inf,65.59753186220583,65.59753186220583,inf,inf,-inf,-inf
"(900.0, 900.0)",298.8333333333333,290.1666666666667,278.8026131194102,900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.47969138739734,303.15,288.15,54.517142488809064,200.0,0.0,,,,,,,,,
"(900.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,290.40993679456307,303.15,288.15,,,,8.216191385055267e-05,inf,-inf,54.517142488809064,54.517142488809064,inf,inf,-inf,-inf
"(900.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,290.2480846706424,303.15,288.15,,,,8.513739005290448e-05,inf,-inf,54.517142488809064,54.517142488809064,inf,inf,-inf,-inf
"(900.0, 1800.0)",298.75,290.25,279.1254262005636,1800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.1993552854535,303.15,288.15,56.701504846920486,200.0,0.0,,,,,,,,,
"(900.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,290.22337217663676,303.15,288.15,,,,0.026624965230881682,inf,-inf,56.701504846920486,56.701504846920486,inf,inf,-inf,-inf
"(900.0, 2509.807621135332)",,,,,,,,,,,,,,,,,290.27909875592053,303.15,288.15,,,,8.488788003915554e-05,inf,-inf,56.701504846920486,56.701504846920486,inf,inf,-inf,-inf
"(900.0, 2700.0)",298.6666666666667,290.3333333333333,279.444062356976,2700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.29587655210463,303.15,288.15,55.348676445623624,200.0,0.0,,,,,,,,,
"(900.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,290.31552497412554,303.15,288.15,,,,0.01780552221844359,inf,-inf,55.348676445623624,55.348676445623624,inf,inf,-inf,-inf
"(900.0, 3409.807621135332)",,,,,,,,,,,,,,,,,290.361115360458,303.15,288.15,,,,8.488978987098204e-05,inf,-inf,55.348676445623624,55.348676445623624,inf,inf,-inf,-inf
"(900.0, 3600.0)",298.5833333333333,290.4166666666667,279.75715713970783,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.37484141756875,303.15,288.15,54.25827281583431,200.0,0.0,,,,,,,,,
"(900.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,290.39593688300414,303.15,288.15,,,,0.020726936488743408,inf,-inf,54.25827281583431,54.25827281583431,inf,inf,-inf,-inf
"(900.0, 4309.807621135332)",,,,,,,,,,,,,,,,,290.44488485541837,303.15,288.15,,,,8.489116594468858e-05,inf,-inf,54.25827281583431,54.25827281583431,inf,inf,-inf,-inf
"(900.0, 4500.0)",298.5,290.5,280.06336982883215,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.45962179271726,303.15,288.15,53.1245299904651,200.0,0.0,,,,,,,,,
"(900.0, 4690.192378864668)",,,,,,,,,,,,,,,,,290.4802379289458,303.15,288.15,,,,0.019759225838335125,inf,-inf,53.1245299904651,53.1245299904651,inf,inf,-inf,-inf
"(900.0, 5209.807621135332)",,,,,,,,,,,,,,,,,290.52807371007583,303.15,288.15,,,,8.489079034994464e-05,inf,-inf,53.1245299904651,53.1245299904651,inf,inf,-inf,-inf
"(900.0, 5400.0)",298.4166666666667,290.5833333333333,280.36138917460346,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54247579605374,303.15,288.15,52.0575082568104,200.0,0.0,,,,,,,,,
"(900.0, 5590.192378864668)",,,,,,,,,,,,,,,,,290.5632507089575,303.15,288.15,,,,0.02007977737216893,inf,-inf,52.0575082568104,52.0575082568104,inf,inf,-inf,-inf
"(900.0, 6109.807621135332)",,,,,,,,,,,,,,,,,290.6114549008411,303.15,288.15,,,,8.489075791770812e-05,inf,-inf,52.0575082568104,52.0575082568104,inf,inf,-inf,-inf
"(900.0, 6300.0)",298.3333333333333,290.6666666666667,280.64993901243054,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6259679055335,303.15,288.15,51.02930295770465,200.0,0.0,,,,,,,,,
"(900.0, 6490.192378864668)",,,,,,,,,,,,,,,,,290.6466902235152,303.15,288.15,,,,0.019973595627345766,inf,-inf,51.02930295770465,51.02930295770465,inf,inf,-inf,-inf
"(900.0, 7009.807621135332)",,,,,,,,,,,,,,,,,290.69477237899207,303.15,288.15,,,,8.489048333222289e-05,inf,-inf,51.02930295770465,51.02930295770465,inf,inf,-inf,-inf
"(900.0, 7200.0)",298.25,290.75,280.92778372760876,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7092486417566,303.15,288.15,50.05744929593453,200.0,0.0,,,,,,,,,
"(900.0, 7390.192378864668)",,,,,,,,,,,,,,,,,290.72998838343364,303.15,288.15,,,,0.020008768104870338,inf,-inf,50.05744929593453,50.05744929593453,inf,inf,-inf,-inf
"(900.0, 7909.807621135332)",,,,,,,,,,,,,,,,,290.7781109672465,303.15,288.15,,,,8.489021188762485e-05,inf,-inf,50.05744929593453,50.05744929593453,inf,inf,-inf,-inf
"(900.0, 8100.0)",298.1666666666667,290.8333333333333,281.19373354641226,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7925994019116,303.15,288.15,49.144133644137945,200.0,0.0,,,,,,,,,
"(900.0, 8290.192378864669)",,,,,,,,,,,,,,,,,290.81333336669024,303.15,288.15,,,,0.01999711738265904,inf,-inf,49.144133644137945,49.144133644137945,inf,inf,-inf,-inf
"(900.0, 8809.807621135331)",,,,,,,,,,,,,,,,,290.861442546321,303.15,288.15,,,,8.488985867504882e-05,inf,-inf,49.144133644137945,49.144133644137945,inf,inf,-inf,-inf
"(900.0, 9000.0)",298.0833333333333,290.9166666666667,281.4466496308875,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.87592694534203,303.15,288.15,48.296297952155655,200.0,0.0,,,,,,,,,
"(900.0, 9190.192378864669)",,,,,,,,,,,,,,,,,290.8966628398479,303.15,288.15,,,,0.020000976713646732,inf,-inf,48.296297952155655,48.296297952155655,inf,inf,-inf,-inf
"(900.0, 9709.807621135331)",,,,,,,,,,,,,,,,,290.94477649703975,303.15,288.15,,,,8.48894526136994e-05,inf,-inf,48.296297952155655,48.296297952155655,inf,inf,-inf,-inf
"(900.0, 9900.0)",298.0,291.0,281.6854489555324,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.95926224413586,303.15,288.15,47.51893967220291,200.0,0.0,,,,,,,,,
"(900.0, 10090.192378864669)",,,,,,,,,,,,,,,,,290.9799974506854,303.15,288.15,,,,0.01999969837996264,inf,-inf,47.51893967220291,47.51893967220291,inf,inf,-inf,-inf
"(900.0, 10609.807621135331)",,,,,,,,,,,,,,,,,291.0281095116067,303.15,288.15,,,,8.488897673426311e-05,inf,-inf,47.51893967220291,47.51893967220291,inf,inf,-inf,-inf
"(900.0, 10800.0)",297.9166666666667,291.0833333333333,281.90910894497785,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.042594778108,303.15,288.15,46.81732319188116,200.0,0.0,,,,,,,,,
"(900.0, 10990.192378864669)",,,,,,,,,,,,,,,,,291.0633303596824,303.15,288.15,,,,0.02000012188157592,inf,-inf,46.81732319188116,46.81732319188116,inf,inf,-inf,-inf
"(900.0, 11509.807621135331)",,,,,,,,,,,,,,,,,291.1114432907768,303.15,288.15,,,,8.488843185541035e-05,inf,-inf,46.81732319188116,46.81732319188116,inf,inf,-inf,-inf
"(900.0, 11700.0)",297.8333333333333,291.1666666666667,282.1166718528119,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.125928819264,303.15,288.15,46.19614733626628,200.0,0.0,,,,,,,,,
"(900.0, 11890.192378864669)",,,,,,,,,,,,,,,,,291.1466638324107,303.15,288.15,,,,0.019999981653784554,inf,-inf,46.19614733626628,46.19614733626628,inf,inf,-inf,-inf
"(900.0, 12409.807621135331)",,,,,,,,,,,,,,,,,291.1947754445777,303.15,288.15,,,,8.488779059128668e-05,inf,-inf,46.19614733626628,46.19614733626628,inf,inf,-inf,-inf
"(900.0, 12600.0)",297.75,291.25,282.3072488627977,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.209260575971,303.15,288.15,45.660005876760565,200.0,0.0,,,,,,,,,
"(900.0, 12790.192378864669)",,,,,,,,,,,,,,,,,291.2299971184065,303.15,288.15,,,,0.020000028157829537,inf,-inf,45.660005876760565,45.660005876760565,inf,inf,-inf,-inf
"(900.0, 13309.807621135331)",,,,,,,,,,,,,,,,,291.27811227899434,303.15,288.15,,,,8.488708298821309e-05,inf,-inf,45.660005876760565,45.660005876760565,inf,inf,-inf,-inf
"(900.0, 13500.0)",297.6666666666667,291.3333333333333,282.4800238949205,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.29259847872316,303.15,288.15,45.212567637194134,200.0,0.0,,,,,,,,,
"(900.0, 13690.192378864669)",,,,,,,,,,,,,,,,,291.3133304662548,303.15,288.15,,,,0.020000012809588248,inf,-inf,45.212567637194134,45.212567637194134,inf,inf,-inf,-inf
"(900.0, 14209.807621135331)",,,,,,,,,,,,,,,,,291.36143505806376,303.15,288.15,,,,8.488615327473814e-05,inf,-inf,45.212567637194134,45.212567637194134,inf,inf,-inf,-inf
"(900.0, 14400.0)",297.5833333333333,291.4166666666667,282.63425709996795,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.3759180758133,303.15,288.15,44.85876101155579,200.0,0.0,,,,,,,,,
"(900.0, 14590.192378864669)",,,,,,,,,,,,,,,,,291.3966637936233,303.15,288.15,,,,0.020000017941042208,inf,-inf,44.85876101155579,44.85876101155579,inf,inf,-inf,-inf
"(900.0, 15109.807621135331)",,,,,,,,,,,,,,,,,291.4448002439041,303.15,288.15,,,,8.488538795153102e-05,inf,-inf,44.85876101155579,44.85876101155579,inf,inf,-inf,-inf
"(900.0, 15300.0)",297.5,291.5,282.7692880276776,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4592928533952,303.15,288.15,44.598182009427674,200.0,0.0,,,,,,,,,
"(900.0, 15490.192378864669)",,,,,,,,,,,,,,,,,291.4799971277503,303.15,288.15,,,,0.02000001631404127,inf,-inf,44.598182009427674,44.598182009427674,inf,inf,-inf,-inf
"(900.0, 16009.807621135331)",,,,,,,,,,,,,,,,,291.52803741646056,303.15,288.15,,,,8.488351214934325e-05,inf,-inf,44.598182009427674,44.598182009427674,inf,inf,-inf,-inf
"(900.0, 16200.0)",297.4166666666667,291.5833333333333,282.8845384548868,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.54250107425116,303.15,288.15,44.44490902840096,200.0,0.0,,,,,,,,,
"(900.0, 16390.192378864667)",,,,,,,,,,,,,,,,,291.56333045971553,303.15,288.15,,,,0.020000016848855957,inf,-inf,44.44490902840096,44.44490902840096,inf,inf,-inf,-inf
"(900.0, 16909.807621135333)",,,,,,,,,,,,,,,,,291.6116610447049,303.15,288.15,,,,8.488422821207568e-05,inf,-inf,44.44490902840096,44.44490902840096,inf,inf,-inf,-inf
"(900.0, 17100.0)",297.3333333333333,291.6666666666667,282.9795148615725,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6262121030118,303.15,288.15,44.367636947372105,200.0,0.0,,,,,,,,,
"(900.0, 17290.192378864667)",,,,,,,,,,,,,,,,,291.6466637921711,303.15,288.15,,,,0.02000001689322909,inf,-inf,44.367636947372105,44.367636947372105,inf,inf,-inf,-inf
"(900.0, 17809.807621135333)",,,,,,,,,,,,,,,,,291.69411800548806,303.15,288.15,,,,8.487609267994643e-05,inf,-inf,44.367636947372105,44.367636947372105,inf,inf,-inf,-inf
"(900.0, 18000.0)",297.25,291.75,283.0538105441804,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.70840521150967,303.15,288.15,44.47035535835681,200.0,0.0,,,,,,,,,
"(900.0, 18190.192378864667)",,,,,,,,,,,,,,,,,291.729997125217,303.15,288.15,,,,0.020000016347390178,inf,-inf,44.47035535835681,44.47035535835681,inf,inf,-inf,-inf
"(900.0, 18709.807621135333)",,,,,,,,,,,,,,,,,291.7800970104151,303.15,288.15,,,,8.489199284385468e-05,inf,-inf,44.47035535835681,44.47035535835681,inf,inf,-inf,-inf
"(900.0, 18900.0)",297.1666666666667,291.8333333333333,283.10710735719147,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7951807581258,303.15,288.15,44.44686059026356,200.0,0.0,,,,,,,,,
"(900.0, 19090.192378864667)",,,,,,,,,,,,,,,,,291.8133304565955,303.15,288.15,,,,0.02000001746887286,inf,-inf,44.44686059026356,44.44686059026356,inf,inf,-inf,-inf
"(900.0, 19609.807621135333)",,,,,,,,,,,,,,,,,291.8554433430232,303.15,288.15,,,,8.4819880274852e-05,inf,-inf,44.44686059026356,44.44686059026356,inf,inf,-inf,-inf
"(900.0, 19800.0)",297.0833333333333,291.9166666666667,283.13917707547006,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.86812241707156,303.15,288.15,45.22749224999643,200.0,0.0,,,,,,,,,
"(900.0, 19990.192378864667)",,,,,,,,,,,,,,,,,291.89666379850354,303.15,288.15,,,,0.02000000806087953,inf,-inf,45.22749224999643,45.22749224999643,inf,inf,-inf,-inf
"(900.0, 20509.807621135333)",,,,,,,,,,,,,,,,,291.96288858767804,303.15,288.15,,,,8.492863424343504e-05,inf,-inf,45.22749224999643,45.22749224999643,inf,inf,-inf,-inf
"(900.0, 20700.0)",297.0,292.0,283.14988237155904,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98282711664194,303.15,288.15,44.200573719672356,200.0,0.0,,,,,,,,,
"(900.0, 20890.192378864667)",,,,,,,,,,,,,,,,,291.98347358532817,303.15,288.15,,,,0.016523566163050143,inf,-inf,44.200573719672356,44.200573719672356,inf,inf,-inf,-inf
"(900.0, 21409.807621135333)",,,,,,,,,,,,,,,,,291.98497359164554,303.15,288.15,,,,0.015023566983666194,inf,-inf,44.200573719672356,44.200573719672356,inf,inf,-inf,-inf
"(900.0, 21600.0)",297.0833333333333,291.9166666666667,283.13917740373716,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98542520379493,303.15,288.15,42.74876369601227,200.0,0.0,,,,,,,,,
"(900.0, 21790.192378864667)",,,,,,,,,,,,,,,,,291.9586923163266,303.15,288.15,,,,8.491614429034818e-05,inf,-inf,42.74876369601227,42.74876369601227,inf,inf,-inf,-inf
"(900.0, 22309.807621135333)",,,,,,,,,,,,,,,,,291.8966637897527,303.15,288.15,,,,0.020000016811645625,inf,-inf,42.74876369601227,42.74876369601227,inf,inf,-inf,-inf
"(900.0, 22500.0)",297.1666666666667,291.8333333333333,283.10710801231994,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.87798864424997,303.15,288.15,42.77449512095858,200.0,0.0,,,,,,,,,
"(900.0, 22690.192378864667)",,,,,,,,,,,,,,,,,291.8585150921502,303.15,288.15,,,,8.486035861487563e-05,inf,-inf,42.77449512095858,42.77449512095858,inf,inf,-inf,-inf
"(900.0, 23209.807621135333)",,,,,,,,,,,,,,,,,291.8133304578551,303.15,288.15,,,,0.02000001620924586,inf,-inf,42.77449512095858,42.77449512095858,inf,inf,-inf,-inf
"(900.0, 23400.0)",297.25,291.75,283.05381152336497,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.79972656192905,303.15,288.15,42.56496814054207,200.0,0.0,,,,,,,,,
"(900.0, 23590.192378864667)",,,,,,,,,,,,,,,,,291.7787256662086,303.15,288.15,,,,8.488446866906121e-05,inf,-inf,42.56496814054207,42.56496814054207,inf,inf,-inf,-inf
"(900.0, 24109.807621135333)",,,,,,,,,,,,,,,,,291.72999712463894,303.15,288.15,,,,0.020000016925385323,inf,-inf,42.56496814054207,42.56496814054207,inf,inf,-inf,-inf
"(900.0, 24300.0)",297.3333333333333,291.6666666666667,282.9795161606201,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7153262521514,303.15,288.15,42.53226384830169,200.0,0.0,,,,,,,,,
"(900.0, 24490.192378864667)",,,,,,,,,,,,,,,,,291.6946467053896,303.15,288.15,,,,8.488357552588164e-05,inf,-inf,42.53226384830169,42.53226384830169,inf,inf,-inf,-inf
"(900.0, 25009.807621135333)",,,,,,,,,,,,,,,,,291.6466637923065,303.15,288.15,,,,0.02000001675785844,inf,-inf,42.53226384830169,42.53226384830169,inf,inf,-inf,-inf
"(900.0, 25200.0)",297.4166666666667,291.5833333333333,282.8845400682346,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.632217408796,303.15,288.15,42.58785072117817,200.0,0.0,,,,,,,,,
"(900.0, 25390.192378864667)",,,,,,,,,,,,,,,,,291.6114702510954,303.15,288.15,,,,8.488618121233262e-05,inf,-inf,42.58785072117817,42.58785072117817,inf,inf,-inf,-inf
"(900.0, 25909.807621135333)",,,,,,,,,,,,,,,,,291.5633304598255,303.15,288.15,,,,0.02000001673885498,inf,-inf,42.58785072117817,42.58785072117817,inf,inf,-inf,-inf
"(900.0, 26100.0)",297.5,291.5,282.7692899484172,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.5488368444505,303.15,288.15,42.747987356178946,200.0,0.0,,,,,,,,,
"(900.0, 26290.192378864667)",,,,,,,,,,,,,,,,,291.5281039119059,303.15,288.15,,,,8.488756778156676e-05,inf,-inf,42.747987356178946,42.747987356178946,inf,inf,-inf,-inf
"(900.0, 26809.807621135333)",,,,,,,,,,,,,,,,,291.4799971273762,303.15,288.15,,,,0.020000016688225628,inf,-inf,42.747987356178946,42.747987356178946,inf,inf,-inf,-inf
"(900.0, 27000.0)",297.5833333333333,291.4166666666667,282.63425931987433,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.46551344945584,303.15,288.15,43.00635755042614,200.0,0.0,,,,,,,,,
"(900.0, 27190.192378864667)",,,,,,,,,,,,,,,,,291.4447775239773,303.15,288.15,,,,8.488874768744201e-05,inf,-inf,43.00635755042614,43.00635755042614,inf,inf,-inf,-inf
"(900.0, 27709.807621135333)",,,,,,,,,,,,,,,,,291.3966637949195,303.15,288.15,,,,0.020000016644879662,inf,-inf,43.00635755042614,43.00635755042614,inf,inf,-inf,-inf
"(900.0, 27900.0)",297.6666666666667,291.3333333333333,282.4800264044878,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.38217802618584,303.15,288.15,43.36087993135016,200.0,0.0,,,,,,,,,
"(900.0, 28090.192378864667)",,,,,,,,,,,,,,,,,291.3614427304119,303.15,288.15,,,,8.488961002465805e-05,inf,-inf,43.36087993135016,43.36087993135016,inf,inf,-inf,-inf
"(900.0, 28609.807621135333)",,,,,,,,,,,,,,,,,291.3133304624627,303.15,288.15,,,,0.020000016601615055,inf,-inf,43.36087993135016,43.36087993135016,inf,inf,-inf,-inf
"(900.0, 28800.0)",297.75,291.25,282.3072516512794,28800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2988451336301,303.15,288.15,43.80808188754728,200.0,0.0,,,,,,,,,
"(900.0, 28990.192378864667)",,,,,,,,,,,,,,,,,291.27810970536945,303.15,288.15,,,,8.48902421703286e-05,inf,-inf,43.80808188754728,43.80808188754728,inf,inf,-inf,-inf
"(900.0, 29509.807621135333)",,,,,,,,,,,,,,,,,291.22999713001025,303.15,288.15,,,,0.020000016554110853,inf,-inf,43.80808188754728,43.80808188754728,inf,inf,-inf,-inf
"(900.0, 29700.0)",297.8333333333333,291.1666666666667,282.1166749082674,29700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2155117086246,303.15,288.15,44.34430002300052,200.0,0.0,,,,,,,,,
"(900.0, 29890.192378864667)",,,,,,,,,,,,,,,,,291.1947763082319,303.15,288.15,,,,8.489068323167746e-05,inf,-inf,44.34430002300052,44.34430002300052,inf,inf,-inf,-inf
"(900.0, 30409.807621135333)",,,,,,,,,,,,,,,,,291.146663797535,303.15,288.15,,,,0.020000016529392796,inf,-inf,44.34430002300052,44.34430002300052,inf,inf,-inf,-inf
"(900.0, 30600.0)",297.9166666666667,291.0833333333333,281.90911225432313,30600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1321783956175,303.15,288.15,44.96544640434925,200.0,0.0,,,,,,,,,
"(900.0, 30790.192378864667)",,,,,,,,,,,,,,,,,291.11144298939416,303.15,288.15,,,,8.4890971511716e-05,inf,-inf,44.96544640434925,44.96544640434925,inf,inf,-inf,-inf
"(900.0, 31309.807621135333)",,,,,,,,,,,,,,,,,291.06333046516846,303.15,288.15,,,,0.020000016395851004,inf,-inf,44.96544640434925,44.96544640434925,inf,inf,-inf,-inf
"(900.0, 31500.0)",298.0,291.0,281.6854525045965,31500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0488450591778,303.15,288.15,45.66707853020717,200.0,0.0,,,,,,,,,
"(900.0, 31690.192378864667)",,,,,,,,,,,,,,,,,291.028109654026,303.15,288.15,,,,8.489113663167816e-05,inf,-inf,45.66707853020717,45.66707853020717,inf,inf,-inf,-inf
"(900.0, 32209.807621135333)",,,,,,,,,,,,,,,,,290.97999713228666,303.15,288.15,,,,0.020000016777731087,inf,-inf,45.66707853020717,45.66707853020717,inf,inf,-inf,-inf
"(900.0, 32400.0)",298.0833333333333,290.9166666666667,281.4466534044726,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.96551172704454,303.15,288.15,46.44440739863412,200.0,0.0,,,,,,,,,
"(900.0, 32590.192378864667)",,,,,,,,,,,,,,,,,290.94477632240626,303.15,288.15,,,,8.489120204902492e-05,inf,-inf,46.44440739863412,46.44440739863412,inf,inf,-inf,-inf
"(900.0, 33109.80762113533)",,,,,,,,,,,,,,,,,290.8966638018582,303.15,288.15,,,,0.020000014706218615,inf,-inf,46.44440739863412,46.44440739863412,inf,inf,-inf,-inf
"(900.0, 33300.0)",298.1666666666667,290.8333333333333,281.19373752835935,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8821783969747,303.15,288.15,47.29231992819536,200.0,0.0,,,,,,,,,
"(900.0, 33490.19237886467)",,,,,,,,,,,,,,,,,290.86144298871807,303.15,288.15,,,,8.489118578325399e-05,inf,-inf,47.29231992819536,47.29231992819536,inf,inf,-inf,-inf
"(900.0, 34009.80762113533)",,,,,,,,,,,,,,,,,290.81333045977436,303.15,288.15,,,,0.020000024289968804,inf,-inf,47.29231992819536,47.29231992819536,inf,inf,-inf,-inf
"(900.0, 34200.0)",298.25,290.75,280.9277879008665,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7988450523633,303.15,288.15,48.20540231016765,200.0,0.0,,,,,,,,,
"(900.0, 34390.19237886467)",,,,,,,,,,,,,,,,,290.7781096615543,303.15,288.15,,,,8.489110148228781e-05,inf,-inf,48.20540231016765,48.20540231016765,inf,inf,-inf,-inf
"(900.0, 34909.80762113533)",,,,,,,,,,,,,,,,,290.7299971730947,303.15,288.15,,,,0.019999978469755392,inf,-inf,48.20540231016765,48.20540231016765,inf,inf,-inf,-inf
"(900.0, 35100.0)",298.3333333333333,290.6666666666667,280.6499433591285,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7155117778722,303.15,288.15,49.17795404488927,200.0,0.0,,,,,,,,,
"(900.0, 35290.19237886467)",,,,,,,,,,,,,,,,,290.6947763040861,303.15,288.15,,,,8.489095990754311e-05,inf,-inf,49.17795404488927,49.17795404488927,inf,inf,-inf,-inf
"(900.0, 35809.80762113533)",,,,,,,,,,,,,,,,,290.64666362309373,303.15,288.15,,,,0.020000195970152127,inf,-inf,49.17795404488927,49.17795404488927,inf,inf,-inf,-inf
"(900.0, 36000.0)",298.4166666666667,290.5833333333333,280.36139367612833,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6321781699047,303.15,288.15,50.204056291429396,200.0,0.0,,,,,,,,,
"(900.0, 36190.19237886467)",,,,,,,,,,,,,,,,,290.6114430905164,303.15,288.15,,,,8.489076969118695e-05,inf,-inf,50.204056291429396,50.204056291429396,inf,inf,-inf,-inf
"(900.0, 36709.80762113533)",,,,,,,,,,,,,,,,,290.56333132464835,303.15,288.15,,,,0.01999916191851059,inf,-inf,50.204056291429396,50.204056291429396,inf,inf,-inf,-inf
"(900.0, 36900.0)",298.5,290.5,280.0633744659077,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.5488461469791,303.15,288.15,51.27738827521406,200.0,0.0,,,,,,,,,
"(900.0, 37090.19237886467)",,,,,,,,,,,,,,,,,290.52810919305324,303.15,288.15,,,,8.489054271932617e-05,inf,-inf,51.27738827521406,51.27738827521406,inf,inf,-inf,-inf
"(900.0, 37609.80762113533)",,,,,,,,,,,,,,,,,290.47999307768123,303.15,288.15,,,,0.02000407637121345,inf,-inf,51.27738827521406,51.27738827521406,inf,inf,-inf,-inf
"(900.0, 37800.0)",298.5833333333333,290.4166666666667,279.7571618924774,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.46550659049154,303.15,288.15,52.392247438362496,200.0,0.0,,,,,,,,,
"(900.0, 37990.19237886467)",,,,,,,,,,,,,,,,,290.4447785460855,303.15,288.15,,,,8.489028762603109e-05,inf,-inf,52.392247438362496,52.392247438362496,inf,inf,-inf,-inf
"(900.0, 38509.80762113533)",,,,,,,,,,,,,,,,,290.39668310354176,303.15,288.15,,,,0.019980718079668044,inf,-inf,52.392247438362496,52.392247438362496,inf,inf,-inf,-inf
"(900.0, 38700.0)",298.6666666666667,290.3333333333333,279.44406720508766,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.3822028403929,303.15,288.15,53.5388538129684,200.0,0.0,,,,,,,,,
"(900.0, 38890.19237886467)",,,,,,,,,,,,,,,,,290.36143244981344,303.15,288.15,,,,8.489004891236654e-05,inf,-inf,53.5388538129684,53.5388538129684,inf,inf,-inf,-inf
"(900.0, 39409.80762113533)",,,,,,,,,,,,,,,,,290.3132387511142,303.15,288.15,,,,0.02009173768054031,inf,-inf,53.5388538129684,53.5388538129684,inf,inf,-inf,-inf
"(900.0, 39600.0)",298.75,290.25,279.1254311232568,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.29872890564076,303.15,288.15,54.72582587205245,200.0,0.0,,,,,,,,,
"(900.0, 39790.19237886467)",,,,,,,,,,,,,,,,,290.2781597827717,303.15,288.15,,,,8.488987814224052e-05,inf,-inf,54.72582587205245,54.72582587205245,inf,inf,-inf,-inf
"(900.0, 40309.80762113533)",,,,,,,,,,,,,,,,,290.2304330871052,303.15,288.15,,,,0.019564070775302457,inf,-inf,54.72582587205245,54.72582587205245,inf,inf,-inf,-inf
