,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status,obj
"27000.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.176,0.0,0.000449,0.0005120000000000001,0.0,0.0008800000000000002,0.00037300000000000007,0.00076,0.175728,SOLVER_RET_SUCCESS,5499711.816394081
"27900.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.245,0.0,0.00047699999999999994,0.0005329999999999999,0.0,0.0009250000000000004,0.00039200000000000004,0.0007970000000000002,0.24525,SOLVER_RET_SUCCESS,5581788.473649702
"28800.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.001,0.001,0.001,0.193,0.0,0.000546,0.000605,0.0,0.0010350000000000003,0.00044900000000000007,0.000899,0.192709,SOLVER_RET_SUCCESS,5668286.510903554
"29700.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.003,0.001,0.002,0.212,0.0,0.0005300000000000001,0.0006049999999999999,0.0,0.0010630000000000001,0.0004210000000000001,0.0008970000000000001,0.211731,SOLVER_RET_SUCCESS,5757193.284387495
"30600.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.0,0.002,0.2,0.0,0.0006960000000000001,0.0007080000000000002,0.0,0.001344,0.000527,0.0010139999999999997,0.200532,SOLVER_RET_SUCCESS,5848731.074867385
"31500.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.281,0.0,0.000545,0.000644,0.0,0.001043,0.00045000000000000004,0.0009010000000000001,0.280961,SOLVER_RET_SUCCESS,5942678.5752477925
"32400.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.002,0.271,0.0,0.0005260000000000001,0.0005749999999999999,0.0,0.0009930000000000002,0.00042100000000000004,0.0008490000000000001,0.270461,SOLVER_RET_SUCCESS,6037995.448372083
"33300.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.244,0.0,0.0005440000000000001,0.0006019999999999999,0.0,0.0011380000000000001,0.00040700000000000014,0.0008530000000000001,0.245101,SOLVER_RET_SUCCESS,6134434.227540078
"34200.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.246,0.0,0.000537,0.0006039999999999997,0.0,0.0010049999999999998,0.00043599999999999997,0.000874,0.245855,SOLVER_RET_SUCCESS,6230808.810481532
"35100.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.25,0.0,0.0005239999999999999,0.0006209999999999999,0.0,0.001026,0.00042299999999999993,0.000858,0.249519,SOLVER_RET_SUCCESS,6329998.318203683
"36000.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.171,0.0,0.00047999999999999996,0.0005099999999999999,0.0,0.0008930000000000003,0.00040400000000000006,0.000768,0.170399,SOLVER_RET_SUCCESS,6450243.522950453
"36900.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.185,0.0,0.00048100000000000004,0.000539,0.0,0.0009290000000000005,0.0003960000000000001,0.0008060000000000002,0.184481,SOLVER_RET_SUCCESS,6572841.471484254
"37800.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.187,0.0,0.0004940000000000001,0.0005899999999999998,0.0,0.0010660000000000003,0.00041600000000000003,0.0009230000000000001,0.187417,SOLVER_RET_SUCCESS,6702082.196221009
"38700.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.185,0.0,0.0005340000000000001,0.0005919999999999999,0.0,0.0010160000000000004,0.00044200000000000006,0.000884,0.185413,SOLVER_RET_SUCCESS,6834468.816181489
"39600.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.001,0.195,0.0,0.0005520000000000001,0.0006059999999999999,0.0,0.0009730000000000003,0.00041800000000000013,0.0008410000000000001,0.19439,SOLVER_RET_SUCCESS,6970900.219374579
"40500.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.2,0.0,0.0005049999999999999,0.0005669999999999999,0.0,0.0010270000000000004,0.0004470000000000001,0.0008960000000000003,0.19918,SOLVER_RET_SUCCESS,7122612.050685955
"41400.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.171,0.0,0.00047700000000000005,0.0005389999999999999,0.0,0.0009400000000000004,0.0003770000000000001,0.0008090000000000003,0.170892,SOLVER_RET_SUCCESS,7273794.910995369
"42300.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.001,0.0,0.002,0.001,0.0,0.184,0.0,0.0004919999999999999,0.0005499999999999999,0.0,0.000997,0.000382,0.0008060000000000001,0.183732,SOLVER_RET_SUCCESS,7420620.781469049
"43200.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.0,0.001,0.178,0.0,0.000487,0.0005409999999999999,0.0,0.0009420000000000002,0.00040200000000000007,0.0008080000000000003,0.177061,SOLVER_RET_SUCCESS,7439737.677501608
"44100.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.0,0.0,0.187,0.0,0.0006710000000000002,0.0006309999999999998,0.0,0.0011100000000000003,0.00048200000000000017,0.0008830000000000003,0.188137,SOLVER_RET_SUCCESS,7561358.3479818525
"45000.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.002,0.001,0.001,0.16,0.0,0.00042800000000000005,0.0004849999999999999,0.0,0.0008410000000000003,0.0003590000000000001,0.0007199999999999999,0.159824,SOLVER_RET_SUCCESS,7678470.728657955
"45900.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.176,0.0,0.000494,0.0005449999999999999,0.0,0.0009500000000000004,0.00040600000000000006,0.0008030000000000001,0.175907,SOLVER_RET_SUCCESS,7789992.288628366
"46800.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.0,0.001,0.182,0.0,0.000459,0.0005329999999999999,0.0,0.0009080000000000003,0.0004030000000000001,0.0007690000000000002,0.181871,SOLVER_RET_SUCCESS,7894471.750392175
"47700.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.003,0.002,0.182,0.0,0.000606,0.000599,0.0,0.00113,0.0004800000000000001,0.0008629999999999998,0.182466,SOLVER_RET_SUCCESS,7992589.627963643
"48600.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.002,0.0,0.0,0.0,0.002,0.176,0.0,0.000492,0.0005459999999999999,0.0,0.0009350000000000003,0.000396,0.0007950000000000002,0.17585,SOLVER_RET_SUCCESS,8083724.125562559
"49500.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.234,0.0,0.00045400000000000014,0.0005119999999999999,0.0,0.0008910000000000003,0.0003760000000000001,0.000769,0.234061,SOLVER_RET_SUCCESS,8167435.091509667
"50400.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.244,0.0,0.0004529999999999999,0.000507,0.0,0.0008850000000000004,0.00037600000000000003,0.000764,0.243498,SOLVER_RET_SUCCESS,8245659.483069277
"51300.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.0,0.0,0.001,0.0,0.001,0.173,0.0,0.000453,0.000509,0.0,0.0008860000000000003,0.00037,0.000767,0.172783,SOLVER_RET_SUCCESS,8320919.473022731
"52200.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.271,0.0,0.0006339999999999999,0.0006420000000000001,0.0,0.001192,0.00044500000000000003,0.0009369999999999998,0.271546,SOLVER_RET_SUCCESS,8389201.038811633
"53100.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.165,0.0,0.0004610000000000002,0.000489,0.0,0.0008690000000000001,0.000402,0.0007220000000000001,0.164467,SOLVER_RET_SUCCESS,8449375.199204715
"54000.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.003,0.0,0.003,0.177,0.0,0.0005110000000000001,0.0005539999999999999,0.0,0.0010030000000000002,0.0004090000000000001,0.000823,0.177111,SOLVER_RET_SUCCESS,8501888.568415312
"54900.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.184,0.0,0.000454,0.0005160000000000001,0.0,0.0009360000000000004,0.00040000000000000013,0.0007850000000000001,0.184147,SOLVER_RET_SUCCESS,8546425.016789002
"55800.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.003,0.0,0.001,0.301,0.0,0.0006749999999999998,0.0007099999999999999,0.0,0.0012510000000000002,0.0005080000000000001,0.0010320000000000001,0.300116,SOLVER_RET_SUCCESS,8585310.235609394
"56700.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.002,0.0,0.0,0.0,0.001,0.242,0.0,0.000499,0.0005489999999999999,0.0,0.0009470000000000005,0.00037700000000000006,0.0008100000000000002,0.241444,SOLVER_RET_SUCCESS,8613860.369269809
"57600.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.18,0.0,0.000512,0.0005639999999999998,0.0,0.0009770000000000002,0.000423,0.0008510000000000002,0.180223,SOLVER_RET_SUCCESS,8613328.221719546
"58500.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.246,0.0,0.0005570000000000001,0.0006070000000000001,0.0,0.0011130000000000003,0.0004220000000000001,0.0008700000000000001,0.245697,SOLVER_RET_SUCCESS,8600963.923221048
"59400.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.168,0.0,0.0004470000000000001,0.0005079999999999999,0.0,0.0008870000000000003,0.00037200000000000004,0.0007510000000000001,0.167779,SOLVER_RET_SUCCESS,8571681.46596346
"60300.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.23,0.0,0.00047700000000000005,0.0005089999999999999,0.0,0.0008970000000000002,0.0003710000000000001,0.0007640000000000001,0.229328,SOLVER_RET_SUCCESS,8529103.34992269
"61200.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.177,0.0,0.00044899999999999996,0.0005039999999999999,0.0,0.0008820000000000003,0.00037400000000000004,0.0007600000000000002,0.177695,SOLVER_RET_SUCCESS,8471301.993193496
"62100.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.162,0.0,0.00045,0.0005179999999999999,0.0,0.0008930000000000003,0.00038500000000000003,0.0007640000000000001,0.163181,SOLVER_RET_SUCCESS,8399143.292436464
"63000.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.177,0.0,0.000568,0.0005920000000000001,0.0,0.0010689999999999999,0.000428,0.0008539999999999998,0.177226,SOLVER_RET_SUCCESS,8309274.526390853
"63900.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.242,0.0,0.00045000000000000004,0.0005259999999999999,0.0,0.0009380000000000004,0.0003970000000000001,0.0007890000000000002,0.241473,SOLVER_RET_SUCCESS,8213397.123190134
"64800.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.199,0.0,0.0005070000000000001,0.0005799999999999999,0.0,0.0009880000000000002,0.00042400000000000006,0.0009090000000000002,0.198682,SOLVER_RET_SUCCESS,8094328.946175738
"65700.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.178,0.0,0.00049,0.000551,0.0,0.0009960000000000004,0.00038,0.0008540000000000002,0.178212,SOLVER_RET_SUCCESS,7970031.655487425
"66600.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.002,0.0,0.001,0.0,0.001,0.183,0.0,0.0005679999999999998,0.0006510000000000002,0.0,0.001076,0.00043000000000000004,0.0008499999999999997,0.183784,SOLVER_RET_SUCCESS,7838850.246832412
"67500.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.185,0.0,0.000532,0.0005819999999999998,0.0,0.0010190000000000002,0.000436,0.000863,0.1847,SOLVER_RET_SUCCESS,7703824.872144461
"68400.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.176,0.0,0.00048199999999999995,0.0005359999999999999,0.0,0.0009260000000000003,0.00039300000000000007,0.000791,0.175578,SOLVER_RET_SUCCESS,7562314.57799371
"69300.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.208,0.0,0.000626,0.0006659999999999999,0.0,0.0011779999999999998,0.0004950000000000001,0.0010139999999999997,0.207433,SOLVER_RET_SUCCESS,7416559.221452184
"70200.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.005,0.0,0.001,0.0,0.001,0.204,0.0,0.0006120000000000001,0.0006889999999999999,0.0,0.00116,0.000496,0.0009900000000000002,0.204229,SOLVER_RET_SUCCESS,7266928.335391485
"71100.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.002,0.0,0.0,0.183,0.0,0.000507,0.0005650000000000001,0.0,0.0009730000000000004,0.00042200000000000007,0.0008340000000000003,0.18337,SOLVER_RET_SUCCESS,7114123.668261196
"72000.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.203,0.0,0.000559,0.000606,0.0,0.0010560000000000003,0.00044800000000000005,0.0008920000000000002,0.203071,SOLVER_RET_SUCCESS,6957753.078304723
"72900.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.287,0.0,0.0005830000000000001,0.0006559999999999999,0.0,0.0011120000000000001,0.00048800000000000015,0.0009630000000000002,0.287277,SOLVER_RET_SUCCESS,6800045.952346789
"73800.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.002,0.001,0.001,0.196,0.0,0.000506,0.00057,0.0,0.001046,0.00042500000000000003,0.0008740000000000001,0.195429,SOLVER_RET_SUCCESS,6641676.34150529
"74700.0",20,0,21,21,0,23,20,22,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.261,0.0,0.0004980000000000001,0.0005619999999999999,0.0,0.0009670000000000004,0.00041200000000000004,0.000834,0.261083,SOLVER_RET_SUCCESS,6483365.170784398
"75600.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.155,0.0,0.00042300000000000004,0.0004779999999999999,0.0,0.0008410000000000002,0.000353,0.0007190000000000001,0.154982,SOLVER_RET_SUCCESS,6328628.396129919
"76500.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.224,0.0,0.000433,0.00047999999999999996,0.0,0.0008450000000000003,0.00035200000000000005,0.0007210000000000001,0.224172,SOLVER_RET_SUCCESS,6178066.173268966
"77400.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.16,0.0,0.00044,0.0004959999999999999,0.0,0.0008880000000000002,0.000363,0.000728,0.159739,SOLVER_RET_SUCCESS,6027761.779074833
