,T_out,P_el,_mDot_full
"(0, 580)",290.63263352288055,0.5241317807246908,0.05000000997656391
"(0, 590)",290.5953136951574,0.5222657889662099,0.05000000997656391
"(0, 600)",290.55818000102283,0.5204091038890135,0.05000000997656391
"(0, 610)",290.5212315121307,0.5185616790757941,0.05000000997656391
"(0, 620)",290.48446730476553,0.5167234683407506,0.05000000997656391
"(0, 630)",290.4478864598183,0.5148944257284367,0.05000000997656391
"(0, 640)",290.4114880627642,0.5130745055125997,0.05000000997656391
"(0, 650)",290.37527120363995,0.5112636621950704,0.05000000997656391
"(0, 660)",290.3392349770205,0.5094618505045786,0.05000000997656391
"(0, 670)",290.30337848199645,0.5076690253956512,0.05000000997656391
"(0, 680)",290.2677008221519,0.505885142047485,0.05000000997656391
"(0, 690)",290.232201105542,0.5041101558628256,0.05000000997656391
"(0, 700)",290.1968784446704,0.5023440224668466,0.05000000997656391
"(0, 710)",290.16173195646707,0.500586697706036,0.05000000997656391
"(0, 720)",290.12676076226603,0.49883813764709606,0.05000000997656391
"(0, 730)",290.0919639877845,0.4970982985758631,0.05000000997656391
"(0, 740)",290.05734076309943,0.4953671369961909,0.05000000997656391
"(0, 750)",290.02289022262687,0.49364460962886486,0.05000000997656391
"(0, 760)",289.98861150509964,0.49193067341052193,0.05000000997656391
"(0, 770)",289.95450375354693,0.4902252854926074,0.05000000997656391
"(0, 780)",289.9205661152713,0.488528403240244,0.05000000997656391
"(0, 790)",289.88679774182856,0.48683998423121416,0.05000000997656391
"(0, 800)",289.85319778900583,0.4851599862548688,0.05000000997656391
"(0, 810)",289.81976541680126,0.4834883673110983,0.05000000997656391
"(0, 820)",289.7864997894023,0.48182508560927245,0.05000000997656391
"(0, 830)",289.7534000751647,0.48017009956716905,0.05000000997656391
"(0, 840)",289.7204654465924,0.4785233678099818,0.05000000997656391
"(0, 850)",289.6876950803167,0.4768848491692631,0.05000000997656391
"(0, 860)",289.65508815707517,0.47525450268188096,0.05000000997656391
"(0, 870)",289.6226438616915,0.473632287589013,0.05000000997656391
"(0, 880)",289.5903613830549,0.47201816333511737,0.05000000997656391
"(0, 890)",289.55823991410057,0.47041208956693537,0.05000000997656391
"(0, 900)",289.5262786517884,0.46881402613246215,0.05000000997656391
"(0, 910)",289.54127377052464,4.8838935426679186e-05,5.200459130471152e-06
"(0, 920)",289.5562688814628,4.891691688827034e-05,5.200459130471152e-06
"(0, 930)",289.5712639846029,4.8994898309307384e-05,5.200459130471152e-06
"(0, 940)",289.58625908121394,4.9072879696390426e-05,5.200459130471152e-06
"(0, 950)",289.60125417002695,4.915086104292026e-05,5.200459130471152e-06
"(0, 960)",289.61624924977247,4.922884234229532e-05,5.200459130471152e-06
"(0, 970)",289.63124432172,4.930682360111653e-05,5.200459130471152e-06
"(0, 980)",289.64623938586925,4.938480481938362e-05,5.200459130471152e-06
"(0, 990)",289.6612344434898,4.946278600369789e-05,5.200459130471152e-06
"(0, 1000)",289.676229493312,4.9540767147458083e-05,5.200459130471152e-06
"(0, 1010)",289.69122453406686,4.9618748244063516e-05,5.200459130471152e-06
"(0, 1020)",289.70621956702377,4.969672930011566e-05,5.200459130471152e-06
"(0, 1030)",289.7212145921825,4.977471031561429e-05,5.200459130471152e-06
"(0, 1040)",289.7362096095432,4.985269129055943e-05,5.200459130471152e-06
"(0, 1050)",289.75120462037506,4.993067223155138e-05,5.200459130471152e-06
"(0, 1060)",289.7661996234087,5.00086531319893e-05,5.200459130471152e-06
"(0, 1070)",289.7811946173751,5.0086633985273074e-05,5.200459130471152e-06
"(0, 1080)",289.79618960354344,5.016461479800355e-05,5.200459130471152e-06
"(0, 1090)",289.8111845819137,5.0242595570180505e-05,5.200459130471152e-06
"(0, 1100)",289.82617955375497,5.032057630840337e-05,5.200459130471152e-06
"(0, 1110)",289.8411745177983,5.0398557006073726e-05,5.200459130471152e-06
"(0, 1120)",289.8561694727743,5.0476537656589656e-05,5.200459130471152e-06
"(0, 1130)",289.8711644199523,5.055451826655225e-05,5.200459130471152e-06
"(0, 1140)",289.88615935933217,5.0632498835961334e-05,5.200459130471152e-06
"(0, 1150)",289.90115429091406,5.0710479364816905e-05,5.200459130471152e-06
"(0, 1160)",289.9161492159671,5.078845985971984e-05,5.200459130471152e-06
"(0, 1170)",289.93114413322195,5.08664403140685e-05,5.200459130471152e-06
"(0, 1180)",289.9461390414096,5.094442072126366e-05,5.200459130471152e-06
"(0, 1190)",289.96113394179923,5.102240108790546e-05,5.200459130471152e-06
"(0, 1200)",289.9761288343909,5.110038141399434e-05,5.200459130471152e-06
"(0, 1210)",289.99112372045374,5.1178361706129976e-05,5.200459130471152e-06
"(0, 1220)",290.00611859871856,5.1256341957712525e-05,5.200459130471152e-06
"(0, 1230)",290.0211134679161,5.1334322162141325e-05,5.200459130471152e-06
"(0, 1240)",290.03610832931565,5.141230232601644e-05,5.200459130471152e-06
"(0, 1250)",290.0511031829171,5.1490282449338335e-05,5.200459130471152e-06
"(0, 1260)",290.06609802998986,5.156826253870784e-05,5.200459130471152e-06
"(0, 1270)",290.08109286926447,5.164624258752342e-05,5.200459130471152e-06
"(0, 1280)",290.096087699472,5.172422258918584e-05,5.200459130471152e-06
"(0, 1290)",290.1110825218814,5.180220255029486e-05,5.200459130471152e-06
"(0, 1300)",290.12607733649304,5.188018247085154e-05,5.200459130471152e-06
"(0, 1310)",290.1410721433067,5.195816235085531e-05,5.200459130471152e-06
"(0, 1320)",290.1560669435915,5.2036142196906046e-05,5.200459130471152e-06
"(0, 1330)",290.1710617360782,5.21141220024029e-05,5.200459130471152e-06
"(0, 1340)",290.1860565194977,5.219210176074663e-05,5.200459130471152e-06
"(0, 1350)",290.20105129511944,5.227008147853781e-05,5.200459130471152e-06
"(0, 1360)",290.21604606294295,5.234806115577516e-05,5.200459130471152e-06
"(0, 1370)",290.2310408242378,5.242604079906038e-05,5.200459130471152e-06
"(0, 1380)",290.2460355777349,5.250402040179291e-05,5.200459130471152e-06
"(0, 1390)",290.2610303221645,5.2581999957371446e-05,5.200459130471152e-06
"(0, 1400)",290.2760250587964,5.265997947239741e-05,5.200459130471152e-06
"(0, 1410)",290.2910197876302,5.273795894687016e-05,5.200459130471152e-06
"(0, 1420)",290.3060145086661,5.2815938380790276e-05,5.200459130471152e-06
"(0, 1430)",290.3210092231734,5.2893917780758215e-05,5.200459130471152e-06
"(0, 1440)",290.33600392988245,5.29718971401723e-05,5.200459130471152e-06
"(0, 1450)",290.35099862752446,5.304987645243362e-05,5.200459130471152e-06
"(0, 1460)",290.3659933173687,5.3127855724142345e-05,5.200459130471152e-06
"(0, 1470)",290.38098799941497,5.320583495529843e-05,5.200459130471152e-06
"(0, 1480)",290.3959826749325,5.328381415250202e-05,5.200459130471152e-06
"(0, 1490)",290.4109773426521,5.3361793309152676e-05,5.200459130471152e-06
"(0, 1500)",290.4259720013044,5.3439772418649395e-05,5.200459130471152e-06
"(0, 1510)",290.4409666521589,5.3517751487594384e-05,5.200459130471152e-06
"(0, 1520)",290.45596129521573,5.359573051598703e-05,5.200459130471152e-06
"(0, 1530)",290.4709559304746,5.367370950382705e-05,5.200459130471152e-06
"(0, 1540)",290.4859505592045,5.375168845771395e-05,5.200459130471152e-06
"(0, 1550)",290.5009451801367,5.3829667371048245e-05,5.200459130471152e-06
"(0, 1560)",290.5159397920018,5.3907646237230115e-05,5.200459130471152e-06
"(0, 1570)",290.530934396069,5.3985625062859035e-05,5.200459130471152e-06
"(0, 1580)",290.54592899233836,5.4063603847935915e-05,5.200459130471152e-06
"(0, 1590)",290.5609235820789,5.414158259905993e-05,5.200459130471152e-06
"(0, 1600)",290.5759181640217,5.421956130963168e-05,5.200459130471152e-06
"(0, 1610)",290.5909127368973,5.4297539973050145e-05,5.200459130471152e-06
"(0, 1620)",290.60590730197515,5.43755185959168e-05,5.200459130471152e-06
"(0, 1630)",290.62090185925524,5.445349717823143e-05,5.200459130471152e-06
"(0, 1640)",290.6358964087375,5.453147571999342e-05,5.200459130471152e-06
"(0, 1650)",290.6508909516909,5.460945422780282e-05,5.200459130471152e-06
"(0, 1660)",290.66588548684643,5.4687432695059985e-05,5.200459130471152e-06
"(0, 1670)",290.6808800129351,5.476541111516477e-05,5.200459130471152e-06
"(0, 1680)",290.6958745312259,5.484338949471714e-05,5.200459130471152e-06
"(0, 1690)",290.7108690417188,5.492136783371688e-05,5.200459130471152e-06
"(0, 1700)",290.725863545683,5.4999346138764305e-05,5.200459130471152e-06
"(0, 1710)",290.7408580418495,5.507732440326009e-05,5.200459130471152e-06
"(0, 1720)",290.7558525289488,5.515530262060265e-05,5.200459130471152e-06
"(0, 1730)",290.7708470082505,5.523328079739365e-05,5.200459130471152e-06
"(0, 1740)",290.78584147975437,5.5311258933632605e-05,5.200459130471152e-06
"(0, 1750)",290.80083594346047,5.5389237029319235e-05,5.200459130471152e-06
"(0, 1760)",290.8158304006377,5.546721509105323e-05,5.200459130471152e-06
"(0, 1770)",290.83082485001717,5.5545193112235015e-05,5.200459130471152e-06
"(0, 1780)",290.84581929032976,5.5623171086265095e-05,5.200459130471152e-06
"(0, 1790)",290.86081372284457,5.570114901974298e-05,5.200459130471152e-06
"(0, 1800)",290.87580814756154,5.577912691266822e-05,5.200459130471152e-06
"(0, 1810)",290.87995981422625,0.10850432213135856,0.010112276654335511
"(0, 1820)",290.8841072847327,0.10854626250053505,0.010112276654335511
"(0, 1830)",290.8882505633217,0.1085881604798841,0.010112276654335511
"(0, 1840)",290.8923896542308,0.1086300161122531,0.010112276654335511
"(0, 1850)",290.89652456169193,0.1086718294404406,0.010112276654335511
"(0, 1860)",290.9006552899336,0.1087136005072037,0.010112276654335511
"(0, 1870)",290.90478184317965,0.10875532935525706,0.010112276654335511
"(0, 1880)",290.9089042256502,0.10879701602727383,0.010112276654335511
"(0, 1890)",290.9130224415602,0.10883866056587901,0.010112276654335511
"(0, 1900)",290.91713649512144,0.1088802630136607,0.010112276654335511
"(0, 1910)",290.92124639054043,0.10892182341315763,0.010112276654335511
"(0, 1920)",290.9253521320198,0.10896334180686887,0.010112276654335511
"(0, 1930)",290.9294537237586,0.10900481823725433,0.010112276654335511
"(0, 1940)",290.93355116995053,0.10904625274672343,0.010112276654335511
"(0, 1950)",290.9376444747856,0.10908764537764645,0.010112276654335511
"(0, 1960)",290.94173364244995,0.10912899617235342,0.010112276654335511
"(0, 1970)",290.9458186771245,0.10917030517312613,0.010112276654335511
"(0, 1980)",290.9498995829869,0.10921157242220612,0.010112276654335511
"(0, 1990)",290.9539763642101,0.10925279796179468,0.010112276654335511
"(0, 2000)",290.9580490249631,0.10929398183404766,0.010112276654335511
"(0, 2010)",290.9621175694102,0.10933512408107787,0.010112276654335511
"(0, 2020)",290.9661820017122,0.10937622474495841,0.010112276654335511
"(0, 2030)",290.9702423260249,0.10941728386771524,0.010112276654335511
"(0, 2040)",290.9742985465008,0.10945830149133756,0.010112276654335511
"(0, 2050)",290.97835066728726,0.109499277657768,0.010112276654335511
"(0, 2060)",290.9823986925282,0.10954021240890724,0.010112276654335511
"(0, 2070)",290.9864426263628,0.10958110578661567,0.010112276654335511
"(0, 2080)",290.99048247292654,0.10962195783270832,0.010112276654335511
"(0, 2090)",290.9945182363505,0.10966276858896226,0.010112276654335511
"(0, 2100)",290.9985499207613,0.10970353809710866,0.010112276654335511
"(0, 2110)",291.00257753028205,0.10974426639883769,0.010112276654335511
"(0, 2120)",291.00660106903126,0.10978495353579831,0.010112276654335511
"(0, 2130)",291.0106205411228,0.10982559954959341,0.010112276654335511
"(0, 2140)",291.0146359506676,0.1098662044817903,0.010112276654335511
"(0, 2150)",291.0186473017713,0.10990676837390906,0.010112276654335511
"(0, 2160)",291.02265459853606,0.10994729126743077,0.010112276654335511
"(0, 2170)",291.0266578450597,0.1099877732037922,0.010112276654335511
"(0, 2180)",291.0306570454356,0.11002821422438992,0.010112276654335511
"(0, 2190)",291.03465220375324,0.11006861437057625,0.010112276654335511
"(0, 2200)",291.03864332409836,0.11010897368366661,0.010112276654335511
"(0, 2210)",291.0426304105521,0.11014929220493117,0.010112276654335511
"(0, 2220)",291.0466134671913,0.11018956997559684,0.010112276654335511
"(0, 2230)",291.0505924980892,0.11022980703685215,0.010112276654335511
"(0, 2240)",291.0545675073148,0.1102700034298453,0.010112276654335511
"(0, 2250)",291.05853849893265,0.11031015919567681,0.010112276654335511
"(0, 2260)",291.0625054770035,0.11035027437541099,0.010112276654335511
"(0, 2270)",291.0664684455838,0.11039034901006733,0.010112276654335511
"(0, 2280)",291.07042740872606,0.11043038314062623,0.010112276654335511
"(0, 2290)",291.0743823704788,0.11047037680802775,0.010112276654335511
"(0, 2300)",291.07833333488605,0.11051033005316556,0.010112276654335511
"(0, 2310)",291.08228030598826,0.110550242916897,0.010112276654335511
"(0, 2320)",291.0862232878212,0.11059011544003518,0.010112276654335511
"(0, 2330)",291.09016228441715,0.11062994766335414,0.010112276654335511
"(0, 2340)",291.0940972998039,0.11066973962758364,0.010112276654335511
"(0, 2350)",291.0980283380056,0.1107094913734178,0.010112276654335511
"(0, 2360)",291.1019554030417,0.11074920294150245,0.010112276654335511
"(0, 2370)",291.10587849892823,0.11078887437244841,0.010112276654335511
"(0, 2380)",291.10979762967656,0.11082850570682044,0.010112276654335511
"(0, 2390)",291.1137127992946,0.11086809698514594,0.010112276654335511
"(0, 2400)",291.1176240117858,0.11090764824791101,0.010112276654335511
"(0, 2410)",291.1215312711497,0.11094715953555968,0.010112276654335511
"(0, 2420)",291.12543458138185,0.11098663088849468,0.010112276654335511
"(0, 2430)",291.1293339464736,0.11102606234707903,0.010112276654335511
"(0, 2440)",291.13322937041266,0.11106545395163668,0.010112276654335511
"(0, 2450)",291.137120857182,0.11110480574244498,0.010112276654335511
"(0, 2460)",291.14100841076134,0.11114411775974688,0.010112276654335511
"(0, 2470)",291.1448920351258,0.11118339004374268,0.010112276654335511
"(0, 2480)",291.14877173424674,0.11122262263458851,0.010112276654335511
"(0, 2490)",291.1526475120915,0.111261815572406,0.010112276654335511
"(0, 2500)",291.15651937262356,0.11130096889727305,0.010112276654335511
"(0, 2510)",291.16038731980177,0.11134008264922328,0.010112276654335511
"(0, 2520)",291.16425135758175,0.11137915686825764,0.010112276654335511
"(0, 2530)",291.16811148991474,0.11141819159433104,0.010112276654335511
"(0, 2540)",291.17196772074806,0.1114571868673604,0.010112276654335511
"(0, 2550)",291.1758200540249,0.11149614272722023,0.010112276654335511
"(0, 2560)",291.17966849368463,0.11153505921374698,0.010112276654335511
"(0, 2570)",291.1835130436627,0.11157393636673696,0.010112276654335511
"(0, 2580)",291.18735370789045,0.1116127742259444,0.010112276654335511
"(0, 2590)",291.1911904902951,0.11165157283108343,0.010112276654335511
"(0, 2600)",291.19502339480033,0.11169033222182898,0.010112276654335511
"(0, 2610)",291.19885242532536,0.11172905243781639,0.010112276654335511
"(0, 2620)",291.20267758578586,0.11176773351864017,0.010112276654335511
"(0, 2630)",291.20649888009325,0.11180637550385397,0.010112276654335511
"(0, 2640)",291.2103163121553,0.11184497843297472,0.010112276654335511
"(0, 2650)",291.21412988587537,0.11188354234547335,0.010112276654335511
"(0, 2660)",291.2179396051533,0.1119220672807874,0.010112276654335511
"(0, 2670)",291.221745473885,0.11196055327831193,0.010112276654335511
"(0, 2680)",291.22554749596196,0.11199900037740061,0.010112276654335511
"(0, 2690)",291.2293456752722,0.11203740861736854,0.010112276654335511
"(0, 2700)",291.23314001569963,0.11207577803749179,0.010112276654335511
"(0, 2710)",291.23624976989333,0.11891913460791338,0.010726723380422
"(0, 2720)",291.239356190128,0.11895245631847372,0.010726723380422
"(0, 2730)",291.242459279978,0.11898574230491876,0.010726723380422
"(0, 2740)",291.245559043014,0.11901899260555142,0.010726723380422
"(0, 2750)",291.2486554828025,0.11905220725862635,0.010726723380422
"(0, 2760)",291.25174860290633,0.11908538630236355,0.010726723380422
"(0, 2770)",291.25483840688474,0.11911852977493848,0.010726723380422
"(0, 2780)",291.2579248982927,0.11915163771448746,0.010726723380422
"(0, 2790)",291.2610080806816,0.11918471015910616,0.010726723380422
"(0, 2800)",291.26408795759926,0.11921774714684674,0.010726723380422
"(0, 2810)",291.2671645325893,0.11925074871572441,0.010726723380422
"(0, 2820)",291.2702378091917,0.11928371490370962,0.010726723380422
"(0, 2830)",291.2733077909426,0.1193166457487352,0.010726723380422
"(0, 2840)",291.27637448137466,0.11934954128869238,0.010726723380422
"(0, 2850)",291.27943788401626,0.1193824015614323,0.010726723380422
"(0, 2860)",291.28249800239223,0.11941522660476203,0.010726723380422
"(0, 2870)",291.28555484002385,0.11944801645645528,0.010726723380422
"(0, 2880)",291.28860840042813,0.11948077115423741,0.010726723380422
"(0, 2890)",291.29165868711857,0.11951349073579733,0.010726723380422
"(0, 2900)",291.2947057036052,0.11954617523878426,0.010726723380422
"(0, 2910)",291.29774945339364,0.11957882470080415,0.010726723380422
"(0, 2920)",291.3007899399863,0.11961143915942574,0.010726723380422
"(0, 2930)",291.30382716688166,0.11964401865217568,0.010726723380422
"(0, 2940)",291.30686113757434,0.11967656321654041,0.010726723380422
"(0, 2950)",291.3098918555553,0.11970907288996613,0.010726723380422
"(0, 2960)",291.3129193243119,0.1197415477098612,0.010726723380422
"(0, 2970)",291.3159435473275,0.11977398771359012,0.010726723380422
"(0, 2980)",291.318964528082,0.11980639293848137,0.010726723380422
"(0, 2990)",291.32198227005125,0.11983876342181898,0.010726723380422
"(0, 3000)",291.3249967767077,0.11987109920085096,0.010726723380422
"(0, 3010)",291.32800805151965,0.11990340031278139,0.010726723380422
"(0, 3020)",291.3310160979523,0.11993566679477967,0.010726723380422
"(0, 3030)",291.33402091946647,0.11996789868397001,0.010726723380422
"(0, 3040)",291.33702251951985,0.12000009601744131,0.010726723380422
"(0, 3050)",291.34002090156605,0.12003225883223978,0.010726723380422
"(0, 3060)",291.3430160690552,0.12006438716537314,0.010726723380422
"(0, 3070)",291.34600802543326,0.1200964810538078,0.010726723380422
"(0, 3080)",291.3489967741432,0.12012854053447279,0.010726723380422
"(0, 3090)",291.3519823186238,0.12016056564425581,0.010726723380422
"(0, 3100)",291.35496466231035,0.12019255642000673,0.010726723380422
"(0, 3110)",291.3579438086345,0.12022451289853577,0.010726723380422
"(0, 3120)",291.360919761024,0.12025643511661102,0.010726723380422
"(0, 3130)",291.3638925229031,0.12028832311096414,0.010726723380422
"(0, 3140)",291.36686209769243,0.120320176918287,0.010726723380422
"(0, 3150)",291.36982848880876,0.1203519965752301,0.010726723380422
"(0, 3160)",291.3727916996653,0.12038378211840546,0.010726723380422
"(0, 3170)",291.3757517336715,0.12041553358438735,0.010726723380422
"(0, 3180)",291.3787085942334,0.1204472510097086,0.010726723380422
"(0, 3190)",291.38166228475313,0.12047893443086537,0.010726723380422
"(0, 3200)",291.3846128086294,0.1205105838843136,0.010726723380422
"(0, 3210)",291.38756016925714,0.12054219940646971,0.010726723380422
"(0, 3220)",291.3905043700276,0.1205737810337109,0.010726723380422
"(0, 3230)",291.3934454143286,0.12060532880237734,0.010726723380422
"(0, 3240)",291.39638330554396,0.12063684274876582,0.010726723380422
"(0, 3250)",291.39931804705424,0.12066832290913967,0.010726723380422
"(0, 3260)",291.4022496422361,0.12069976931971885,0.010726723380422
"(0, 3270)",291.40517809446277,0.12073118201668732,0.010726723380422
"(0, 3280)",291.40810340710397,0.1207625610361914,0.010726723380422
"(0, 3290)",291.4110255835255,0.12079390641433334,0.010726723380422
"(0, 3300)",291.4139446270896,0.12082521818718131,0.010726723380422
"(0, 3310)",291.41686054115513,0.12085649639076386,0.010726723380422
"(0, 3320)",291.4197733290773,0.12088774106106985,0.010726723380422
"(0, 3330)",291.4226829942076,0.12091895223405222,0.010726723380422
"(0, 3340)",291.42558953989385,0.12095012994562064,0.010726723380422
"(0, 3350)",291.42849296948026,0.12098127423164931,0.010726723380422
"(0, 3360)",291.4313932863078,0.1210123851279735,0.010726723380422
"(0, 3370)",291.43429049371355,0.1210434626703907,0.010726723380422
"(0, 3380)",291.4371845950313,0.1210745068946617,0.010726723380422
"(0, 3390)",291.4400755935911,0.12110551783650529,0.010726723380422
"(0, 3400)",291.44296349271923,0.1211364955316037,0.010726723380422
"(0, 3410)",291.44584829573853,0.12116744001559826,0.010726723380422
"(0, 3420)",291.44873000596834,0.12119835132409676,0.010726723380422
"(0, 3430)",291.45160862672446,0.12122922949266492,0.010726723380422
"(0, 3440)",291.4544841613193,0.12126007455683378,0.010726723380422
"(0, 3450)",291.4573566130613,0.12129088655209404,0.010726723380422
"(0, 3460)",291.46022598525576,0.12132166551389927,0.010726723380422
"(0, 3470)",291.4630922812041,0.12135241147766393,0.010726723380422
"(0, 3480)",291.4659555042046,0.12138312447876665,0.010726723380422
"(0, 3490)",291.46881565755143,0.12141380455254383,0.010726723380422
"(0, 3500)",291.47167274453574,0.12144445173429844,0.010726723380422
"(0, 3510)",291.47452676844495,0.12147506605929377,0.010726723380422
"(0, 3520)",291.4773777325629,0.12150564756275474,0.010726723380422
"(0, 3530)",291.48022564017,0.12153619627986838,0.010726723380422
"(0, 3540)",291.4830704945432,0.12156671224578769,0.010726723380422
"(0, 3550)",291.4859122989557,0.12159719549562228,0.010726723380422
"(0, 3560)",291.48875105667764,0.1216276460644489,0.010726723380422
"(0, 3570)",291.49158677097523,0.1216580639873052,0.010726723380422
"(0, 3580)",291.4944194451113,0.1216884492991893,0.010726723380422
"(0, 3590)",291.4972490823451,0.12171880203506388,0.010726723380422
"(0, 3600)",291.5000756859327,0.12174912222985379,0.010726723380422
"(0, 3610)",291.50291736656993,0.12159840991373079,0.010710763232699295
"(0, 3620)",291.50575600517976,0.12162881389978344,0.010710763232699295
"(0, 3630)",291.5085916050186,0.1216591853382799,0.010710763232699295
"(0, 3640)",291.5114241693394,0.12168952426406199,0.010710763232699295
"(0, 3650)",291.5142537013917,0.12171983071193326,0.010710763232699295
"(0, 3660)",291.5170802044216,0.12175010471666253,0.010710763232699295
"(0, 3670)",291.5199036816716,0.1217803463129815,0.010710763232699295
"(0, 3680)",291.522724136381,0.12181055553558102,0.010710763232699295
"(0, 3690)",291.5255415717851,0.12184073241911854,0.010710763232699295
"(0, 3700)",291.5283559911166,0.12187087699821553,0.010710763232699295
"(0, 3710)",291.5311673976037,0.12190098930745019,0.010710763232699295
"(0, 3720)",291.53397579447176,0.12193106938136734,0.010710763232699295
"(0, 3730)",291.53678118494287,0.1219611172544783,0.010710763232699295
"(0, 3740)",291.539583572235,0.12199113296125101,0.010710763232699295
"(0, 3750)",291.54238295956344,0.12202111653612259,0.010710763232699295
"(0, 3760)",291.5451793501394,0.12205106801348796,0.010710763232699295
"(0, 3770)",291.5479727471711,0.12208098742770929,0.010710763232699295
"(0, 3780)",291.550763153863,0.12211087481310848,0.010710763232699295
"(0, 3790)",291.5535505734162,0.12214073020397277,0.010710763232699295
"(0, 3800)",291.5563350090285,0.12217055363455345,0.010710763232699295
"(0, 3810)",291.55911646389427,0.12220034513906353,0.010710763232699295
"(0, 3820)",291.56189494120434,0.12223010475167877,0.010710763232699295
"(0, 3830)",291.5646704441464,0.12225983250654213,0.010710763232699295
"(0, 3840)",291.56744297590416,0.12228952843775573,0.010710763232699295
"(0, 3850)",291.57021253965877,0.12231919257938885,0.010710763232699295
"(0, 3860)",291.572979138587,0.12234882496546938,0.010710763232699295
"(0, 3870)",291.57574277586303,0.1223784256299935,0.010710763232699295
"(0, 3880)",291.5785034546571,0.12240799460691786,0.010710763232699295
"(0, 3890)",291.58126117813634,0.1224375319301662,0.010710763232699295
"(0, 3900)",291.5840159494645,0.12246703763362271,0.010710763232699295
"(0, 3910)",291.58676777180193,0.12249651175113686,0.010710763232699295
"(0, 3920)",291.58951664830533,0.12252595431652037,0.010710763232699295
"(0, 3930)",291.5922625821284,0.12255536536355154,0.010710763232699295
