,N,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status
"0",48,22,0,70,25,0,24,22,24,1,0,True,0.0,0.003,0.0,0.0,0.0,0.001,0.001,0.03,0.0,0.0018509999999999985,0.0009060000000000001,0.0,0.0006889999999999999,0.0019740000000000005,0.0013849999999999997,0.029607,SOLVER_RET_SUCCESS
"900.0",48,21,0,65,22,0,23,21,23,1,0,True,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.027,0.0,0.0017179999999999986,0.0007990000000000001,0.0,0.0006649999999999998,0.0018850000000000002,0.001316,0.027652,SOLVER_RET_SUCCESS
"1800.0",48,22,0,71,26,0,24,22,24,1,0,True,0.0,0.001,0.002,0.0,0.001,0.002,0.001,0.029,0.0,0.0019029999999999976,0.0009500000000000002,0.0,0.0006949999999999999,0.0019830000000000004,0.001359,0.029518,SOLVER_RET_SUCCESS
"2700.0",48,32,0,101,36,0,34,32,34,1,0,True,0.0,0.004,0.0,0.0,0.0,0.003,0.001,0.042,0.0,0.002701999999999999,0.0013000000000000002,0.0,0.0009889999999999996,0.0028890000000000014,0.0019270000000000003,0.041384,SOLVER_RET_SUCCESS
"3600.0",48,30,0,102,41,0,32,30,32,1,0,True,0.0,0.003,0.001,0.0,0.002,0.002,0.002,0.041,0.0,0.002958999999999999,0.0015800000000000005,0.0,0.0009919999999999996,0.002859000000000001,0.0018980000000000004,0.041099,SOLVER_RET_SUCCESS
"4500.0",48,67,0,206,71,0,69,67,69,1,0,True,0.0,0.003,0.005,0.0,0.0,0.010000000000000002,0.006,0.087,0.0,0.005812000000000003,0.002686,0.0,0.0020919999999999984,0.006279999999999995,0.0041220000000000015,0.087582,SOLVER_RET_SUCCESS
"5400.0",48,38,0,119,42,0,40,38,40,1,0,True,0.0,0.007,0.002,0.0,0.0,0.005,0.0,0.056,0.0,0.003973000000000001,0.0017370000000000007,0.0,0.0014430000000000003,0.004260000000000001,0.0026639999999999984,0.056405,SOLVER_RET_SUCCESS
"6300.0",48,62,0,195,70,0,64,62,64,1,0,True,0.0,0.008,0.001,0.0,0.002,0.007,0.005,0.125,0.0,0.008374999999999985,0.004017,0.0,0.002983999999999999,0.008837,0.005871999999999996,0.125133,SOLVER_RET_SUCCESS
"7200.0",48,35,0,110,39,0,37,35,37,1,0,True,0.0,0.003,0.002,0.0,0.001,0.004,0.002,0.053,0.0,0.0034099999999999985,0.0016520000000000003,0.0,0.0012789999999999998,0.003559000000000001,0.002504,0.053648,SOLVER_RET_SUCCESS
"8100.0",48,40,0,125,44,0,42,40,42,1,0,True,0.0,0.004,0.0,0.0,0.001,0.004,0.004,0.047,0.0,0.003042000000000003,0.0014999999999999996,0.0,0.0010909999999999997,0.003329000000000001,0.0021559999999999995,0.046636,SOLVER_RET_SUCCESS
"9000.0",48,35,0,110,39,0,37,35,37,1,0,True,0.0,0.002,0.0,0.0,0.0,0.005,0.005,0.045,0.0,0.0029229999999999994,0.001428,0.0,0.0010659999999999997,0.0031360000000000016,0.0021010000000000004,0.044905,SOLVER_RET_SUCCESS
