,N,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status
"0",48,16,0,50,17,0,18,16,18,1,0,True,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.009,0.0,0.00023400000000000005,0.00010799999999999996,0.0,0.00011999999999999996,0.0002890000000000001,0.00019899999999999999,0.008103,SOLVER_RET_SUCCESS
"900.0",48,16,0,50,17,0,18,16,18,1,0,True,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.0,0.00022799999999999996,0.00010599999999999999,0.0,0.00012099999999999997,0.00035099999999999997,0.00021600000000000002,0.008239,SOLVER_RET_SUCCESS
"1800.0",48,12,0,38,13,0,14,12,14,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.000149,6.8e-05,0.0,7.4e-05,0.00019099999999999998,0.000132,0.005302,SOLVER_RET_SUCCESS
"2700.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.006,0.0,0.00015499999999999997,8.2e-05,0.0,8.5e-05,0.00019299999999999995,0.00013400000000000003,0.005576,SOLVER_RET_SUCCESS
"3600.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.0001869999999999999,8.8e-05,0.0,9.299999999999998e-05,0.000213,0.00019899999999999999,0.005858,SOLVER_RET_SUCCESS
"4500.0",48,15,0,47,16,0,17,15,17,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.0,0.00019599999999999994,8.899999999999998e-05,0.0,0.000104,0.00024399999999999997,0.00016300000000000003,0.006819,SOLVER_RET_SUCCESS
"5400.0",48,14,0,44,15,0,16,14,16,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.007,0.0,0.00020700000000000018,9.599999999999999e-05,0.0,9.799999999999997e-05,0.000246,0.000166,0.006624,SOLVER_RET_SUCCESS
"6300.0",48,15,0,47,16,0,17,15,17,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.00020199999999999992,8.8e-05,0.0,9.399999999999998e-05,0.00024399999999999997,0.00016000000000000004,0.0065,SOLVER_RET_SUCCESS
"7200.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.00016999999999999996,8.1e-05,0.0,8.5e-05,0.00019799999999999996,0.00013900000000000004,0.005663,SOLVER_RET_SUCCESS
"8100.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.00020300000000000008,9.799999999999998e-05,0.0,0.00010499999999999998,0.00024000000000000006,0.00018299999999999998,0.006728,SOLVER_RET_SUCCESS
"9000.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.00018399999999999986,9.299999999999998e-05,0.0,8.7e-05,0.000217,0.00015000000000000001,0.005921,SOLVER_RET_SUCCESS
"9900.0",48,27,0,83,28,0,29,27,29,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.00033299999999999964,0.00014600000000000005,0.0,0.00015500000000000005,0.0003920000000000001,0.00025000000000000006,0.010179,SOLVER_RET_SUCCESS
"10800.0",48,23,0,71,24,0,25,23,25,1,0,True,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.011,0.0,0.00033000000000000016,0.00015400000000000003,0.0,0.00018100000000000004,0.0004059999999999999,0.000266,0.010043,SOLVER_RET_SUCCESS
"11700.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.00028,0.000132,0.0,0.00014299999999999998,0.00033299999999999996,0.00022100000000000003,0.009074,SOLVER_RET_SUCCESS
"12600.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.008,0.0,0.0002639999999999997,0.00011899999999999999,0.0,0.000128,0.000324,0.00020800000000000004,0.008153,SOLVER_RET_SUCCESS
"13500.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.00027199999999999994,0.00011799999999999998,0.0,0.00013199999999999998,0.00032700000000000003,0.000227,0.008425,SOLVER_RET_SUCCESS
"14400.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.009,0.0,0.0002980000000000002,0.00013,0.0,0.00014099999999999998,0.000356,0.00024,0.009231,SOLVER_RET_SUCCESS
"15300.0",48,19,0,59,20,0,21,19,21,1,0,True,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.0,0.00028700000000000015,0.000136,0.0,0.00013799999999999997,0.00034099999999999994,0.000247,0.009319,SOLVER_RET_SUCCESS
"16200.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.0002820000000000001,0.000128,0.0,0.000136,0.0003220000000000001,0.00021,0.009079,SOLVER_RET_SUCCESS
"17100.0",48,19,0,59,20,0,21,19,21,1,0,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.00024299999999999975,0.00010899999999999999,0.0,0.00011399999999999999,0.000304,0.00019500000000000005,0.007644,SOLVER_RET_SUCCESS
"18000.0",48,19,0,59,20,0,21,19,21,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.00025299999999999975,0.000113,0.0,0.00012900000000000002,0.00031099999999999997,0.00020800000000000001,0.011671,SOLVER_RET_SUCCESS
"18900.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.007,0.0,0.00025799999999999966,0.00022500000000000016,0.0,0.000334,0.00036300000000000004,0.00028499999999999993,0.007353,SOLVER_RET_SUCCESS
"19800.0",48,14,0,44,15,0,16,14,16,1,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.0,0.0001789999999999999,8.4e-05,0.0,9.1e-05,0.00021199999999999992,0.00015300000000000003,0.005985,SOLVER_RET_SUCCESS
"20700.0",48,13,0,41,14,0,15,13,15,1,0,True,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.006,0.0,0.00017699999999999988,8.499999999999999e-05,0.0,8.4e-05,0.000205,0.00014300000000000003,0.005874,SOLVER_RET_SUCCESS
