,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower,variable,variable,variable,upper,upper,upper,lower,lower,lower
,load,T_upper,T_lower,T_in,Time,_P_external,in_provision,rel_start,rel_end,cp,C,s_T,r_mDot,profile_deviation_weight,T,mDot,r_del_u_mDot,T,T,T,mDot,mDot,mDot,t_sim,T_slack,t_sim,T_slack,t_sim,T_slack,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full,T_out,P_el,_mDot_full
"(4500.0, 38700.0)",150.0,294.15,292.15,280.15,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998272401954,303.15,288.15,0.01071427044484751,0.05,0.0,,,,,,,,,,,,,,,
"(4500.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,294.14998347471413,303.15,288.15,,,,0.0,9.564078077611913e-06,inf,inf,-inf,-inf,294.14998347471413,0.1499996091715066,0.01071427044484751,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,294.14998545051935,303.15,288.15,,,,0.0,9.622042402256482e-06,inf,inf,-inf,-inf,294.14998545051935,0.14999963034081806,0.01071427044484751,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 39600.0)",150.0,294.15,292.15,280.15,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499861462142,303.15,288.15,0.010714414014607886,0.05,0.0,,,,,,,,,,,,,,,
"(4500.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,294.14998304503797,303.15,288.15,,,,0.0,9.55247166800549e-06,inf,inf,-inf,-inf,294.14998304503797,0.15000161454205205,0.010714414014607886,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,294.14997488284155,303.15,288.15,,,,0.0,9.381755775436038e-06,inf,inf,-inf,-inf,294.14997488284155,0.15000152708890077,0.010714414014607886,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 40500.0)",150.0,294.15,292.15,280.15,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14997200887495,303.15,288.15,0.01071400450112345,0.05,0.0,,,,,,,,,,,,,,,
"(4500.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,294.1499799828802,303.15,288.15,,,,0.0,9.478479159881684e-06,inf,inf,-inf,-inf,294.1499799828802,0.1499958485522366,0.01071400450112345,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,294.1500009702359,303.15,288.15,,,,0.0,1.0667699121906466e-05,inf,inf,-inf,-inf,294.1500009702359,0.1499960734108601,0.01071400450112345,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 41400.0)",150.0,294.15,292.15,280.15,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.150008360041,303.15,288.15,0.019945150896006954,0.05,0.0,,,,,,,,,,,,,,,
"(4500.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,293.90909000668165,303.15,288.15,,,,0.0,8.772462835997406e-06,inf,inf,-inf,-inf,293.90909000668165,0.27442712637490635,0.019945150896006954,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,293.294400311407,303.15,288.15,,,,0.0,8.772397760700032e-06,inf,inf,-inf,-inf,293.294400311407,0.2621670476484735,0.019945150896006954,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 42300.0)",150.0,294.15,292.15,280.15,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,293.08533457693585,303.15,288.15,7.14723882966755e-08,0.05,0.0,,,,,,,,,,,,,,,
"(4500.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,293.3706213674775,303.15,288.15,,,,0.0,8.772401940882497e-06,inf,inf,-inf,-inf,293.3706213674775,9.449093838993632e-07,7.147238829667552e-08,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,294.1500391762599,303.15,288.15,,,,0.0,3.746465309529473e-05,inf,inf,-inf,-inf,294.1500391762599,1.0006162361740011e-06,7.147238829667552e-08,inf,inf,inf,-inf,-inf,-inf
"(4500.0, 43200.0)",,,,,,,,,,,,,,,,,,294.4353258220705,303.15,288.15,,,,,,,,,,,,,,,,,,
"(5400.0, 0.0)",150.0,294.15,292.15,280.15,0.0,0.0,0.0,0.0,0.0,1000.0,100000.0,250.0,1.0,100.0,294.15138185586835,0.010687072473327217,0.0,294.15138185586835,303.15,288.15,0.010764960784191438,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,294.1500187100049,303.15,288.15,,,,0.0,1.8976943119271386e-05,inf,inf,-inf,-inf,294.1500187100049,0.15070965239447967,0.010764960784191438,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,294.14643157367857,303.15,288.15,,,,0.0,1.0455779076841479e-05,inf,inf,-inf,-inf,294.14643157367857,0.15067103702136156,0.010764960784191438,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 900.0)",150.0,294.15,292.15,280.15,900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1451687534971,303.15,288.15,0.010677664427578872,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,294.14623080167985,303.15,288.15,,,,0.0,1.0455577510015352e-05,inf,inf,-inf,-inf,294.14623080167985,0.14944705574329925,0.010677664427578872,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,294.14902642971276,303.15,288.15,,,,0.0,1.0464139578982219e-05,inf,inf,-inf,-inf,294.14902642971276,0.14947690652521103,0.010677664427578872,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 1800.0)",150.0,294.15,292.15,280.15,1800.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1500109232888,303.15,288.15,0.010714592213745395,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,294.150002627181,303.15,288.15,,,,0.0,1.2329344539129918e-05,inf,inf,-inf,-inf,294.150002627181,0.15000431914029705,0.010714592213745395,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,294.14998079208794,303.15,288.15,,,,0.0,1.1127145457886989e-05,inf,inf,-inf,-inf,294.14998079208794,0.1500040851910206,0.010714592213745395,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 2700.0)",150.0,294.15,292.15,280.15,2700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14997310379783,303.15,288.15,0.010714182821000262,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,294.1499763572545,303.15,288.15,,,,0.0,1.1053104181088783e-05,inf,inf,-inf,-inf,294.1499763572545,0.1499983061779237,0.010714182821000262,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,294.14998492023767,303.15,288.15,,,,0.0,1.1230379984411443e-05,inf,inf,-inf,-inf,294.14998492023767,0.14999839792842906,0.010714182821000262,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 3600.0)",150.0,294.15,292.15,280.15,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998793531936,303.15,288.15,0.010714324686768311,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,294.14998715173124,303.15,288.15,,,,0.0,1.1295000080729607e-05,inf,inf,-inf,-inf,294.14998715173124,0.15000040795365166,0.010714324686768311,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,294.1499850893514,303.15,288.15,,,,0.0,1.123505947648604e-05,inf,inf,-inf,-inf,294.1499850893514,0.15000038585684436,0.010714324686768311,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 4500.0)",150.0,294.15,292.15,280.15,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499843631722,303.15,288.15,0.010714289484810794,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,294.149984579137,303.15,288.15,,,,0.0,1.1221485347560239e-05,inf,inf,-inf,-inf,294.149984579137,0.14999988756391078,0.010714289484810794,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,294.1499851475496,303.15,288.15,,,,0.0,1.1236647890171438e-05,inf,inf,-inf,-inf,294.1499851475496,0.14999989365407418,0.010714289484810794,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 5400.0)",150.0,294.15,292.15,280.15,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998534769137,303.15,288.15,0.010714299105602284,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,294.1499852903093,303.15,288.15,,,,0.0,1.1240548104614996e-05,inf,inf,-inf,-inf,294.1499852903093,0.15000002987442268,0.010714299105602284,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,294.14998513928157,303.15,288.15,,,,0.0,1.1236423728327954e-05,inf,inf,-inf,-inf,294.14998513928157,0.15000002825626585,0.010714299105602284,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 6300.0)",150.0,294.15,292.15,280.15,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499850861033,303.15,288.15,0.010714296543628987,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,294.1499851015005,303.15,288.15,,,,0.0,1.123539854083246e-05,inf,inf,-inf,-inf,294.1499851015005,0.1499999919839212,0.010714296543628987,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,294.14998514202534,303.15,288.15,,,,0.0,1.1236498336150068e-05,inf,inf,-inf,-inf,294.14998514202534,0.14999999241811773,0.010714296543628987,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 7200.0)",150.0,294.15,292.15,280.15,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851562941,303.15,288.15,0.010714297230660072,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,294.1499851521736,303.15,288.15,,,,0.0,1.1236774217275e-05,inf,inf,-inf,-inf,294.1499851521736,0.1500000021452627,0.010714297230660072,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,294.1499851413286,303.15,288.15,,,,0.0,1.1236479402818753e-05,inf,inf,-inf,-inf,294.1499851413286,0.1500000020290659,0.010714297230660072,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 8100.0)",150.0,294.15,292.15,280.15,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851375096,303.15,288.15,0.010714297046767357,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,294.1499851386132,303.15,288.15,,,,0.0,1.1236405619178235e-05,inf,inf,-inf,-inf,294.1499851386132,0.14999999942547992,0.010714297046767357,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,294.1499851415179,303.15,288.15,,,,0.0,1.12364845474511e-05,inf,inf,-inf,-inf,294.1499851415179,0.14999999945660167,0.010714297046767357,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 9000.0)",150.0,294.15,292.15,280.15,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851425403,303.15,288.15,0.010714297096013164,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,294.1499851422448,303.15,288.15,,,,0.0,1.1236504302714784e-05,inf,inf,-inf,-inf,294.1499851422448,0.1500000001538303,0.010714297096013164,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,294.14998514146737,303.15,288.15,,,,0.0,1.1236483174088e-05,inf,inf,-inf,-inf,294.14998514146737,0.15000000014550047,0.010714297096013164,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 9900.0)",150.0,294.15,292.15,280.15,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514119327,303.15,288.15,0.01071429708282645,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,294.14998514127245,303.15,288.15,,,,0.0,1.1236477877837439e-05,inf,inf,-inf,-inf,294.14998514127245,0.14999999995879854,0.01071429708282645,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,294.14998514148095,303.15,288.15,,,,0.0,1.12364835431004e-05,inf,inf,-inf,-inf,294.14998514148095,0.14999999996103214,0.01071429708282645,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 10800.0)",150.0,294.15,292.15,280.15,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514155394,303.15,288.15,0.010714297086358127,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,294.1499851415328,303.15,288.15,,,,0.0,1.1236484952355036e-05,inf,inf,-inf,-inf,294.1499851415328,0.15000000001103134,0.010714297086358127,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,294.1499851414773,303.15,288.15,,,,0.0,1.123648344452133e-05,inf,inf,-inf,-inf,294.1499851414773,0.15000000001043645,0.010714297086358127,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 11700.0)",150.0,294.15,292.15,280.15,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414574,303.15,288.15,0.010714297085412565,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,294.1499851414631,303.15,288.15,,,,0.0,1.1236483058296224e-05,inf,inf,-inf,-inf,294.1499851414631,0.14999999999704666,0.010714297085412565,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,294.1499851414783,303.15,288.15,,,,0.0,1.1236483470291181e-05,inf,inf,-inf,-inf,294.1499851414783,0.14999999999720912,0.010714297085412565,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 12600.0)",150.0,294.15,292.15,280.15,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414832,303.15,288.15,0.01071429708566481,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,294.1499851414818,303.15,288.15,,,,0.0,1.1236483565851794e-05,inf,inf,-inf,-inf,294.1499851414818,0.15000000000077834,0.01071429708566481,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464064991e-05,inf,inf,-inf,-inf,294.14998514147806,0.15000000000073815,0.01071429708566481,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 13500.0)",150.0,294.15,292.15,280.15,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414763,303.15,288.15,0.010714297085598453,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,294.14998514147675,303.15,288.15,,,,0.0,1.1236483429513748e-05,inf,inf,-inf,-inf,294.14998514147675,0.14999999999979519,0.010714297085598453,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464326895e-05,inf,inf,-inf,-inf,294.14998514147806,0.14999999999980923,0.010714297085598453,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 14400.0)",150.0,294.15,292.15,280.15,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414782,303.15,288.15,0.01071429708561566,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,294.14998514147817,303.15,288.15,,,,0.0,1.1236483467373597e-05,inf,inf,-inf,-inf,294.14998514147817,0.15000000000005123,0.01071429708561566,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,294.1499851414781,303.15,288.15,,,,0.0,1.1236483465034815e-05,inf,inf,-inf,-inf,294.1499851414781,0.1500000000000504,0.01071429708561566,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 15300.0)",150.0,294.15,292.15,280.15,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147766,303.15,288.15,0.010714297085611692,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,294.14998514147777,303.15,288.15,,,,0.0,1.1236483456000819e-05,inf,inf,-inf,-inf,294.14998514147777,0.1499999999999913,0.010714297085611692,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,294.1499851414781,303.15,288.15,,,,0.0,1.1236483465078715e-05,inf,inf,-inf,-inf,294.1499851414781,0.1499999999999949,0.010714297085611692,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 16200.0)",150.0,294.15,292.15,280.15,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414779,303.15,288.15,0.010714297085612822,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414779,303.15,288.15,,,,0.0,1.1236483459380782e-05,inf,inf,-inf,-inf,294.1499851414779,0.15000000000000846,0.010714297085612822,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464199822e-05,inf,inf,-inf,-inf,294.14998514147806,0.15000000000001035,0.010714297085612822,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 17100.0)",150.0,294.15,292.15,280.15,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414778,303.15,288.15,0.010714297085612256,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414779,303.15,288.15,,,,0.0,1.1236483459069752e-05,inf,inf,-inf,-inf,294.1499851414779,0.1500000000000004,0.010714297085612256,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,294.1499851414781,303.15,288.15,,,,0.0,1.1236483465191504e-05,inf,inf,-inf,-inf,294.1499851414781,0.15000000000000283,0.010714297085612256,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 18000.0)",150.0,294.15,292.15,280.15,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414778,303.15,288.15,0.010714297085612575,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.1236483458323858e-05,inf,inf,-inf,-inf,294.1499851414778,0.15000000000000457,0.010714297085612575,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464504542e-05,inf,inf,-inf,-inf,294.14998514147806,0.15000000000000702,0.010714297085612575,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 18900.0)",150.0,294.15,292.15,280.15,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414778,303.15,288.15,0.010714297085612988,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414779,303.15,288.15,,,,0.0,1.1236483459170838e-05,inf,inf,-inf,-inf,294.1499851414779,0.15000000000001065,0.010714297085612988,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464749826e-05,inf,inf,-inf,-inf,294.14998514147806,0.15000000000001287,0.010714297085612988,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 19800.0)",150.0,294.15,292.15,280.15,19800.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.010714297085612239,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.1236483458660577e-05,inf,inf,-inf,-inf,294.1499851414778,0.15,0.010714297085612239,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.123648346483365e-05,inf,inf,-inf,-inf,294.14998514147806,0.15000000000000244,0.010714297085612239,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 20700.0)",150.0,294.15,292.15,280.15,20700.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.010714297085612277,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.1236483458722256e-05,inf,inf,-inf,-inf,294.1499851414778,0.15000000000000055,0.010714297085612277,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464818693e-05,inf,inf,-inf,-inf,294.14998514147806,0.15000000000000296,0.010714297085612277,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 21600.0)",150.0,294.15,292.15,280.15,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.010714297085612242,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.1236483458706632e-05,inf,inf,-inf,-inf,294.1499851414778,0.15000000000000005,0.010714297085612242,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,294.1499851414781,303.15,288.15,,,,0.0,1.1236483464870755e-05,inf,inf,-inf,-inf,294.1499851414781,0.1500000000000025,0.010714297085612242,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 22500.0)",150.0,294.15,292.15,280.15,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.010714297085612345,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.123648345870788e-05,inf,inf,-inf,-inf,294.1499851414778,0.15000000000000147,0.010714297085612345,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464678753e-05,inf,inf,-inf,-inf,294.14998514147806,0.15000000000000388,0.010714297085612345,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 23400.0)",150.0,294.15,292.15,280.15,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.01071429708561195,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414779,303.15,288.15,,,,0.0,1.1236483458796212e-05,inf,inf,-inf,-inf,294.1499851414779,0.14999999999999597,0.01071429708561195,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,294.1499851414781,303.15,288.15,,,,0.0,1.123648346509072e-05,inf,inf,-inf,-inf,294.1499851414781,0.1499999999999985,0.01071429708561195,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 24300.0)",150.0,294.15,292.15,280.15,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.01071429708561221,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.1236483458454899e-05,inf,inf,-inf,-inf,294.1499851414778,0.1499999999999995,0.01071429708561221,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147806,303.15,288.15,,,,0.0,1.1236483464691413e-05,inf,inf,-inf,-inf,294.14998514147806,0.150000000000002,0.01071429708561221,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 25200.0)",150.0,294.15,292.15,280.15,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.010714297085612001,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414779,303.15,288.15,,,,0.0,1.1236483458863606e-05,inf,inf,-inf,-inf,294.1499851414779,0.14999999999999672,0.010714297085612001,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,294.1499851414781,303.15,288.15,,,,0.0,1.1236483465055296e-05,inf,inf,-inf,-inf,294.1499851414781,0.14999999999999922,0.010714297085612001,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 26100.0)",150.0,294.15,292.15,280.15,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147777,303.15,288.15,0.010714297085612409,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.1236483458366423e-05,inf,inf,-inf,-inf,294.1499851414778,0.15000000000000224,0.010714297085612409,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,294.1499851414781,303.15,288.15,,,,0.0,1.1236483465097338e-05,inf,inf,-inf,-inf,294.1499851414781,0.15000000000000493,0.010714297085612409,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 27000.0)",150.0,294.15,292.15,280.15,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,294.1499851414778,303.15,288.15,0.01071429708561321,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414779,303.15,288.15,,,,0.0,1.1236483458951533e-05,inf,inf,-inf,-inf,294.1499851414779,0.15000000000001373,0.01071429708561321,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,294.149985141478,303.15,288.15,,,,0.0,1.1236483463222553e-05,inf,inf,-inf,-inf,294.149985141478,0.15000000000001545,0.01071429708561321,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 27900.0)",150.0,294.15,292.15,280.15,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,294.14998514147766,303.15,288.15,0.010714297085608664,0.05,0.0,,,,,,,,,,,,,,,
"(5400.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,294.1499851414778,303.15,288.15,,,,0.0,1.1236483458325728e-05,inf,inf,-inf,-inf,294.1499851414778,0.1499999999999498,0.010714297085608664,inf,inf,inf,-inf,-inf,-inf
"(5400.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,294.14998514147834,303.15,288.15,,,,0.0,1.1236483472341406e-05,inf,inf,-inf,-inf,294.14998514147834,0.1499999999999553,0.010714297085608664,inf,inf,inf,-inf,-inf,-inf
