causality,local,input
890,289.84742576145237,22.30527977545016
895,289.82760239892826,22.30527977545016
900,289.8078337708492,22.30527977545016
905,289.7881198772151,67.25567348167921
910,289.7934631430028,67.25567348167921
915,289.79879681032077,67.25567348167921
920,289.8041246189719,67.25567348167921
925,289.80944656895616,67.25567348167921
930,289.8147354392491,67.25567348167921
935,289.82001238691294,67.25567348167921
940,289.8252818271393,67.25567348167921
945,289.8305437599282,67.25567348167921
950,289.8357981852796,67.25567348167921
955,289.84104510319355,67.25567348167921
960,289.84628451367007,67.25567348167921
965,289.8515164167091,67.25567348167921
970,289.85674081231065,67.25567348167921
975,289.8619577004747,67.25567348167921
980,289.86716708120133,67.25567348167921
985,289.8723689544905,67.25567348167921
990,289.8775633203422,67.25567348167921
995,289.8827501787564,67.25567348167921
1000,289.8879295297332,67.25567348167921
1005,289.8931013732725,67.25567348167921
1010,289.8982657093743,67.25567348167921
1015,289.9034225380386,67.25567348167921
1020,289.9085718592655,67.25567348167921
1025,289.91371367305493,67.25567348167921
1030,289.9188479794069,67.25567348167921
1035,289.9239747783214,67.25567348167921
1040,289.9290940697984,67.25567348167921
1045,289.93420585383797,67.25567348167921
1050,289.93931013044005,67.25567348167921
1055,289.94440689960464,67.25567348167921
1060,289.9494961613318,67.25567348167921
1065,289.9545779156215,67.25567348167921
1070,289.95965216247373,67.25567348167921
1075,289.9647189018885,67.25567348167921
1080,289.96977813386576,67.25567348167921
1085,289.9748298584056,67.25567348167921
1090,289.97987407550795,67.25567348167921
1095,289.9849107851728,67.25567348167921
1100,289.98993998740025,67.25567348167921
1105,289.9949616821902,67.25567348167921
1110,289.99997586954265,67.25567348167921
1115,290.00499746056437,67.25567348167921
1120,290.01007305649233,67.25567348167921
1125,290.01514187154754,67.25567348167921
1130,290.0202039057299,67.25567348167921
1135,290.0252591590394,67.25567348167921
1140,290.03030763147615,67.25567348167921
1145,290.03534932304007,67.25567348167921
1150,290.0403842337312,67.25567348167921
1155,290.0454123635495,67.25567348167921
1160,290.05043371249496,67.25567348167921
1165,290.05544828056765,67.25567348167921
1170,290.0604560677675,67.25567348167921
1175,290.0654570740946,67.25567348167921
1180,290.0704512995488,67.25567348167921
1185,290.0754387441302,67.25567348167921
1190,290.08041940783886,67.25567348167921
1195,290.0853932906747,67.25567348167921
1200,290.09036039263765,67.25567348167921
1205,290.09532071372786,67.25567348167921
1210,290.1002742539452,67.25567348167921
1215,290.1052210132898,67.25567348167921
1220,290.1101609917615,67.25567348167921
1225,290.1150941893605,67.25567348167921
1230,290.1200206060866,67.25567348167921
1235,290.12494024193995,67.25567348167921
1240,290.12985309692044,67.25567348167921
1245,290.1347591710281,67.25567348167921
1250,290.139658464263,67.25567348167921
1255,290.1445509766251,67.25567348167921
1260,290.14943670811437,67.25567348167921
1265,290.1543156587308,67.25567348167921
1270,290.15918782847444,67.25567348167921
1275,290.16405321734527,67.25567348167921
1280,290.1689118253433,67.25567348167921
1285,290.1737636524685,67.25567348167921
1290,290.1786086987209,67.25567348167921
1295,290.1834469641005,67.25567348167921
1300,290.18827844860726,67.25567348167921
1305,290.1931031522412,67.25567348167921
1310,290.19792107500234,67.25567348167921
1315,290.2027322168907,67.25567348167921
1320,290.20753657790624,67.25567348167921
1325,290.2123341580489,67.25567348167921
1330,290.21712495731884,67.25567348167921
1335,290.22190897571596,67.25567348167921
1340,290.2266862132402,67.25567348167921
1345,290.2314566698917,67.25567348167921
1350,290.23622034567035,67.25567348167921
1355,290.24097724057617,67.25567348167921
1360,290.24572735460924,67.25567348167921
1365,290.25047068776945,67.25567348167921
1370,290.25520724005685,67.25567348167921
1375,290.2599370114715,67.25567348167921
1380,290.2646600020133,67.25567348167921
1385,290.26937621168224,67.25567348167921
1390,290.2740856404784,67.25567348167921
1395,290.27878828840176,67.25567348167921
1400,290.28348415545236,67.25567348167921
1405,290.2881732416301,67.25567348167921
1410,290.292855546935,67.25567348167921
1415,290.29753107136713,67.25567348167921
1420,290.3021998149264,67.25567348167921
1425,290.3068617776129,67.25567348167921
1430,290.31151695942657,67.25567348167921
1435,290.31616536036745,67.25567348167921
1440,290.3208069804355,67.25567348167921
1445,290.3254418196307,67.25567348167921
1450,290.3300698779532,67.25567348167921
1455,290.3346911554028,67.25567348167921
1460,290.3393056519796,67.25567348167921
1465,290.3439133676836,67.25567348167921
1470,290.34851430251484,67.25567348167921
1475,290.3531084564732,67.25567348167921
1480,290.35769582955874,67.25567348167921
1485,290.3622764217715,67.25567348167921
1490,290.36685023311145,67.25567348167921
1495,290.3714172635786,67.25567348167921
1500,290.3759775131729,67.25567348167921
1505,290.3805309818944,67.25567348167921
1510,290.3850776697431,67.25567348167921
1515,290.38961757671905,67.25567348167921
1520,290.3941507028221,67.25567348167921
1525,290.3986770480524,67.25567348167921
1530,290.40319661240983,67.25567348167921
1535,290.40770939589447,67.25567348167921
1540,290.4122153985063,67.25567348167921
1545,290.41671462024533,67.25567348167921
1550,290.42120706111155,67.25567348167921
1555,290.42569272110495,67.25567348167921
1560,290.4301716002255,67.25567348167921
1565,290.4346436984733,67.25567348167921
1570,290.43910901584826,67.25567348167921
1575,290.44356755235043,67.25567348167921
1580,290.44801930797973,67.25567348167921
1585,290.4524642827363,67.25567348167921
1590,290.45690247662003,67.25567348167921
1595,290.4613338896309,67.25567348167921
1600,290.46575852176903,67.25567348167921
1605,290.4701763730343,67.25567348167921
1610,290.4745874434268,67.25567348167921
1615,290.47899173294644,67.25567348167921
1620,290.4833892415933,67.25567348167921
1625,290.48777996936735,67.25567348167921
1630,290.49216391626857,67.25567348167921
1635,290.496541082297,67.25567348167921
1640,290.5009114674526,67.25567348167921
1645,290.5052750717354,67.25567348167921
1650,290.5096318951454,67.25567348167921
1655,290.51398193768256,67.25567348167921
1660,290.5183251993469,67.25567348167921
1665,290.52266168013847,67.25567348167921
1670,290.5269913800572,67.25567348167921
1675,290.53131429910314,67.25567348167921
1680,290.53563043727627,67.25567348167921
1685,290.5399397945766,67.25567348167921
1690,290.5442423710041,67.25567348167921
1695,290.5485381665587,67.25567348167921
1700,290.5528271812406,67.25567348167921
1705,290.5571094150497,67.25567348167921
1710,290.5613848679859,67.25567348167921
1715,290.56565354004937,67.25567348167921
1720,290.56991543124,67.25567348167921
1725,290.5741705415578,67.25567348167921
1730,290.57841887100284,67.25567348167921
1735,290.582660419575,67.25567348167921
1740,290.5868951872744,67.25567348167921
1745,290.59112317410097,67.25567348167921
1750,290.5953443800547,67.25567348167921
1755,290.5995588051357,67.25567348167921
1760,290.6037664493438,67.25567348167921
1765,290.60796731267914,67.25567348167921
1770,290.61216139514164,67.25567348167921
1775,290.6163486967314,67.25567348167921
1780,290.6205292174483,67.25567348167921
1785,290.62470295729236,67.25567348167921
1790,290.6288699162636,67.25567348167921
1795,290.6330300943621,67.25567348167921
1800,290.63718349158773,67.25567348167921
1805,290.6413301079406,52.69098935517524
1810,290.63810059001173,52.69098935517524
1815,290.6348869346649,52.69098935517524
1820,290.63168162256176,52.69098935517524
1825,290.6284846537024,52.69098935517524
1830,290.62529996418255,52.69098935517524
1835,290.6221716939786,52.69098935517524
1840,290.61905403311545,52.69098935517524
1845,290.6159469815931,52.69098935517524
1850,290.61285053941145,52.69098935517524
1855,290.60976470657073,52.69098935517524
1860,290.60668948307074,52.69098935517524
1865,290.60362486891154,52.69098935517524
1870,290.60057086409313,52.69098935517524
1875,290.5975274686155,52.69098935517524
1880,290.59449468247874,52.69098935517524
1885,290.5914725056827,52.69098935517524
1890,290.5884609382275,52.69098935517524
1895,290.58545998011306,52.69098935517524
1900,290.58246963133945,52.69098935517524
1905,290.5794898919066,52.69098935517524
1910,290.57652076181455,52.69098935517524
1915,290.5735622410633,52.69098935517524
1920,290.57061432965287,52.69098935517524
1925,290.5676770275832,52.69098935517524
1930,290.56475033485435,52.69098935517524
1935,290.5618342514663,52.69098935517524
1940,290.558928777419,52.69098935517524
1945,290.55603391271256,52.69098935517524
1950,290.55314965734686,52.69098935517524
1955,290.55027601132196,52.69098935517524
1960,290.5474129746379,52.69098935517524
1965,290.54456054729457,52.69098935517524
1970,290.5417187292921,52.69098935517524
1975,290.53888752063034,52.69098935517524
1980,290.53606692130944,52.69098935517524
1985,290.53325693132933,52.69098935517524
1990,290.53045755069,52.69098935517524
1995,290.5276687793915,52.69098935517524
2000,290.52489061743375,52.69098935517524
2005,290.5221230648168,52.69098935517524
2010,290.51936612154066,52.69098935517524
2015,290.5166197876053,52.69098935517524
2020,290.5138840630107,52.69098935517524
2025,290.511158947757,52.69098935517524
2030,290.508444441844,52.69098935517524
2035,290.50574054527186,52.69098935517524
2040,290.50304725804045,52.69098935517524
2045,290.5003645801499,52.69098935517524
2050,290.49769251160006,52.69098935517524
2055,290.4949960974926,52.69098935517524
2060,290.492237922973,52.69098935517524
2065,290.48948928896306,52.69098935517524
2070,290.48675019546283,52.69098935517524
2075,290.48402064247233,52.69098935517524
2080,290.48130062999155,52.69098935517524
2085,290.4785901580205,52.69098935517524
2090,290.4758892265591,52.69098935517524
2095,290.4731978356075,52.69098935517524
2100,290.4705159851656,52.69098935517524
2105,290.4678436752334,52.69098935517524
2110,290.46518090581094,52.69098935517524
2115,290.46252767689816,52.69098935517524
2120,290.4598839884951,52.69098935517524
2125,290.45724984060183,52.69098935517524
2130,290.4546252332182,52.69098935517524
2135,290.45201016634434,52.69098935517524
2140,290.4494046399802,52.69098935517524
2145,290.44680865412573,52.69098935517524
2150,290.44422220878096,52.69098935517524
2155,290.44164530394596,52.69098935517524
2160,290.4390779396207,52.69098935517524
2165,290.4365201158051,52.69098935517524
2170,290.43397183249925,52.69098935517524
2175,290.4314330897031,52.69098935517524
2180,290.4289038874167,52.69098935517524
2185,290.42638422564,52.69098935517524
2190,290.423874104373,52.69098935517524
2195,290.4213735236157,52.69098935517524
2200,290.4188824833682,52.69098935517524
2205,290.41640098363035,52.69098935517524
2210,290.41392902440225,52.69098935517524
2215,290.41146660568387,52.69098935517524
2220,290.40901372747516,52.69098935517524
2225,290.4065703897762,52.69098935517524
2230,290.40413659258695,52.69098935517524
2235,290.40171233590746,52.69098935517524
2240,290.39929761973764,52.69098935517524
2245,290.39689244407754,52.69098935517524
2250,290.3944968089272,52.69098935517524
2255,290.39211071428656,52.69098935517524
2260,290.3897341601556,52.69098935517524
2265,290.3873671465344,52.69098935517524
2270,290.38500967342287,52.69098935517524
2275,290.3826617408211,52.69098935517524
2280,290.38032334872906,52.69098935517524
2285,290.37799449714674,52.69098935517524
2290,290.3756751860741,52.69098935517524
2295,290.3733654155112,52.69098935517524
2300,290.371065185458,52.69098935517524
2305,290.3687744959145,52.69098935517524
2310,290.36649334688076,52.69098935517524
2315,290.3642217383568,52.69098935517524
2320,290.36195967034246,52.69098935517524
2325,290.35970714283786,52.69098935517524
2330,290.357464155843,52.69098935517524
2335,290.3552307093578,52.69098935517524
2340,290.35300680338236,52.69098935517524
2345,290.35079243791665,52.69098935517524
2350,290.3485876129606,52.69098935517524
2355,290.34639232851436,52.69098935517524
2360,290.34420658457776,52.69098935517524
2365,290.3420303811509,52.69098935517524
2370,290.3398637182338,52.69098935517524
2375,290.3377065958264,52.69098935517524
2380,290.3355590139287,52.69098935517524
2385,290.3334209725407,52.69098935517524
2390,290.33129247166244,52.69098935517524
2395,290.3291735112939,52.69098935517524
2400,290.3270640914351,52.69098935517524
2405,290.32496421208594,52.69098935517524
2410,290.3228738732466,52.69098935517524
2415,290.3207930749169,52.69098935517524
2420,290.31872181709696,52.69098935517524
2425,290.3166600997867,52.69098935517524
2430,290.31460792298617,52.69098935517524
2435,290.3125652866954,52.69098935517524
2440,290.31053219091433,52.69098935517524
2445,290.30850863564297,52.69098935517524
2450,290.3064946208813,52.69098935517524
2455,290.3044901466294,52.69098935517524
2460,290.30249521288715,52.69098935517524
2465,290.3005098196547,52.69098935517524
2470,290.2985339669319,52.69098935517524
2475,290.29656765471884,52.69098935517524
2480,290.29461088301554,52.69098935517524
2485,290.2926636518219,52.69098935517524
2490,290.290725961138,52.69098935517524
2495,290.28879781096384,52.69098935517524
2500,290.28687920129937,52.69098935517524
2505,290.2849701321446,52.69098935517524
2510,290.2830706034996,52.69098935517524
2515,290.2811806153643,52.69098935517524
2520,290.2793001677387,52.69098935517524
2525,290.2774292606228,52.69098935517524
2530,290.27556789401666,52.69098935517524
2535,290.27371606792025,52.69098935517524
2540,290.2718737823335,52.69098935517524
2545,290.2700410372565,52.69098935517524
2550,290.26821783268923,52.69098935517524
2555,290.26640416863165,52.69098935517524
2560,290.2646000450838,52.69098935517524
2565,290.26280546204566,52.69098935517524
2570,290.26102041951725,52.69098935517524
2575,290.25924491749856,52.69098935517524
2580,290.2574789559896,52.69098935517524
2585,290.25572253499035,52.69098935517524
2590,290.25397565450083,52.69098935517524
2595,290.252238314521,52.69098935517524
2600,290.2505105150509,52.69098935517524
2605,290.2487922560905,52.69098935517524
2610,290.24708353763987,52.69098935517524
2615,290.2453843596989,52.69098935517524
2620,290.24369472226766,52.69098935517524
2625,290.24201462534614,52.69098935517524
2630,290.24034406893435,52.69098935517524
2635,290.2386830530323,52.69098935517524
2640,290.2370315776399,52.69098935517524
2645,290.2353896427573,52.69098935517524
2650,290.2337572483844,52.69098935517524
2655,290.23213439452115,52.69098935517524
2660,290.2305210811677,52.69098935517524
2665,290.2289173083239,52.69098935517524
2670,290.2273230759899,52.69098935517524
2675,290.22573838416554,52.69098935517524
2680,290.2241632328509,52.69098935517524
2685,290.222597622046,52.69098935517524
2690,290.22104155175083,52.69098935517524
2695,290.2194950219654,52.69098935517524
2700,290.21795803268964,52.69098935517524
2705,290.2164305839236,56.274410351675016
2710,290.21684960278367,56.274410351675016
2715,290.2172733731355,56.274410351675016
2720,290.2176994026723,56.274410351675016
2725,290.21812769139405,56.274410351675016
2730,290.2185582393007,56.274410351675016
2735,290.2189993001123,56.274410351675016
2740,290.2194497310381,56.274410351675016
2745,290.2199030164746,56.274410351675016
2750,290.2203591564218,56.274410351675016
2755,290.2208181508797,56.274410351675016
2760,290.2212799998484,56.274410351675016
2765,290.2217447033278,56.274410351675016
2770,290.22221226131785,56.274410351675016
2775,290.2226826738186,56.274410351675016
2780,290.2231559408301,56.274410351675016
2785,290.22363206235235,56.274410351675016
2790,290.2241110383853,56.274410351675016
2795,290.22459286892894,56.274410351675016
2800,290.2250775539833,56.274410351675016
2805,290.22556509354837,56.274410351675016
2810,290.22605548762414,56.274410351675016
2815,290.22654873621065,56.274410351675016
2820,290.2270448393079,56.274410351675016
2825,290.2275437969158,56.274410351675016
2830,290.2280456090345,56.274410351675016
2835,290.22855027566385,56.274410351675016
2840,290.2290577968039,56.274410351675016
2845,290.2295681724547,56.274410351675016
2850,290.23008140261624,56.274410351675016
2855,290.23059748728843,56.274410351675016
2860,290.2311164264714,56.274410351675016
2865,290.231638220165,56.274410351675016
2870,290.23216286836936,56.274410351675016
2875,290.23269037108446,56.274410351675016
2880,290.23322072831024,56.274410351675016
2885,290.23375394004677,56.274410351675016
2890,290.234290006294,56.274410351675016
2895,290.2348289270519,56.274410351675016
2900,290.23537070232055,56.274410351675016
2905,290.2359153320999,56.274410351675016
2910,290.23646281639003,56.274410351675016
2915,290.2370131551908,56.274410351675016
2920,290.2375663485023,56.274410351675016
2925,290.2381223963245,56.274410351675016
2930,290.23868129865747,56.274410351675016
2935,290.2392430555011,56.274410351675016
2940,290.2398076668555,56.274410351675016
2945,290.24037513272054,56.274410351675016
2950,290.24094545309634,56.274410351675016
2955,290.2415186279829,56.274410351675016
2960,290.2420946573801,56.274410351675016
2965,290.242673541288,56.274410351675016
2970,290.24325527970666,56.274410351675016
2975,290.24383987263604,56.274410351675016
2980,290.24442393800837,56.274410351675016
2985,290.244937067651,56.274410351675016
2990,290.2454525734407,56.274410351675016
2995,290.2459704553775,56.274410351675016
3000,290.2464907134614,56.274410351675016
3005,290.24701334769236,56.274410351675016
3010,290.24753835807047,56.274410351675016
3015,290.24806574459564,56.274410351675016
3020,290.24859550726796,56.274410351675016
3025,290.24912764608735,56.274410351675016
3030,290.2496621610538,56.274410351675016
3035,290.2501990521674,56.274410351675016
3040,290.250738319428,56.274410351675016
3045,290.2512799628358,56.274410351675016
3050,290.25182398239065,56.274410351675016
3055,290.2523703780926,56.274410351675016
3060,290.25291914994165,56.274410351675016
3065,290.2534702979378,56.274410351675016
3070,290.254023822081,56.274410351675016
3075,290.2545797223714,56.274410351675016
3080,290.25513799880883,56.274410351675016
3085,290.25569865139335,56.274410351675016
3090,290.25626168012496,56.274410351675016
3095,290.2568270850037,56.274410351675016
3100,290.25739486602953,56.274410351675016
3105,290.2579650232024,56.274410351675016
3110,290.25853755652247,56.274410351675016
3115,290.2591124659896,56.274410351675016
3120,290.2596897516038,56.274410351675016
3125,290.26026941336505,56.274410351675016
3130,290.2608514512735,56.274410351675016
3135,290.26143586532896,56.274410351675016
3140,290.26202265553155,56.274410351675016
3145,290.26261182188125,56.274410351675016
3150,290.263203364378,56.274410351675016
3155,290.2637972830219,56.274410351675016
3160,290.2643935778129,56.274410351675016
3165,290.26499224875096,56.274410351675016
3170,290.26559329583614,56.274410351675016
3175,290.2661967190684,56.274410351675016
3180,290.2668025184477,56.274410351675016
3185,290.26741069397417,56.274410351675016
3190,290.26802124564773,56.274410351675016
3195,290.2686341734684,56.274410351675016
3200,290.2692494774361,56.274410351675016
3205,290.26986715755095,56.274410351675016
3210,290.2704872138129,56.274410351675016
3215,290.27110964622193,56.274410351675016
3220,290.2717344547781,56.274410351675016
3225,290.2723616394813,56.274410351675016
3230,290.2729912003316,56.274410351675016
3235,290.273623137329,56.274410351675016
3240,290.27425745047356,56.274410351675016
3245,290.27489413976514,56.274410351675016
3250,290.2755332052039,56.274410351675016
3255,290.2761746467897,56.274410351675016
3260,290.2768184645226,56.274410351675016
3265,290.27746465840255,56.274410351675016
3270,290.2781132284297,56.274410351675016
3275,290.27876417460385,56.274410351675016
3280,290.27941749692513,56.274410351675016
3285,290.2800731953935,56.274410351675016
3290,290.28073127000897,56.274410351675016
3295,290.2813917207716,56.274410351675016
3300,290.28205454768124,56.274410351675016
3305,290.282719750738,56.274410351675016
3310,290.28338732994183,56.274410351675016
3315,290.2840572852928,56.274410351675016
3320,290.28472961679086,56.274410351675016
3325,290.285404324436,56.274410351675016
3330,290.28608140822826,56.274410351675016
3335,290.2867608681676,56.274410351675016
3340,290.28744270425403,56.274410351675016
3345,290.28812691648756,56.274410351675016
3350,290.2888135048682,56.274410351675016
3355,290.2895024693959,56.274410351675016
3360,290.2901938100707,56.274410351675016
3365,290.2908875268927,56.274410351675016
3370,290.2915836198617,56.274410351675016
3375,290.2922820889778,56.274410351675016
3380,290.29298293424097,56.274410351675016
3385,290.2936861556513,56.274410351675016
3390,290.2943917532087,56.274410351675016
3395,290.2950997269132,56.274410351675016
3400,290.2958100767648,56.274410351675016
3405,290.2965228027635,56.274410351675016
3410,290.29723790490925,56.274410351675016
3415,290.2979553832021,56.274410351675016
3420,290.2986752376421,56.274410351675016
3425,290.2993974682292,56.274410351675016
3430,290.3001220749634,56.274410351675016
3435,290.30084905784463,56.274410351675016
3440,290.301578416873,56.274410351675016
3445,290.30231015204845,56.274410351675016
3450,290.303044263371,56.274410351675016
3455,290.30378075084064,56.274410351675016
3460,290.3045196144574,56.274410351675016
3465,290.3052608542212,56.274410351675016
3470,290.30600447013217,56.274410351675016
3475,290.3067504621902,56.274410351675016
3480,290.30749883039533,56.274410351675016
3485,290.30824957474755,56.274410351675016
3490,290.3090026952469,56.274410351675016
3495,290.3097581918933,56.274410351675016
3500,290.31051606468685,56.274410351675016
3505,290.31127631362745,56.274410351675016
3510,290.31203893871515,56.274410351675016
3515,290.31280393994996,56.274410351675016
3520,290.3135713173319,56.274410351675016
3525,290.31434107086085,56.274410351675016
3530,290.3151132005369,56.274410351675016
3535,290.3158877063601,56.274410351675016
3540,290.3166645883304,56.274410351675016
3545,290.3174438464478,56.274410351675016
3550,290.3182254807123,56.274410351675016
3555,290.31900949112384,56.274410351675016
3560,290.3197958776825,56.274410351675016
3565,290.3205846403883,56.274410351675016
3570,290.3213757792411,56.274410351675016
3575,290.3221692942411,56.274410351675016
3580,290.32296518538817,56.274410351675016
3585,290.32376345268233,56.274410351675016
3590,290.32456409612354,56.274410351675016
3595,290.3253671157119,56.274410351675016
