causality,local,input
name,roomCapacity.T,Q_in
type,Real,Real
0,,0.0
5,294.1100792066472,22.30527977545016
10,294.0813890187549,22.30527977545016
15,294.0528287068434,22.30527977545016
20,294.0243508875806,22.30527977545016
25,293.99594005235116,22.30527977545016
30,293.96759620115495,22.30527977545016
35,293.939319333992,22.30527977545016
40,293.91110945086234,22.30527977545016
45,293.882966551766,22.30527977545016
50,293.85489063670286,22.30527977545016
55,293.8268817056731,22.30527977545016
60,293.7989397586765,22.30527977545016
65,293.77106737698915,22.30527977545016
70,293.7432945537332,22.30527977545016
75,293.71558978642145,22.30527977545016
80,293.68795307505366,22.30527977545016
85,293.66038441962996,22.30527977545016
90,293.6328838201503,22.30527977545016
95,293.60545127661476,22.30527977545016
100,293.5780867890232,22.30527977545016
105,293.5507903573758,22.30527977545016
110,293.52356198167234,22.30527977545016
115,293.496401661913,22.30527977545016
120,293.4693093980977,22.30527977545016
125,293.44228519022647,22.30527977545016
130,293.4153290382993,22.30527977545016
135,293.3884409423162,22.30527977545016
140,293.36162090227714,22.30527977545016
145,293.33486891818217,22.30527977545016
150,293.30818499003124,22.30527977545016
155,293.28156911782435,22.30527977545016
160,293.25502130156156,22.30527977545016
165,293.2285415412428,22.30527977545016
170,293.2021298368681,22.30527977545016
175,293.1757861884374,22.30527977545016
180,293.14951059595086,22.30527977545016
185,293.12330305940833,22.30527977545016
190,293.0971635788099,22.30527977545016
195,293.0710921541555,22.30527977545016
200,293.04508878544516,22.30527977545016
205,293.01915347267885,22.30527977545016
210,292.99328621585664,22.30527977545016
215,292.9674870149785,22.30527977545016
220,292.9417558700444,22.30527977545016
225,292.9160927810543,22.30527977545016
230,292.89049774800833,22.30527977545016
235,292.86497077090644,22.30527977545016
240,292.83951184974853,22.30527977545016
245,292.8141209845347,22.30527977545016
250,292.788798175265,22.30527977545016
255,292.7635434219393,22.30527977545016
260,292.73835672455766,22.30527977545016
265,292.7132380831201,22.30527977545016
270,292.6881874976266,22.30527977545016
275,292.66320496807714,22.30527977545016
280,292.63829049447173,22.30527977545016
285,292.6134440768104,22.30527977545016
290,292.5886657150931,22.30527977545016
295,292.56395540931993,22.30527977545016
300,292.53931315949075,22.30527977545016
305,292.51473896560566,22.30527977545016
310,292.4902328276646,22.30527977545016
315,292.4657947456676,22.30527977545016
320,292.4414247196147,22.30527977545016
325,292.41712274950584,22.30527977545016
330,292.39288883534107,22.30527977545016
335,292.3687229771203,22.30527977545016
340,292.3446251748436,22.30527977545016
345,292.320595428511,22.30527977545016
350,292.2966337381224,22.30527977545016
355,292.2727401036779,22.30527977545016
360,292.2489145251775,22.30527977545016
365,292.2251570026211,22.30527977545016
370,292.20146753600875,22.30527977545016
375,292.17784612534047,22.30527977545016
380,292.1542927706163,22.30527977545016
385,292.13080747183614,22.30527977545016
390,292.10617096117227,22.30527977545016
395,292.08087415414695,22.30527977545016
400,292.05563208156667,22.30527977545016
405,292.0304447434314,22.30527977545016
410,292.0053121397412,22.30527977545016
415,291.98023427049594,22.30527977545016
420,291.9552111356957,22.30527977545016
425,291.93024273534047,22.30527977545016
430,291.9053290694303,22.30527977545016
435,291.8804701379651,22.30527977545016
440,291.8556659409449,22.30527977545016
445,291.8309164783698,22.30527977545016
450,291.8062217502396,22.30527977545016
455,291.78158175655443,22.30527977545016
460,291.75699649731433,22.30527977545016
465,291.7324659725192,22.30527977545016
470,291.7079901821691,22.30527977545016
475,291.683569126264,22.30527977545016
480,291.6592028048039,22.30527977545016
485,291.63489121778883,22.30527977545016
490,291.6106343652188,22.30527977545016
495,291.58643224709374,22.30527977545016
500,291.5622848634137,22.30527977545016
505,291.53819221417865,22.30527977545016
510,291.5141542993887,22.30527977545016
515,291.4901711190437,22.30527977545016
520,291.46624267314365,22.30527977545016
525,291.44236896168866,22.30527977545016
530,291.4185499846787,22.30527977545016
535,291.39478574211375,22.30527977545016
540,291.37107623399385,22.30527977545016
545,291.3474214603189,22.30527977545016
550,291.32382142108895,22.30527977545016
555,291.3002761163041,22.30527977545016
560,291.2767855459642,22.30527977545016
565,291.2533497100693,22.30527977545016
570,291.2299686086194,22.30527977545016
575,291.20664224161453,22.30527977545016
580,291.1833706090547,22.30527977545016
585,291.1601537109399,22.30527977545016
590,291.13699154727004,22.30527977545016
595,291.11388411804523,22.30527977545016
600,291.09083142326546,22.30527977545016
605,291.06783346293065,22.30527977545016
610,291.0448902370409,22.30527977545016
615,291.0220017455961,22.30527977545016
620,290.99916798859635,22.30527977545016
625,290.9763889660416,22.30527977545016
630,290.9536646779319,22.30527977545016
635,290.93099512426716,22.30527977545016
640,290.90838030504744,22.30527977545016
645,290.88582022027276,22.30527977545016
650,290.8633148699431,22.30527977545016
655,290.84086425405843,22.30527977545016
660,290.8184683726188,22.30527977545016
665,290.7961272256241,22.30527977545016
670,290.7738408130745,22.30527977545016
675,290.7516091349699,22.30527977545016
680,290.72943219131025,22.30527977545016
685,290.70730998209564,22.30527977545016
690,290.68524250732605,22.30527977545016
695,290.6632297670015,22.30527977545016
700,290.6412717611219,22.30527977545016
705,290.61936848968736,22.30527977545016
710,290.59751995269784,22.30527977545016
715,290.57572615015334,22.30527977545016
720,290.5539870820538,22.30527977545016
725,290.53230274839933,22.30527977545016
730,290.5106731491898,22.30527977545016
735,290.4890982844253,22.30527977545016
740,290.46757815410587,22.30527977545016
745,290.44611275823144,22.30527977545016
750,290.424702096802,22.30527977545016
755,290.40334616981755,22.30527977545016
760,290.3820449772781,22.30527977545016
765,290.36079851918373,22.30527977545016
770,290.33960679553434,22.30527977545016
775,290.3184698063299,22.30527977545016
780,290.2973875515706,22.30527977545016
785,290.2763600312562,22.30527977545016
790,290.2553872453868,22.30527977545016
795,290.2344691939625,22.30527977545016
800,290.2136058769832,22.30527977545016
805,290.1927972944489,22.30527977545016
810,290.17204344635957,22.30527977545016
815,290.15134433271527,22.30527977545016
820,290.130699953516,22.30527977545016
825,290.11011030876176,22.30527977545016
830,290.0895753984525,22.30527977545016
835,290.06909522258826,22.30527977545016
840,290.048669781169,22.30527977545016
845,290.0282990741948,22.30527977545016
850,290.00798310166556,22.30527977545016
855,289.9877218635814,22.30527977545016
860,289.9675153599422,22.30527977545016
865,289.947363590748,22.30527977545016
870,289.92726655599887,22.30527977545016
875,289.90722425569476,22.30527977545016
880,289.8872366898356,22.30527977545016
885,289.86730385842145,22.30527977545016
