,P_el,_P_in_full
"(18900.0, 34800)",81.26292646696803,81.26292646696803
"(18900.0, 34900)",81.26292646696803,81.26292646696803
"(18900.0, 35000)",81.26292646696803,81.26292646696803
"(18900.0, 35100)",81.26292646696803,81.26292646696803
"(18900.0, 35200)",82.87298419052625,82.87298419052625
"(18900.0, 35300)",82.87298419052625,82.87298419052625
"(18900.0, 35400)",82.87298419052625,82.87298419052625
"(18900.0, 35500)",82.87298419052625,82.87298419052625
"(18900.0, 35600)",82.87298419052625,82.87298419052625
"(18900.0, 35700)",82.87298419052625,82.87298419052625
"(18900.0, 35800)",82.87298419052625,82.87298419052625
"(18900.0, 35900)",82.87298419052625,82.87298419052625
"(18900.0, 36000)",82.87298419052625,82.87298419052625
"(18900.0, 36100)",84.40977138990007,84.40977138990007
"(18900.0, 36200)",84.40977138990007,84.40977138990007
"(18900.0, 36300)",84.40977138990007,84.40977138990007
"(18900.0, 36400)",84.40977138990007,84.40977138990007
"(18900.0, 36500)",84.40977138990007,84.40977138990007
"(18900.0, 36600)",84.40977138990007,84.40977138990007
"(18900.0, 36700)",84.40977138990007,84.40977138990007
"(18900.0, 36800)",84.40977138990007,84.40977138990007
"(18900.0, 36900)",84.40977138990007,84.40977138990007
"(18900.0, 37000)",85.85875892158508,85.85875892158508
"(18900.0, 37100)",85.85875892158508,85.85875892158508
"(18900.0, 37200)",85.85875892158508,85.85875892158508
"(18900.0, 37300)",85.85875892158508,85.85875892158508
"(18900.0, 37400)",85.85875892158508,85.85875892158508
"(18900.0, 37500)",85.85875892158508,85.85875892158508
"(18900.0, 37600)",85.85875892158508,85.85875892158508
"(18900.0, 37700)",85.85875892158508,85.85875892158508
"(18900.0, 37800)",85.85875892158508,85.85875892158508
"(18900.0, 37900)",87.24489460850428,87.24489460850428
"(18900.0, 38000)",87.24489460850428,87.24489460850428
"(18900.0, 38100)",87.24489460850428,87.24489460850428
"(18900.0, 38200)",87.24489460850428,87.24489460850428
"(18900.0, 38300)",87.24489460850428,87.24489460850428
"(18900.0, 38400)",87.24489460850428,87.24489460850428
"(18900.0, 38500)",87.24489460850428,87.24489460850428
"(18900.0, 38600)",87.24489460850428,87.24489460850428
"(18900.0, 38700)",87.24489460850428,87.24489460850428
"(18900.0, 38800)",88.47537146155561,88.47537146155561
"(18900.0, 38900)",88.47537146155561,88.47537146155561
"(18900.0, 39000)",88.47537146155561,88.47537146155561
"(18900.0, 39100)",88.47537146155561,88.47537146155561
"(18900.0, 39200)",88.47537146155561,88.47537146155561
"(18900.0, 39300)",88.47537146155561,88.47537146155561
"(18900.0, 39400)",88.47537146155561,88.47537146155561
"(18900.0, 39500)",88.47537146155561,88.47537146155561
"(18900.0, 39600)",88.47537146155561,88.47537146155561
"(18900.0, 39700)",89.81434486885789,89.81434486885789
"(18900.0, 39800)",89.81434486885789,89.81434486885789
"(18900.0, 39900)",89.81434486885789,89.81434486885789
"(18900.0, 40000)",89.81434486885789,89.81434486885789
"(18900.0, 40100)",89.81434486885789,89.81434486885789
"(18900.0, 40200)",89.81434486885789,89.81434486885789
"(18900.0, 40300)",89.81434486885789,89.81434486885789
"(18900.0, 40400)",89.81434486885789,89.81434486885789
"(18900.0, 40500)",89.81434486885789,89.81434486885789
"(18900.0, 40600)",90.44988894517982,90.44988894517982
"(18900.0, 40700)",90.44988894517982,90.44988894517982
"(18900.0, 40800)",90.44988894517982,90.44988894517982
"(18900.0, 40900)",90.44988894517982,90.44988894517982
"(18900.0, 41000)",90.44988894517982,90.44988894517982
"(18900.0, 41100)",90.44988894517982,90.44988894517982
"(18900.0, 41200)",90.44988894517982,90.44988894517982
"(18900.0, 41300)",90.44988894517982,90.44988894517982
"(18900.0, 41400)",90.44988894517982,90.44988894517982
"(18900.0, 41500)",92.8202614303619,92.8202614303619
"(18900.0, 41600)",92.8202614303619,92.8202614303619
"(18900.0, 41700)",92.8202614303619,92.8202614303619
"(18900.0, 41800)",92.8202614303619,92.8202614303619
"(18900.0, 41900)",92.8202614303619,92.8202614303619
"(18900.0, 42000)",92.8202614303619,92.8202614303619
"(18900.0, 42100)",92.8202614303619,92.8202614303619
"(18900.0, 42200)",92.8202614303619,92.8202614303619
"(18900.0, 42300)",92.8202614303619,92.8202614303619
"(18900.0, 42400)",90.39186201712937,90.39186201712937
"(18900.0, 42500)",90.39186201712937,90.39186201712937
"(18900.0, 42600)",90.39186201712937,90.39186201712937
"(18900.0, 42700)",90.39186201712937,90.39186201712937
"(18900.0, 42800)",90.39186201712937,90.39186201712937
"(18900.0, 42900)",90.39186201712937,90.39186201712937
"(18900.0, 43000)",90.39186201712937,90.39186201712937
"(18900.0, 43100)",90.39186201712937,90.39186201712937
"(18900.0, 43200)",90.39186201712937,90.39186201712937
"(19800.0, 0)",,
"(19800.0, 100)",43.9348949835208,43.9348949835208
"(19800.0, 200)",43.9348949835208,43.9348949835208
"(19800.0, 300)",43.9348949835208,43.9348949835208
"(19800.0, 400)",43.9348949835208,43.9348949835208
"(19800.0, 500)",43.9348949835208,43.9348949835208
"(19800.0, 600)",43.9348949835208,43.9348949835208
"(19800.0, 700)",43.9348949835208,43.9348949835208
"(19800.0, 800)",43.9348949835208,43.9348949835208
"(19800.0, 900)",43.9348949835208,43.9348949835208
"(19800.0, 1000)",45.366622834813725,45.366622834813725
"(19800.0, 1100)",45.366622834813725,45.366622834813725
"(19800.0, 1200)",45.366622834813725,45.366622834813725
"(19800.0, 1300)",45.366622834813725,45.366622834813725
"(19800.0, 1400)",45.366622834813725,45.366622834813725
"(19800.0, 1500)",45.366622834813725,45.366622834813725
"(19800.0, 1600)",45.366622834813725,45.366622834813725
"(19800.0, 1700)",45.366622834813725,45.366622834813725
"(19800.0, 1800)",45.366622834813725,45.366622834813725
"(19800.0, 1900)",44.145625845839064,44.145625845839064
"(19800.0, 2000)",44.145625845839064,44.145625845839064
"(19800.0, 2100)",44.145625845839064,44.145625845839064
"(19800.0, 2200)",44.145625845839064,44.145625845839064
"(19800.0, 2300)",44.145625845839064,44.145625845839064
"(19800.0, 2400)",44.145625845839064,44.145625845839064
"(19800.0, 2500)",44.145625845839064,44.145625845839064
"(19800.0, 2600)",44.145625845839064,44.145625845839064
"(19800.0, 2700)",44.145625845839064,44.145625845839064
"(19800.0, 2800)",42.76789061222566,42.76789061222566
"(19800.0, 2900)",42.76789061222566,42.76789061222566
"(19800.0, 3000)",42.76789061222566,42.76789061222566
"(19800.0, 3100)",42.76789061222566,42.76789061222566
"(19800.0, 3200)",42.76789061222566,42.76789061222566
"(19800.0, 3300)",42.76789061222566,42.76789061222566
"(19800.0, 3400)",42.76789061222566,42.76789061222566
"(19800.0, 3500)",42.76789061222566,42.76789061222566
"(19800.0, 3600)",42.76789061222566,42.76789061222566
"(19800.0, 3700)",42.770470878865964,42.770470878865964
"(19800.0, 3800)",42.770470878865964,42.770470878865964
"(19800.0, 3900)",42.770470878865964,42.770470878865964
"(19800.0, 4000)",42.770470878865964,42.770470878865964
"(19800.0, 4100)",42.770470878865964,42.770470878865964
"(19800.0, 4200)",42.770470878865964,42.770470878865964
"(19800.0, 4300)",42.770470878865964,42.770470878865964
"(19800.0, 4400)",42.770470878865964,42.770470878865964
"(19800.0, 4500)",42.770470878865964,42.770470878865964
"(19800.0, 4600)",42.56581483540839,42.56581483540839
"(19800.0, 4700)",42.56581483540839,42.56581483540839
"(19800.0, 4800)",42.56581483540839,42.56581483540839
"(19800.0, 4900)",42.56581483540839,42.56581483540839
"(19800.0, 5000)",42.56581483540839,42.56581483540839
"(19800.0, 5100)",42.56581483540839,42.56581483540839
"(19800.0, 5200)",42.56581483540839,42.56581483540839
"(19800.0, 5300)",42.56581483540839,42.56581483540839
"(19800.0, 5400)",42.56581483540839,42.56581483540839
"(19800.0, 5500)",42.53208571130327,42.53208571130327
"(19800.0, 5600)",42.53208571130327,42.53208571130327
"(19800.0, 5700)",42.53208571130327,42.53208571130327
"(19800.0, 5800)",42.53208571130327,42.53208571130327
"(19800.0, 5900)",42.53208571130327,42.53208571130327
"(19800.0, 6000)",42.53208571130327,42.53208571130327
"(19800.0, 6100)",42.53208571130327,42.53208571130327
"(19800.0, 6200)",42.53208571130327,42.53208571130327
"(19800.0, 6300)",42.53208571130327,42.53208571130327
"(19800.0, 6400)",42.58788820595877,42.58788820595877
"(19800.0, 6500)",42.58788820595877,42.58788820595877
"(19800.0, 6600)",42.58788820595877,42.58788820595877
"(19800.0, 6700)",42.58788820595877,42.58788820595877
"(19800.0, 6800)",42.58788820595877,42.58788820595877
"(19800.0, 6900)",42.58788820595877,42.58788820595877
"(19800.0, 7000)",42.58788820595877,42.58788820595877
"(19800.0, 7100)",42.58788820595877,42.58788820595877
"(19800.0, 7200)",42.58788820595877,42.58788820595877
"(19800.0, 7300)",42.74797947473879,42.74797947473879
"(19800.0, 7400)",42.74797947473879,42.74797947473879
"(19800.0, 7500)",42.74797947473879,42.74797947473879
"(19800.0, 7600)",42.74797947473879,42.74797947473879
"(19800.0, 7700)",42.74797947473879,42.74797947473879
"(19800.0, 7800)",42.74797947473879,42.74797947473879
"(19800.0, 7900)",42.74797947473879,42.74797947473879
"(19800.0, 8000)",42.74797947473879,42.74797947473879
"(19800.0, 8100)",42.74797947473879,42.74797947473879
"(19800.0, 8200)",43.00635921391148,43.00635921391148
"(19800.0, 8300)",43.00635921391148,43.00635921391148
"(19800.0, 8400)",43.00635921391148,43.00635921391148
"(19800.0, 8500)",43.00635921391148,43.00635921391148
"(19800.0, 8600)",43.00635921391148,43.00635921391148
"(19800.0, 8700)",43.00635921391148,43.00635921391148
"(19800.0, 8800)",43.00635921391148,43.00635921391148
"(19800.0, 8900)",43.00635921391148,43.00635921391148
"(19800.0, 9000)",43.00635921391148,43.00635921391148
"(19800.0, 9100)",43.360879586640685,43.360879586640685
"(19800.0, 9200)",43.360879586640685,43.360879586640685
"(19800.0, 9300)",43.360879586640685,43.360879586640685
"(19800.0, 9400)",43.360879586640685,43.360879586640685
"(19800.0, 9500)",43.360879586640685,43.360879586640685
"(19800.0, 9600)",43.360879586640685,43.360879586640685
"(19800.0, 9700)",43.360879586640685,43.360879586640685
"(19800.0, 9800)",43.360879586640685,43.360879586640685
"(19800.0, 9900)",43.360879586640685,43.360879586640685
"(19800.0, 10000)",43.80808196525276,43.80808196525276
"(19800.0, 10100)",43.80808196525276,43.80808196525276
"(19800.0, 10200)",43.80808196525276,43.80808196525276
"(19800.0, 10300)",43.80808196525276,43.80808196525276
"(19800.0, 10400)",43.80808196525276,43.80808196525276
"(19800.0, 10500)",43.80808196525276,43.80808196525276
"(19800.0, 10600)",43.80808196525276,43.80808196525276
"(19800.0, 10700)",43.80808196525276,43.80808196525276
"(19800.0, 10800)",43.80808196525276,43.80808196525276
"(19800.0, 10900)",44.34430001234527,44.34430001234527
"(19800.0, 11000)",44.34430001234527,44.34430001234527
"(19800.0, 11100)",44.34430001234527,44.34430001234527
"(19800.0, 11200)",44.34430001234527,44.34430001234527
"(19800.0, 11300)",44.34430001234527,44.34430001234527
"(19800.0, 11400)",44.34430001234527,44.34430001234527
"(19800.0, 11500)",44.34430001234527,44.34430001234527
"(19800.0, 11600)",44.34430001234527,44.34430001234527
"(19800.0, 11700)",44.34430001234527,44.34430001234527
"(19800.0, 11800)",44.96544640986725,44.96544640986725
"(19800.0, 11900)",44.96544640986725,44.96544640986725
"(19800.0, 12000)",44.96544640986725,44.96544640986725
"(19800.0, 12100)",44.96544640986725,44.96544640986725
"(19800.0, 12200)",44.96544640986725,44.96544640986725
"(19800.0, 12300)",44.96544640986725,44.96544640986725
"(19800.0, 12400)",44.96544640986725,44.96544640986725
"(19800.0, 12500)",44.96544640986725,44.96544640986725
"(19800.0, 12600)",44.96544640986725,44.96544640986725
"(19800.0, 12700)",45.667078543852185,45.667078543852185
"(19800.0, 12800)",45.667078543852185,45.667078543852185
"(19800.0, 12900)",45.667078543852185,45.667078543852185
"(19800.0, 13000)",45.667078543852185,45.667078543852185
"(19800.0, 13100)",45.667078543852185,45.667078543852185
"(19800.0, 13200)",45.667078543852185,45.667078543852185
"(19800.0, 13300)",45.667078543852185,45.667078543852185
"(19800.0, 13400)",45.667078543852185,45.667078543852185
"(19800.0, 13500)",45.667078543852185,45.667078543852185
"(19800.0, 13600)",46.444407355794056,46.444407355794056
"(19800.0, 13700)",46.444407355794056,46.444407355794056
"(19800.0, 13800)",46.444407355794056,46.444407355794056
"(19800.0, 13900)",46.444407355794056,46.444407355794056
"(19800.0, 14000)",46.444407355794056,46.444407355794056
"(19800.0, 14100)",46.444407355794056,46.444407355794056
"(19800.0, 14200)",46.444407355794056,46.444407355794056
"(19800.0, 14300)",46.444407355794056,46.444407355794056
"(19800.0, 14400)",46.444407355794056,46.444407355794056
"(19800.0, 14500)",47.292320157611975,47.292320157611975
"(19800.0, 14600)",47.292320157611975,47.292320157611975
"(19800.0, 14700)",47.292320157611975,47.292320157611975
"(19800.0, 14800)",47.292320157611975,47.292320157611975
"(19800.0, 14900)",47.292320157611975,47.292320157611975
"(19800.0, 15000)",47.292320157611975,47.292320157611975
"(19800.0, 15100)",47.292320157611975,47.292320157611975
"(19800.0, 15200)",47.292320157611975,47.292320157611975
"(19800.0, 15300)",47.292320157611975,47.292320157611975
"(19800.0, 15400)",48.20540124480061,48.20540124480061
"(19800.0, 15500)",48.20540124480061,48.20540124480061
"(19800.0, 15600)",48.20540124480061,48.20540124480061
"(19800.0, 15700)",48.20540124480061,48.20540124480061
"(19800.0, 15800)",48.20540124480061,48.20540124480061
"(19800.0, 15900)",48.20540124480061,48.20540124480061
"(19800.0, 16000)",48.20540124480061,48.20540124480061
"(19800.0, 16100)",48.20540124480061,48.20540124480061
"(19800.0, 16200)",48.20540124480061,48.20540124480061
"(19800.0, 16300)",49.177959133726944,49.177959133726944
"(19800.0, 16400)",49.177959133726944,49.177959133726944
"(19800.0, 16500)",49.177959133726944,49.177959133726944
"(19800.0, 16600)",49.177959133726944,49.177959133726944
"(19800.0, 16700)",49.177959133726944,49.177959133726944
"(19800.0, 16800)",49.177959133726944,49.177959133726944
"(19800.0, 16900)",49.177959133726944,49.177959133726944
"(19800.0, 17000)",49.177959133726944,49.177959133726944
"(19800.0, 17100)",49.177959133726944,49.177959133726944
"(19800.0, 17200)",50.20403212984862,50.20403212984862
"(19800.0, 17300)",50.20403212984862,50.20403212984862
"(19800.0, 17400)",50.20403212984862,50.20403212984862
"(19800.0, 17500)",50.20403212984862,50.20403212984862
"(19800.0, 17600)",50.20403212984862,50.20403212984862
"(19800.0, 17700)",50.20403212984862,50.20403212984862
"(19800.0, 17800)",50.20403212984862,50.20403212984862
"(19800.0, 17900)",50.20403212984862,50.20403212984862
"(19800.0, 18000)",50.20403212984862,50.20403212984862
"(19800.0, 18100)",51.277503138389406,51.277503138389406
"(19800.0, 18200)",51.277503138389406,51.277503138389406
"(19800.0, 18300)",51.277503138389406,51.277503138389406
"(19800.0, 18400)",51.277503138389406,51.277503138389406
"(19800.0, 18500)",51.277503138389406,51.277503138389406
"(19800.0, 18600)",51.277503138389406,51.277503138389406
"(19800.0, 18700)",51.277503138389406,51.277503138389406
"(19800.0, 18800)",51.277503138389406,51.277503138389406
"(19800.0, 18900)",51.277503138389406,51.277503138389406
"(19800.0, 19000)",52.39170152890828,52.39170152890828
"(19800.0, 19100)",52.39170152890828,52.39170152890828
"(19800.0, 19200)",52.39170152890828,52.39170152890828
"(19800.0, 19300)",52.39170152890828,52.39170152890828
"(19800.0, 19400)",52.39170152890828,52.39170152890828
"(19800.0, 19500)",52.39170152890828,52.39170152890828
"(19800.0, 19600)",52.39170152890828,52.39170152890828
"(19800.0, 19700)",52.39170152890828,52.39170152890828
"(19800.0, 19800)",52.39170152890828,52.39170152890828
"(19800.0, 19900)",53.54144849877596,53.54144849877596
"(19800.0, 20000)",53.54144849877596,53.54144849877596
"(19800.0, 20100)",53.54144849877596,53.54144849877596
"(19800.0, 20200)",53.54144849877596,53.54144849877596
"(19800.0, 20300)",53.54144849877596,53.54144849877596
"(19800.0, 20400)",53.54144849877596,53.54144849877596
"(19800.0, 20500)",53.54144849877596,53.54144849877596
"(19800.0, 20600)",53.54144849877596,53.54144849877596
"(19800.0, 20700)",53.54144849877596,53.54144849877596
"(19800.0, 20800)",54.71349357998144,54.71349357998144
"(19800.0, 20900)",54.71349357998144,54.71349357998144
"(19800.0, 21000)",54.71349357998144,54.71349357998144
"(19800.0, 21100)",54.71349357998144,54.71349357998144
"(19800.0, 21200)",54.71349357998144,54.71349357998144
"(19800.0, 21300)",54.71349357998144,54.71349357998144
"(19800.0, 21400)",54.71349357998144,54.71349357998144
"(19800.0, 21500)",54.71349357998144,54.71349357998144
"(19800.0, 21600)",54.71349357998144,54.71349357998144
"(19800.0, 21700)",55.93213123858997,55.93213123858997
"(19800.0, 21800)",55.93213123858997,55.93213123858997
"(19800.0, 21900)",55.93213123858997,55.93213123858997
"(19800.0, 22000)",55.93213123858997,55.93213123858997
"(19800.0, 22100)",55.93213123858997,55.93213123858997
"(19800.0, 22200)",55.93213123858997,55.93213123858997
"(19800.0, 22300)",55.93213123858997,55.93213123858997
"(19800.0, 22400)",55.93213123858997,55.93213123858997
"(19800.0, 22500)",55.93213123858997,55.93213123858997
"(19800.0, 22600)",57.04255477218652,57.04255477218652
"(19800.0, 22700)",57.04255477218652,57.04255477218652
"(19800.0, 22800)",57.04255477218652,57.04255477218652
"(19800.0, 22900)",57.04255477218652,57.04255477218652
"(19800.0, 23000)",57.04255477218652,57.04255477218652
"(19800.0, 23100)",57.04255477218652,57.04255477218652
"(19800.0, 23200)",57.04255477218652,57.04255477218652
"(19800.0, 23300)",57.04255477218652,57.04255477218652
"(19800.0, 23400)",57.04255477218652,57.04255477218652
"(19800.0, 23500)",59.318166258964666,59.318166258964666
"(19800.0, 23600)",59.318166258964666,59.318166258964666
"(19800.0, 23700)",59.318166258964666,59.318166258964666
"(19800.0, 23800)",59.318166258964666,59.318166258964666
"(19800.0, 23900)",59.318166258964666,59.318166258964666
"(19800.0, 24000)",59.318166258964666,59.318166258964666
"(19800.0, 24100)",59.318166258964666,59.318166258964666
"(19800.0, 24200)",59.318166258964666,59.318166258964666
"(19800.0, 24300)",59.318166258964666,59.318166258964666
"(19800.0, 24400)",62.380329174511495,62.380329174511495
"(19800.0, 24500)",62.380329174511495,62.380329174511495
"(19800.0, 24600)",62.380329174511495,62.380329174511495
"(19800.0, 24700)",62.380329174511495,62.380329174511495
"(19800.0, 24800)",62.380329174511495,62.380329174511495
"(19800.0, 24900)",62.380329174511495,62.380329174511495
"(19800.0, 25000)",62.380329174511495,62.380329174511495
"(19800.0, 25100)",62.380329174511495,62.380329174511495
"(19800.0, 25200)",62.380329174511495,62.380329174511495
"(19800.0, 25300)",64.24872070858486,64.24872070858486
"(19800.0, 25400)",64.24872070858486,64.24872070858486
"(19800.0, 25500)",64.24872070858486,64.24872070858486
"(19800.0, 25600)",64.24872070858486,64.24872070858486
"(19800.0, 25700)",64.24872070858486,64.24872070858486
"(19800.0, 25800)",64.24872070858486,64.24872070858486
"(19800.0, 25900)",64.24872070858486,64.24872070858486
"(19800.0, 26000)",64.24872070858486,64.24872070858486
"(19800.0, 26100)",64.24872070858486,64.24872070858486
"(19800.0, 26200)",66.33785612273778,66.33785612273778
"(19800.0, 26300)",66.33785612273778,66.33785612273778
"(19800.0, 26400)",66.33785612273778,66.33785612273778
"(19800.0, 26500)",66.33785612273778,66.33785612273778
"(19800.0, 26600)",66.33785612273778,66.33785612273778
"(19800.0, 26700)",66.33785612273778,66.33785612273778
"(19800.0, 26800)",66.33785612273778,66.33785612273778
"(19800.0, 26900)",66.33785612273778,66.33785612273778
"(19800.0, 27000)",66.33785612273778,66.33785612273778
"(19800.0, 27100)",68.32835764541787,68.32835764541787
"(19800.0, 27200)",68.32835764541787,68.32835764541787
"(19800.0, 27300)",68.32835764541787,68.32835764541787
"(19800.0, 27400)",68.32835764541787,68.32835764541787
"(19800.0, 27500)",68.32835764541787,68.32835764541787
"(19800.0, 27600)",68.32835764541787,68.32835764541787
"(19800.0, 27700)",68.32835764541787,68.32835764541787
"(19800.0, 27800)",68.32835764541787,68.32835764541787
"(19800.0, 27900)",68.32835764541787,68.32835764541787
"(19800.0, 28000)",70.3169064265674,70.3169064265674
"(19800.0, 28100)",70.3169064265674,70.3169064265674
"(19800.0, 28200)",70.3169064265674,70.3169064265674
"(19800.0, 28300)",70.3169064265674,70.3169064265674
"(19800.0, 28400)",70.3169064265674,70.3169064265674
"(19800.0, 28500)",70.3169064265674,70.3169064265674
"(19800.0, 28600)",70.3169064265674,70.3169064265674
"(19800.0, 28700)",70.3169064265674,70.3169064265674
"(19800.0, 28800)",70.3169064265674,70.3169064265674
"(19800.0, 28900)",72.26251406882298,72.26251406882298
"(19800.0, 29000)",72.26251406882298,72.26251406882298
"(19800.0, 29100)",72.26251406882298,72.26251406882298
"(19800.0, 29200)",72.26251406882298,72.26251406882298
"(19800.0, 29300)",72.26251406882298,72.26251406882298
"(19800.0, 29400)",72.26251406882298,72.26251406882298
"(19800.0, 29500)",72.26251406882298,72.26251406882298
"(19800.0, 29600)",72.26251406882298,72.26251406882298
"(19800.0, 29700)",72.26251406882298,72.26251406882298
"(19800.0, 29800)",74.16997981181309,74.16997981181309
"(19800.0, 29900)",74.16997981181309,74.16997981181309
"(19800.0, 30000)",74.16997981181309,74.16997981181309
"(19800.0, 30100)",74.16997981181309,74.16997981181309
"(19800.0, 30200)",74.16997981181309,74.16997981181309
"(19800.0, 30300)",74.16997981181309,74.16997981181309
"(19800.0, 30400)",74.16997981181309,74.16997981181309
"(19800.0, 30500)",74.16997981181309,74.16997981181309
"(19800.0, 30600)",74.16997981181309,74.16997981181309
"(19800.0, 30700)",76.02916515106217,76.02916515106217
"(19800.0, 30800)",76.02916515106217,76.02916515106217
"(19800.0, 30900)",76.02916515106217,76.02916515106217
"(19800.0, 31000)",76.02916515106217,76.02916515106217
"(19800.0, 31100)",76.02916515106217,76.02916515106217
"(19800.0, 31200)",76.02916515106217,76.02916515106217
"(19800.0, 31300)",76.02916515106217,76.02916515106217
"(19800.0, 31400)",76.02916515106217,76.02916515106217
"(19800.0, 31500)",76.02916515106217,76.02916515106217
"(19800.0, 31600)",77.83512528498969,77.83512528498969
"(19800.0, 31700)",77.83512528498969,77.83512528498969
"(19800.0, 31800)",77.83512528498969,77.83512528498969
"(19800.0, 31900)",77.83512528498969,77.83512528498969
"(19800.0, 32000)",77.83512528498969,77.83512528498969
"(19800.0, 32100)",77.83512528498969,77.83512528498969
"(19800.0, 32200)",77.83512528498969,77.83512528498969
"(19800.0, 32300)",77.83512528498969,77.83512528498969
"(19800.0, 32400)",77.83512528498969,77.83512528498969
"(19800.0, 32500)",79.58153739242437,79.58153739242437
"(19800.0, 32600)",79.58153739242437,79.58153739242437
"(19800.0, 32700)",79.58153739242437,79.58153739242437
"(19800.0, 32800)",79.58153739242437,79.58153739242437
"(19800.0, 32900)",79.58153739242437,79.58153739242437
"(19800.0, 33000)",79.58153739242437,79.58153739242437
"(19800.0, 33100)",79.58153739242437,79.58153739242437
"(19800.0, 33200)",79.58153739242437,79.58153739242437
"(19800.0, 33300)",79.58153739242437,79.58153739242437
"(19800.0, 33400)",81.26272680515366,81.26272680515366
"(19800.0, 33500)",81.26272680515366,81.26272680515366
"(19800.0, 33600)",81.26272680515366,81.26272680515366
"(19800.0, 33700)",81.26272680515366,81.26272680515366
"(19800.0, 33800)",81.26272680515366,81.26272680515366
"(19800.0, 33900)",81.26272680515366,81.26272680515366
"(19800.0, 34000)",81.26272680515366,81.26272680515366
"(19800.0, 34100)",81.26272680515366,81.26272680515366
"(19800.0, 34200)",81.26272680515366,81.26272680515366
"(19800.0, 34300)",82.8735869482352,82.8735869482352
"(19800.0, 34400)",82.8735869482352,82.8735869482352
"(19800.0, 34500)",82.8735869482352,82.8735869482352
"(19800.0, 34600)",82.8735869482352,82.8735869482352
"(19800.0, 34700)",82.8735869482352,82.8735869482352
"(19800.0, 34800)",82.8735869482352,82.8735869482352
"(19800.0, 34900)",82.8735869482352,82.8735869482352
"(19800.0, 35000)",82.8735869482352,82.8735869482352
"(19800.0, 35100)",82.8735869482352,82.8735869482352
"(19800.0, 35200)",84.40795172888201,84.40795172888201
"(19800.0, 35300)",84.40795172888201,84.40795172888201
"(19800.0, 35400)",84.40795172888201,84.40795172888201
"(19800.0, 35500)",84.40795172888201,84.40795172888201
"(19800.0, 35600)",84.40795172888201,84.40795172888201
"(19800.0, 35700)",84.40795172888201,84.40795172888201
"(19800.0, 35800)",84.40795172888201,84.40795172888201
"(19800.0, 35900)",84.40795172888201,84.40795172888201
"(19800.0, 36000)",84.40795172888201,84.40795172888201
"(19800.0, 36100)",85.8642522836313,85.8642522836313
"(19800.0, 36200)",85.8642522836313,85.8642522836313
"(19800.0, 36300)",85.8642522836313,85.8642522836313
"(19800.0, 36400)",85.8642522836313,85.8642522836313
"(19800.0, 36500)",85.8642522836313,85.8642522836313
"(19800.0, 36600)",85.8642522836313,85.8642522836313
"(19800.0, 36700)",85.8642522836313,85.8642522836313
"(19800.0, 36800)",85.8642522836313,85.8642522836313
"(19800.0, 36900)",85.8642522836313,85.8642522836313
"(19800.0, 37000)",87.22831073569576,87.22831073569576
"(19800.0, 37100)",87.22831073569576,87.22831073569576
"(19800.0, 37200)",87.22831073569576,87.22831073569576
"(19800.0, 37300)",87.22831073569576,87.22831073569576
"(19800.0, 37400)",87.22831073569576,87.22831073569576
"(19800.0, 37500)",87.22831073569576,87.22831073569576
"(19800.0, 37600)",87.22831073569576,87.22831073569576
"(19800.0, 37700)",87.22831073569576,87.22831073569576
"(19800.0, 37800)",87.22831073569576,87.22831073569576
"(19800.0, 37900)",88.52543639760988,88.52543639760988
"(19800.0, 38000)",88.52543639760988,88.52543639760988
"(19800.0, 38100)",88.52543639760988,88.52543639760988
"(19800.0, 38200)",88.52543639760988,88.52543639760988
"(19800.0, 38300)",88.52543639760988,88.52543639760988
"(19800.0, 38400)",88.52543639760988,88.52543639760988
"(19800.0, 38500)",88.52543639760988,88.52543639760988
"(19800.0, 38600)",88.52543639760988,88.52543639760988
"(19800.0, 38700)",88.52543639760988,88.52543639760988
"(19800.0, 38800)",89.66320416027494,89.66320416027494
"(19800.0, 38900)",89.66320416027494,89.66320416027494
"(19800.0, 39000)",89.66320416027494,89.66320416027494
"(19800.0, 39100)",89.66320416027494,89.66320416027494
"(19800.0, 39200)",89.66320416027494,89.66320416027494
"(19800.0, 39300)",89.66320416027494,89.66320416027494
"(19800.0, 39400)",89.66320416027494,89.66320416027494
"(19800.0, 39500)",89.66320416027494,89.66320416027494
"(19800.0, 39600)",89.66320416027494,89.66320416027494
"(19800.0, 39700)",90.90616616588692,90.90616616588692
"(19800.0, 39800)",90.90616616588692,90.90616616588692
"(19800.0, 39900)",90.90616616588692,90.90616616588692
"(19800.0, 40000)",90.90616616588692,90.90616616588692
"(19800.0, 40100)",90.90616616588692,90.90616616588692
"(19800.0, 40200)",90.90616616588692,90.90616616588692
"(19800.0, 40300)",90.90616616588692,90.90616616588692
"(19800.0, 40400)",90.90616616588692,90.90616616588692
"(19800.0, 40500)",90.90616616588692,90.90616616588692
"(19800.0, 40600)",91.4428077450982,91.4428077450982
"(19800.0, 40700)",91.4428077450982,91.4428077450982
"(19800.0, 40800)",91.4428077450982,91.4428077450982
"(19800.0, 40900)",91.4428077450982,91.4428077450982
"(19800.0, 41000)",91.4428077450982,91.4428077450982
"(19800.0, 41100)",91.4428077450982,91.4428077450982
"(19800.0, 41200)",91.4428077450982,91.4428077450982
"(19800.0, 41300)",91.4428077450982,91.4428077450982
"(19800.0, 41400)",91.4428077450982,91.4428077450982
