,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,variable,upper,upper,lower,lower
"(29700.0, 21409.807621135333)",,,,,,,,,,,,,,,,,290.6947758908343,303.15,288.15,,,,8.584498543451838e-05,inf,-inf,76.02916332048578,76.02916332048578,inf,inf,-inf,-inf
"(29700.0, 21600.0)",298.25,290.75,275.3722162723912,21600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.70926029272437,303.15,288.15,77.83513079379759,200.0,0.0,,,,,,,,,
"(29700.0, 21790.192378864667)",,,,,,,,,,,,,,,,,290.72999617482833,303.15,288.15,,,,0.020000976733495875,inf,-inf,77.83513079379759,77.83513079379759,inf,inf,-inf,-inf
"(29700.0, 22309.807621135333)",,,,,,,,,,,,,,,,,290.77810980324375,303.15,288.15,,,,8.58451477201321e-05,inf,-inf,77.83513079379759,77.83513079379759,inf,inf,-inf,-inf
"(29700.0, 22500.0)",298.1666666666667,290.8333333333333,275.1062664535877,22500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.792595541676,303.15,288.15,79.58152074447327,200.0,0.0,,,,,,,,,
"(29700.0, 22690.192378864667)",,,,,,,,,,,,,,,,,290.81333078564046,303.15,288.15,,,,0.019999698425174215,inf,-inf,79.58152074447327,79.58152074447327,inf,inf,-inf,-inf
"(29700.0, 23209.807621135333)",,,,,,,,,,,,,,,,,290.86144293337577,303.15,288.15,,,,8.58453033095111e-05,inf,-inf,79.58152074447327,79.58152074447327,inf,inf,-inf,-inf
"(29700.0, 23400.0)",298.0833333333333,290.9166666666667,274.85335036911243,23400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8759282260145,303.15,288.15,81.26277704609225,200.0,0.0,,,,,,,,,
"(29700.0, 23590.192378864667)",,,,,,,,,,,,,,,,,290.89666369462094,303.15,288.15,,,,0.02000012194347175,inf,-inf,81.26277704609225,81.26277704609225,inf,inf,-inf,-inf
"(29700.0, 24109.807621135333)",,,,,,,,,,,,,,,,,290.94477636359494,303.15,288.15,,,,8.584546197102186e-05,inf,-inf,81.26277704609225,81.26277704609225,inf,inf,-inf,-inf
"(29700.0, 24300.0)",298.0,291.0,274.61455104446753,24300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.95926181316474,303.15,288.15,82.87343525879913,200.0,0.0,,,,,,,,,
"(29700.0, 24490.192378864667)",,,,,,,,,,,,,,,,,290.9799971673315,303.15,288.15,,,,0.019999981733331503,inf,-inf,82.87343525879913,82.87343525879913,inf,inf,-inf,-inf
"(29700.0, 25009.807621135333)",,,,,,,,,,,,,,,,,291.0281095707701,303.15,288.15,,,,8.584562212436984e-05,inf,-inf,82.87343525879913,82.87343525879913,inf,inf,-inf,-inf
"(29700.0, 25200.0)",297.9166666666667,291.0833333333333,274.3908910550221,25200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0425949403943,303.15,288.15,84.40840964565619,200.0,0.0,,,,,,,,,
"(29700.0, 25390.192378864667)",,,,,,,,,,,,,,,,,291.0633304533107,303.15,288.15,,,,0.020000028253863742,inf,-inf,84.40840964565619,84.40840964565619,inf,inf,-inf,-inf
"(29700.0, 25909.807621135333)",,,,,,,,,,,,,,,,,291.1114432250975,303.15,288.15,,,,8.584579204236959e-05,inf,-inf,84.40840964565619,84.40840964565619,inf,inf,-inf,-inf
"(29700.0, 26100.0)",297.8333333333333,291.1666666666667,274.18332814718804,26100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.1259287056215,303.15,288.15,85.8628698644721,200.0,0.0,,,,,,,,,
"(29700.0, 26290.192378864667)",,,,,,,,,,,,,,,,,291.1466638011465,303.15,288.15,,,,0.02000001291820633,inf,-inf,85.8628698644721,85.8628698644721,inf,inf,-inf,-inf
"(29700.0, 26809.807621135333)",,,,,,,,,,,,,,,,,291.19477560445654,303.15,288.15,,,,8.584595830405398e-05,inf,-inf,85.8628698644721,85.8628698644721,inf,inf,-inf,-inf
"(29700.0, 27000.0)",297.75,291.25,273.9927511372023,27000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.2092607933979,303.15,288.15,87.23248409391218,200.0,0.0,,,,,,,,,
"(29700.0, 27190.192378864667)",,,,,,,,,,,,,,,,,291.2299971284953,303.15,288.15,,,,0.02000001806935958,inf,-inf,87.23248409391218,87.23248409391218,inf,inf,-inf,-inf
"(29700.0, 27709.807621135333)",,,,,,,,,,,,,,,,,291.27811180799495,303.15,288.15,,,,8.584616724355511e-05,inf,-inf,87.23248409391218,87.23248409391218,inf,inf,-inf,-inf
"(29700.0, 27900.0)",297.6666666666667,291.3333333333333,273.81997610507943,27900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.29259786288077,303.15,288.15,88.51283745777904,200.0,0.0,,,,,,,,,
"(29700.0, 28090.192378864667)",,,,,,,,,,,,,,,,,291.3133304626299,303.15,288.15,,,,0.02000001643474254,inf,-inf,88.51283745777904,88.51283745777904,inf,inf,-inf,-inf
"(29700.0, 28609.807621135333)",,,,,,,,,,,,,,,,,291.3614364749719,303.15,288.15,,,,8.584628588075657e-05,inf,-inf,88.51283745777904,88.51283745777904,inf,inf,-inf,-inf
"(29700.0, 28800.0)",297.5833333333333,291.4166666666667,273.665742900032,28800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.37591992040626,303.15,288.15,89.70123899210373,200.0,0.0,,,,,,,,,
"(29700.0, 28990.192378864667)",,,,,,,,,,,,,,,,,291.3966637945253,303.15,288.15,,,,0.020000017039402514,inf,-inf,89.70123899210373,89.70123899210373,inf,inf,-inf,-inf
"(29700.0, 29509.807621135333)",,,,,,,,,,,,,,,,,291.4447959668754,303.15,288.15,,,,8.584670967140818e-05,inf,-inf,89.70123899210373,89.70123899210373,inf,inf,-inf,-inf
"(29700.0, 29700.0)",297.5,291.5,273.53071197232236,29700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.4592872883949,303.15,288.15,90.79134303524266,200.0,0.0,,,,,,,,,
"(29700.0, 29890.192378864667)",,,,,,,,,,,,,,,,,291.47999712714295,303.15,288.15,,,,0.020000016921706144,inf,-inf,90.79134303524266,90.79134303524266,inf,inf,-inf,-inf
"(29700.0, 30409.807621135333)",,,,,,,,,,,,,,,,,291.5280503269573,303.15,288.15,,,,8.58462668166902e-05,inf,-inf,90.79134303524266,90.79134303524266,inf,inf,-inf,-inf
"(29700.0, 30600.0)",297.4166666666667,291.5833333333333,273.41546154511315,30600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.5425178719392,303.15,288.15,91.78944604081919,200.0,0.0,,,,,,,,,
"(29700.0, 30790.192378864667)",,,,,,,,,,,,,,,,,291.56333045958576,303.15,288.15,,,,0.020000016978915992,inf,-inf,91.78944604081919,91.78944604081919,inf,inf,-inf,-inf
"(29700.0, 31309.807621135333)",,,,,,,,,,,,,,,,,291.6116220684678,303.15,288.15,,,,8.58484021667048e-05,inf,-inf,91.78944604081919,91.78944604081919,inf,inf,-inf,-inf
"(29700.0, 31500.0)",297.3333333333333,291.6666666666667,273.32048513842744,31500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.6261613921018,303.15,288.15,92.66534417289738,200.0,0.0,,,,,,,,,
"(29700.0, 31690.192378864667)",,,,,,,,,,,,,,,,,291.64666379190214,303.15,288.15,,,,0.020000017162499727,inf,-inf,92.66534417289738,92.66534417289738,inf,inf,-inf,-inf
"(29700.0, 32209.807621135333)",,,,,,,,,,,,,,,,,291.6942356695139,303.15,288.15,,,,8.584286366647172e-05,inf,-inf,92.66534417289738,92.66534417289738,inf,inf,-inf,-inf
"(29700.0, 32400.0)",297.25,291.75,273.24618945581955,32400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7085583011364,303.15,288.15,93.50073662650344,200.0,0.0,,,,,,,,,
"(29700.0, 32590.192378864667)",,,,,,,,,,,,,,,,,291.72999712487086,303.15,288.15,,,,0.020000016693742483,inf,-inf,93.50073662650344,93.50073662650344,inf,inf,-inf,-inf
"(29700.0, 33109.80762113533)",,,,,,,,,,,,,,,,,291.7797417942152,303.15,288.15,,,,8.585884732268197e-05,inf,-inf,93.50073662650344,93.50073662650344,inf,inf,-inf,-inf
"(29700.0, 33300.0)",297.1666666666667,291.8333333333333,273.1928926428085,33300.0,0.0,0.0,0.0,0.0,,,,,,,,,291.7947185958461,303.15,288.15,94.04125259658575,200.0,0.0,,,,,,,,,
"(29700.0, 33490.19237886467)",,,,,,,,,,,,,,,,,291.8133304563107,303.15,288.15,,,,0.020000017753933758,inf,-inf,94.04125259658575,94.04125259658575,inf,inf,-inf,-inf
"(29700.0, 34009.80762113533)",,,,,,,,,,,,,,,,,291.8565157008073,303.15,288.15,,,,8.580052631983239e-05,inf,-inf,94.04125259658575,94.04125259658575,inf,inf,-inf,-inf
"(29700.0, 34200.0)",297.0833333333333,291.9166666666667,273.1608229245299,34200.0,0.0,0.0,0.0,0.0,,,,,,,,,291.8695176334511,303.15,288.15,95.04886706430092,200.0,0.0,,,,,,,,,
"(29700.0, 34390.19237886467)",,,,,,,,,,,,,,,,,291.89666379598185,303.15,288.15,,,,0.02000001058288237,inf,-inf,95.04886706430092,95.04886706430092,inf,inf,-inf,-inf
"(29700.0, 34909.80762113533)",,,,,,,,,,,,,,,,,291.9596512478954,303.15,288.15,,,,8.589683591801755e-05,inf,-inf,95.04886706430092,95.04886706430092,inf,inf,-inf,-inf
"(29700.0, 35100.0)",297.0,292.0,273.1501176284409,35100.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9786151004043,303.15,288.15,94.34099276849163,200.0,0.0,,,,,,,,,
"(29700.0, 35290.19237886467)",,,,,,,,,,,,,,,,,291.9821946694782,303.15,288.15,,,,0.017802476877480586,inf,-inf,94.34099276849163,94.34099276849163,inf,inf,-inf,-inf
"(29700.0, 35809.80762113533)",,,,,,,,,,,,,,,,,291.9905003714227,303.15,288.15,,,,0.009496832966848173,inf,-inf,94.34099276849163,94.34099276849163,inf,inf,-inf,-inf
"(29700.0, 36000.0)",297.0,292.0,273.1608225962628,36000.0,0.0,0.0,0.0,0.0,,,,,,,,,291.99300099816423,303.15,288.15,94.10858175670134,200.0,0.0,,,,,,,,,
"(29700.0, 36190.19237886467)",,,,,,,,,,,,,,,,,291.9920577081832,303.15,288.15,,,,0.00793952060578264,inf,-inf,94.10858175670134,94.10858175670134,inf,inf,-inf,-inf
"(29700.0, 36709.80762113533)",,,,,,,,,,,,,,,,,291.98986898510867,303.15,288.15,,,,0.01012821152644202,inf,-inf,94.10858175670134,94.10858175670134,inf,inf,-inf,-inf
"(29700.0, 36900.0)",297.0,292.0,273.19289198768,36900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.98921001859503,303.15,288.15,93.99499649809611,200.0,0.0,,,,,,,,,
"(29700.0, 37090.19237886467)",,,,,,,,,,,,,,,,,291.98945176985507,303.15,288.15,,,,0.010545422165449313,inf,-inf,93.99499649809611,93.99499649809611,inf,inf,-inf,-inf
"(29700.0, 37609.80762113533)",,,,,,,,,,,,,,,,,291.99001270718287,303.15,288.15,,,,0.009984491131169868,inf,-inf,93.99499649809611,93.99499649809611,inf,inf,-inf,-inf
"(29700.0, 37800.0)",297.0,292.0,273.246188476635,37800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.99018159054623,303.15,288.15,93.71796597687353,200.0,0.0,,,,,,,,,
"(29700.0, 37990.19237886467)",,,,,,,,,,,,,,,,,291.9901455326868,303.15,288.15,,,,0.009851667222394545,inf,-inf,93.71796597687353,93.71796597687353,inf,inf,-inf,-inf
"(29700.0, 38509.80762113533)",,,,,,,,,,,,,,,,,291.99006186735545,303.15,288.15,,,,0.009935331543947537,inf,-inf,93.71796597687353,93.71796597687353,inf,inf,-inf,-inf
"(29700.0, 38700.0)",297.0,292.0,273.32048383937985,38700.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9900366779411,303.15,288.15,93.34245831080447,200.0,0.0,,,,,,,,,
"(29700.0, 38890.19237886467)",,,,,,,,,,,,,,,,,291.9899409990815,303.15,288.15,,,,0.010056198388802354,inf,-inf,93.34245831080447,93.34245831080447,inf,inf,-inf,-inf
"(29700.0, 39409.80762113533)",,,,,,,,,,,,,,,,,291.98971899468023,303.15,288.15,,,,0.010278200252807476,inf,-inf,93.34245831080447,93.34245831080447,inf,inf,-inf,-inf
"(29700.0, 39600.0)",297.0,292.0,273.4154599317653,39600.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9896521550381,303.15,288.15,92.89445513305716,200.0,0.0,,,,,,,,,
"(29700.0, 39790.19237886467)",,,,,,,,,,,,,,,,,291.9900758132958,303.15,288.15,,,,0.00992138577077678,inf,-inf,92.89445513305716,92.89445513305716,inf,inf,-inf,-inf
"(29700.0, 40309.80762113533)",,,,,,,,,,,,,,,,,291.99105883084417,303.15,288.15,,,,0.008938381317200119,inf,-inf,92.89445513305716,92.89445513305716,inf,inf,-inf,-inf
"(29700.0, 40500.0)",297.0,292.0,273.53071005158273,40500.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9913547913762,303.15,288.15,92.21335400878021,200.0,0.0,,,,,,,,,
"(29700.0, 40690.19237886467)",,,,,,,,,,,,,,,,,291.98973420700116,303.15,288.15,,,,0.010262988102178735,inf,-inf,92.21335400878021,92.21335400878021,inf,inf,-inf,-inf
"(29700.0, 41209.80762113533)",,,,,,,,,,,,,,,,,291.98597395247975,303.15,288.15,,,,0.014023211759027139,inf,-inf,92.21335400878021,92.21335400878021,inf,inf,-inf,-inf
"(29700.0, 41400.0)",297.0,292.0,273.6657406801256,41400.0,0.0,0.0,0.0,0.0,,,,,,,,,291.9848418394954,303.15,288.15,92.00327374457622,200.0,0.0,,,,,,,,,
"(29700.0, 41590.19237886467)",,,,,,,,,,,,,,,,,291.9921949566964,303.15,288.15,,,,0.007802274710004435,inf,-inf,92.00327374457622,92.00327374457622,inf,inf,-inf,-inf
"(29700.0, 42109.80762113533)",,,,,,,,,,,,,,,,,292.0092564516899,303.15,288.15,,,,8.492632230457454e-05,inf,-inf,92.00327374457622,92.00327374457622,inf,inf,-inf,-inf
"(29700.0, 42300.0)",297.0,292.0,273.8199735955122,42300.0,0.0,0.0,0.0,0.0,,,,,,,,,292.01439321567693,303.15,288.15,89.66225372086855,200.0,0.0,,,,,,,,,
"(29700.0, 42490.19237886467)",,,,,,,,,,,,,,,,,291.9907733129984,303.15,288.15,,,,0.009223895071969409,inf,-inf,89.66225372086855,89.66225372086855,inf,inf,-inf,-inf
"(29700.0, 43009.80762113533)",,,,,,,,,,,,,,,,,291.9359678692279,303.15,288.15,,,,0.06402922922136298,inf,-inf,89.66225372086855,89.66225372086855,inf,inf,-inf,-inf
"(29700.0, 43200.0)",,,,,,,,,,,,,,,,,291.9194674025347,303.15,288.15,,,,,,,,,,,,
"(30600.0, 0.0)",297.8333333333333,291.1666666666667,282.1166749082674,0.0,0.0,0.0,0.0,0.0,10000.0,5.0,250.0,1.0,100.0,291.2187096713851,44.64022739475254,0.0,291.2187096713851,303.15,288.15,44.30687810112013,200.0,0.0,,,,,,,,,
"(30600.0, 190.19237886466843)",,,,,,,,,,,,,,,,,291.19701111840874,303.15,288.15,,,,6.917107366033475e-05,inf,-inf,44.30687810112013,44.30687810112013,inf,inf,-inf,-inf
"(30600.0, 709.8076211353316)",,,,,,,,,,,,,,,,,291.14666379728595,303.15,288.15,,,,0.020000016778380328,inf,-inf,44.30687810112013,44.30687810112013,inf,inf,-inf,-inf
"(30600.0, 900.0)",297.9166666666667,291.0833333333333,281.90911225432313,900.0,0.0,0.0,0.0,0.0,,,,,,,,,291.13150555317503,303.15,288.15,44.97331987146866,200.0,0.0,,,,,,,,,
"(30600.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,291.110972791553,303.15,288.15,,,,6.690338086098055e-05,inf,-inf,44.97331987146866,44.97331987146866,inf,inf,-inf,-inf
"(30600.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,291.0633304651708,303.15,288.15,,,,0.020000016393538354,inf,-inf,44.97331987146866,44.97331987146866,inf,inf,-inf,-inf
"(30600.0, 1800.0)",298.0,291.0,281.6854525045965,1800.0,0.0,0.0,0.0,0.0,,,,,,,,,291.0489866232898,303.15,288.15,45.665421983909994,200.0,0.0,,,,,,,,,
"(30600.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,291.028208582451,303.15,288.15,,,,6.916859369409231e-05,inf,-inf,45.665421983909994,45.665421983909994,inf,inf,-inf,-inf
"(30600.0, 2509.807621135332)",,,,,,,,,,,,,,,,,290.9799971327956,303.15,288.15,,,,0.02000001626878741,inf,-inf,45.665421983909994,45.665421983909994,inf,inf,-inf,-inf
"(30600.0, 2700.0)",298.0833333333333,290.9166666666667,281.4466534044726,2700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.9654819429797,303.15,288.15,46.4447558863128,200.0,0.0,,,,,,,,,
"(30600.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,290.9447555079021,303.15,288.15,,,,6.916572270526192e-05,inf,-inf,46.4447558863128,46.4447558863128,inf,inf,-inf,-inf
"(30600.0, 3409.807621135332)",,,,,,,,,,,,,,,,,290.8966637994954,303.15,288.15,,,,0.020000017068973662,inf,-inf,46.4447558863128,46.4447558863128,inf,inf,-inf,-inf
"(30600.0, 3600.0)",298.1666666666667,290.8333333333333,281.19373752835935,3600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.8821846605962,303.15,288.15,47.29224682259134,200.0,0.0,,,,,,,,,
"(30600.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,290.8614473693083,303.15,288.15,,,,6.914828195276168e-05,inf,-inf,47.29224682259134,47.29224682259134,inf,inf,-inf,-inf
"(30600.0, 4309.807621135332)",,,,,,,,,,,,,,,,,290.81333047115254,303.15,288.15,,,,0.020000012911809525,inf,-inf,47.29224682259134,47.29224682259134,inf,inf,-inf,-inf
"(30600.0, 4500.0)",298.25,290.75,280.9277879008665,4500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.7988437482875,303.15,288.15,48.20541666912485,200.0,0.0,,,,,,,,,
"(30600.0, 4690.192378864668)",,,,,,,,,,,,,,,,,290.7781087339873,303.15,288.15,,,,6.913290918419859e-05,inf,-inf,48.20541666912485,48.20541666912485,inf,inf,-inf,-inf
"(30600.0, 5209.807621135332)",,,,,,,,,,,,,,,,,290.7299971191439,303.15,288.15,,,,0.020000032420371197,inf,-inf,48.20541666912485,48.20541666912485,inf,inf,-inf,-inf
"(30600.0, 5400.0)",298.3333333333333,290.6666666666667,280.6499433591285,5400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.71551198694414,303.15,288.15,49.177955883324145,200.0,0.0,,,,,,,,,
"(30600.0, 5590.192378864668)",,,,,,,,,,,,,,,,,290.69477652745917,303.15,288.15,,,,6.91294292027713e-05,inf,-inf,49.177955883324145,49.177955883324145,inf,inf,-inf,-inf
"(30600.0, 6109.807621135332)",,,,,,,,,,,,,,,,,290.64666387964996,303.15,288.15,,,,0.019999939414588528,inf,-inf,49.177955883324145,49.177955883324145,inf,inf,-inf,-inf
"(30600.0, 6300.0)",298.4166666666667,290.5833333333333,280.36139367612833,6300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.6321784364516,303.15,288.15,50.20403280854852,200.0,0.0,,,,,,,,,
"(30600.0, 6490.192378864668)",,,,,,,,,,,,,,,,,290.61144290957316,303.15,288.15,,,,6.913043609345078e-05,inf,-inf,50.20403280854852,50.20403280854852,inf,inf,-inf,-inf
"(30600.0, 7009.807621135332)",,,,,,,,,,,,,,,,,290.5633301053904,303.15,288.15,,,,0.020000381172857556,inf,-inf,50.20403280854852,50.20403280854852,inf,inf,-inf,-inf
"(30600.0, 7200.0)",298.5,290.5,280.0633744659077,7200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54884461511205,303.15,288.15,51.27750299041084,200.0,0.0,,,,,,,,,
"(30600.0, 7390.192378864668)",,,,,,,,,,,,,,,,,290.5281098679174,303.15,288.15,,,,6.913294411797277e-05,inf,-inf,51.27750299041084,51.27750299041084,inf,inf,-inf,-inf
"(30600.0, 7909.807621135332)",,,,,,,,,,,,,,,,,290.4799988728411,303.15,288.15,,,,0.019998281228384027,inf,-inf,51.27750299041084,51.27750299041084,inf,inf,-inf,-inf
"(30600.0, 8100.0)",298.5833333333333,290.4166666666667,279.7571618924774,8100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.46551392723677,303.15,288.15,52.391701554856965,200.0,0.0,,,,,,,,,
"(30600.0, 8290.192378864669)",,,,,,,,,,,,,,,,,290.44477537762765,303.15,288.15,,,,6.91356574876787e-05,inf,-inf,52.391701554856965,52.391701554856965,inf,inf,-inf,-inf
"(30600.0, 8809.807621135331)",,,,,,,,,,,,,,,,,290.3966555597794,303.15,288.15,,,,0.02000826176066932,inf,-inf,52.391701554856965,52.391701554856965,inf,inf,-inf,-inf
"(30600.0, 9000.0)",298.6666666666667,290.3333333333333,279.44406720508766,9000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.38216795787224,303.15,288.15,53.541448488104045,200.0,0.0,,,,,,,,,
"(30600.0, 9190.192378864669)",,,,,,,,,,,,,,,,,290.3614475011505,303.15,288.15,,,,6.913828151295263e-05,inf,-inf,53.541448488104045,53.541448488104045,inf,inf,-inf,-inf
"(30600.0, 9709.807621135331)",,,,,,,,,,,,,,,,,290.3133696643695,303.15,288.15,,,,0.019960824810830318,inf,-inf,53.541448488104045,53.541448488104045,inf,inf,-inf,-inf
"(30600.0, 9900.0)",298.75,290.25,279.1254311232568,9900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.29889470184906,303.15,288.15,54.7134935770365,200.0,0.0,,,,,,,,,
"(30600.0, 10090.192378864669)",,,,,,,,,,,,,,,,,290.27808824692414,303.15,288.15,,,,6.914086706408248e-05,inf,-inf,54.7134935770365,54.7134935770365,inf,inf,-inf,-inf
"(30600.0, 10609.807621135331)",,,,,,,,,,,,,,,,,290.22981086784375,303.15,288.15,,,,0.020186288175568168,inf,-inf,54.7134935770365,54.7134935770365,inf,inf,-inf,-inf
"(30600.0, 10800.0)",298.8333333333333,290.1666666666667,278.8026180956053,10800.0,0.0,0.0,0.0,0.0,,,,,,,,,290.21527582842526,303.15,288.15,55.93213123413494,200.0,0.0,,,,,,,,,
"(30600.0, 10990.192378864669)",,,,,,,,,,,,,,,,,290.1948781164385,303.15,288.15,,,,6.914376470225348e-05,inf,-inf,55.93213123413494,55.93213123413494,inf,inf,-inf,-inf
"(30600.0, 11509.807621135331)",,,,,,,,,,,,,,,,,290.14754914677445,303.15,288.15,,,,0.01911468002562625,inf,-inf,55.93213123413494,55.93213123413494,inf,inf,-inf,-inf
"(30600.0, 11700.0)",298.9166666666667,290.0833333333333,278.47701045707663,11700.0,0.0,0.0,0.0,0.0,,,,,,,,,290.13329964829694,303.15,288.15,57.042554766155824,200.0,0.0,,,,,,,,,
"(30600.0, 11890.192378864669)",,,,,,,,,,,,,,,,,290.1109592162703,303.15,288.15,,,,6.91475907730481e-05,inf,-inf,57.042554766155824,57.042554766155824,inf,inf,-inf,-inf
"(30600.0, 12409.807621135331)",,,,,,,,,,,,,,,,,290.0591225381982,303.15,288.15,,,,0.024207943099244386,inf,-inf,57.042554766155824,57.042554766155824,inf,inf,-inf,-inf
"(30600.0, 12600.0)",299.0,290.0,278.15000250956723,12600.0,0.0,0.0,0.0,0.0,,,,,,,,,290.04351588817997,303.15,288.15,59.3181662489884,200.0,0.0,,,,,,,,,
"(30600.0, 12790.192378864669)",,,,,,,,,,,,,,,,,290.0408218057935,303.15,288.15,,,,6.914655597897124e-05,inf,-inf,59.3181662489884,59.3181662489884,inf,inf,-inf,-inf
"(30600.0, 13309.807621135331)",,,,,,,,,,,,,,,,,290.03457070549234,303.15,288.15,,,,6.912693127928373e-05,inf,-inf,59.3181662489884,59.3181662489884,inf,inf,-inf,-inf
"(30600.0, 13500.0)",298.9166666666667,290.0833333333333,277.8229945513114,13500.0,0.0,0.0,0.0,0.0,,,,,,,,,290.03268866485485,303.15,288.15,62.38032917793858,200.0,0.0,,,,,,,,,
"(30600.0, 13690.192378864669)",,,,,,,,,,,,,,,,,290.0567055413911,303.15,288.15,,,,0.026624935476509206,inf,-inf,62.38032917793858,62.38032917793858,inf,inf,-inf,-inf
"(30600.0, 14209.807621135331)",,,,,,,,,,,,,,,,,290.1124320866894,303.15,288.15,,,,6.916136638458853e-05,inf,-inf,62.38032917793858,62.38032917793858,inf,inf,-inf,-inf
"(30600.0, 14400.0)",298.8333333333333,290.1666666666667,277.4973868805898,14400.0,0.0,0.0,0.0,0.0,,,,,,,,,290.12920987264135,303.15,288.15,64.24872069904286,200.0,0.0,,,,,,,,,
"(30600.0, 14590.192378864669)",,,,,,,,,,,,,,,,,290.1488582995095,303.15,288.15,,,,0.017805531834414405,inf,-inf,64.24872069904286,64.24872069904286,inf,inf,-inf,-inf
"(30600.0, 15109.807621135331)",,,,,,,,,,,,,,,,,290.19444869708906,303.15,288.15,,,,6.915848525270051e-05,inf,-inf,64.24872069904286,64.24872069904286,inf,inf,-inf,-inf
"(30600.0, 15300.0)",298.75,290.25,277.17457379943636,15300.0,0.0,0.0,0.0,0.0,,,,,,,,,290.208174757586,303.15,288.15,66.33785612690191,200.0,0.0,,,,,,,,,
"(30600.0, 15490.192378864669)",,,,,,,,,,,,,,,,,290.22927022139174,303.15,288.15,,,,0.020726933101155563,inf,-inf,66.33785612690191,66.33785612690191,inf,inf,-inf,-inf
"(30600.0, 16009.807621135331)",,,,,,,,,,,,,,,,,290.2782181900245,303.15,288.15,,,,6.915827999356329e-05,inf,-inf,66.33785612690191,66.33785612690191,inf,inf,-inf,-inf
"(30600.0, 16200.0)",298.6666666666667,290.3333333333333,276.85593764302394,16200.0,0.0,0.0,0.0,0.0,,,,,,,,,290.2929551261849,303.15,288.15,68.32835761873518,200.0,0.0,,,,,,,,,
"(30600.0, 16390.192378864667)",,,,,,,,,,,,,,,,,290.31357126298855,303.15,288.15,,,,0.019759226795572127,inf,-inf,68.32835761873518,68.32835761873518,inf,inf,-inf,-inf
"(30600.0, 16909.807621135333)",,,,,,,,,,,,,,,,,290.3614070454529,303.15,288.15,,,,6.915718402898159e-05,inf,-inf,68.32835761873518,68.32835761873518,inf,inf,-inf,-inf
"(30600.0, 17100.0)",298.5833333333333,290.4166666666667,276.5428428602921,17100.0,0.0,0.0,0.0,0.0,,,,,,,,,290.3758091318326,303.15,288.15,70.31690648886521,200.0,0.0,,,,,,,,,
"(30600.0, 17290.192378864667)",,,,,,,,,,,,,,,,,290.3965840444047,303.15,288.15,,,,0.020079776925130206,inf,-inf,70.31690648886521,70.31690648886521,inf,inf,-inf,-inf
"(30600.0, 17809.807621135333)",,,,,,,,,,,,,,,,,290.44478823551856,303.15,288.15,,,,6.915539768190731e-05,inf,-inf,70.31690648886521,70.31690648886521,inf,inf,-inf,-inf
"(30600.0, 18000.0)",298.5,290.5,276.2366301711678,18000.0,0.0,0.0,0.0,0.0,,,,,,,,,290.45930123997925,303.15,288.15,72.26251386414083,200.0,0.0,,,,,,,,,
"(30600.0, 18190.192378864667)",,,,,,,,,,,,,,,,,290.4800235584638,303.15,288.15,,,,0.019973595678654685,inf,-inf,72.26251386414083,72.26251386414083,inf,inf,-inf,-inf
"(30600.0, 18709.807621135333)",,,,,,,,,,,,,,,,,290.52810571510787,303.15,288.15,,,,6.915202849032149e-05,inf,-inf,72.26251386414083,72.26251386414083,inf,inf,-inf,-inf
"(30600.0, 18900.0)",298.4166666666667,290.5833333333333,275.9386108253965,18900.0,0.0,0.0,0.0,0.0,,,,,,,,,290.54258197822384,303.15,288.15,74.16998041253113,200.0,0.0,,,,,,,,,
