,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,parameter,variable,upper,lower,variable,upper,lower,variable,upper,lower,variable,upper,lower
"(5400.0, 14400.0)",297.1666666666667,291.8333333333333,283.10710735719147,44.44686059525428,14400.0,0.0,,,,,,,,,,,,291.7950612825969,303.15,288.15,44.44846341565918,200.0,0.0,,,,,,
"(5400.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,291.81325065645285,303.15,288.15,,,,0.02007976055145138,inf,-inf,44.44846341565918,inf,-inf
"(5400.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,291.8554556019875,303.15,288.15,,,,0.00012389941674252925,inf,-inf,44.44846341565918,inf,-inf
"(5400.0, 15300.0)",297.0833333333333,291.9166666666667,283.13917707547006,45.22749224191461,15300.0,0.0,,,,,,,,,,,,291.8681623925933,303.15,288.15,45.22693783953853,200.0,0.0,,,,,,
"(5400.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,291.89669017224867,303.15,288.15,,,,0.01997357726448536,inf,-inf,45.22693783953853,inf,-inf
"(5400.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,291.962883401115,303.15,288.15,,,,0.0001248056594020089,inf,-inf,45.22693783953853,inf,-inf
"(5400.0, 16200.0)",297.0,292.0,283.14988237155904,44.200573722358726,16200.0,0.0,,,,,,,,,,,,291.98281242810646,303.15,288.15,44.20079269733788,200.0,0.0,,,,,,
"(5400.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,291.9834641698924,303.15,288.15,,,,0.01653291254918825,inf,-inf,44.20079269733788,inf,-inf
"(5400.0, 16909.807621135333)",,,,,,,,,,,,,,,,,,291.98497641142404,303.15,288.15,,,,0.015020671260941877,inf,-inf,44.20079269733788,inf,-inf
"(5400.0, 17100.0)",297.0833333333333,291.9166666666667,283.13917740373716,42.74876370754147,17100.0,0.0,,,,,,,,,,,,291.9854317072722,303.15,288.15,42.74868693767362,200.0,0.0,,,,,,
"(5400.0, 17290.192378864667)",,,,,,,,,,,,,,,,,,291.9586968492782,303.15,288.15,,,,0.00012475755041917232,inf,-inf,42.74868693767362,inf,-inf
"(5400.0, 17809.807621135333)",,,,,,,,,,,,,,,,,,291.8966637504783,303.15,288.15,,,,0.019999999033802916,inf,-inf,42.74868693767362,inf,-inf
"(5400.0, 18000.0)",297.1666666666667,291.8333333333333,283.10710801231994,42.77449512427214,18000.0,0.0,,,,,,,,,,,,291.87798722839943,303.15,288.15,42.77451102298824,200.0,0.0,,,,,,
"(5400.0, 18190.192378864667)",,,,,,,,,,,,,,,,,,291.858514090712,303.15,288.15,,,,0.00012400956171054145,inf,-inf,42.77451102298824,inf,-inf
"(5400.0, 18709.807621135333)",,,,,,,,,,,,,,,,,,291.813330417981,303.15,288.15,,,,0.01999999903096019,inf,-inf,42.77451102298824,inf,-inf
"(5400.0, 18900.0)",297.25,291.75,283.05381152336497,42.56496814518695,18900.0,0.0,,,,,,,,,,,,291.7997268115564,303.15,288.15,42.56496456403802,200.0,0.0,,,,,,
"(5400.0, 19090.192378864667)",,,,,,,,,,,,,,,,,,291.77872582883504,303.15,288.15,,,,0.00012416515105296235,inf,-inf,42.56496456403802,inf,-inf
"(5400.0, 19609.807621135333)",,,,,,,,,,,,,,,,,,291.72999708539675,303.15,288.15,,,,0.019999999115391746,inf,-inf,42.56496456403802,inf,-inf
"(5400.0, 19800.0)",297.3333333333333,291.6666666666667,282.9795161606201,42.532263852889685,19800.0,0.0,,,,,,,,,,,,291.71532615213187,303.15,288.15,42.53226436072777,200.0,0.0,,,,,,
"(5400.0, 19990.192378864667)",,,,,,,,,,,,,,,,,,291.6946466236285,303.15,288.15,,,,0.00012412468067821893,inf,-inf,42.53226436072777,inf,-inf
"(5400.0, 20509.807621135333)",,,,,,,,,,,,,,,,,,291.6466637529106,303.15,288.15,,,,0.019999999101458516,inf,-inf,42.53226436072777,inf,-inf
"(5400.0, 20700.0)",297.4166666666667,291.5833333333333,282.8845400682346,42.58785072574699,20700.0,0.0,,,,,,,,,,,,291.63221738215515,303.15,288.15,42.58785037460282,200.0,0.0,,,,,,
"(5400.0, 20890.192378864667)",,,,,,,,,,,,,,,,,,291.61147022060686,303.15,288.15,,,,0.0001241257551649554,inf,-inf,42.58785037460282,inf,-inf
"(5400.0, 21409.807621135333)",,,,,,,,,,,,,,,,,,291.56333042040933,303.15,288.15,,,,0.01999999910277657,inf,-inf,42.58785037460282,inf,-inf
"(5400.0, 21600.0)",297.5,291.5,282.7692899484172,42.74798736076586,21600.0,0.0,,,,,,,,,,,,291.5488368023464,303.15,288.15,42.74798718973875,200.0,0.0,,,,,,
"(5400.0, 21790.192378864667)",,,,,,,,,,,,,,,,,,291.5281038705967,303.15,288.15,,,,0.0001241176982240086,inf,-inf,42.74798718973875,inf,-inf
"(5400.0, 22309.807621135333)",,,,,,,,,,,,,,,,,,291.4799970879114,303.15,288.15,,,,0.01999999910069387,inf,-inf,42.74798718973875,inf,-inf
"(5400.0, 22500.0)",297.5833333333333,291.4166666666667,282.63425931987433,43.006357555008954,22500.0,0.0,,,,,,,,,,,,291.4655134105464,303.15,288.15,43.00635734590049,200.0,0.0,,,,,,
"(5400.0, 22690.192378864667)",,,,,,,,,,,,,,,,,,291.4447774848879,303.15,288.15,,,,0.00012411179147279027,inf,-inf,43.00635734590049,inf,-inf
"(5400.0, 23209.807621135333)",,,,,,,,,,,,,,,,,,291.3966637554127,303.15,288.15,,,,0.019999999099433306,inf,-inf,43.00635734590049,inf,-inf
"(5400.0, 23400.0)",297.6666666666667,291.3333333333333,282.4800264044878,43.36087993596208,23400.0,0.0,,,,,,,,,,,,291.38217798655336,303.15,288.15,43.36087973459396,200.0,0.0,,,,,,
"(5400.0, 23590.192378864667)",,,,,,,,,,,,,,,,,,291.3614426908048,303.15,288.15,,,,0.0001241055220186228,inf,-inf,43.36087973459396,inf,-inf
"(5400.0, 24109.807621135333)",,,,,,,,,,,,,,,,,,291.3133304229144,303.15,288.15,,,,0.01999999909760802,inf,-inf,43.36087973459396,inf,-inf
"(5400.0, 24300.0)",297.75,291.25,282.3072516512794,43.8080818920511,24300.0,0.0,,,,,,,,,,,,291.2988450940995,303.15,288.15,43.80808168879967,200.0,0.0,,,,,,
"(5400.0, 24490.192378864667)",,,,,,,,,,,,,,,,,,291.2781096658191,303.15,288.15,,,,0.00012409941921536806,inf,-inf,43.80808168879967,inf,-inf
"(5400.0, 25009.807621135333)",,,,,,,,,,,,,,,,,,291.22999709041414,303.15,288.15,,,,0.019999999097876066,inf,-inf,43.80808168879967,inf,-inf
"(5400.0, 25200.0)",297.8333333333333,291.1666666666667,282.1166749082674,44.344300028041495,25200.0,0.0,,,,,,,,,,,,291.2155116690148,303.15,288.15,44.34429982492741,200.0,0.0,,,,,,
"(5400.0, 25390.192378864667)",,,,,,,,,,,,,,,,,,291.19477626862164,303.15,288.15,,,,0.0001240933548124749,inf,-inf,44.34429982492741,inf,-inf
"(5400.0, 25909.807621135333)",,,,,,,,,,,,,,,,,,291.1466637579237,303.15,288.15,,,,0.019999999088377487,inf,-inf,44.34429982492741,inf,-inf
"(5400.0, 26100.0)",297.9166666666667,291.0833333333333,281.90911225432313,44.96544640685831,26100.0,0.0,,,,,,,,,,,,291.13217835600585,303.15,288.15,44.96544620345162,200.0,0.0,,,,,,
"(5400.0, 26290.192378864667)",,,,,,,,,,,,,,,,,,291.1114429497313,303.15,288.15,,,,0.00012408733060791522,inf,-inf,44.96544620345162,inf,-inf
"(5400.0, 26809.807621135333)",,,,,,,,,,,,,,,,,,291.06333042538677,303.15,288.15,,,,0.019999999125258495,inf,-inf,44.96544620345162,inf,-inf
"(5400.0, 27000.0)",298.0,291.0,281.6854525045965,45.66707854478079,27000.0,0.0,,,,,,,,,,,,291.04884501936033,303.15,288.15,45.66707834116111,200.0,0.0,,,,,,
"(5400.0, 27190.192378864667)",,,,,,,,,,,,,,,,,,291.0281096143896,303.15,288.15,,,,0.0001240813198237233,inf,-inf,45.66707834116111,inf,-inf
"(5400.0, 27709.807621135333)",,,,,,,,,,,,,,,,,,290.9799970930704,303.15,288.15,,,,0.019999998941642415,inf,-inf,45.66707834116111,inf,-inf
"(5400.0, 27900.0)",298.0833333333333,290.9166666666667,281.4466534044726,46.444407355894384,27900.0,0.0,,,,,,,,,,,,290.9655116879548,303.15,288.15,46.44440715203934,200.0,0.0,,,,,,
"(5400.0, 28090.192378864667)",,,,,,,,,,,,,,,,,,290.94477628239423,303.15,288.15,,,,0.00012407529614090498,inf,-inf,46.44440715203934,inf,-inf
"(5400.0, 28609.807621135333)",,,,,,,,,,,,,,,,,,290.8966637597062,303.15,288.15,,,,0.01999999980590503,inf,-inf,46.44440715203934,inf,-inf
"(5400.0, 28800.0)",298.1666666666667,290.8333333333333,281.19373752835935,47.292320157888234,28800.0,0.0,,,,,,,,,,,,290.8821783541784,303.15,288.15,47.292319953791434,200.0,0.0,,,,,,
"(5400.0, 28990.192378864667)",,,,,,,,,,,,,,,,,,290.861442950242,303.15,288.15,,,,0.00012406922915118488,inf,-inf,47.292319953791434,inf,-inf
"(5400.0, 29509.807621135333)",,,,,,,,,,,,,,,,,,290.8133304313225,303.15,288.15,,,,0.019999995689500876,inf,-inf,47.292319953791434,inf,-inf
"(5400.0, 29700.0)",298.25,290.75,280.9277879008665,48.205401245039454,29700.0,0.0,,,,,,,,,,,,290.79884502692937,303.15,288.15,48.20540104068912,200.0,0.0,,,,,,
"(5400.0, 29890.192378864667)",,,,,,,,,,,,,,,,,,290.77810961552166,303.15,288.15,,,,0.00012406308471597853,inf,-inf,48.20540104068912,inf,-inf
"(5400.0, 30409.807621135333)",,,,,,,,,,,,,,,,,,290.72999707926647,303.15,288.15,,,,0.020000015245536244,inf,-inf,48.20540104068912,inf,-inf
"(5400.0, 30600.0)",298.3333333333333,290.6666666666667,280.6499433591285,49.17795913397544,30600.0,0.0,,,,,,,,,,,,290.7155116696541,303.15,288.15,49.177958929351014,200.0,0.0,,,,,,
"(5400.0, 30790.192378864667)",,,,,,,,,,,,,,,,,,290.69477629370476,303.15,288.15,,,,0.00012405682531822033,inf,-inf,49.177958929351014,inf,-inf
"(5400.0, 31309.807621135333)",,,,,,,,,,,,,,,,,,290.6466638397239,303.15,288.15,,,,0.019999922288117485,inf,-inf,49.177958929351014,inf,-inf
"(5400.0, 31500.0)",298.4166666666667,290.5833333333333,280.36139367612833,50.20403213009237,31500.0,0.0,,,,,,,,,,,,290.63217845488214,303.15,288.15,50.204031925211076,200.0,0.0,,,,,,
"(5400.0, 31690.192378864667)",,,,,,,,,,,,,,,,,,290.6114429104131,303.15,288.15,,,,0.0001240504064730387,inf,-inf,50.204031925211076,inf,-inf
"(5400.0, 32209.807621135333)",,,,,,,,,,,,,,,,,,290.5633300654146,303.15,288.15,,,,0.020000364097353108,inf,-inf,50.204031925211076,inf,-inf
"(5400.0, 32400.0)",298.5,290.5,280.0633744659077,51.27750313863881,32400.0,0.0,,,,,,,,,,,,290.5488445628477,303.15,288.15,51.277502933362136,200.0,0.0,,,,,,
"(5400.0, 32590.192378864667)",,,,,,,,,,,,,,,,,,290.52810981933663,303.15,288.15,,,,0.00012404379830120414,inf,-inf,51.277502933362136,inf,-inf
"(5400.0, 33109.80762113533)",,,,,,,,,,,,,,,,,,290.4799988328074,303.15,288.15,,,,0.019998264204835817,inf,-inf,51.277502933362136,inf,-inf
"(5400.0, 33300.0)",298.5833333333333,290.4166666666667,279.7571618924774,52.39170152914219,33300.0,0.0,,,,,,,,,,,,290.4655138897763,303.15,288.15,52.39170132386713,200.0,0.0,,,,,,
"(5400.0, 33490.19237886467)",,,,,,,,,,,,,,,,,,290.44477533937936,303.15,288.15,,,,0.000124036859180491,inf,-inf,52.39170132386713,inf,-inf
"(5400.0, 34009.80762113533)",,,,,,,,,,,,,,,,,,290.3966555197032,303.15,288.15,,,,0.02000824480801789,inf,-inf,52.39170132386713,inf,-inf
"(5400.0, 34200.0)",298.6666666666667,290.3333333333333,279.44406720508766,53.54144849906798,34200.0,0.0,,,,,,,,,,,,290.3821679172456,303.15,288.15,53.54144829248979,200.0,0.0,,,,,,
"(5400.0, 34390.19237886467)",,,,,,,,,,,,,,,,,,290.36144746065946,303.15,288.15,,,,0.00012403001653444782,inf,-inf,53.54144829248979,inf,-inf
"(5400.0, 34909.80762113533)",,,,,,,,,,,,,,,,,,290.313369624193,303.15,288.15,,,,0.01996080782286777,inf,-inf,53.54144829248979,inf,-inf
"(5400.0, 35100.0)",298.75,290.25,279.1254311232568,54.71349358000801,35100.0,0.0,,,,,,,,,,,,290.2988946617673,303.15,288.15,54.71349337478831,200.0,0.0,,,,,,
"(5400.0, 35290.19237886467)",,,,,,,,,,,,,,,,,,290.2780882068092,303.15,288.15,,,,0.0001240208002933398,inf,-inf,54.71349337478831,inf,-inf
"(5400.0, 35809.80762113533)",,,,,,,,,,,,,,,,,,290.2298108276518,303.15,288.15,,,,0.020186271841688894,inf,-inf,54.71349337478831,inf,-inf
"(5400.0, 36000.0)",298.8333333333333,290.1666666666667,278.8026180956053,55.93213123986547,36000.0,0.0,,,,,,,,,,,,290.2152757882101,303.15,288.15,55.93213103930229,200.0,0.0,,,,,,
"(5400.0, 36190.19237886467)",,,,,,,,,,,,,,,,,,290.19487807633584,303.15,288.15,,,,0.00012402307853098325,inf,-inf,55.93213103930229,inf,-inf
"(5400.0, 36709.80762113533)",,,,,,,,,,,,,,,,,,290.1475491069331,303.15,288.15,,,,0.019114660171706297,inf,-inf,55.93213103930229,inf,-inf
"(5400.0, 36900.0)",298.9166666666667,290.0833333333333,278.47701045707663,57.04255476761564,36900.0,0.0,,,,,,,,,,,,290.13329960853423,303.15,288.15,57.0425544783261,200.0,0.0,,,,,,
"(5400.0, 37090.19237886467)",,,,,,,,,,,,,,,,,,290.11095917490246,303.15,288.15,,,,0.00012399814756558795,inf,-inf,57.0425544783261,inf,-inf
"(5400.0, 37609.80762113533)",,,,,,,,,,,,,,,,,,290.05912249310575,303.15,288.15,,,,0.024207941057001147,inf,-inf,57.0425544783261,inf,-inf
"(5400.0, 37800.0)",299.0,290.0,278.15000250956723,59.3284488660038,37800.0,0.0,,,,,,,,,,,,290.0435158419662,303.15,288.15,59.32844843646736,200.0,0.0,,,,,,
"(5400.0, 37990.19237886467)",,,,,,,,,,,,,,,,,,290.04100717834325,303.15,288.15,,,,0.00012462892351919333,inf,-inf,59.32844843646736,inf,-inf
"(5400.0, 38509.80762113533)",,,,,,,,,,,,,,,,,,290.0351863066404,303.15,288.15,,,,0.00012440842217710125,inf,-inf,59.32844843646736,inf,-inf
"(5400.0, 38700.0)",298.9166666666667,290.0833333333333,277.8229945513114,62.34273046126483,38700.0,0.0,,,,,,,,,,,,290.0334337964321,303.15,288.15,62.34273044412045,200.0,0.0,,,,,,
"(5400.0, 38890.19237886467)",,,,,,,,,,,,,,,,,,290.0567054866507,303.15,288.15,,,,0.02662494736055711,inf,-inf,62.34273044412045,inf,-inf
"(5400.0, 39409.80762113533)",,,,,,,,,,,,,,,,,,290.1107029703439,303.15,288.15,,,,0.00012397229430078114,inf,-inf,62.34273044412045,inf,-inf
"(5400.0, 39600.0)",298.8333333333333,290.1666666666667,277.4973868805898,64.36222720104062,39600.0,0.0,,,,,,,,,,,,290.1269601816693,303.15,288.15,64.3622272243996,200.0,0.0,,,,,,
"(5400.0, 39790.19237886467)",,,,,,,,,,,,,,,,,,290.1488582654711,303.15,288.15,,,,0.01780550178894079,inf,-inf,64.3622272243996,inf,-inf
"(5400.0, 40309.80762113533)",,,,,,,,,,,,,,,,,,290.1996685595193,303.15,288.15,,,,0.00012431155725203629,inf,-inf,64.3622272243996,inf,-inf
"(5400.0, 40500.0)",298.75,290.25,277.17457379943636,65.99519260078343,40500.0,0.0,,,,,,,,,,,,290.21496619250786,303.15,288.15,65.99519119959777,200.0,0.0,,,,,,
"(5400.0, 40690.19237886467)",,,,,,,,,,,,,,,,,,290.2292701797611,303.15,288.15,,,,0.0207269196793716,inf,-inf,65.99519119959777,inf,-inf
"(5400.0, 41209.80762113533)",,,,,,,,,,,,,,,,,,290.26245983256257,303.15,288.15,,,,0.00012210480889093,inf,-inf,65.99519119959777,inf,-inf
"(5400.0, 41400.0)",298.6666666666667,290.3333333333333,276.85593764302394,69.36282413848214,41400.0,0.0,,,,,,,,,,,,290.27245235744516,303.15,288.15,69.3628253903828,200.0,0.0,,,,,,
"(5400.0, 41590.19237886467)",,,,,,,,,,,,,,,,,,290.3135712314539,303.15,288.15,,,,0.01975920057299047,inf,-inf,69.3628253903828,inf,-inf
"(5400.0, 42109.80762113533)",,,,,,,,,,,,,,,,,,290.4089796744127,303.15,288.15,,,,0.0001251029916773075,inf,-inf,69.3628253903828,inf,-inf
"(5400.0, 42300.0)",298.5833333333333,290.4166666666667,276.5428428602921,68.03207062136313,42300.0,0.0,,,,,,,,,,,,290.43770462812046,303.15,288.15,68.03207035773124,200.0,0.0,,,,,,
"(5400.0, 42490.19237886467)",,,,,,,,,,,,,,,,,,290.4116973152736,303.15,288.15,,,,0.004966455401404668,inf,-inf,68.03207035773124,inf,-inf
"(5400.0, 43009.80762113533)",,,,,,,,,,,,,,,,,,290.3513523451335,303.15,288.15,,,,0.06531141798512594,inf,-inf,68.03207035773124,inf,-inf
"(5400.0, 43200.0)",,,,,,,,,,,,,,,,,,290.33318407385605,303.15,288.15,,,,,,,,,
"(6300.0, 0.0)",298.4166666666667,290.5833333333333,280.36138917460346,51.67547117574678,0.0,0.0,10000.0,5.0,250.0,1.0,900.0,7200.0,900.0,10.0,290.5710513621527,51.67547117574678,0.0,290.5710513621527,303.15,288.15,51.67547117574678,200.0,0.0,,,,,,
"(6300.0, 190.19237886466843)",,,,,,,,,,,,,,,,,,290.58236069325505,303.15,288.15,,,,0.0009697759365184072,inf,-inf,51.67547117574678,inf,-inf
"(6300.0, 709.8076211353316)",,,,,,,,,,,,,,,,,,290.6086018221137,303.15,288.15,,,,8.070704797263041e-05,inf,-inf,51.67547117574678,inf,-inf
"(6300.0, 900.0)",298.3333333333333,290.6666666666667,280.64993901243054,51.1558516814095,900.0,0.0,,,,,,,,,,,,290.61650233058344,303.15,288.15,180.33690471237387,200.0,0.0,,,,,,
"(6300.0, 1090.1923788646684)",,,,,,,,,,,,,,,,,,292.96983064023766,303.15,288.15,,,,8.05289123765387e-05,inf,-inf,180.33690471237387,inf,-inf
"(6300.0, 1609.8076211353316)",,,,,,,,,,,,,,,,,,298.43027660836043,303.15,288.15,,,,0.09694029211054171,inf,-inf,180.33690471237387,inf,-inf
"(6300.0, 1800.0)",298.25,290.75,280.92778372760876,50.01553038546532,1800.0,0.0,,,,,,,,,,,,300.0742721793563,303.15,288.15,-2.5457288076624003e-09,200.0,0.0,,,,,,
"(6300.0, 1990.1923788646684)",,,,,,,,,,,,,,,,,,298.3479671281623,303.15,288.15,,,,0.09796414607467654,inf,-inf,-2.5457288076624003e-09,inf,-inf
"(6300.0, 2509.807621135332)",,,,,,,,,,,,,,,,,,294.34240810017985,303.15,288.15,,,,8.05223226329616e-05,inf,-inf,-2.5457288076624003e-09,inf,-inf
"(6300.0, 2700.0)",298.1666666666667,290.8333333333333,281.19373354641226,49.158019173136886,2700.0,0.0,,,,,,,,,,,,293.13644043017416,303.15,288.15,24.532466764371872,200.0,0.0,,,,,,
"(6300.0, 2890.1923788646686)",,,,,,,,,,,,,,,,,,292.50203423135923,303.15,288.15,,,,8.054017307831287e-05,inf,-inf,24.532466764371872,inf,-inf
"(6300.0, 3409.807621135332)",,,,,,,,,,,,,,,,,,291.03001659733013,303.15,288.15,,,,8.073303180172644e-05,inf,-inf,24.532466764371872,inf,-inf
"(6300.0, 3600.0)",298.0833333333333,290.9166666666667,281.4466496308875,48.29169841458073,3600.0,0.0,,,,,,,,,,,,290.586831098398,303.15,288.15,50.088430860777514,200.0,0.0,,,,,,
"(6300.0, 3790.1923788646686)",,,,,,,,,,,,,,,,,,290.6659495648392,303.15,288.15,,,,0.2507141928219755,inf,-inf,50.088430860777514,inf,-inf
"(6300.0, 4309.807621135332)",,,,,,,,,,,,,,,,,,290.84952875747064,303.15,288.15,,,,0.067135000631237,inf,-inf,50.088430860777514,inf,-inf
"(6300.0, 4500.0)",298.0,291.0,281.6854489555324,47.520463261934424,4500.0,0.0,,,,,,,,,,,,290.9047995872477,303.15,288.15,46.343354198784354,200.0,0.0,,,,,,
"(6300.0, 4690.192378864668)",,,,,,,,,,,,,,,,,,290.9092464457138,303.15,288.15,,,,0.09075064473148813,inf,-inf,46.343354198784354,inf,-inf
"(6300.0, 5209.807621135332)",,,,,,,,,,,,,,,,,,290.91956452597583,303.15,288.15,,,,0.08043256452656598,inf,-inf,46.343354198784354,inf,-inf
"(6300.0, 5400.0)",297.9166666666667,291.0833333333333,281.90910894497785,46.816818512577505,5400.0,0.0,,,,,,,,,,,,290.92267102649777,303.15,288.15,46.63930604175793,200.0,0.0,,,,,,
"(6300.0, 5590.192378864668)",,,,,,,,,,,,,,,,,,290.95100918216474,303.15,288.15,,,,0.1323212406405218,inf,-inf,46.63930604175793,inf,-inf
"(6300.0, 6109.807621135332)",,,,,,,,,,,,,,,,,,291.01676242501713,303.15,288.15,,,,0.06656799808979517,inf,-inf,46.63930604175793,inf,-inf
"(6300.0, 6300.0)",297.8333333333333,291.1666666666667,282.1166718528119,46.196314515483145,6300.0,0.0,,,,,,,,,,,,291.0365589838801,303.15,288.15,44.94463186540395,200.0,0.0,,,,,,
"(6300.0, 6490.192378864668)",,,,,,,,,,,,,,,,,,291.04278376982535,303.15,288.15,,,,0.12387998550083713,inf,-inf,44.94463186540395,inf,-inf
"(6300.0, 7009.807621135332)",,,,,,,,,,,,,,,,,,291.05722718903627,303.15,288.15,,,,0.10943656633296042,inf,-inf,44.94463186540395,inf,-inf
"(6300.0, 7200.0)",297.75,291.25,282.3072488627977,45.65995050467914,7200.0,0.0,,,,,,,,,,,,291.06157571978804,303.15,288.15,48.4060129830824,200.0,0.0,,,,,,
"(6300.0, 7390.192378864668)",,,,,,,,,,,,,,,,,,291.14514562740516,303.15,288.15,,,,0.10485146048016407,inf,-inf,48.4060129830824,inf,-inf
"(6300.0, 7909.807621135332)",,,,,,,,,,,,,,,,,,291.3390535335958,303.15,288.15,,,,8.083168639787688e-05,inf,-inf,48.4060129830824,inf,-inf
"(6300.0, 8100.0)",297.6666666666667,291.3333333333333,282.4800238949205,45.21258598464209,8100.0,0.0,,,,,,,,,,,,291.39743406529925,303.15,288.15,34.85113822930442,200.0,0.0,,,,,,
"(6300.0, 8290.192378864669)",,,,,,,,,,,,,,,,,,291.22187022569216,303.15,288.15,,,,0.11146019467035781,inf,-inf,34.85113822930442,inf,-inf
"(6300.0, 8809.807621135331)",,,,,,,,,,,,,,,,,,290.8145080840829,303.15,288.15,,,,0.5188223359949354,inf,-inf,34.85113822930442,inf,-inf
"(6300.0, 9000.0)",297.5833333333333,291.4166666666667,282.63425709996795,44.858754939530314,9000.0,0.0,,,,,,,,,,,,290.69186213895154,303.15,288.15,76.02461976393197,200.0,0.0,,,,,,
"(6300.0, 9190.192378864669)",,,,,,,,,,,,,,,,,,291.33628593364165,303.15,288.15,,,,0.0803778193610162,inf,-inf,76.02461976393197,inf,-inf
"(6300.0, 9709.807621135331)",,,,,,,,,,,,,,,,,,292.8315474732418,303.15,288.15,,,,8.054808354213586e-05,inf,-inf,76.02461976393197,inf,-inf
"(6300.0, 9900.0)",297.5,291.5,282.7692880276776,44.59818402648909,9900.0,0.0,,,,,,,,,,,,293.28173109614227,303.15,288.15,28.426560823111167,200.0,0.0,,,,,,
"(6300.0, 10090.192378864669)",,,,,,,,,,,,,,,,,,292.8465024387905,303.15,288.15,,,,8.055046031769575e-05,inf,-inf,28.426560823111167,inf,-inf
"(6300.0, 10609.807621135331)",,,,,,,,,,,,,,,,,,291.8366380023247,303.15,288.15,,,,8.056067685896143e-05,inf,-inf,28.426560823111167,inf,-inf
"(6300.0, 10800.0)",297.4166666666667,291.5833333333333,282.8845384548868,44.44490836540883,10800.0,0.0,,,,,,,,,,,,291.5325945834263,303.15,288.15,44.577352509295046,200.0,0.0,,,,,,
"(6300.0, 10990.192378864669)",,,,,,,,,,,,,,,,,,291.55670546854117,303.15,288.15,,,,0.026624950476421883,inf,-inf,44.577352509295046,inf,-inf
"(6300.0, 11509.807621135331)",,,,,,,,,,,,,,,,,,291.61265014267485,303.15,288.15,,,,7.959425096278736e-05,inf,-inf,44.577352509295046,inf,-inf
"(6300.0, 11700.0)",297.3333333333333,291.6666666666667,282.9795148615725,44.36763717360535,11700.0,0.0,,,,,,,,,,,,291.62949360143847,303.15,288.15,44.3237624512814,200.0,0.0,,,,,,
"(6300.0, 11890.192378864669)",,,,,,,,,,,,,,,,,,291.6488582494828,303.15,288.15,,,,0.01780550278632283,inf,-inf,44.3237624512814,inf,-inf
"(6300.0, 12409.807621135331)",,,,,,,,,,,,,,,,,,291.69379019285196,303.15,288.15,,,,7.975222995810156e-05,inf,-inf,44.3237624512814,inf,-inf
"(6300.0, 12600.0)",297.25,291.75,283.0538105441804,44.470355286347505,12600.0,0.0,,,,,,,,,,,,291.7073180102362,303.15,288.15,44.48489639735485,200.0,0.0,,,,,,
"(6300.0, 12790.192378864669)",,,,,,,,,,,,,,,,,,291.72927016205614,303.15,288.15,,,,0.020726922393151367,inf,-inf,44.48489639735485,inf,-inf
"(6300.0, 13309.807621135331)",,,,,,,,,,,,,,,,,,291.78020591054707,303.15,288.15,,,,7.982575834527225e-05,inf,-inf,44.48489639735485,inf,-inf
"(6300.0, 13500.0)",297.1666666666667,291.8333333333333,283.10710735719147,44.4468606267842,13500.0,0.0,,,,,,,,,,,,291.7955413145436,303.15,288.15,44.4420195423805,200.0,0.0,,,,,,
"(6300.0, 13690.192378864669)",,,,,,,,,,,,,,,,,,291.81357120747015,303.15,288.15,,,,0.01975920957466411,inf,-inf,44.4420195423805,inf,-inf
"(6300.0, 14209.807621135331)",,,,,,,,,,,,,,,,,,291.8554061081649,303.15,288.15,,,,7.960552291829754e-05,inf,-inf,44.4420195423805,inf,-inf
"(6300.0, 14400.0)",297.0833333333333,291.9166666666667,283.13917707547006,45.227492231592485,14400.0,0.0,,,,,,,,,,,,291.8680014880762,303.15,288.15,45.229167826478935,200.0,0.0,,,,,,
"(6300.0, 14590.192378864669)",,,,,,,,,,,,,,,,,,291.89658398783473,303.15,288.15,,,,0.020079761677488553,inf,-inf,45.229167826478935,inf,-inf
"(6300.0, 15109.807621135331)",,,,,,,,,,,,,,,,,,291.962904184182,303.15,288.15,,,,8.016656047872397e-05,inf,-inf,45.229167826478935,inf,-inf
"(6300.0, 15300.0)",297.0,292.0,283.14988237155904,44.20057372648522,15300.0,0.0,,,,,,,,,,,,291.98287143771717,303.15,288.15,44.19991199418899,200.0,0.0,,,,,,
"(6300.0, 15490.192378864669)",,,,,,,,,,,,,,,,,,291.9835019776493,303.15,288.15,,,,0.016495104800137644,inf,-inf,44.19991199418899,inf,-inf
"(6300.0, 16009.807621135331)",,,,,,,,,,,,,,,,,,291.98496502435495,303.15,288.15,,,,0.015032058332917595,inf,-inf,44.19991199418899,inf,-inf
"(6300.0, 16200.0)",297.0833333333333,291.9166666666667,283.13917740373716,42.7487637050482,16200.0,0.0,,,,,,,,,,,,291.9854055089447,303.15,288.15,42.74899347973903,200.0,0.0,,,,,,
"(6300.0, 16390.192378864667)",,,,,,,,,,,,,,,,,,291.95867854082195,303.15,288.15,,,,8.010653296397979e-05,inf,-inf,42.74899347973903,inf,-inf
