,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status,obj
"9000.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.221,0.0,0.000431,0.0004819999999999999,0.0,0.0008490000000000003,0.00035500000000000006,0.0007320000000000002,0.220666,SOLVER_RET_SUCCESS,4640582.022493259
"9900.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.216,0.0,0.00045200000000000004,0.0004949999999999999,0.0,0.0008810000000000003,0.00036399999999999996,0.0007300000000000001,0.215264,SOLVER_RET_SUCCESS,4652726.117255178
"10800.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.22,0.0,0.000441,0.0004829999999999999,0.0,0.0008560000000000002,0.000351,0.000722,0.220378,SOLVER_RET_SUCCESS,4672465.009864753
"11700.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.003,0.0,0.0,0.172,0.0,0.000458,0.000503,0.0,0.0008960000000000002,0.00037600000000000003,0.0007600000000000002,0.171082,SOLVER_RET_SUCCESS,4700184.616974099
"12600.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.003,0.0,0.004,0.225,0.0,0.00043,0.00047899999999999993,0.0,0.0008530000000000001,0.0003600000000000001,0.000749,0.225058,SOLVER_RET_SUCCESS,4736733.640011793
"13500.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.0,0.0,0.001,0.0,0.001,0.162,0.0,0.00046000000000000007,0.000512,0.0,0.0009430000000000003,0.000353,0.0007630000000000001,0.161456,SOLVER_RET_SUCCESS,4779097.167519241
"14400.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.003,0.001,0.0,0.002,0.0,0.0,0.174,0.0,0.000463,0.00047599999999999986,0.0,0.0008840000000000003,0.00037400000000000004,0.000719,0.173481,SOLVER_RET_SUCCESS,4806741.844415906
"15300.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.229,0.0,0.000428,0.00048299999999999987,0.0,0.0008510000000000003,0.000336,0.000722,0.229277,SOLVER_RET_SUCCESS,4839480.714931792
"16200.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.0,0.0,0.002,0.0,0.001,0.151,0.0,0.0004090000000000001,0.0004459999999999999,0.0,0.0008650000000000004,0.00033,0.0007070000000000001,0.151494,SOLVER_RET_SUCCESS,4872049.565780277
"17100.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.003,0.0,0.0,0.001,0.001,0.238,0.0,0.000484,0.000613,0.0,0.0009440000000000001,0.00039100000000000007,0.0007850000000000001,0.237525,SOLVER_RET_SUCCESS,4906163.1156073585
"18000.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.004,0.0,0.002,0.161,0.0,0.0005620000000000001,0.0005590000000000001,0.0,0.0010809999999999997,0.00041100000000000007,0.0008229999999999997,0.160527,SOLVER_RET_SUCCESS,4941159.031533254
"18900.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.002,0.0,0.16,0.0,0.00045100000000000007,0.00047699999999999994,0.0,0.000892,0.000413,0.0007079999999999999,0.159421,SOLVER_RET_SUCCESS,4974421.005367754
"19800.0",16,0,17,17,0,19,16,18,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.17,0.0,0.00047000000000000004,0.0005149999999999999,0.0,0.0009420000000000002,0.0003560000000000001,0.000717,0.170071,SOLVER_RET_SUCCESS,5012427.046228559
"20700.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.171,0.0,0.000556,0.000607,0.0,0.001023,0.0003989999999999999,0.0007949999999999999,0.171788,SOLVER_RET_SUCCESS,5060362.559992937
"21600.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.178,0.0,0.000498,0.0005509999999999997,0.0,0.0010150000000000003,0.0004330000000000001,0.0008610000000000003,0.177684,SOLVER_RET_SUCCESS,5104564.089132485
"22500.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.001,0.0,0.001,0.0,0.0,0.248,0.0,0.000616,0.0005710000000000001,0.0,0.0011129999999999998,0.00040400000000000006,0.000828,0.248218,SOLVER_RET_SUCCESS,5156696.029631036
"23400.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.161,0.0,0.0004250000000000001,0.00047999999999999996,0.0,0.0008430000000000003,0.00035000000000000005,0.0007250000000000001,0.161207,SOLVER_RET_SUCCESS,5214410.692896713
"24300.0",17,0,18,18,0,20,17,19,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.165,0.0,0.000466,0.0005149999999999999,0.0,0.0009120000000000004,0.000374,0.0007720000000000001,0.165008,SOLVER_RET_SUCCESS,5277671.818631698
"25200.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.168,0.0,0.000454,0.0005059999999999999,0.0,0.0008860000000000003,0.00037000000000000005,0.0007530000000000001,0.167348,SOLVER_RET_SUCCESS,5346687.155221841
"26100.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.239,0.0,0.000478,0.0005329999999999999,0.0,0.0009310000000000004,0.00039600000000000014,0.0007950000000000004,0.238495,SOLVER_RET_SUCCESS,5421007.392280792
"27000.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.164,0.0,0.000449,0.0004979999999999999,0.0,0.0008880000000000002,0.000371,0.0007590000000000003,0.163763,SOLVER_RET_SUCCESS,5499674.013725366
"27900.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.258,0.0,0.0005629999999999999,0.000593,0.0,0.0010810000000000001,0.00044200000000000006,0.000875,0.258378,SOLVER_RET_SUCCESS,5581950.091881996
"28800.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.002,0.0,0.0,0.0,0.001,0.285,0.0,0.0005690000000000001,0.0006439999999999999,0.0,0.0010990000000000004,0.000447,0.0009570000000000002,0.284942,SOLVER_RET_SUCCESS,5667735.91532204
"29700.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.183,0.0,0.0005940000000000001,0.000619,0.0,0.001114,0.0004570000000000001,0.0008930000000000002,0.183558,SOLVER_RET_SUCCESS,5757729.344863345
"30600.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.233,0.0,0.00045500000000000006,0.0005169999999999999,0.0,0.0009050000000000003,0.0003790000000000001,0.0007840000000000002,0.232786,SOLVER_RET_SUCCESS,5848654.1897861855
"31500.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.001,0.18,0.0,0.0005079999999999999,0.000552,0.0,0.0009850000000000002,0.000419,0.0008420000000000001,0.179655,SOLVER_RET_SUCCESS,5943069.007267805
"32400.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.239,0.0,0.000489,0.0005399999999999998,0.0,0.0009480000000000003,0.00040200000000000007,0.000814,0.238391,SOLVER_RET_SUCCESS,6037769.755804992
"33300.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.266,0.0,0.000503,0.000549,0.0,0.0009730000000000001,0.00040600000000000006,0.0008069999999999998,0.265888,SOLVER_RET_SUCCESS,6134321.338808974
"34200.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.002,0.0,0.275,0.0,0.0005750000000000001,0.0006449999999999998,0.0,0.0010790000000000003,0.00047300000000000006,0.0009270000000000003,0.274565,SOLVER_RET_SUCCESS,6230882.59465456
"35100.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.0,0.001,0.208,0.0,0.0006079999999999999,0.0006649999999999999,0.0,0.001082,0.00044800000000000005,0.0008950000000000001,0.207703,SOLVER_RET_SUCCESS,6329650.120238035
