,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status,obj
"9000.0",19,0,21,21,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.197,0.0,0.0007,0.0006700000000000001,0.0,0.0012299999999999995,0.00047500000000000005,0.0009149999999999998,0.197543,SOLVER_RET_SUCCESS,-4276013.105430217
"9900.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.236,0.0,0.000505,0.0005139999999999999,0.0,0.0009289999999999998,0.00037600000000000003,0.0007610000000000003,0.23497,SOLVER_RET_SUCCESS,-4143350.66193826
"10800.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.002,0.001,0.197,0.0,0.000546,0.0005679999999999999,0.0,0.0010709999999999997,0.0004060000000000001,0.000845,0.19668,SOLVER_RET_SUCCESS,-4016093.0338052944
"11700.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.18,0.0,0.0005939999999999998,0.0005939999999999999,0.0,0.0010699999999999998,0.00043600000000000014,0.0008550000000000002,0.18086,SOLVER_RET_SUCCESS,-3894564.525926203
"12600.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.002,0.0,0.002,0.001,0.0,0.193,0.0,0.00056,0.0005839999999999998,0.0,0.0010249999999999999,0.0004490000000000001,0.0008900000000000003,0.192526,SOLVER_RET_SUCCESS,-3778328.2769368268
"13500.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.179,0.0,0.000541,0.0005679999999999999,0.0,0.001032,0.0004170000000000001,0.0008440000000000002,0.179307,SOLVER_RET_SUCCESS,-3667511.7158242622
"14400.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.168,0.0,0.0004890000000000001,0.000516,0.0,0.0009539999999999998,0.00037500000000000006,0.0007990000000000002,0.168482,SOLVER_RET_SUCCESS,-3590515.5474028834
"15300.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.002,0.001,0.182,0.0,0.00056,0.0005459999999999999,0.0,0.0010159999999999998,0.000447,0.0008420000000000003,0.181799,SOLVER_RET_SUCCESS,-3522704.3789395625
"16200.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.002,0.0,0.001,0.0,0.002,0.166,0.0,0.0004840000000000001,0.000508,0.0,0.0009229999999999998,0.00037500000000000006,0.0007580000000000002,0.166398,SOLVER_RET_SUCCESS,-3470135.4375697467
"17100.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.242,0.0,0.000523,0.0005369999999999999,0.0,0.0009829999999999997,0.000402,0.0008100000000000001,0.24157,SOLVER_RET_SUCCESS,-3431174.0654272246
"18000.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.161,0.0,0.0004800000000000001,0.0005009999999999999,0.0,0.0009199999999999998,0.0003780000000000001,0.0007590000000000002,0.162432,SOLVER_RET_SUCCESS,-3406495.718484559
"18900.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.002,0.0,0.0,0.001,0.003,0.242,0.0,0.000518,0.000569,0.0,0.0010719999999999998,0.0003980000000000001,0.0008950000000000002,0.241474,SOLVER_RET_SUCCESS,-3395334.9987248215
"19800.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.164,0.0,0.000603,0.0005820000000000002,0.0,0.0011389999999999998,0.00042200000000000007,0.0008309999999999999,0.163985,SOLVER_RET_SUCCESS,-3402782.645669245
"20700.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.167,0.0,0.000512,0.000531,0.0,0.001001,0.00038200000000000007,0.0007779999999999999,0.167066,SOLVER_RET_SUCCESS,-3418875.1463352027
"21600.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.175,0.0,0.0006389999999999999,0.000624,0.0,0.0011649999999999998,0.00047500000000000005,0.000884,0.174648,SOLVER_RET_SUCCESS,-3459736.9002000308
"22500.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.0,0.002,0.001,0.192,0.0,0.0006009999999999999,0.0006199999999999999,0.0,0.001088,0.00047200000000000003,0.0009000000000000001,0.192066,SOLVER_RET_SUCCESS,-3503368.4855351076
"23400.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.177,0.0,0.000605,0.0005970000000000001,0.0,0.0011319999999999998,0.00044200000000000006,0.0008659999999999998,0.176695,SOLVER_RET_SUCCESS,-3555287.6525281016
"24300.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.0,0.18,0.0,0.000544,0.0005689999999999998,0.0,0.0009289999999999998,0.0003980000000000001,0.0008910000000000002,0.179297,SOLVER_RET_SUCCESS,-3614538.840146488
"25200.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.167,0.0,0.00048200000000000006,0.0005009999999999999,0.0,0.0009249999999999997,0.0003690000000000001,0.000755,0.167001,SOLVER_RET_SUCCESS,-3681020.887189621
"26100.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.197,0.0,0.0006659999999999999,0.0006249999999999999,0.0,0.0011580000000000002,0.00045400000000000003,0.0009250000000000001,0.196888,SOLVER_RET_SUCCESS,-3754585.2647457095
"27000.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.004,0.0,0.0,0.001,0.001,0.001,0.173,0.0,0.000678,0.0006060000000000001,0.0,0.0011659999999999997,0.0004660000000000001,0.0008599999999999998,0.172591,SOLVER_RET_SUCCESS,-3835220.9632928157
"27900.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.178,0.0,0.0005139999999999999,0.0005349999999999999,0.0,0.0009679999999999998,0.0003960000000000001,0.0008000000000000003,0.177448,SOLVER_RET_SUCCESS,-3922586.4760292433
"28800.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.0,0.003,0.274,0.0,0.000645,0.0006500000000000002,0.0,0.0011949999999999999,0.0004670000000000001,0.0009409999999999999,0.274113,SOLVER_RET_SUCCESS,-4016607.66173144
"29700.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.001,0.177,0.0,0.000536,0.0005369999999999999,0.0,0.0010019999999999999,0.0004070000000000001,0.000796,0.176867,SOLVER_RET_SUCCESS,-4116985.099791159
"30600.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.001,0.168,0.0,0.0004919999999999999,0.0005139999999999999,0.0,0.0009299999999999997,0.000372,0.0007880000000000002,0.167042,SOLVER_RET_SUCCESS,-4223329.152635525
"31500.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.256,0.0,0.000636,0.0006180000000000001,0.0,0.0012129999999999997,0.000454,0.0009389999999999997,0.255627,SOLVER_RET_SUCCESS,-4335492.793976652
"32400.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.232,0.0,0.00048699999999999997,0.0005049999999999999,0.0,0.0009229999999999999,0.0003770000000000001,0.00076,0.231996,SOLVER_RET_SUCCESS,-4453233.708742775
"33300.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.0,0.0,0.003,0.221,0.0,0.000647,0.0006080000000000001,0.0,0.0012029999999999996,0.00045200000000000014,0.0008829999999999998,0.220563,SOLVER_RET_SUCCESS,-4575572.153261757
"34200.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.003,0.001,0.0,0.339,0.0,0.0007599999999999999,0.0007469999999999999,0.0,0.0013679999999999999,0.0005780000000000001,0.001089,0.33948,SOLVER_RET_SUCCESS,-4703348.219653209
"35100.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.174,0.0,0.00051,0.0005319999999999999,0.0,0.0009799999999999998,0.0003970000000000001,0.0008030000000000001,0.174316,SOLVER_RET_SUCCESS,-4836272.8312699245
