,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status,obj
"0",23,0,24,24,0,26,23,25,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.0,0.226,0.0,0.0008049999999999999,0.0007630000000000001,0.0,0.0014919999999999996,0.0005960000000000002,0.0011289999999999996,0.226721,SOLVER_RET_SUCCESS,-6270311.7776954565
"900.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.191,0.0,0.000635,0.0006350000000000001,0.0,0.0011869999999999997,0.00046600000000000005,0.0009049999999999997,0.191185,SOLVER_RET_SUCCESS,-5637360.354317585
"1800.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.0,0.0,0.002,0.001,0.0,0.186,0.0,0.0005719999999999999,0.0005929999999999999,0.0,0.0010199999999999999,0.00041900000000000005,0.0008360000000000002,0.187127,SOLVER_RET_SUCCESS,-5473939.135764538
"2700.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.196,0.0,0.000645,0.0006229999999999999,0.0,0.001068,0.0004450000000000001,0.0008810000000000003,0.195018,SOLVER_RET_SUCCESS,-5312232.592633722
"3600.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.186,0.0,0.000514,0.000535,0.0,0.0009809999999999999,0.00040100000000000004,0.0008120000000000002,0.18635,SOLVER_RET_SUCCESS,-5155670.244367414
"4500.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.001,0.001,0.0,0.001,0.001,0.001,0.201,0.0,0.0005809999999999999,0.0006349999999999999,0.0,0.0011849999999999999,0.000447,0.000982,0.200349,SOLVER_RET_SUCCESS,-5001070.428252891
"5400.0",19,0,20,20,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.002,0.001,0.0,0.002,0.0,0.001,0.189,0.0,0.0006899999999999997,0.0006730000000000001,0.0,0.0012729999999999998,0.000495,0.0009639999999999997,0.18914,SOLVER_RET_SUCCESS,-4849342.821612907
"6300.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.163,0.0,0.000488,0.0004989999999999999,0.0,0.0009219999999999999,0.00037700000000000006,0.0007700000000000001,0.162427,SOLVER_RET_SUCCESS,-4700105.8121539345
"7200.0",18,0,19,19,0,21,18,20,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.163,0.0,0.000495,0.0005049999999999999,0.0,0.0009329999999999997,0.000375,0.0007680000000000002,0.162926,SOLVER_RET_SUCCESS,-4554713.3894451475
"8100.0",19,0,21,21,0,22,19,21,1,Solved_To_Acceptable_Level,True,0.0,0.0,0.002,0.0,0.0,0.0,0.001,0.245,0.0,0.0005290000000000001,0.0005579999999999999,0.0,0.0009619999999999997,0.00039200000000000004,0.000794,0.244952,SOLVER_RET_SUCCESS,-4413041.059498081
