time_step,time,__P_el_base,__P_el_neg,__P_el_pos,r_pel,FlexibilityOffer,negative_power_flex_full,positive_power_flex_full,negative_power_flex_offer,positive_power_flex_offer,negative_power_flex_offer_min,positive_power_flex_offer_min,negative_power_flex_offer_max,positive_power_flex_offer_max,negative_power_flex_offer_avg,positive_power_flex_offer_avg,negative_energy_flex,positive_energy_flex,negative_costs,positive_costs,negative_costs_rel,positive_costs_rel,prep_time,market_time,flex_event_duration,time_step,prediction_horizon
0.0,0.0,0.7543282524225344,0.7543282524171036,0.7543282526978938,1.0,,0.0,0.0,,,-0.05989147908206488,-0.013717752642490755,0.2114571576994232,0.15000021174993014,0.03177358309008663,0.032720361486311744,0.06354716618017325,0.06544072297262349,7.359053882136785e-05,2.2878651051069786e-05,0.00115804595617559,0.00034960877587860475,900.0,900.0,7200.0,,48.0
0.0,900.0,6.888393532776706e-05,-8.469882927170053e-08,0.22979012850318895,1.0,,-6.896863415703877e-05,-0.22972124456786117,,,,,,,,,,,,,,,,,,,
0.0,1800.0,0.141174877557267,0.26227888238726,0.02880443993768313,1.0,,0.121104004829993,0.11237043761958386,0.121104004829993,0.11237043761958386,,,,,,,,,,,,,,,,,
0.0,2700.0,0.15016448127849874,0.1334045322290613,0.13705448611502802,1.0,,-0.01675994904943745,0.013109995163470722,-0.01675994904943745,0.013109995163470722,,,,,,,,,,,,,,,,,
0.0,3600.0,0.14993635210441283,0.15008202134135784,0.15011780107842537,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
0.0,4500.0,0.15001535931199736,0.14999726229716154,0.14999706944201988,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
0.0,5400.0,0.14999577032850375,0.15003784975079917,0.15001038698412977,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
0.0,6300.0,0.15000112399232113,0.14828005431510027,0.14954729048838017,1.0,,-0.0017210696772208545,0.0,-0.0017210696772208545,0.0,,,,,,,,,,,,,,,,,
0.0,7200.0,0.14999969841851235,0.09010821933644747,0.1637174510610031,1.0,,-0.05989147908206488,-0.013717752642490755,-0.05989147908206488,-0.013717752642490755,,,,,,,,,,,,,,,,,
0.0,8100.0,0.15000008070991322,0.3614572384093364,-1.3104001690957044e-07,1.0,,0.2114571576994232,0.15000021174993014,0.2114571576994232,0.15000021174993014,,,,,,,,,,,,,,,,,
0.0,9000.0,0.1499999783853173,1.1145230431324128e-07,0.2915323915129556,1.0,,-0.149999866933013,-0.1415324131276383,,,,,,,,,,,,,,,,,,,
0.0,9900.0,0.15000000578748224,0.04558581447867379,0.04064764533727542,1.0,,-0.10441419130880844,0.10935236045020683,,,,,,,,,,,,,,,,,,,
0.0,10800.0,0.14999999845028517,0.1501771113246096,0.1500043632324175,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,11700.0,0.15000000041497075,0.14992949523478233,0.14999827280122757,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,12600.0,0.14999999988888912,0.15001639485920604,0.15000039638973484,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,13500.0,0.15000000002976938,0.14999533784658312,0.1499998933892322,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,14400.0,0.1499999999920286,0.1500012339304856,0.15000002737782375,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,15300.0,0.15000000000213323,0.14999966829884456,0.14999999291526472,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,16200.0,0.14999999999942437,0.1500000887744805,0.15000000182473772,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,17100.0,0.15000000000014946,0.14999997621169953,0.14999999953153237,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,18000.0,0.14999999999996294,0.15000000637237543,0.15000000012152576,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,18900.0,0.15000000000001834,0.14999999829265298,0.14999999996989288,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,19800.0,0.15000000000000258,0.15000000045742415,0.15000000000731978,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,20700.0,0.1499999999999983,0.14999999987760015,0.14999999999966418,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,21600.0,0.14999999999999242,0.15000000003234185,0.15000000000000463,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,22500.0,0.14999999999999403,0.14999999999146468,0.15000000000092756,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,23400.0,0.14999999999999653,0.15000000000246844,0.15000000000041097,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,24300.0,0.14999999999998215,0.14999999999865649,0.1500000000014588,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,25200.0,0.15000000000003758,0.15000000000087854,0.1499999999997847,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,26100.0,0.14999999999984545,0.14999999999975344,0.15000000000055563,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,27000.0,0.15000000000058383,0.15000000000016128,0.15000000000011554,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,27900.0,0.14999999999780828,0.14999999999790833,0.15000000000076105,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,28800.0,0.1500000000082179,0.15000000000749197,0.15000000000054647,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,29700.0,0.14999999996934144,0.14999999997043725,0.14999999999911962,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,30600.0,0.15000000011450104,0.15000000011458253,0.15000000000301822,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,31500.0,0.14999999957240498,0.14999999957012777,0.14999999999232888,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,32400.0,0.15000000159688315,0.1500000016049099,0.1500000000321583,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,33300.0,0.1499999940363953,0.14999999400508876,0.14999999987731893,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,34200.0,0.15000002227233267,0.15000002238988042,0.15000000047305684,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,35100.0,0.14999991683351113,0.14999991641527208,0.14999999819513554,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,36000.0,0.15000031074850798,0.1500003124305337,0.1500000068914936,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,36900.0,0.14999884170342487,0.14999883684809429,0.14999997382600888,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,37800.0,0.15000435704094528,0.15000438841164765,0.15000010029374078,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,38700.0,0.1499841682213587,0.14998414056589554,0.14999963233933578,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,39600.0,0.15006538468539127,0.15006553715358106,0.15000156219152422,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,40500.0,0.14983456827551028,0.14983428787516073,0.14999596866305562,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,41400.0,0.2682405960778159,0.2682407622146542,0.2682980872402758,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
0.0,42300.0,4.7864579461877476e-05,4.786649026890541e-05,9.738288674719563e-07,1.0,,0.0,4.689075059440552e-05,,,,,,,,,,,,,,,,,,,
900.0,0.0,1.433185592962527e-06,-1.0297062537368676e-07,-1.2302416576588562e-07,,"('base_power_profile', 0.0        1.433186e-06
900.0      1.389545e-01
1800.0     1.500043e-01
2700.0     1.499983e-01
3600.0     1.500004e-01
4500.0     1.499999e-01
5400.0     1.500000e-01
6300.0     1.500000e-01
7200.0     1.500000e-01
8100.0     1.500000e-01
9000.0     1.500000e-01
9900.0     1.500000e-01
10800.0    1.500000e-01
11700.0    1.500000e-01
12600.0    1.500000e-01
13500.0    1.500000e-01
14400.0    1.500000e-01
15300.0    1.500000e-01
16200.0    1.500000e-01
17100.0    1.500000e-01
18000.0    1.500000e-01
18900.0    1.500000e-01
19800.0    1.500000e-01
20700.0    1.500000e-01
21600.0    1.500000e-01
22500.0    1.500000e-01
23400.0    1.500000e-01
24300.0    1.500000e-01
25200.0    1.500000e-01
26100.0    1.500000e-01
27000.0    1.500000e-01
27900.0    1.500000e-01
28800.0    1.500000e-01
29700.0    1.500000e-01
30600.0    1.500000e-01
31500.0    1.500000e-01
32400.0    1.500000e-01
33300.0    1.500000e-01
34200.0    1.500000e-01
35100.0    1.500000e-01
36000.0    1.500000e-01
36900.0    1.500000e-01
37800.0    1.500001e-01
38700.0    1.499996e-01
39600.0    1.500016e-01
40500.0    1.499960e-01
41400.0    2.682976e-01
42300.0    9.727629e-07
Name: P_el, dtype: float64)",-1.5361562183362139e-06,1.5562097587284128e-06,,,-0.060561933782147026,-0.013716689342642002,0.21217084800216812,0.15000442198634156,0.03225913890544453,0.03578598288822493,0.06451827781088905,0.07157196577644986,9.213953919257056e-06,7.798197623105907e-05,0.00014281152925786828,0.0010895603520885597,900.0,900.0,7200.0,,48.0
900.0,900.0,0.13895445319438188,0.1353406622861954,0.3933687499897324,1.0,,-0.003613790908186476,-0.25441429679535055,,,,,,,,,,,,,,,,,,,
900.0,1800.0,0.1500043036772543,0.28186339115119363,-1.1830908725976972e-07,1.0,,0.13185908747393932,0.15000442198634156,0.13185908747393932,0.15000442198634156,,,,,,,,,,,,,,,,,
900.0,2700.0,0.14999828723156056,0.1263690783238992,0.15013028472758072,1.0,,-0.023629208907661348,0.0,-0.023629208907661348,0.0,,,,,,,,,,,,,,,,,
900.0,3600.0,0.1500004096861292,0.14992093015492874,0.14999696880474275,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
900.0,4500.0,0.14999988685469867,0.15000093222027597,0.1499998320462546,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
900.0,5400.0,0.1500000300441809,0.15003855470291522,0.15001033829469182,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
900.0,6300.0,0.14999999193592117,0.1482343103931783,0.14954707758123245,1.0,,-0.0017656815427428696,0.0,-0.0017656815427428696,0.0,,,,,,,,,,,,,,,,,
900.0,7200.0,0.15000000215748913,0.0894380683753421,0.16371669150013113,1.0,,-0.060561933782147026,-0.013716689342642002,-0.060561933782147026,-0.013716689342642002,,,,,,,,,,,,,,,,,
900.0,8100.0,0.14999999942200282,0.36217084742417094,-1.3104009705395713e-07,1.0,,0.21217084800216812,0.15000013046209987,0.21217084800216812,0.15000013046209987,,,,,,,,,,,,,,,,,
900.0,9000.0,0.1500000001546912,-1.1841928956337644e-07,0.29156141018686804,1.0,,-0.15000011857398077,-0.14156141003217684,,,,,,,,,,,,,,,,,,,
900.0,9900.0,0.14999999995856045,0.045579190169066856,0.040625640351515446,1.0,,-0.10442080978949358,0.109374359607045,,,,,,,,,,,,,,,,,,,
900.0,10800.0,0.1500000000111006,0.15000436576588602,0.1500043771835275,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,11700.0,0.14999999999702732,0.1499982496830623,0.14999824579084214,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,12600.0,0.15000000000079938,0.15000041923058208,0.1500004202730097,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,13500.0,0.14999999999979036,0.14999988419845867,0.14999988391632063,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,14400.0,0.15000000000006278,0.15000003075289522,0.15000003082850052,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,15300.0,0.14999999999998725,0.14999999174704026,0.14999999172677048,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,16200.0,0.15000000000000685,0.15000000220853793,0.15000000221398685,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,17100.0,0.14999999999999258,0.14999999940850411,0.14999999940704956,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,18000.0,0.14999999999999583,0.15000000015834697,0.15000000015875842,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,18900.0,0.1499999999999957,0.14999999995757596,0.14999999995747226,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,19800.0,0.14999999999999597,0.15000000001132502,0.1500000000113742,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,20700.0,0.14999999999999508,0.14999999999694683,0.14999999999694597,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,21600.0,0.1499999999999953,0.150000000000797,0.15000000000080294,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,22500.0,0.14999999999999528,0.14999999999975877,0.1499999999997778,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,23400.0,0.1499999999999952,0.1500000000000336,0.15000000000003916,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,24300.0,0.14999999999999558,0.14999999999994956,0.14999999999997324,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,25200.0,0.14999999999999414,0.149999999999982,0.15000000000000424,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,26100.0,0.14999999999999675,0.1499999999999678,0.14999999999997654,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,27000.0,0.1500000000000072,0.14999999999998925,0.14999999999999447,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,27900.0,0.14999999999995053,0.14999999999992342,0.1499999999999443,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,28800.0,0.15000000000019853,0.15000000000017039,0.15000000000016794,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,29700.0,0.14999999999925712,0.14999999999923297,0.149999999999252,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,30600.0,0.15000000000276242,0.15000000000272,0.15000000000273858,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,31500.0,0.14999999998973962,0.14999999998971275,0.1499999999897167,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,32400.0,0.1500000000383065,0.1500000000382708,0.15000000003832875,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,33300.0,0.14999999985698098,0.1499999998569758,0.14999999985679038,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,34200.0,0.1500000005341467,0.15000000053408594,0.1500000005347901,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,35100.0,0.14999999800546876,0.14999999800559394,0.14999999800303562,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,36000.0,0.15000000745279896,0.15000000745214134,0.1500000074616867,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,36900.0,0.1499999722230253,0.14999997222475897,0.14999997218941363,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,37800.0,0.15000010451215418,0.1500001045048166,0.15000010463529745,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,38700.0,0.14999962050292542,0.14999962050715987,0.14999962001575456,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,39600.0,0.15000156818359672,0.15000156809650955,0.1500015697753443,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,40500.0,0.1499959720963979,0.14999597267403408,0.149995965558745,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,41400.0,0.26829759690934196,0.26829762946527536,0.2682972484560827,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
900.0,42300.0,9.727628609195866e-07,9.727628740506543e-07,9.727628090652553e-07,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
1800.0,0.0,0.12506206891422364,0.1251318470228343,0.12506206871851092,,"('base_power_profile', 0.0        1.250621e-01
900.0      1.500043e-01
1800.0     1.499983e-01
2700.0     1.500004e-01
3600.0     1.499999e-01
4500.0     1.500000e-01
5400.0     1.500000e-01
6300.0     1.500000e-01
7200.0     1.500000e-01
8100.0     1.500000e-01
9000.0     1.500000e-01
9900.0     1.500000e-01
10800.0    1.500000e-01
11700.0    1.500000e-01
12600.0    1.500000e-01
13500.0    1.500000e-01
14400.0    1.500000e-01
15300.0    1.500000e-01
16200.0    1.500000e-01
17100.0    1.500000e-01
18000.0    1.500000e-01
18900.0    1.500000e-01
19800.0    1.500000e-01
20700.0    1.500000e-01
21600.0    1.500000e-01
22500.0    1.500000e-01
23400.0    1.500000e-01
24300.0    1.500000e-01
25200.0    1.500000e-01
26100.0    1.500000e-01
27000.0    1.500000e-01
27900.0    1.500000e-01
28800.0    1.500000e-01
29700.0    1.500000e-01
30600.0    1.500000e-01
31500.0    1.500000e-01
32400.0    1.500000e-01
33300.0    1.500000e-01
34200.0    1.500000e-01
35100.0    1.500000e-01
36000.0    1.500000e-01
36900.0    1.500000e-01
37800.0    1.500001e-01
38700.0    1.499996e-01
39600.0    1.500016e-01
40500.0    1.499960e-01
41400.0    2.682976e-01
42300.0    9.727629e-07
Name: P_el, dtype: float64)",0.0,0.0,,,-0.06056537099070984,-0.013716709075941746,0.2121741101585296,0.15000013119507843,0.03189595305827794,0.03578522772844992,0.06379190611655587,0.07157045545689984,0.0001870016931427368,7.8409686208189e-05,0.0029314329125243736,0.0010955594135544909,900.0,900.0,7200.0,,48.0
1800.0,900.0,0.15000431725582988,0.14917025887485064,0.4044129137970804,,,0.0,-0.2544085965412505,,,,,,,,,,,,,,,,,,,
1800.0,1800.0,0.14999828139936955,0.2770930159117642,-1.1830909312128972e-07,1.0,,0.12709473451239467,0.14999839970846268,0.12709473451239467,0.14999839970846268,,,,,,,,,,,,,,,,,
1800.0,2700.0,0.15000041007157155,0.12823023616390639,0.1501302628094707,1.0,,-0.02177017390766517,0.0,-0.02177017390766517,0.0,,,,,,,,,,,,,,,,,
1800.0,3600.0,0.14999988665250277,0.1499763450410237,0.14999696946777524,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1800.0,4500.0,0.15000003009276408,0.14999965324113307,0.1499998302796657,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1800.0,5400.0,0.14999999192360175,0.1500385916636754,0.1500103395149791,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
1800.0,6300.0,0.15000000216128678,0.14823432685496102,0.14954708186365923,1.0,,-0.0017656753063257646,0.0,-0.0017656753063257646,0.0,,,,,,,,,,,,,,,,,
