,N,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status
"0",48,22,0,70,25,0,24,22,24,1,0,True,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.018,0.0,0.000518,0.000264,0.0,0.0004910000000000001,0.000597,0.00041999999999999996,0.01806,SOLVER_RET_SUCCESS
"900.0",48,21,0,65,22,0,23,21,23,1,0,True,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.017,0.0,0.000514,0.00020700000000000002,0.0,0.000209,0.000573,0.000608,0.016003,SOLVER_RET_SUCCESS
"1800.0",48,22,0,71,26,0,24,22,24,1,0,True,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.019,0.0,0.0005419999999999998,0.000248,0.0,0.000251,0.0005909999999999999,0.0004270000000000001,0.018479,SOLVER_RET_SUCCESS
"2700.0",48,32,0,101,36,0,34,32,34,1,0,True,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.025,0.0,0.0007719999999999986,0.00044000000000000023,0.0,0.00032599999999999996,0.0008609999999999997,0.00055,0.025462,SOLVER_RET_SUCCESS
"3600.0",48,30,0,102,41,0,32,30,32,1,0,True,0.0,0.0,0.001,0.0,0.0,0.001,0.001,0.023,0.0,0.000725999999999999,0.0004780000000000002,0.0,0.0003130000000000001,0.0010609999999999997,0.00052,0.023147,SOLVER_RET_SUCCESS
"4500.0",48,67,0,206,71,0,69,67,69,1,0,True,0.0,0.005,0.001,0.0,0.0,0.0,0.004,0.048,0.0,0.0014989999999999997,0.0007169999999999999,0.0,0.0006159999999999997,0.001711999999999999,0.0011090000000000006,0.04732,SOLVER_RET_SUCCESS
"5400.0",48,38,0,119,42,0,40,38,40,1,0,True,0.0,0.0,0.0,0.0,0.002,0.006,0.0,0.052,0.0,0.0015970000000000003,0.0006370000000000001,0.0,0.0006849999999999997,0.0029410000000000013,0.0009679999999999998,0.052231,SOLVER_RET_SUCCESS
"6300.0",48,62,0,195,70,0,64,62,64,1,0,True,0.0,0.001,0.003,0.0,0.0,0.003,0.001,0.077,0.0,0.0024959999999999987,0.0012039999999999993,0.0,0.0010819999999999998,0.002942,0.002042,0.077086,SOLVER_RET_SUCCESS
"7200.0",48,35,0,110,39,0,37,35,37,1,0,True,0.0,0.003,0.001,0.0,0.001,0.004,0.001,0.076,0.0,0.002850999999999998,0.0019060000000000001,0.0,0.0006890000000000002,0.002995999999999999,0.0012719999999999997,0.075745,SOLVER_RET_SUCCESS
"8100.0",48,40,0,125,44,0,42,40,42,1,0,True,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.05,0.0,0.0015860000000000015,0.0007280000000000001,0.0,0.0006870000000000002,0.0018089999999999998,0.0011229999999999994,0.050169,SOLVER_RET_SUCCESS
"9000.0",48,35,0,110,39,0,37,35,37,1,0,True,0.0,0.001,0.001,0.0,0.001,0.003,0.001,0.044,0.0,0.0014110000000000001,0.000665,0.0,0.0006009999999999999,0.001627,0.0010219999999999997,0.044166,SOLVER_RET_SUCCESS
