,T_out,P_el,_mDot_full
"(0, 37200)",294.1489447641771,0.149999971516045,0.010715091318875013
"(0, 37500)",294.14894737366836,0.1499999994769827,0.010715091318875013
"(0, 37800)",294.14894742161187,0.1499999999907014,0.010715091318875013
"(0, 38100)",294.14842693294815,0.15000009658815666,0.010715496627346093
"(0, 38400)",294.1484180693678,0.1500000016104911,0.010715496627346093
"(0, 38700)",294.1484179215004,0.15000000002601888,0.010715496627346093
"(0, 39000)",294.15032550994243,0.1499996808807008,0.010714013811620111
"(0, 39300)",294.15035484378075,0.14999999516384985,0.010714013811620111
"(0, 39600)",294.1503552885368,0.14999999992897164,0.010714013811620111
"(0, 39900)",294.1426577943134,0.15000116153172519,0.010719990707747153
"(0, 40200)",294.14255092544136,0.1500000158984105,0.010719990707747153
"(0, 40500)",294.1425494621225,0.1500000002116453,0.010719990707747153
"(0, 40800)",294.1642925753108,0.14999700907096508,0.010703145254382462
"(0, 41100)",294.1645685362455,0.14999996272093366,0.010703145254382462
"(0, 41400)",294.16457197684565,0.14999999954617715,0.010703145254382462
"(0, 41700)",287.67385642075374,0.15003168303897674,0.01994079560385161
"(0, 42000)",287.672267944553,0.15000000755973728,0.01994079560385161
"(0, 42300)",287.6722675655334,0.1500000000017846,0.01994079560385161
"(0, 42600)",351.5130868297832,0.00025096590200113505,3.51674672649383e-06
"(0, 42900)",415.70698611170474,0.00047671958716170724,3.51674672649383e-06
"(0, 43200)",480.25200131984,0.0007037080581064113,3.51674672649383e-06
"(900.0, 0)",,,
"(900.0, 300)",293.5999956816718,1.4575003057445487e-06,1.0836436979163233e-07
"(900.0, 600)",294.499986625075,1.5550272571446068e-06,1.0836436979163233e-07
"(900.0, 900)",295.8499719143621,1.7013175622461724e-06,1.0836436979163233e-07
"(900.0, 1200)",295.77787743226327,0.1556558248023301,0.009960138571408504
"(900.0, 1500)",295.699071343993,0.15487090524288769,0.009960138571408504
"(900.0, 1800)",295.6188030979428,0.15407142238934438,0.009960138571408504
"(900.0, 2100)",295.3227660169357,0.16257002712497998,0.01071459396022588
"(900.0, 2400)",295.0567450005967,0.1597197199500206,0.01071459396022588
"(900.0, 2700)",294.8288560212562,0.15727798206837693,0.01071459396022588
"(900.0, 3000)",294.6422841631913,0.15527283683867887,0.010714172803280634
"(900.0, 3300)",294.49571141432284,0.1537024310790506,0.010714172803280634
"(900.0, 3600)",294.38511689492407,0.15251750228711647,0.010714172803280634
"(900.0, 3900)",294.30479662983777,0.15165902115428698,0.010714320037251208
"(900.0, 4200)",294.24868489208575,0.15105782203816512,0.010714320037251208
"(900.0, 4500)",294.2109156811623,0.15065315062477708,0.010714320037251208
"(900.0, 4800)",294.18642364161144,0.15039022481043765,0.010714283684385272
"(900.0, 5100)",294.1710905544956,0.15022594176532075,0.010714283684385272
"(900.0, 5400)",294.1618263989688,0.1501266829749107,0.010714283684385272
"(900.0, 5700)",294.15641643947174,0.15006885849204257,0.010714293633961248
"(900.0, 6000)",294.15336870952535,0.15003620421847952,0.010714293633961248
"(900.0, 6300)",294.1517100831309,0.15001843320826075,0.010714293633961248
"(900.0, 6600)",294.1508396471011,0.15000907002071348,0.010714290985524727
"(900.0, 6900)",294.1503972848259,0.15000433042257483,0.010714290985524727
"(900.0, 7200)",294.1501799776649,0.1500020021304187,0.010714290985524727
"(900.0, 7500)",294.15007634680944,0.15000090174405925,0.010714291695862316
"(900.0, 7800)",294.1500287404534,0.15000039167567422,0.010714291695862316
"(900.0, 8100)",294.150007598916,0.15000016515907552,0.010714291695862316
"(900.0, 8400)",294.1499986275343,0.1500000663756168,0.010714291505758186
"(900.0, 8700)",294.1499948825232,0.15000002625047631,0.010714291505758186
"(900.0, 9000)",294.14999337109714,0.15000001005661767,0.010714291505758186
"(900.0, 9300)",294.14999273896666,0.15000000399663485,0.010714291556675935
"(900.0, 9600)",294.14999250002165,0.15000000143650824,0.010714291556675935
"(900.0, 9900)",294.14999241262115,0.15000000050007414,0.010714291556675935
"(900.0, 10200)",294.1499923934893,0.15000000010426712,0.010714291543045722
"(900.0, 10500)",294.14999238693554,0.15000000003404862,0.010714291543045722
"(900.0, 10800)",294.1499923847625,0.1500000000107661,0.010714291543045722
"(900.0, 11100)",294.14999238075615,0.15000000001895805,0.01071429154669696
"(900.0, 11400)",294.14999237951173,0.15000000000562477,0.01071429154669696
"(900.0, 11700)",294.1499923791381,0.1500000000016218,0.01071429154669696
"(900.0, 12000)",294.14999237995056,0.14999999999663344,0.010714291545718908
"(900.0, 12300)",294.1499923801794,0.1499999999990854,0.010714291545718908
"(900.0, 12600)",294.1499923802417,0.1499999999997531,0.010714291545718908
"(900.0, 12900)",294.1499923800037,0.1500000000008724,0.010714291545981027
"(900.0, 13200)",294.14999237994283,0.15000000000022054,0.010714291545981027
"(900.0, 13500)",294.1499923799278,0.15000000000005975,0.010714291545981027
"(900.0, 13800)",294.1499923799934,0.14999999999978136,0.010714291545910946
"(900.0, 14100)",294.1499923800086,0.149999999999944,0.010714291545910946
"(900.0, 14400)",294.14999238001207,0.14999999999998118,0.010714291545910946
"(900.0, 14700)",294.14999237999456,0.15000000000005817,0.010714291545929844
"(900.0, 15000)",294.1499923799909,0.15000000000001917,0.010714291545929844
"(900.0, 15300)",294.1499923799909,0.15000000000001917,0.010714291545929844
"(900.0, 15600)",294.14999237999416,0.14999999999998062,0.01071429154592461
"(900.0, 15900)",294.14999237999416,0.14999999999998062,0.01071429154592461
"(900.0, 16200)",294.14999237999416,0.14999999999998062,0.01071429154592461
"(900.0, 16500)",294.1499923799941,0.14999999999999894,0.010714291545925961
"(900.0, 16800)",294.1499923799941,0.14999999999999894,0.010714291545925961
"(900.0, 17100)",294.1499923799941,0.14999999999999894,0.010714291545925961
"(900.0, 17400)",294.1499923799941,0.14999999999998487,0.010714291545924957
"(900.0, 17700)",294.1499923799941,0.14999999999998487,0.010714291545924957
"(900.0, 18000)",294.1499923799941,0.14999999999998487,0.010714291545924957
"(900.0, 18300)",294.1499923799941,0.14999999999998806,0.010714291545925184
"(900.0, 18600)",294.1499923799941,0.14999999999998806,0.010714291545925184
"(900.0, 18900)",294.1499923799941,0.14999999999998806,0.010714291545925184
"(900.0, 19200)",294.1499923799941,0.14999999999998795,0.010714291545925176
"(900.0, 19500)",294.1499923799941,0.14999999999998795,0.010714291545925176
"(900.0, 19800)",294.1499923799941,0.14999999999998795,0.010714291545925176
"(900.0, 20100)",294.1499923799941,0.1499999999999882,0.010714291545925195
"(900.0, 20400)",294.1499923799941,0.1499999999999882,0.010714291545925195
"(900.0, 20700)",294.1499923799941,0.1499999999999882,0.010714291545925195
"(900.0, 21000)",294.1499923799941,0.1499999999999873,0.010714291545925132
"(900.0, 21300)",294.1499923799941,0.1499999999999873,0.010714291545925132
"(900.0, 21600)",294.1499923799941,0.1499999999999873,0.010714291545925132
"(900.0, 21900)",294.1499923799941,0.14999999999998756,0.010714291545925148
"(900.0, 22200)",294.1499923799941,0.14999999999998756,0.010714291545925148
"(900.0, 22500)",294.1499923799941,0.14999999999998756,0.010714291545925148
"(900.0, 22800)",294.1499923799941,0.14999999999998753,0.010714291545925146
"(900.0, 23100)",294.1499923799941,0.14999999999998753,0.010714291545925146
"(900.0, 23400)",294.1499923799941,0.14999999999998753,0.010714291545925146
"(900.0, 23700)",294.1499923799941,0.14999999999998745,0.01071429154592514
"(900.0, 24000)",294.1499923799941,0.14999999999998745,0.01071429154592514
"(900.0, 24300)",294.1499923799941,0.14999999999998745,0.01071429154592514
"(900.0, 24600)",294.1499923799941,0.14999999999998784,0.010714291545925167
"(900.0, 24900)",294.1499923799941,0.14999999999998784,0.010714291545925167
"(900.0, 25200)",294.1499923799941,0.14999999999998784,0.010714291545925167
"(900.0, 25500)",294.1499923799941,0.1499999999999864,0.010714291545925065
"(900.0, 25800)",294.1499923799941,0.1499999999999864,0.010714291545925065
"(900.0, 26100)",294.1499923799941,0.1499999999999864,0.010714291545925065
"(900.0, 26400)",294.1499923799941,0.14999999999998903,0.010714291545925252
"(900.0, 26700)",294.1499923799941,0.14999999999998903,0.010714291545925252
"(900.0, 27000)",294.1499923799941,0.14999999999998903,0.010714291545925252
"(900.0, 27300)",294.1499923799941,0.1499999999999997,0.010714291545926015
"(900.0, 27600)",294.1499923799941,0.1499999999999997,0.010714291545926015
"(900.0, 27900)",294.1499923799941,0.1499999999999997,0.010714291545926015
"(900.0, 28200)",294.1499923799978,0.149999999999981,0.010714291545921854
"(900.0, 28500)",294.1499923799978,0.149999999999981,0.010714291545921854
"(900.0, 28800)",294.1499923799978,0.149999999999981,0.010714291545921854
"(900.0, 29100)",294.14999237997756,0.15000000000001917,0.010714291545940068
"(900.0, 29400)",294.14999237997756,0.15000000000001917,0.010714291545940068
"(900.0, 29700)",294.14999237997756,0.15000000000001917,0.010714291545940068
"(900.0, 30000)",294.1499923800616,0.1499999999999512,0.010714291545870915
"(900.0, 30300)",294.14999238006436,0.14999999999998107,0.010714291545870915
"(900.0, 30600)",294.14999238006436,0.14999999999998107,0.010714291545870915
"(900.0, 30900)",294.14999237974297,0.15000000000014277,0.010714291546128426
"(900.0, 31200)",294.14999237973143,0.15000000000001906,0.010714291546128426
"(900.0, 31500)",294.14999237973143,0.15000000000001906,0.010714291546128426
"(900.0, 31800)",294.1499923809369,0.14999999999953975,0.010714291545171636
"(900.0, 32100)",294.14999238097755,0.14999999999997532,0.010714291545171636
"(900.0, 32400)",294.14999238097806,0.14999999999998082,0.010714291545171636
"(900.0, 32700)",294.1499923764608,0.15000000000153832,0.010714291548739973
"(900.0, 33000)",294.1499923763224,0.15000000000005556,0.010714291548739973
"(900.0, 33300)",294.149992376319,0.15000000000001898,0.010714291548739973
"(900.0, 33600)",294.14999239324044,0.14999999999480476,0.01071429153541744
"(900.0, 33900)",294.1499923937114,0.14999999999985064,0.01071429153541744
"(900.0, 34200)",294.14999239372355,0.149999999999981,0.01071429153541744
"(900.0, 34500)",294.1499923303582,0.15000000001761474,0.010714291585170973
"(900.0, 34800)",294.1499923287553,0.15000000000044117,0.010714291585170973
"(900.0, 35100)",294.1499923287159,0.15000000000001898,0.010714291585170973
"(900.0, 35400)",294.1499925659001,0.1499999999402305,0.010714291399381634
"(900.0, 35700)",294.14999257135383,0.14999999999866367,0.010714291399381634
"(900.0, 36000)",294.149992571475,0.14999999999996186,0.010714291399381634
"(900.0, 36300)",294.1499916834175,0.15000000020287318,0.010714292093511928
"(900.0, 36600)",294.14999166486615,0.15000000000410832,0.010714292093511928
"(900.0, 36900)",294.1499916644911,0.1500000000000901,0.010714292093511928
"(900.0, 37200)",294.1499949824737,0.14999999931292074,0.010714289505153555
"(900.0, 37500)",294.14999504542294,0.149999999987377,0.010714289505153555
"(900.0, 37800)",294.14999504657925,0.14999999999976601,0.010714289505153555
"(900.0, 38100)",294.1499825635561,0.15000000234435074,0.010714299225973431
"(900.0, 38400)",294.14998234840215,0.15000000003912695,0.010714299225973431
"(900.0, 38700)",294.14998234481016,0.15000000000064156,0.010714299225973431
"(900.0, 39000)",294.15002806488894,0.1499999922154075,0.010714263680056204
"(900.0, 39300)",294.15002878043504,0.14999999988195709,0.010714263680056204
"(900.0, 39600)",294.15002879128997,0.14999999999825972,0.010714263680056204
"(900.0, 39900)",294.1498441661998,0.15000002835766277,0.010714407001744466
"(900.0, 40200)",294.14984155596227,0.15000000039051536,0.010714407001744466
"(900.0, 40500)",294.1498415200011,0.1500000000052127,0.010714407001744466
"(900.0, 40800)",294.15036848125254,0.14999992691224556,0.010713998500332753
"(900.0, 41100)",294.1503752176105,0.14999999908557446,0.010713998500332753
"(900.0, 41400)",294.1503753019244,0.1499999999889135,0.010713998500332753
"(900.0, 41700)",287.6721971779012,0.15003157105015485,0.019945179247749377
"(900.0, 42000)",287.6706146642817,0.15000000753235077,0.019945179247749377
"(900.0, 42300)",287.670614286718,0.1500000000017757,0.019945179247749377
"(900.0, 42600)",351.56941071512125,5.104514658990999e-06,7.147237155669003e-08
"(900.0, 42900)",415.91623339943044,9.703534678376391e-06,7.147237155669003e-08
"(900.0, 43200)",480.71104046269573,1.4334573203746131e-05,7.147237155669003e-08
"(1800.0, 0)",,,
"(1800.0, 300)",293.2474565683208,0.11793202190515698,0.00900419263007155
"(1800.0, 600)",293.4346432712953,0.11961748703652669,0.00900419263007155
"(1800.0, 900)",293.69711809636283,0.12198086092197931,0.00900419263007155
"(1800.0, 1200)",293.75171247870406,0.1457368240491885,0.010714593789375091
"(1800.0, 1500)",293.8107876252842,0.14636979024784247,0.010714593789375091
"(1800.0, 1800)",293.8702182002151,0.1470065647168961,0.010714593789375091
"(1800.0, 2100)",293.9266208756297,0.1476050756070678,0.010714171271721295
"(1800.0, 2400)",293.9773051984737,0.1481481161228094,0.010714171271721295
"(1800.0, 2700)",294.0207247846559,0.14861332100571312,0.010714171271721295
"(1800.0, 3000)",294.0562500487521,0.14899599816166206,0.010714318931366571
"(1800.0, 3300)",294.0841589296752,0.14929502281288978,0.010714318931366571
"(1800.0, 3600)",294.10521709920107,0.14952064675730078,0.010714318931366571
"(1800.0, 3900)",294.1205142207219,0.14968403655006063,0.010714282537148132
"(1800.0, 4200)",294.13120080606853,0.14979853564482218,0.010714282537148132
"(1800.0, 4500)",294.1383940345653,0.14987560592729038,0.010714282537148132
"(1800.0, 4800)",294.14305702136346,0.14992570595366272,0.01071429250411601
"(1800.0, 5100)",294.14597625361444,0.14995698346188657,0.01071429250411601
"(1800.0, 5400)",294.14774003470615,0.14997588112841692,0.01071429250411601
"(1800.0, 5700)",294.1487704758869,0.14998688444260652,0.010714289851452412
"(1800.0, 6000)",294.14935098062773,0.14999310413866038,0.010714289851452412
"(1800.0, 6300)",294.14966690123896,0.14999648900365967,0.010714289851452412
"(1800.0, 6600)",294.14983255720875,0.1499982738500559,0.010714290562912416
"(1800.0, 6900)",294.149916693244,0.1499991753079848,0.010714290562912416
"(1800.0, 7200)",294.14995801183386,0.14999961800736164,0.010714290562912416
"(1800.0, 7500)",294.14997777211966,0.1499998270588673,0.010714290372487946
"(1800.0, 7800)",294.1499868846553,0.1499999246932199,0.010714290372487946
"(1800.0, 8100)",294.14999094999894,0.14999996825049264,0.010714290372487946
"(1800.0, 8400)",294.14999266365004,0.1499999873249893,0.01071429042348382
"(1800.0, 8700)",294.149993378636,0.1499999949855569,0.01071429042348382
"(1800.0, 9000)",294.149993667323,0.1499999980786328,0.01071429042348382
"(1800.0, 9300)",294.1499937913211,0.14999999921602225,0.010714290409829335
"(1800.0, 9600)",294.1499938381919,0.14999999971820965,0.010714290409829335
"(1800.0, 9900)",294.1499938553369,0.14999999990190566,0.010714290409829335
"(1800.0, 10200)",294.1499938582384,0.14999999998418465,0.010714290413485804
"(1800.0, 10500)",294.1499938592324,0.14999999999483382,0.010714290413485804
"(1800.0, 10800)",294.1499938595614,0.1499999999983592,0.010714290413485804
"(1800.0, 11100)",294.1499938605554,0.14999999999529628,0.010714290412506303
"(1800.0, 11400)",294.14999386086356,0.14999999999859803,0.010714290412506303
"(1800.0, 11700)",294.1499938609563,0.14999999999959102,0.010714290412506303
"(1800.0, 12000)",294.1499938607363,0.15000000000091668,0.010714290412769324
"(1800.0, 12300)",294.1499938606746,0.1500000000002551,0.010714290412769324
"(1800.0, 12600)",294.1499938606576,0.15000000000007352,0.010714290412769324
"(1800.0, 12900)",294.14999386072157,0.14999999999975833,0.010714290412697872
"(1800.0, 13200)",294.1499938607379,0.14999999999993316,0.010714290412697872
"(1800.0, 13500)",294.1499938607419,0.1499999999999764,0.010714290412697872
"(1800.0, 13800)",294.1499938607245,0.15000000000006533,0.010714290412717533
"(1800.0, 14100)",294.14999386072043,0.15000000000002145,0.010714290412717533
"(1800.0, 14400)",294.1499938607202,0.150000000000019,0.010714290412717533
"(1800.0, 14700)",294.14999386072344,0.14999999999998076,0.01071429041271232
"(1800.0, 15000)",294.14999386072344,0.14999999999998076,0.01071429041271232
"(1800.0, 15300)",294.14999386072344,0.14999999999998076,0.01071429041271232
"(1800.0, 15600)",294.1499938607234,0.1500000000000046,0.010714290412714067
"(1800.0, 15900)",294.1499938607234,0.1500000000000046,0.010714290412714067
"(1800.0, 16200)",294.1499938607234,0.1500000000000046,0.010714290412714067
"(1800.0, 16500)",294.1499938607234,0.14999999999998617,0.010714290412712749
"(1800.0, 16800)",294.1499938607234,0.14999999999998617,0.010714290412712749
"(1800.0, 17100)",294.1499938607234,0.14999999999998617,0.010714290412712749
"(1800.0, 17400)",294.1499938607234,0.15000000000000055,0.010714290412713776
"(1800.0, 17700)",294.1499938607234,0.15000000000000055,0.010714290412713776
"(1800.0, 18000)",294.1499938607234,0.15000000000000055,0.010714290412713776
"(1800.0, 18300)",294.1499938607234,0.15000000000000047,0.01071429041271377
"(1800.0, 18600)",294.1499938607234,0.15000000000000047,0.01071429041271377
"(1800.0, 18900)",294.1499938607234,0.15000000000000047,0.01071429041271377
"(1800.0, 19200)",294.1499938607234,0.1499999999999997,0.010714290412713715
"(1800.0, 19500)",294.1499938607234,0.1499999999999997,0.010714290412713715
"(1800.0, 19800)",294.1499938607234,0.1499999999999997,0.010714290412713715
"(1800.0, 20100)",294.1499938607234,0.149999999999994,0.010714290412713311
"(1800.0, 20400)",294.1499938607234,0.149999999999994,0.010714290412713311
"(1800.0, 20700)",294.1499938607234,0.149999999999994,0.010714290412713311
"(1800.0, 21000)",294.1499938607234,0.15000000000000097,0.010714290412713809
"(1800.0, 21300)",294.1499938607234,0.15000000000000097,0.010714290412713809
"(1800.0, 21600)",294.1499938607234,0.15000000000000097,0.010714290412713809
"(1800.0, 21900)",294.1499938607234,0.1500000000000003,0.01071429041271376
"(1800.0, 22200)",294.1499938607234,0.1500000000000003,0.01071429041271376
"(1800.0, 22500)",294.1499938607234,0.1500000000000003,0.01071429041271376
"(1800.0, 22800)",294.1499938607234,0.1499999999999999,0.010714290412713733
"(1800.0, 23100)",294.1499938607234,0.1499999999999999,0.010714290412713733
"(1800.0, 23400)",294.1499938607234,0.1499999999999999,0.010714290412713733
"(1800.0, 23700)",294.1499938607234,0.15000000000000274,0.010714290412713932
"(1800.0, 24000)",294.1499938607234,0.15000000000000274,0.010714290412713932
"(1800.0, 24300)",294.1499938607234,0.15000000000000274,0.010714290412713932
"(1800.0, 24600)",294.1499938607234,0.14999999999999913,0.010714290412713679
"(1800.0, 24900)",294.1499938607234,0.14999999999999913,0.010714290412713679
"(1800.0, 25200)",294.1499938607234,0.14999999999999913,0.010714290412713679
"(1800.0, 25500)",294.1499938607234,0.15000000000000405,0.010714290412714027
"(1800.0, 25800)",294.1499938607234,0.15000000000000405,0.010714290412714027
"(1800.0, 26100)",294.1499938607234,0.15000000000000405,0.010714290412714027
"(1800.0, 26400)",294.1499938607234,0.1499999999999947,0.010714290412713358
"(1800.0, 26700)",294.1499938607234,0.1499999999999947,0.010714290412713358
"(1800.0, 27000)",294.1499938607234,0.1499999999999947,0.010714290412713358
"(1800.0, 27300)",294.14999386072316,0.1500000000000189,0.010714290412715263
"(1800.0, 27600)",294.14999386072316,0.1500000000000189,0.010714290412715263
"(1800.0, 27900)",294.14999386072316,0.1500000000000189,0.010714290412715263
