,T_out,P_el
"(1800.0, 11400)",297.01233160435555,0.18067328533140695
"(1800.0, 11700)",294.9668939609009,0.15875722131046102
"(1800.0, 12000)",294.3759282376918,0.15241912995553253
"(1800.0, 12300)",294.2105840536707,0.15064760290642615
"(1800.0, 12600)",294.1658094538295,0.15016787986566055
"(1800.0, 12900)",294.15392601356643,0.1500426739648692
"(1800.0, 13200)",294.1509113142325,0.15001037348364465
"(1800.0, 13500)",294.15017103526986,0.1500024418911101
"(1800.0, 13800)",294.1500328336928,0.15000043824215786
"(1800.0, 14100)",294.15000102992826,0.15000009748734128
"(1800.0, 14400)",294.1499938901413,0.1500000209895795
"(1800.0, 14700)",294.14998176784354,0.15000003423465455
"(1800.0, 15000)",294.1499792184868,0.15000000692007648
"(1800.0, 15300)",294.14997869906,0.1500000013547806
"(1800.0, 15600)",294.149981478531,0.14999999303349415
"(1800.0, 15900)",294.1499820093286,0.1499999987206188
"(1800.0, 16200)",294.1499821074983,0.14999999977243855
"(1800.0, 16500)",294.1499813356578,0.15000000172112285
"(1800.0, 16800)",294.14998120182213,0.15000000028716776
"(1800.0, 17100)",294.1499811793512,0.15000000004640715
"(1800.0, 17400)",294.14998139101436,0.14999999957919802
"(1800.0, 17700)",294.14998142433564,0.14999999993621166
"(1800.0, 18000)",294.1499814294156,0.1499999999906401
"(1800.0, 18300)",294.14998137152423,0.15000000010282
"(1800.0, 18600)",294.1499813632494,0.1500000000141607
"(1800.0, 18900)",294.1499813621047,0.15000000000189595
"(1800.0, 19200)",294.149981377891,0.14999999997490812
"(1800.0, 19500)",294.1499813799394,0.14999999999685593
"(1800.0, 19800)",294.1499813801965,0.14999999999961008
"(1800.0, 20100)",294.1499813759027,0.15000000000612052
"(1800.0, 20400)",294.1499813753973,0.15000000000070485
"(1800.0, 20700)",294.14998137533956,0.15000000000008654
"(1800.0, 21000)",294.149981376504,0.14999999999850186
"(1800.0, 21300)",294.14998137662855,0.1499999999998366
"(1800.0, 21600)",294.1499813766414,0.14999999999997427
"(1800.0, 21900)",294.14998137632784,0.15000000000036973
"(1800.0, 22200)",294.14998137629743,0.15000000000004385
"(1800.0, 22500)",294.1499813762951,0.15000000000001884
"(1800.0, 22800)",294.1499813763782,0.1499999999999046
"(1800.0, 23100)",294.1499813763853,0.14999999999998076
"(1800.0, 23400)",294.1499813763853,0.14999999999998076
"(1800.0, 23700)",294.1499813763644,0.1500000000000299
"(1800.0, 24000)",294.14998137636337,0.15000000000001892
"(1800.0, 24300)",294.14998137636337,0.15000000000001892
"(1800.0, 24600)",294.14998137636536,0.14999999999998098
"(1800.0, 24900)",294.14998137636536,0.14999999999998098
"(1800.0, 25200)",294.14998137636536,0.14999999999998098
"(1800.0, 25500)",294.1499813763653,0.14999999999998959
"(1800.0, 25800)",294.1499813763653,0.14999999999998959
"(1800.0, 26100)",294.1499813763653,0.14999999999998959
"(1800.0, 26400)",294.1499813763653,0.14999999999998484
"(1800.0, 26700)",294.1499813763653,0.14999999999998484
"(1800.0, 27000)",294.1499813763653,0.14999999999998484
"(1800.0, 27300)",294.1499813763653,0.14999999999999736
"(1800.0, 27600)",294.1499813763653,0.14999999999999736
"(1800.0, 27900)",294.1499813763653,0.14999999999999736
"(1800.0, 28200)",294.1499813763691,0.14999999999998098
"(1800.0, 28500)",294.1499813763691,0.14999999999998098
"(1800.0, 28800)",294.1499813763691,0.14999999999998098
"(1800.0, 29100)",294.1499813763486,0.1500000000000192
"(1800.0, 29400)",294.1499813763486,0.1500000000000192
"(1800.0, 29700)",294.1499813763486,0.1500000000000192
"(1800.0, 30000)",294.14998137643227,0.14999999999995126
"(1800.0, 30300)",294.14998137643505,0.14999999999998112
"(1800.0, 30600)",294.14998137643505,0.14999999999998112
"(1800.0, 30900)",294.14998137611514,0.1500000000001419
"(1800.0, 31200)",294.14998137610365,0.1500000000000188
"(1800.0, 31500)",294.14998137610365,0.1500000000000188
"(1800.0, 31800)",294.1499813773113,0.1499999999995393
"(1800.0, 32100)",294.149981377352,0.14999999999997551
"(1800.0, 32400)",294.1499813773525,0.14999999999998098
"(1800.0, 32700)",294.1499813728193,0.1500000000015427
"(1800.0, 33000)",294.14998137268054,0.15000000000005567
"(1800.0, 33300)",294.14998137267713,0.1500000000000191
"(1800.0, 33600)",294.1499813896631,0.14999999999478564
"(1800.0, 33900)",294.1499813901358,0.14999999999985045
"(1800.0, 34200)",294.14998139014796,0.14999999999998082
"(1800.0, 34500)",294.1499813265382,0.1500000000176883
"(1800.0, 34800)",294.14998132492843,0.1500000000004416
"(1800.0, 35100)",294.149981324889,0.1500000000000188
"(1800.0, 35400)",294.1499815629918,0.14999999994000066
"(1800.0, 35700)",294.1499815684665,0.14999999999865868
"(1800.0, 36000)",294.1499815685882,0.1499999999999623
"(1800.0, 36300)",294.14998067710724,0.15000000020365525
"(1800.0, 36600)",294.14998065848425,0.15000000000412267
"(1800.0, 36900)",294.1499806581079,0.15000000000009042
"(1800.0, 37200)",294.14998398890407,0.14999999931014776
"(1800.0, 37500)",294.14998405210775,0.1499999999873306
"(1800.0, 37800)",294.1499840532683,0.14999999999976532
"(1800.0, 38100)",294.1499715222545,0.15000000235215402
"(1800.0, 38400)",294.14997130638443,0.15000000003925573
"(1800.0, 38700)",294.14997130278067,0.15000000000064417
"(1800.0, 39000)",294.15001720331,0.1499999921847059
"(1800.0, 39300)",294.150017921678,0.1499999998814966
"(1800.0, 39600)",294.15001793257517,0.1499999999982519
"(1800.0, 39900)",294.14983262828673,0.15000002848128446
"(1800.0, 40200)",294.1498300066659,0.15000000039214909
"(1800.0, 40500)",294.1498299705542,0.150000000005233
"(1800.0, 40800)",294.1503597974273,0.14999992653962066
"(1800.0, 41100)",294.15036656814016,0.14999999908107328
"(1800.0, 41400)",294.15036665286954,0.1499999999888635
"(1800.0, 41700)",287.6722131589593,0.150031572598624
"(1800.0, 42000)",287.67063056482124,0.1500000075415989
"(1800.0, 42300)",287.6706301867932,0.15000000000177716
"(1800.0, 42600)",351.56942675045514,5.104517112393136e-06
"(1800.0, 42900)",415.9162485922158,9.70353824941573e-06
"(1800.0, 43200)",480.7110554862667,1.433457794874773e-05
"(2700.0, 0)",,
"(2700.0, 300)",293.1490814748827,0.15030088428400576
"(2700.0, 600)",293.1473373049904,0.15028071745316762
"(2700.0, 900)",293.14493777439975,0.15025297306443192
"(2700.0, 1200)",293.39083010731713,0.13069388200095589
"(2700.0, 1500)",293.65993567894515,0.13335009400119285
"(2700.0, 1800)",293.93452621485636,0.1360604454525811
"(2700.0, 2100)",291.5796175718007,0.23929382666690338
"(2700.0, 2400)",289.8952730385222,0.20402989537071428
"(2700.0, 2700)",288.7811364433773,0.18070400475302356
"(2700.0, 3000)",290.48583206813055,0.10110303072766581
"(2700.0, 3300)",291.86475880912377,0.11459141480229794
"(2700.0, 3600)",292.93871899230066,0.12509667733793953
"(2700.0, 3900)",293.03835954099134,0.14797465967113335
"(2700.0, 4200)",293.1058508665095,0.14874954540368432
"(2700.0, 4500)",293.14979708369316,0.1492541035292474
"(2700.0, 4800)",293.1749363389941,0.1496074616220645
"(2700.0, 5100)",293.19008769524476,0.14978149363955778
"(2700.0, 5400)",293.1988803847604,0.1498824885254473
"(2700.0, 5700)",293.20212503114493,0.14995969766505368
"(2700.0, 6000)",293.2038723243842,0.1499797728302285
"(2700.0, 6300)",293.20477920342887,0.14999019222990836
"(2700.0, 6600)",293.2931983499044,0.14909987950677486
"(2700.0, 6900)",293.3362726449393,0.1495885255751489
"(2700.0, 7200)",293.3565181297732,0.14981819565003685
"(2700.0, 7500)",296.98326839699655,0.1127698788262061
"(2700.0, 7800)",299.2441200760193,0.12791583645454857
"(2700.0, 8100)",300.6246731677036,0.13716447440118498
"(2700.0, 8400)",286.74784178440376,0.18928876494975896
"(2700.0, 8700)",285.49130132836734,0.15323925075941144
"(2700.0, 9000)",285.38692696213815,0.1502448026472044
"(2700.0, 9300)",299.3369378396319,-1.8345264279224185e-07
"(2700.0, 9600)",313.73696208882683,-3.2113602545951353e-07
"(2700.0, 9900)",328.58700094635975,-4.6312214626482033e-07
"(2700.0, 10200)",327.452117527023,0.15932422688952033
"(2700.0, 10500)",326.62747232018665,0.15654663537974722
"(2700.0, 10800)",326.0347604716362,0.15455024786105703
"(2700.0, 11100)",303.85724362856325,0.2540138394276444
"(2700.0, 11400)",297.01233160493473,0.18067328533760715
"(2700.0, 11700)",294.96689396106694,0.15875722131223483
"(2700.0, 12000)",294.3759282377387,0.15241912995602275
"(2700.0, 12300)",294.21058405368365,0.1506476029065529
"(2700.0, 12600)",294.16580945383384,0.15016787986569538
"(2700.0, 12900)",294.15392601356757,0.15004267396487805
"(2700.0, 13200)",294.15091131423304,0.15001037348364746
"(2700.0, 13500)",294.15017103527026,0.150002441891111
"(2700.0, 13800)",294.1500328405499,0.15000043831562965
"(2700.0, 14100)",294.15000102992747,0.150000097487336
"(2700.0, 14400)",294.1499938904693,0.15000002099309762
"(2700.0, 14700)",294.1499817684491,0.15000003424114092
"(2700.0, 15000)",294.1499792185013,0.15000000692022974
"(2700.0, 15300)",294.14997869906296,0.15000000135481079
"(2700.0, 15600)",294.1499814786414,0.1499999930346718
"(2700.0, 15900)",294.14998200934957,0.1499999987208382
"(2700.0, 16200)",294.1499821075027,0.14999999977248002
"(2700.0, 16500)",294.1499813356587,0.1500000017211305
"(2700.0, 16800)",294.14998120182236,0.15000000028716803
"(2700.0, 17100)",294.14998117935136,0.1500000000464069
"(2700.0, 17400)",294.1499813910139,0.14999999957919846
"(2700.0, 17700)",294.1499814243352,0.14999999993621208
"(2700.0, 18000)",294.14998142941516,0.14999999999064056
"(2700.0, 18300)",294.1499813715238,0.15000000010281953
"(2700.0, 18600)",294.14998136324897,0.15000000001416025
"(2700.0, 18900)",294.1499813621043,0.15000000000189606
"(2700.0, 19200)",294.1499813778917,0.14999999997490537
"(2700.0, 19500)",294.14998137994036,0.14999999999685565
"(2700.0, 19800)",294.14998138019746,0.14999999999960978
"(2700.0, 20100)",294.14998137590254,0.15000000000612185
