,N,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status
"0",48,21,0,67,24,0,23,21,23,1,0,True,0.0,0.004,0.0,0.0,0.0,0.0,0.002,0.029,0.0,0.002029,0.000894,0.0,0.0006919999999999995,0.0020060000000000004,0.0013580000000000003,0.029081,SOLVER_RET_SUCCESS
"900.0",48,20,0,62,21,0,22,20,22,1,0,True,0.0,0.002,0.0,0.0,0.002,0.001,0.002,0.031,0.0,0.002201999999999999,0.0009809999999999999,0.0,0.0008339999999999999,0.002067,0.001577,0.031111,SOLVER_RET_SUCCESS
"1800.0",48,62,0,189,64,0,64,62,64,1,0,True,0.0,0.005,0.002,0.0,0.002,0.007,0.004,0.08,0.0,0.005540000000000005,0.002426,0.0,0.0019069999999999996,0.006043000000000001,0.0037300000000000015,0.079671,SOLVER_RET_SUCCESS
"2700.0",48,27,0,84,29,0,29,27,29,1,0,True,0.0,0.003,0.001,0.0,0.002,0.004,0.001,0.052,0.0,0.0036629999999999996,0.0016379999999999995,0.0,0.001289,0.003637,0.002513,0.052406,SOLVER_RET_SUCCESS
"3600.0",48,63,0,192,65,0,65,63,65,1,0,True,0.0,0.003,0.003,0.0,0.003,0.010000000000000002,0.008,0.093,0.0,0.006581999999999994,0.0028659999999999988,0.0,0.002239,0.006973000000000001,0.004561000000000001,0.092937,SOLVER_RET_SUCCESS
"4500.0",48,63,0,192,65,0,65,63,65,1,0,True,0.0,0.003,0.007,0.0,0.001,0.004,0.005,0.09,0.0,0.006275000000000008,0.0027300000000000007,0.0,0.0021269999999999987,0.006756000000000001,0.0041280000000000015,0.089477,SOLVER_RET_SUCCESS
"5400.0",48,29,0,90,31,0,31,29,31,1,0,True,0.0,0.006,0.001,0.0,0.0,0.003,0.0,0.044,0.0,0.0030179999999999946,0.0013340000000000001,0.0,0.0010859999999999997,0.0031949999999999995,0.00214,0.044827,SOLVER_RET_SUCCESS
"6300.0",48,63,0,192,65,0,65,63,65,1,0,True,0.0,0.003,0.006,0.0,0.004,0.005,0.004,0.084,0.0,0.005869000000000013,0.002562,0.0,0.0021049999999999997,0.006234999999999998,0.003947000000000002,0.084279,SOLVER_RET_SUCCESS
"7200.0",48,63,0,192,65,0,65,63,65,1,0,True,0.0,0.008,0.004,0.0,0.003,0.004,0.004,0.091,0.0,0.0063600000000000175,0.0027910000000000005,0.0,0.0021359999999999986,0.0066949999999999996,0.004202,0.090733,SOLVER_RET_SUCCESS
"8100.0",48,56,0,171,58,0,58,56,58,1,0,True,0.0,0.003,0.004,0.0,0.004,0.005,0.003,0.069,0.0,0.004845999999999998,0.0021110000000000005,0.0,0.0016640000000000001,0.005155999999999999,0.0032690000000000015,0.06936,SOLVER_RET_SUCCESS
"9000.0",48,63,0,192,65,0,65,63,65,1,0,True,0.0,0.006,0.003,0.0,0.004,0.006,0.002,0.122,0.0,0.008625000000000015,0.0037090000000000005,0.0,0.0030289999999999987,0.009070000000000005,0.005666999999999995,0.121319,SOLVER_RET_SUCCESS
