,N,iter_count,n_call_callback_fun,n_call_nlp_f,n_call_nlp_g,n_call_nlp_grad,n_call_nlp_grad_f,n_call_nlp_hess_l,n_call_nlp_jac_g,n_call_total,return_status,success,t_proc_callback_fun,t_proc_nlp_f,t_proc_nlp_g,t_proc_nlp_grad,t_proc_nlp_grad_f,t_proc_nlp_hess_l,t_proc_nlp_jac_g,t_proc_total,t_wall_callback_fun,t_wall_nlp_f,t_wall_nlp_g,t_wall_nlp_grad,t_wall_nlp_grad_f,t_wall_nlp_hess_l,t_wall_nlp_jac_g,t_wall_total,unified_return_status
"0",48,22,0,70,25,0,24,22,24,1,0,True,0.0,0.002,0.002,0.0,0.002,0.003,0.0,0.029,0.0,0.0018539999999999982,0.0009180000000000002,0.0,0.0006979999999999998,0.0019770000000000005,0.0013559999999999998,0.029082,SOLVER_RET_SUCCESS
"900.0",48,21,0,65,22,0,23,21,23,1,0,True,0.0,0.002,0.001,0.0,0.002,0.002,0.0,0.034,0.0,0.0021909999999999994,0.0010099999999999998,0.0,0.0008339999999999998,0.0023079999999999997,0.0016229999999999997,0.034261,SOLVER_RET_SUCCESS
"1800.0",48,22,0,71,26,0,24,22,24,1,0,True,0.0,0.0,0.0,0.0,0.002,0.001,0.002,0.029,0.0,0.0018759999999999985,0.0009510000000000002,0.0,0.0006899999999999999,0.0019730000000000004,0.001355,0.029387,SOLVER_RET_SUCCESS
"2700.0",48,32,0,101,36,0,34,32,34,1,0,True,0.0,0.003,0.005,0.0,0.003,0.002,0.002,0.046,0.0,0.0029739999999999988,0.0014589999999999996,0.0,0.0010839999999999997,0.0031990000000000005,0.0021290000000000002,0.045099,SOLVER_RET_SUCCESS
"3600.0",48,30,0,102,41,0,32,30,32,1,0,True,0.0,0.003,0.0,0.0,0.001,0.001,0.003,0.04,0.0,0.0026989999999999987,0.0014840000000000005,0.0,0.0009269999999999997,0.0026880000000000003,0.0018070000000000002,0.039955,SOLVER_RET_SUCCESS
"4500.0",48,67,0,206,71,0,69,67,69,1,0,True,0.0,0.009000000000000001,0.005,0.0,0.001,0.006,0.002,0.101,0.0,0.006817000000000005,0.003192000000000001,0.0,0.002412999999999998,0.007377999999999991,0.004682999999999998,0.101252,SOLVER_RET_SUCCESS
"5400.0",48,38,0,119,42,0,40,38,40,1,0,True,0.0,0.003,0.001,0.0,0.002,0.004,0.003,0.06,0.0,0.004289000000000003,0.0019979999999999998,0.0,0.0015439999999999998,0.004559999999999999,0.002966000000000001,0.061455,SOLVER_RET_SUCCESS
"6300.0",48,62,0,195,70,0,64,62,64,1,0,True,0.0,0.003,0.006,0.0,0.001,0.005,0.006,0.08,0.0,0.005347000000000002,0.0026560000000000004,0.0,0.0018929999999999995,0.005795999999999995,0.003745000000000002,0.079776,SOLVER_RET_SUCCESS
"7200.0",48,35,0,110,39,0,37,35,37,1,0,True,0.0,0.003,0.001,0.0,0.0,0.006,0.005,0.061,0.0,0.00407,0.001923,0.0,0.001446,0.0044719999999999985,0.0029070000000000003,0.061405,SOLVER_RET_SUCCESS
"8100.0",48,40,0,125,44,0,42,40,42,1,0,True,0.0,0.005,0.001,0.0,0.001,0.003,0.003,0.071,0.0,0.005116999999999995,0.0023380000000000002,0.0,0.0017889999999999994,0.0052720000000000015,0.0034800000000000005,0.072141,SOLVER_RET_SUCCESS
"9000.0",48,35,0,110,39,0,37,35,37,1,0,True,0.0,0.001,0.002,0.0,0.0,0.003,0.003,0.045,0.0,0.002912999999999999,0.0014180000000000002,0.0,0.0010599999999999997,0.003134000000000002,0.0020850000000000005,0.044411,SOLVER_RET_SUCCESS
