,T_out,P_el,_mDot_full
"(0, 37200)",294.0764871877872,0.14922358196828261,0.010715091318875013
"(0, 37500)",294.0787794737903,0.1492481440221349,0.010715091318875013
"(0, 37800)",294.0809992431207,0.1492719290532173,0.010715091318875013
"(0, 38100)",294.08313211835247,0.14930043022257422,0.010715496627346093
"(0, 38400)",294.08519751737407,0.1493225619988239,0.010715496627346093
"(0, 38700)",294.0871975748808,0.14934399360829156,0.010715496627346093
"(0, 39000)",294.08919537728957,0.14934473179515173,0.010714013811620111
"(0, 39300)",294.0911299852949,0.14936545921204109,0.010714013811620111
"(0, 39600)",294.09300339785926,0.14938553098013016,0.010714013811620111
"(0, 39900)",294.0945714966675,0.14948567686779216,0.010719990707747153
"(0, 40200)",294.0960899662089,0.14950195484716558,0.010719990707747153
"(0, 40500)",294.097560377216,0.14951771763949756,0.010719990707747153
"(0, 40800)",294.0996779706382,0.14930542957160048,0.010703145254382462
"(0, 41100)",294.1017286473016,0.1493273782617985,0.010703145254382462
"(0, 41400)",294.1037145218009,0.1493486333650216,0.010703145254382462
"(0, 41700)",293.7302760488329,0.2708015089336573,0.01994079560385161
"(0, 42000)",293.3785230481641,0.2637872742442813,0.01994079560385161
"(0, 42300)",293.0471974473642,0.25718037816040834,0.01994079560385161
"(0, 42600)",293.4970583902563,4.693822390225598e-05,3.51674672649383e-06
"(0, 42900)",293.94691458636487,4.8520254207313704e-05,3.51674672649383e-06
"(0, 43200)",294.39676603574685,5.0102267819336304e-05,3.51674672649383e-06
"(900.0, 0)",,,
"(900.0, 300)",293.5999956816718,1.4575003057445487e-06,1.0836436979163233e-07
"(900.0, 600)",294.04999123602505,1.506263790401069e-06,1.0836436979163233e-07
"(900.0, 900)",294.499986625075,1.5550272571446068e-06,1.0836436979163233e-07
"(900.0, 1200)",294.5208897763195,0.14313605356658027,0.009960138571408504
"(900.0, 1500)",294.5411775555131,0.1433381226586553,0.009960138571408504
"(900.0, 1800)",294.5608680787169,0.14353424299830864,0.009960138571408504
"(900.0, 2100)",294.5478580831562,0.15426720325797508,0.01071459396022588
"(900.0, 2400)",294.53525964116875,0.15413221606754743,0.01071459396022588
"(900.0, 2700)",294.5230597338148,0.15400149901389829,0.01071459396022588
"(900.0, 3000)",294.51126361834326,0.15386906008039788,0.010714172803280634
"(900.0, 3300)",294.4998406425599,0.15374667234392653,0.010714172803280634
"(900.0, 3600)",294.48877900315284,0.15362815602783184,0.010714172803280634
"(900.0, 3900)",294.4780610395686,0.15351543149120803,0.010714320037251208
"(900.0, 4200)",294.4676821157031,0.15340422837927184,0.010714320037251208
"(900.0, 4500)",294.4576315067644,0.15329654293853293,0.010714320037251208
"(900.0, 4800)",294.44790036229705,0.15319176057272577,0.010714283684385272
"(900.0, 5100)",294.43847704062125,0.15309079643104206,0.010714283684385272
"(900.0, 5400)",294.42935180445744,0.15299302606209658,0.010714283684385272
"(900.0, 5700)",294.42051480521775,0.1528984859308945,0.010714293633961248
"(900.0, 6000)",294.4119573447587,0.15280679878677483,0.010714293633961248
"(900.0, 6300)",294.40367058049384,0.1527180119611661,0.010714293633961248
"(900.0, 6600)",294.3956460609732,0.15263199717406126,0.010714290985524727
"(900.0, 6900)",294.38787537918586,0.152548739828236,0.010714290985524727
"(900.0, 7200)",294.3803505055428,0.15246811614239447,0.010714290985524727
"(900.0, 7500)",294.37306363461664,0.1523900525900949,0.010714291695862316
"(900.0, 7800)",294.366007267575,0.15231444861529758,0.010714291695862316
"(900.0, 8100)",294.35917411294196,0.15224123620335606,0.010714291695862316
"(900.0, 8400)",294.35255711786516,0.15217033708798844,0.010714291505758186
"(900.0, 8700)",294.346149436643,0.15210168332349802,0.010714291505758186
"(900.0, 9000)",294.33994444809935,0.1520352012674513,0.010714291505758186
"(900.0, 9300)",294.3339357383715,0.15197082292206796,0.010714291556675935
"(900.0, 9600)",294.32811710075123,0.1519084803421421,0.010714291556675935
"(900.0, 9900)",294.32248252273206,0.1518481098304456,0.010714291556675935
"(900.0, 10200)",294.3170261825699,0.15178964881801663,0.010714291543045722
"(900.0, 10500)",294.3117424415382,0.15173303727616455,0.010714291543045722
"(900.0, 10800)",294.30662583984866,0.15167821651395333,0.010714291543045722
"(900.0, 11100)",294.3016710902694,0.15162512993410907,0.01071429154669696
"(900.0, 11400)",294.2968730731229,0.15157372257955626,0.01071429154669696
"(900.0, 11700)",294.292226830529,0.15152394138180766,0.01071429154669696
"(900.0, 12000)",294.2877275614796,0.15147573488763852,0.010714291545718908
"(900.0, 12300)",294.2833706167543,0.1514290533116028,0.010714291545718908
"(900.0, 12600)",294.2791514942408,0.15138384840292682,0.010714291545718908
"(900.0, 12900)",294.2750658342308,0.15134007345412462,0.010714291545981027
"(900.0, 13200)",294.2711094149468,0.15129768322443823,0.010714291545981027
"(900.0, 13500)",294.2672781481472,0.15125663391495664,0.010714291545981027
"(900.0, 13800)",294.26356807491584,0.1512168831077103,0.010714291545910946
"(900.0, 14100)",294.25997536156194,0.151178389729395,0.010714291545910946
"(900.0, 14400)",294.2564962956682,0.15114111400310246,0.010714291545910946
"(900.0, 14700)",294.25312728225003,0.1511050174113845,0.010714291545929844
"(900.0, 15000)",294.24986484004415,0.15107006265443898,0.010714291545929844
"(900.0, 15300)",294.24670559790843,0.15103621361313274,0.010714291545929844
"(900.0, 15600)",294.24364629133953,0.1510034353105509,0.01071429154592461
"(900.0, 15900)",294.2406837590986,0.15097169387640794,0.01071429154592461
"(900.0, 16200)",294.23781493994613,0.15094095651161532,0.01071429154592461
"(900.0, 16500)",294.23503686947794,0.15091119145470294,0.010714291545925961
"(900.0, 16800)",294.2323466770622,0.1508823679488468,0.010714291545925961
"(900.0, 17100)",294.2297415828731,0.1508544562101992,0.010714291545925961
"(900.0, 17400)",294.2272188950182,0.15082742739702953,0.010714291545924957
"(900.0, 17700)",294.2247760067574,0.15080125357998886,0.010714291545924957
"(900.0, 18000)",294.22241039380873,0.15077590771317162,0.010714291545924957
"(900.0, 18300)",294.2201196117404,0.15075136360622662,0.010714291545925184
"(900.0, 18600)",294.2179012934446,0.15072759589726312,0.010714291545925184
"(900.0, 18900)",294.2157531466917,0.15070458002667045,0.010714291545925184
"(900.0, 19200)",294.21367295176213,0.15068229221172244,0.010714291545925176
"(900.0, 19500)",294.2116585591515,0.1506607094220034,0.010714291545925176
"(900.0, 19800)",294.2097078873503,0.15063980935561538,0.010714291545925176
"(900.0, 20100)",294.20781892069346,0.1506195704161331,0.010714291545925195
"(900.0, 20400)",294.20598970727633,0.15059997169028283,0.010714291545925195
"(900.0, 20700)",294.2042183569388,0.1505809929263359,0.010714291545925195
"(900.0, 21000)",294.20250303931164,0.1505626145131841,0.010714291545925132
"(900.0, 21300)",294.200841981925,0.15054481746006965,0.010714291545925132
"(900.0, 21600)",294.19923346837777,0.15052758337696864,0.010714291545925132
"(900.0, 21900)",294.19767583656267,0.1505108944555811,0.010714291545925148
"(900.0, 22200)",294.19616747695017,0.1504947334509363,0.010714291545925148
"(900.0, 22500)",294.19470683092385,0.15047908366356488,0.010714291545925148
"(900.0, 22800)",294.1932923891712,0.15046392892225202,0.010714291545925146
"(900.0, 23100)",294.19192269012314,0.15044925356732086,0.010714291545925146
"(900.0, 23400)",294.1905963184443,0.15043504243445524,0.010714291545925146
"(900.0, 23700)",294.18931190357,0.15042128083902662,0.01071429154592514
"(900.0, 24000)",294.1880681182907,0.15040795456092346,0.01071429154592514
"(900.0, 24300)",294.1868636773797,0.15039504982985288,0.01071429154592514
"(900.0, 24600)",294.18569733626583,0.1503825533111179,0.010714291545925167
"(900.0, 24900)",294.1845678897474,0.15037045209183378,0.010714291545925167
"(900.0, 25200)",294.183474170746,0.15035873366758365,0.010714291545925167
"(900.0, 25500)",294.1824150491017,0.1503473859295019,0.010714291545925065
"(900.0, 25800)",294.18138943040435,0.1503363971517642,0.010714291545925065
"(900.0, 26100)",294.18039625486296,0.15032575597945697,0.010714291545925065
"(900.0, 26400)",294.1794344962108,0.1503154514168634,0.010714291545925252
"(900.0, 26700)",294.1785031606448,0.15030547281608278,0.010714291545925252
"(900.0, 27000)",294.1776012857985,0.15029580986604216,0.010714291545925252
"(900.0, 27300)",294.1767279397481,0.1502864525818476,0.010714291545926015
"(900.0, 27600)",294.1758822200487,0.150277391294422,0.010714291545926015
"(900.0, 27900)",294.17506325280243,0.15026861664057872,0.010714291545926015
"(900.0, 28200)",294.17427019175545,0.15026011955324947,0.010714291545921854
"(900.0, 28500)",294.1735022174229,0.1502518912523506,0.010714291545921854
"(900.0, 28800)",294.1727585362424,0.1502439232353656,0.010714291545921854
"(900.0, 29100)",294.1720383797538,0.15023620726904366,0.010714291545940068
"(900.0, 29400)",294.1713410038068,0.15022873537982986,0.010714291545940068
"(900.0, 29700)",294.1706656877896,0.1502214998471366,0.010714291545940068
"(900.0, 30000)",294.17001173388866,0.15021449319341473,0.010714291545870915
"(900.0, 30300)",294.1693784663584,0.15020770818046916,0.010714291545870915
"(900.0, 30600)",294.1687652308315,0.15020113779624708,0.010714291545870915
"(900.0, 30900)",294.1681713936298,0.15019477525494648,0.010714291546128426
"(900.0, 31200)",294.16759634114123,0.15018861397493014,0.010714291546128426
"(900.0, 31500)",294.16703947915323,0.15018264759323996,0.010714291546128426
"(900.0, 31800)",294.1665002322897,0.15017686993171794,0.010714291545171636
"(900.0, 32100)",294.1659780432959,0.15017127504659739,0.010714291545171636
"(900.0, 32400)",294.16547237258436,0.15016585714316746,0.010714291545171636
"(900.0, 32700)",294.16498269748814,0.1501606106714341,0.010714291548739973
"(900.0, 33000)",294.16450851216956,0.15015553011168314,0.010714291548739973
"(900.0, 33300)",294.1640493266442,0.1501506102640891,0.010714291548739973
"(900.0, 33600)",294.1636046669779,0.1501458458640883,0.01071429153541744
"(900.0, 33900)",294.16317407312704,0.15014123235603677,0.01071429153541744
"(900.0, 34200)",294.16275710015054,0.15013676478600407,0.01071429153541744
"(900.0, 34500)",294.1623533151242,0.15013243921267846,0.010714291585170973
"(900.0, 34800)",294.1619623029351,0.15012824979407005,0.010714291585170973
"(900.0, 35100)",294.1615836595429,0.1501241928983595,0.010714291585170973
"(900.0, 35400)",294.1612170013741,0.15012026181269258,0.010714291399381634
"(900.0, 35700)",294.16086194161716,0.15011645759899248,0.010714291399381634
"(900.0, 36000)",294.1605181133821,0.15011277372309081,0.010714291399381634
"(900.0, 36300)",294.1601851326729,0.1501092157956358,0.010714292093511928
"(900.0, 36600)",294.1598626850651,0.15010576099778117,0.010714292093511928
"(900.0, 36900)",294.1595504373674,0.15010241548474218,0.010714292093511928
"(900.0, 37200)",294.1592481739861,0.15009914068563154,0.010714289505153555
"(900.0, 37500)",294.15895547202985,0.15009600459213288,0.010714289505153555
"(900.0, 37800)",294.1586720290441,0.1500929677019258,0.010714289505153555
"(900.0, 38100)",294.1583971501023,0.1500901587424701,0.010714299225973431
"(900.0, 38400)",294.15813096634787,0.15008730677007598,0.010714299225973431
"(900.0, 38700)",294.1578732027278,0.15008454501352012,0.010714299225973431
"(900.0, 39000)",294.1576250629384,0.1500813884556865,0.010714263680056204
"(900.0, 39300)",294.1573847724768,0.1500788139203209,0.010714263680056204
"(900.0, 39600)",294.15715208304755,0.15007632082442043,0.010714263680056204
"(900.0, 39900)",294.1569208272515,0.15007585058438402,0.010714407001744466
"(900.0, 40200)",294.1566968867934,0.15007345119517132,0.010714407001744466
"(900.0, 40500)",294.1564800302663,0.15007112770608,0.010714407001744466
"(900.0, 40800)",294.1562869260548,0.15006333712098135,0.010713998500332753
"(900.0, 41100)",294.15609993009934,0.15006133364659474,0.010713998500332753
"(900.0, 41400)",294.1559188491838,0.15005939354593767,0.010713998500332753
"(900.0, 41700)",293.77927251863247,0.2718382834005485,0.019945179247749377
"(900.0, 42000)",293.4245026417488,0.2647623346144027,0.019945179247749377
"(900.0, 42300)",293.0903394498407,0.2580973898537964,0.019945179247749377
"(900.0, 42600)",293.5403366144553,9.570391137775021e-07,7.147237155669003e-08
"(900.0, 42900)",293.99033368256926,9.89201471429163e-07,7.147237155669003e-08
"(900.0, 43200)",294.4403306541827,1.0213638221837e-06,7.147237155669003e-08
"(1800.0, 0)",,,
"(1800.0, 300)",293.2474565683208,0.11793202190515698,0.00900419263007155
"(1800.0, 600)",293.34231457147814,0.11878614163808922,0.00900419263007155
"(1800.0, 900)",293.4346432712953,0.11961748703652669,0.00900419263007155
"(1800.0, 1200)",293.4572598775093,0.14258188403716207,0.010714593789375091
"(1800.0, 1500)",293.47916103805596,0.14281654607593572,0.010714593789375091
"(1800.0, 1800)",293.50036938508896,0.14304378489933775,0.010714593789375091
"(1800.0, 2100)",293.520923501466,0.14325836445579007,0.010714171271721295
"(1800.0, 2400)",293.54082744147667,0.14347161867804667,0.010714171271721295
"(1800.0, 2700)",293.56010177177035,0.14367812715396094,0.010714171271721295
"(1800.0, 3000)",293.57876055820975,0.14388002347361573,0.010714318931366571
"(1800.0, 3300)",293.5968291141434,0.14407361574451885,0.010714318931366571
"(1800.0, 3600)",293.6143261102421,0.14426108414106076,0.010714318931366571
"(1800.0, 3900)",293.6312710742266,0.14444214724914672,0.010714282537148132
"(1800.0, 4200)",293.64768002257784,0.14461795735791924,0.010714282537148132
"(1800.0, 4500)",293.66356991093886,0.14478820611130228,0.010714282537148132
"(1800.0, 4800)",293.6789567607159,0.14495320000984815,0.01071429250411601
"(1800.0, 5100)",293.6938568818353,0.14511284426586826,0.01071429250411601
"(1800.0, 5400)",293.70828567087176,0.1452674385320844,0.01071429250411601
"(1800.0, 5700)",293.7222581436037,0.1454171076893052,0.010714289851452412
"(1800.0, 6000)",293.7357886284472,0.1455620772257498,0.010714289851452412
"(1800.0, 6300)",293.74889110669955,0.14570246097551828,0.010714289851452412
"(1800.0, 6600)",293.76157908881305,0.14583841337760586,0.010714290562912416
"(1800.0, 6900)",293.77386571499636,0.14597005586057119,0.010714290562912416
"(1800.0, 7200)",293.78576368124646,0.14609753412808368,0.010714290562912416
"(1800.0, 7500)",293.7972852896206,0.14622097738917877,0.010714290372487946
"(1800.0, 7800)",293.8084424376951,0.1463405183133774,0.010714290372487946
"(1800.0, 8100)",293.8192466543559,0.14645627782792853,0.010714290372487946
"(1800.0, 8400)",293.8297091017398,0.1465683762248149,0.01071429042348382
"(1800.0, 8700)",293.83984059301025,0.14667692796471005,0.01071429042348382
"(1800.0, 9000)",293.84965159722356,0.14678204591319743,0.01071429042348382
"(1800.0, 9300)",293.85915225282304,0.1468838385093123,0.010714290409829335
"(1800.0, 9600)",293.8683523764407,0.1469824113055592,0.010714290409829335
"(1800.0, 9900)",293.8772614747333,0.14707786597195432,0.010714290409829335
"(1800.0, 10200)",293.88588875348745,0.1471703011921983,0.010714290413485804
"(1800.0, 10500)",293.89424312758223,0.14725981238247265,0.010714290413485804
"(1800.0, 10800)",293.9023332297454,0.14734649208652373,0.010714290413485804
"(1800.0, 11100)",293.9101674196682,0.14743042985903282,0.010714290412506303
"(1800.0, 11400)",293.91775379252203,0.14751171246096623,0.010714290412506303
"(1800.0, 11700)",293.9251001874453,0.14759042386965954,0.010714290412506303
"(1800.0, 12000)",293.9322141955923,0.14766664542256805,0.010714290412769324
"(1800.0, 12300)",293.9391031680092,0.14774045587368825,0.010714290412769324
"(1800.0, 12600)",293.94577422319793,0.14781193149634017,0.010714290412769324
"(1800.0, 12900)",293.9522342544853,0.14788114614664172,0.010714290412697872
"(1800.0, 13200)",293.95848993713736,0.1479481713473061,0.010714290412697872
"(1800.0, 13500)",293.9645477352661,0.14801307635571856,0.010714290412697872
"(1800.0, 13800)",293.9704139085047,0.14807592823968044,0.010714290412717533
"(1800.0, 14100)",293.9760945184785,0.14813679194466065,0.010714290412717533
"(1800.0, 14400)",293.98159543506625,0.14819573036251812,0.010714290412717533
"(1800.0, 14700)",293.98692234246647,0.14825280439533348,0.01071429041271232
"(1800.0, 15000)",293.99208074507015,0.1483080730188954,0.01071429041271232
"(1800.0, 15300)",293.9970759731496,0.14836159334321625,0.01071429041271232
"(1800.0, 15600)",294.00191318836556,0.14841342067185315,0.010714290412714067
"(1800.0, 15900)",294.00659738910156,0.14846360855889001,0.010714290412714067
"(1800.0, 16200)",294.01113341562836,0.14851220886441785,0.010714290412714067
"(1800.0, 16500)",294.0155259551055,0.1485592718080062,0.010714290412712749
"(1800.0, 16800)",294.0197795464246,0.1486048460206973,0.010714290412712749
"(1800.0, 17100)",294.0238985848999,0.14864897859514187,0.010714290412712749
"(1800.0, 17400)",294.0278873268094,0.14869171513435575,0.010714290412713776
"(1800.0, 17700)",294.0317498937936,0.14873309979876292,0.010714290412713776
"(1800.0, 18000)",294.0354902771136,0.14877317535190887,0.010714290412713776
"(1800.0, 18300)",294.0391123417766,0.1488119832046023,0.01071429041271377
"(1800.0, 18600)",294.0426198305284,0.14884956345770797,0.01071429041271377
"(1800.0, 18900)",294.04601636772173,0.14888595494359502,0.01071429041271377
"(1800.0, 19200)",294.0493054630607,0.14892119526625117,0.010714290412713715
"(1800.0, 19500)",294.0524905152281,0.14895532084015198,0.010714290412713715
"(1800.0, 19800)",294.0555748153968,0.14898836692787923,0.010714290412713715
"(1800.0, 20100)",294.05856155063094,0.14902036767655796,0.010714290412713311
"(1800.0, 20400)",294.0614538071788,0.14905135615315965,0.010714290412713311
"(1800.0, 20700)",294.06425457366225,0.14908136437864164,0.010714290412713311
"(1800.0, 21000)",294.06696674416463,0.14911042336106037,0.010714290412713809
"(1800.0, 21300)",294.06959312122177,0.1491385631275837,0.010714290412713809
"(1800.0, 21600)",294.07213641871743,0.1491658127555576,0.010714290412713809
"(1800.0, 21900)",294.0745992646874,0.14919220040252126,0.01071429041271376
"(1800.0, 22200)",294.0769842040358,0.14921775333531692,0.01071429041271376
"(1800.0, 22500)",294.0792937011643,0.1492424979582591,0.01071429041271376
"(1800.0, 22800)",294.08153014251866,0.14926645984042053,0.010714290412713733
"(1800.0, 23100)",294.0836958390549,0.14928966374205513,0.010714290412713733
"(1800.0, 23400)",294.08579302862705,0.14931213364018192,0.010714290412713733
"(1800.0, 23700)",294.0878238782995,0.1493338927533598,0.010714290412713932
"(1800.0, 24000)",294.08979048658665,0.14935496356567649,0.010714290412713932
"(1800.0, 24300)",294.09169488562105,0.14937536784999206,0.010714290412713932
"(1800.0, 24600)",294.09353904325303,0.14939512669042493,0.010714290412713679
"(1800.0, 24900)",294.09532486508465,0.149414260504154,0.010714290412713679
"(1800.0, 25200)",294.0970541964384,0.14943278906249885,0.010714290412713679
"(1800.0, 25500)",294.0987288242643,0.1494507315113634,0.010714290412714027
"(1800.0, 25800)",294.10035047898594,0.14946810639100014,0.010714290412714027
"(1800.0, 26100)",294.1019208362889,0.14948493165519566,0.010714290412714027
"(1800.0, 26400)",294.1034415188524,0.14950122468979726,0.010714290412713358
"(1800.0, 26700)",294.1049140980255,0.14951700233071422,0.010714290412713358
"(1800.0, 27000)",294.10634009545146,0.14953228088126275,0.010714290412713358
"(1800.0, 27300)",294.1077209846394,0.14954707612907714,0.010714290412715263
"(1800.0, 27600)",294.10905819248774,0.1495614033623056,0.010714290412715263
"(1800.0, 27900)",294.1103531007577,0.14957527738556892,0.010714290412715263
